timeindex,ghi,pv_profile,t_air,e,tp,windspeed,wind_turbine,ac-discharge,cf_aware,
2022-03-04T00:00:00Z,3.47E-08,0,26.519226,-0.0969943,0.00000,7.5192857,0.395,0.0033,9.8,
2022-03-04T01:00:00Z,3.47E-08,0,26.357056,-0.09828174,0.00000,7.5088077,0.376,0.0033,9.8,
2022-03-04T02:00:00Z,3.47E-08,0,26.211578,-0.093767196,0.00000,7.159969,0.361,0.0033,9.8,
2022-03-04T03:00:00Z,3.47E-08,0,26.049744,-0.081238754,0.00000,6.512149,0.349,0.0033,9.8,
2022-03-04T04:00:00Z,3.47E-08,0,25.804047,-0.07718359,0.00000,5.800674,0.326,0.0033,9.8,
2022-03-04T05:00:00Z,3.47E-08,0,25.601257,-0.07236277,0.00000,5.2444167,0.299,0.0033,9.8,
2022-03-04T06:00:00Z,3.47E-08,0,25.420288,-0.06816584,0.00000,4.707938,0.282,0.0033,9.8,
2022-03-04T07:00:00Z,3.47E-08,0,25.229614,-0.07072938,0.00000,4.3572,0.297,0.0033,9.8,
2022-03-04T08:00:00Z,3.47E-08,0,25.151276,-0.067093916,0.00001,4.141245,0.303,0.0033,9.8,
2022-03-04T09:00:00Z,3.47E-08,0,25.083466,-0.067865245,0.00004,4.1971445,0.271,0.0033,9.8,
2022-03-04T10:00:00Z,3.47E-08,0,25.041687,-0.068097785,0.00012,4.0257163,0.24,0.0033,9.8,
2022-03-04T11:00:00Z,3.47E-08,0.049,25.06314,-0.06805809,0.00009,4.0956483,0.25,0.0033,9.8,
2022-03-04T12:00:00Z,0.0453,0.236,25.11496,-0.06831329,0.00008,4.3623285,0.314,0.0033,9.8,
2022-03-04T13:00:00Z,0.207,0.424,25.496979,-0.07427409,0.00008,5.1664824,0.329,0.0033,9.8,
2022-03-04T14:00:00Z,0.415,0.562,26.057709,-0.08741506,0.00003,5.7205396,0.311,0.0033,9.8,
2022-03-04T15:00:00Z,0.625,0.639,26.63562,-0.09964858,0.00004,5.520097,0.301,0.0033,9.8,
2022-03-04T16:00:00Z,0.705,0.675,26.789154,-0.09013173,0.00005,5.2666397,0.305,0.0033,9.8,
2022-03-04T17:00:00Z,0.725,0.66,26.626404,-0.085934795,0.00003,5.8254247,0.323,0.0033,9.8,
2022-03-04T18:00:00Z,0.823,0.611,26.559967,-0.08953055,0.00000,6.872408,0.362,0.0033,9.8,
2022-03-04T19:00:00Z,0.737,0.505,26.437683,-0.088543706,0.00000,7.6895747,0.427,0.0033,9.8,
2022-03-04T20:00:00Z,0.675,0.354,26.482086,-0.097147435,0.00000,8.336761,0.478,0.0033,9.8,
2022-03-04T21:00:00Z,0.448,0.173,26.599518,-0.10441268,0.00000,8.727046,0.482,0.0033,9.8,
2022-03-04T22:00:00Z,0.244,0.017,26.242859,-0.1093129,0.00000,8.260771,0.422,0.0033,9.8,
2022-03-04T23:00:00Z,0.0677,0,26.182983,-0.10366971,0.00000,7.9620757,0.323,0.0033,9.8,
2022-03-05T00:00:00Z,3.47E-08,0,26.108582,-0.09187856,0.00000,7.89043,0.315,0.0033,9.8,
2022-03-05T01:00:00Z,3.47E-08,0,26.102234,-0.08506137,0.00000,7.643114,0.289,0.0033,9.8,
2022-03-05T02:00:00Z,3.47E-08,0,26.037537,-0.082168885,0.00000,7.177878,0.242,0.0033,9.8,
2022-03-05T03:00:00Z,3.47E-08,0,25.949158,-0.07730837,0.00000,6.599659,0.21,0.0033,9.8,
2022-03-05T04:00:00Z,3.47E-08,0,25.886414,-0.07255562,0.00004,6.077489,0.205,0.0033,9.8,
2022-03-05T05:00:00Z,3.47E-08,0,25.737946,-0.06925478,0.00001,5.6342645,0.187,0.0033,9.8,
2022-03-05T06:00:00Z,3.47E-08,0,25.581665,-0.064575754,0.00001,5.0169773,0.174,0.0033,9.8,
2022-03-05T07:00:00Z,3.47E-08,0,25.460876,-0.07324187,0.00001,4.4713936,0.187,0.0033,9.8,
2022-03-05T08:00:00Z,3.47E-08,0,25.38855,-0.07169353,0.00001,4.1619997,0.202,0.0033,9.8,
2022-03-05T09:00:00Z,3.47E-08,0,25.285095,-0.068364345,0.00002,4.0664926,0.182,0.0033,9.8,
2022-03-05T10:00:00Z,3.47E-08,0,25.38742,-0.068188526,0.00011,3.973814,0.161,0.0033,9.8,
2022-03-05T11:00:00Z,3.47E-08,0.052,25.350952,-0.07207353,0.00005,4.1338515,0.17,0.0033,9.8,
2022-03-05T12:00:00Z,0.05,0.248,25.357544,-0.07471647,0.00006,4.190596,0.272,0.0033,9.8,
2022-03-05T13:00:00Z,0.205,0.442,25.724243,-0.07863551,0.00006,4.982487,0.333,0.0033,9.8,
2022-03-05T14:00:00Z,0.405,0.596,26.32602,-0.08902011,0.00003,5.782542,0.333,0.0033,9.8,
2022-03-05T15:00:00Z,0.616,0.692,26.87268,-0.10538252,0.00006,6.162872,0.312,0.0033,9.8,
2022-03-05T16:00:00Z,0.684,0.727,27.052399,-0.10703294,0.00005,6.340558,0.303,0.0033,9.8,
2022-03-05T17:00:00Z,0.824,0.694,27.112946,-0.10615385,0.00004,6.386937,0.31,0.0033,9.8,
2022-03-05T18:00:00Z,0.882,0.631,27.322418,-0.11190479,0.00002,6.684451,0.324,0.0033,9.8,
2022-03-05T19:00:00Z,0.762,0.536,27.29245,-0.12393415,0.00000,6.944242,0.338,0.0033,9.8,
2022-03-05T20:00:00Z,0.621,0.376,27.288757,-0.1264523,0.00000,7.468928,0.369,0.0033,9.8,
2022-03-05T21:00:00Z,0.509,0.182,27.22644,-0.13680288,0.00000,7.9414682,0.405,0.0033,9.8,
2022-03-05T22:00:00Z,0.269,0.02,27.11029,-0.14537826,0.00000,7.7365465,0.412,0.0033,9.8,
2022-03-05T23:00:00Z,0.0614,0,26.845093,-0.14838418,0.00000,8.117504,0.348,0.0033,9.8,
2022-03-06T00:00:00Z,3.47E-08,0,26.665955,-0.14119832,0.00000,8.452156,0.305,0.0033,9.8,
2022-03-06T01:00:00Z,3.47E-08,0,26.574127,-0.13848734,0.00000,8.563157,0.31,0.0033,9.8,
2022-03-06T02:00:00Z,3.47E-08,0,26.447357,-0.12737677,0.00000,8.2034235,0.271,0.0033,9.8,
2022-03-06T03:00:00Z,3.47E-08,0,26.31482,-0.11785992,0.00000,7.834453,0.218,0.0033,9.8,
2022-03-06T04:00:00Z,3.47E-08,0,26.253815,-0.11424714,0.00001,7.2886,0.199,0.0033,9.8,
2022-03-06T05:00:00Z,3.47E-08,0,26.121033,-0.10906902,0.00001,6.763433,0.211,0.0033,9.8,
2022-03-06T06:00:00Z,3.47E-08,0,25.815369,-0.10785531,0.00006,6.4973345,0.222,0.0033,9.8,
2022-03-06T07:00:00Z,3.47E-08,0,25.636322,-0.10984035,0.00001,5.9401646,0.222,0.0033,9.8,
2022-03-06T08:00:00Z,3.47E-08,0,25.568268,-0.098905616,0.00003,5.8213143,0.23,0.0033,9.8,
2022-03-06T09:00:00Z,3.47E-08,0,25.397095,-0.09724952,0.00007,5.709392,0.229,0.0033,9.8,
2022-03-06T10:00:00Z,3.47E-08,0,25.517761,-0.09851995,0.00007,5.5022764,0.205,0.0033,9.8,
2022-03-06T11:00:00Z,3.47E-08,0.035,25.375885,-0.09772026,0.00008,5.6782103,0.212,0.0033,9.8,
2022-03-06T12:00:00Z,0.0518,0.155,25.363861,-0.104565814,0.00012,5.827043,0.285,0.0033,9.8,
2022-03-06T13:00:00Z,0.228,0.289,25.66034,-0.10961916,0.00012,6.5839443,0.333,0.0033,9.8,
2022-03-06T14:00:00Z,0.457,0.437,26.160614,-0.124092944,0.00007,6.8120327,0.347,0.0033,9.8,
2022-03-06T15:00:00Z,0.577,0.578,26.90152,-0.1430586,0.00005,6.849271,0.364,0.0033,9.8,
2022-03-06T16:00:00Z,0.778,0.68,27.555084,-0.15048265,0.00002,6.5994987,0.395,0.0033,9.8,
2022-03-06T17:00:00Z,0.884,0.694,28.08017,-0.14889461,0.00000,6.4329295,0.42,0.0033,9.8,
2022-03-06T18:00:00Z,0.779,0.627,28.097595,-0.14985879,0.00000,6.759976,0.446,0.0033,9.8,
2022-03-06T19:00:00Z,0.816,0.503,27.984772,-0.14095445,0.00000,7.1376896,0.473,0.0033,9.8,
2022-03-06T20:00:00Z,0.631,0.347,28.105652,-0.14023416,0.00000,7.573076,0.489,0.0033,9.8,
2022-03-06T21:00:00Z,0.437,0.18,27.992401,-0.13552111,0.00000,7.9546466,0.487,0.0033,9.8,
2022-03-06T22:00:00Z,0.267,0.023,27.602722,-0.14178817,0.00000,7.3698673,0.451,0.0033,9.8,
2022-03-06T23:00:00Z,0.0703,0,27.415161,-0.15292142,0.00000,8.115578,0.379,0.0033,9.8,
2022-03-07T00:00:00Z,3.47E-08,0,27.15622,-0.16711162,0.00000,8.610444,0.327,0.0033,9.8,
2022-03-07T01:00:00Z,3.47E-08,0,26.80899,-0.1708038,0.00000,7.9338565,0.283,0.0033,9.8,
2022-03-07T02:00:00Z,3.47E-08,0,26.405151,-0.1510101,0.00000,7.08129,0.24,0.0033,9.8,
2022-03-07T03:00:00Z,3.47E-08,0,26.106842,-0.13645692,0.00000,6.4381886,0.189,0.0033,9.8,
2022-03-07T04:00:00Z,3.47E-08,0,25.83023,-0.12682097,0.00000,5.7055845,0.143,0.0033,9.8,
2022-03-07T05:00:00Z,3.47E-08,0,25.552582,-0.11379909,0.00000,5.2935057,0.106,0.0033,9.8,
2022-03-07T06:00:00Z,3.47E-08,0,25.27414,-0.111615546,0.00004,4.932801,0.081,0.0033,9.8,
2022-03-07T07:00:00Z,3.47E-08,0,25.055084,-0.10083394,0.00004,4.9610753,0.078,0.0033,9.8,
2022-03-07T08:00:00Z,3.47E-08,0,24.972382,-0.10507626,0.00007,5.35645,0.108,0.0033,9.8,
2022-03-07T09:00:00Z,3.47E-08,0,24.86026,-0.108842164,0.00006,5.474896,0.14,0.0033,9.8,
2022-03-07T10:00:00Z,3.47E-08,0,24.80362,-0.11358924,0.00017,4.315166,0.136,0.0033,9.8,
2022-03-07T11:00:00Z,3.47E-08,0.053,24.56195,-0.12185269,0.00021,4.310327,0.158,0.0033,9.8,
2022-03-07T12:00:00Z,0.0532,0.224,24.421783,-0.1282672,0.00020,4.437057,0.281,0.0033,9.8,
2022-03-07T13:00:00Z,0.239,0.403,24.842957,-0.13074566,0.00004,4.8497887,0.331,0.0033,9.8,
2022-03-07T14:00:00Z,0.453,0.551,25.583374,-0.13688229,0.00004,5.6211233,0.339,0.0033,9.8,
2022-03-07T15:00:00Z,0.67,0.652,26.348053,-0.15511063,0.00002,5.483425,0.342,0.0033,9.8,
2022-03-07T16:00:00Z,0.691,0.714,26.788696,-0.15643777,0.00000,5.2278056,0.348,0.0033,9.8,
2022-03-07T17:00:00Z,0.862,0.709,27.02481,-0.13816406,0.00000,5.229031,0.358,0.0033,9.8,
2022-03-07T18:00:00Z,0.877,0.636,26.984344,-0.12010018,0.00000,6.0348196,0.373,0.0033,9.8,
2022-03-07T19:00:00Z,0.788,0.468,26.734833,-0.11119018,0.00000,7.048873,0.395,0.0033,9.8,
2022-03-07T20:00:00Z,0.68,0.329,26.41275,-0.1134985,0.00000,7.949526,0.411,0.0033,9.8,
2022-03-07T21:00:00Z,0.476,0.158,26.325317,-0.12630485,0.00000,8.512537,0.422,0.0033,9.8,
2022-03-07T22:00:00Z,0.264,0.018,26.142273,-0.14265025,0.00000,8.675471,0.411,0.0033,9.8,
2022-03-07T23:00:00Z,0.0618,0,26.089996,-0.152048,0.00000,8.670484,0.373,0.0033,9.8,
2022-03-08T00:00:00Z,3.47E-08,0,26.13153,-0.14787374,0.00000,8.764697,0.356,0.0033,9.8,
2022-03-08T01:00:00Z,3.47E-08,0,26.127625,-0.1409658,0.00000,7.9912558,0.302,0.0033,9.8,
2022-03-08T02:00:00Z,3.47E-08,0,26.066376,-0.13532262,0.00000,7.3589187,0.253,0.0033,9.8,
2022-03-08T03:00:00Z,3.47E-08,0,25.909607,-0.1309158,0.00000,6.6643515,0.227,0.0033,9.8,
2022-03-08T04:00:00Z,3.47E-08,0,25.733795,-0.12662812,0.00000,5.9845138,0.213,0.0033,9.8,
2022-03-08T05:00:00Z,3.47E-08,0,25.497437,-0.12394549,0.00000,5.581176,0.226,0.0033,9.8,
2022-03-08T06:00:00Z,3.47E-08,0,25.255554,-0.1184611,0.00000,5.2493258,0.23,0.0033,9.8,
2022-03-08T07:00:00Z,3.47E-08,0,25.077118,-0.12312312,0.00000,4.935386,0.221,0.0033,9.8,
2022-03-08T08:00:00Z,3.47E-08,0,24.931305,-0.11971452,0.00000,5.056388,0.24,0.0033,9.8,
2022-03-08T09:00:00Z,3.47E-08,0,24.846283,-0.12113807,0.00001,5.152738,0.257,0.0033,9.8,
2022-03-08T10:00:00Z,3.47E-08,0,25.049652,-0.12571502,0.00001,4.990578,0.229,0.0033,9.8,
2022-03-08T11:00:00Z,3.47E-08,0.037,24.958862,-0.13536797,0.00007,5.536924,0.213,0.0033,9.8,
2022-03-08T12:00:00Z,0.055,0.196,24.803162,-0.13839659,0.00011,5.637634,0.289,0.0033,9.8,
2022-03-08T13:00:00Z,0.257,0.405,25.271362,-0.13814136,0.00003,6.2728796,0.334,0.0033,9.8,
2022-03-08T14:00:00Z,0.451,0.573,26.023804,-0.14474304,0.00002,6.1169796,0.339,0.0033,9.8,
2022-03-08T15:00:00Z,0.673,0.689,26.883179,-0.1539196,0.00001,5.6443024,0.344,0.0033,9.8,
2022-03-08T16:00:00Z,0.851,0.694,27.406647,-0.14567885,0.00000,5.423945,0.373,0.0033,9.8,
2022-03-08T17:00:00Z,0.957,0.644,27.590027,-0.12581143,0.00000,5.677886,0.428,0.0033,9.8,
2022-03-08T18:00:00Z,0.923,0.589,27.416443,-0.11940258,0.00000,6.385209,0.487,0.0033,9.8,
2022-03-08T19:00:00Z,0.891,0.511,27.110992,-0.1346647,0.00000,7.3548665,0.526,0.0033,9.8,
2022-03-08T20:00:00Z,0.682,0.372,26.827118,-0.13759123,0.00000,8.249682,0.552,0.0033,9.8,
2022-03-08T21:00:00Z,0.466,0.193,26.750854,-0.14693226,0.00000,8.478488,0.55,0.0033,9.8,
2022-03-08T22:00:00Z,0.276,0.025,26.88559,-0.15321065,0.00000,8.417248,0.526,0.0033,9.8,
2022-03-08T23:00:00Z,0.0669,0,26.695251,-0.15044862,0.00000,8.13035,0.482,0.0033,9.8,
2022-03-09T00:00:00Z,3.47E-08,0,26.520844,-0.13461366,0.00000,7.9567986,0.431,0.0033,9.8,
2022-03-09T01:00:00Z,3.47E-08,0,26.473083,-0.12033271,0.00000,7.7963586,0.35,0.0033,9.8,
2022-03-09T02:00:00Z,3.47E-08,0,26.252533,-0.119362876,0.00016,7.478871,0.282,0.0033,9.8,
2022-03-09T03:00:00Z,3.47E-08,0,26.118042,-0.12802333,0.00000,6.8350415,0.251,0.0033,9.8,
2022-03-09T04:00:00Z,3.47E-08,0,25.907867,-0.12452966,0.00000,6.372904,0.232,0.0033,9.8,
2022-03-09T05:00:00Z,3.47E-08,0,25.677399,-0.12808006,0.00000,6.017601,0.189,0.0033,9.8,
2022-03-09T06:00:00Z,3.47E-08,0,25.441864,-0.117854245,0.00000,5.7879386,0.165,0.0033,9.8,
2022-03-09T07:00:00Z,3.47E-08,0,25.26767,-0.1320728,0.00000,5.333927,0.152,0.0033,9.8,
2022-03-09T08:00:00Z,3.47E-08,0,25.144928,-0.12742214,0.00001,5.3074813,0.161,0.0033,9.8,
2022-03-09T09:00:00Z,3.47E-08,0,25.0448,-0.12713857,0.00002,5.489429,0.155,0.0033,9.8,
2022-03-09T10:00:00Z,3.47E-08,0,24.951385,-0.12840332,0.00002,5.263972,0.143,0.0033,9.8,
2022-03-09T11:00:00Z,3.47E-08,0.057,24.924957,-0.1290839,0.00002,5.3197517,0.143,0.0033,9.8,
2022-03-09T12:00:00Z,0.0595,0.24,24.993011,-0.12700813,0.00002,5.414574,0.216,0.0033,9.8,
2022-03-09T13:00:00Z,0.245,0.437,25.382202,-0.13666676,0.00008,6.2531548,0.281,0.0033,9.8,
2022-03-09T14:00:00Z,0.46,0.602,26.127167,-0.15738492,0.00005,6.635672,0.309,0.0033,9.8,
2022-03-09T15:00:00Z,0.639,0.688,26.83194,-0.1678149,0.00005,6.471918,0.322,0.0033,9.8,
2022-03-09T16:00:00Z,0.79,0.73,27.18515,-0.16100337,0.00004,6.177175,0.337,0.0033,9.8,
2022-03-09T17:00:00Z,0.849,0.714,27.169128,-0.13904881,0.00002,6.2240524,0.362,0.0033,9.8,
2022-03-09T18:00:00Z,0.899,0.663,27.079254,-0.13163042,0.00000,6.718846,0.401,0.0033,9.8,
2022-03-09T19:00:00Z,0.783,0.55,26.73114,-0.14811762,0.00000,7.335569,0.461,0.0033,9.8,
2022-03-09T20:00:00Z,0.687,0.391,27.024597,-0.15259814,0.00000,7.6499076,0.518,0.0033,9.8,
2022-03-09T21:00:00Z,0.474,0.198,27.097015,-0.14476007,0.00000,7.5816064,0.57,0.0033,9.8,
2022-03-09T22:00:00Z,0.255,0.024,27.035309,-0.13951388,0.00000,7.8955803,0.558,0.0033,9.8,
2022-03-09T23:00:00Z,0.067,0,26.840485,-0.13069463,0.00000,7.581519,0.527,0.0033,9.8,
2022-03-10T00:00:00Z,3.47E-08,0,26.778656,-0.120531216,0.00000,7.6418977,0.509,0.0033,9.8,
2022-03-10T01:00:00Z,3.47E-08,0,26.730896,-0.11775783,0.00000,7.515028,0.462,0.0033,9.8,
2022-03-10T02:00:00Z,3.47E-08,0,26.563416,-0.12564129,0.00005,7.259681,0.432,0.0033,9.8,
2022-03-10T03:00:00Z,3.47E-08,0,26.33905,-0.13774435,0.00001,6.9109273,0.426,0.0033,9.8,
2022-03-10T04:00:00Z,3.47E-08,0,26.134186,-0.133071,0.00000,6.3755064,0.411,0.0033,9.8,
2022-03-10T05:00:00Z,3.47E-08,0,25.970612,-0.124575034,0.00000,6.1574345,0.396,0.0033,9.8,
2022-03-10T06:00:00Z,3.47E-08,0,25.77948,-0.11666322,0.00000,5.679856,0.426,0.0033,9.8,
2022-03-10T07:00:00Z,3.47E-08,0,25.61026,-0.12131389,0.00000,5.467429,0.442,0.0033,9.8,
2022-03-10T08:00:00Z,3.47E-08,0,25.535522,-0.11673128,0.00000,5.2565236,0.463,0.0033,9.8,
2022-03-10T09:00:00Z,3.47E-08,0,25.512573,-0.11797335,0.00002,5.268289,0.461,0.0033,9.8,
2022-03-10T10:00:00Z,3.47E-08,0,25.577057,-0.11880139,0.00001,5.0488443,0.413,0.0033,9.8,
2022-03-10T11:00:00Z,3.47E-08,0.047,25.55075,-0.11656681,0.00000,5.175667,0.401,0.0033,9.8,
2022-03-10T12:00:00Z,0.0546,0.208,25.592743,-0.11142839,0.00000,4.915619,0.497,0.0033,9.8,
2022-03-10T13:00:00Z,0.252,0.415,25.957123,-0.111122124,0.00001,5.600004,0.551,0.0033,9.8,
2022-03-10T14:00:00Z,0.464,0.59,26.589478,-0.13050745,0.00004,6.1711464,0.584,0.0033,9.8,
2022-03-10T15:00:00Z,0.641,0.706,27.215027,-0.13752884,0.00005,5.8407025,0.598,0.0033,9.8,
2022-03-10T16:00:00Z,0.713,0.746,27.511139,-0.11981093,0.00003,5.5872655,0.608,0.0033,9.8,
2022-03-10T17:00:00Z,0.731,0.738,27.628113,-0.10575684,0.00000,5.7441487,0.616,0.0033,9.8,
2022-03-10T18:00:00Z,0.911,0.677,27.555542,-0.10182079,0.00000,6.2771955,0.611,0.0033,9.8,
2022-03-10T19:00:00Z,0.767,0.569,27.456696,-0.11051527,0.00000,7.574864,0.601,0.0033,9.8,
2022-03-10T20:00:00Z,0.715,0.411,26.860443,-0.11670293,0.00000,7.682145,0.588,0.0033,9.8,
2022-03-10T21:00:00Z,0.465,0.21,27.099792,-0.117763504,0.00000,8.336881,0.57,0.0033,9.8,
2022-03-10T22:00:00Z,0.235,0.027,27.133942,-0.1287096,0.00000,8.144654,0.553,0.0033,9.8,
2022-03-10T23:00:00Z,0.0589,0,27.249878,-0.1270138,0.00001,7.3527145,0.491,0.0033,9.8,
2022-03-11T00:00:00Z,3.47E-08,0,27.259216,-0.11454774,0.00000,6.3564715,0.469,0.0033,9.8,
2022-03-11T01:00:00Z,3.47E-08,0,27.128052,-0.10923917,0.00000,6.137983,0.457,0.0033,9.8,
2022-03-11T02:00:00Z,3.47E-08,0,26.883759,-0.107333526,0.00000,6.2017508,0.39,0.0033,9.8,
2022-03-11T03:00:00Z,3.47E-08,0,26.603912,-0.09918352,0.00000,5.9538174,0.35,0.0033,9.8,
2022-03-11T04:00:00Z,3.47E-08,0,26.402283,-0.09538926,0.00000,6.009021,0.32,0.0033,9.8,
2022-03-11T05:00:00Z,3.47E-08,0,26.184265,-0.09575223,0.00000,5.35943,0.289,0.0033,9.8,
2022-03-11T06:00:00Z,3.47E-08,0,25.99646,-0.08689328,0.00000,4.800531,0.288,0.0033,9.8,
2022-03-11T07:00:00Z,3.47E-08,0,25.820892,-0.07383738,0.00014,4.4607325,0.316,0.0033,9.8,
2022-03-11T08:00:00Z,3.47E-08,0,25.711548,-0.07111503,0.00001,3.752986,0.361,0.0033,9.8,
2022-03-11T09:00:00Z,3.47E-08,0,25.613953,-0.062040564,0.00000,3.8089645,0.338,0.0033,9.8,
2022-03-11T10:00:00Z,3.47E-08,0,25.420868,-0.064150386,0.00001,3.6906683,0.246,0.0033,9.8,
2022-03-11T11:00:00Z,3.47E-08,0.068,25.416138,-0.0688124,0.00006,3.8437703,0.214,0.0033,9.8,
2022-03-11T12:00:00Z,0.0608,0.274,25.520172,-0.070423104,0.00016,3.9246688,0.328,0.0033,9.8,
2022-03-11T13:00:00Z,0.267,0.467,26.007996,-0.081913665,0.00002,4.963131,0.399,0.0033,9.8,
2022-03-11T14:00:00Z,0.462,0.602,26.594666,-0.09413017,0.00003,5.711306,0.42,0.0033,9.8,
2022-03-11T15:00:00Z,0.662,0.69,27.18863,-0.100028574,0.00004,5.2961073,0.435,0.0033,9.8,
2022-03-11T16:00:00Z,0.752,0.718,27.57193,-0.09131709,0.00004,5.1955914,0.448,0.0033,9.8,
2022-03-11T17:00:00Z,0.838,0.694,27.662933,-0.092757665,0.00026,5.8439317,0.446,0.0033,9.8,
2022-03-11T18:00:00Z,0.725,0.649,26.50653,-0.11739486,0.00022,5.6568666,0.459,0.0033,9.8,
2022-03-11T19:00:00Z,0.704,0.56,26.914185,-0.09415285,0.00011,7.0729895,0.488,0.0033,9.8,
2022-03-11T20:00:00Z,0.561,0.405,27.351257,-0.109273195,0.00003,8.269545,0.551,0.0033,9.8,
2022-03-11T21:00:00Z,0.381,0.2,27.147095,-0.1350447,0.00003,8.087089,0.622,0.0033,9.8,
2022-03-11T22:00:00Z,0.202,0.026,27.153442,-0.12191507,0.00000,6.8526926,0.681,0.0033,9.8,
2022-03-11T23:00:00Z,0.0507,0,27.188385,-0.11501848,0.00001,7.083251,0.652,0.0033,9.8,
2022-03-12T00:00:00Z,3.47E-08,0,27.143738,-0.11333403,0.00000,7.0669184,0.594,0.0033,9.8,
2022-03-12T01:00:00Z,3.47E-08,0,26.977417,-0.112971045,0.00000,7.396591,0.516,0.0033,9.8,
2022-03-12T02:00:00Z,3.47E-08,0,26.734009,-0.11586353,0.00000,7.6370773,0.414,0.0033,9.8,
2022-03-12T03:00:00Z,3.47E-08,0,26.444946,-0.123684585,0.00001,7.5405436,0.349,0.0033,9.8,
2022-03-12T04:00:00Z,3.47E-08,0,26.193024,-0.12114941,0.00004,7.452105,0.332,0.0033,9.8,
2022-03-12T05:00:00Z,3.47E-08,0,26.08368,-0.11847811,0.00001,7.248761,0.305,0.0033,9.8,
2022-03-12T06:00:00Z,3.47E-08,0,25.93106,-0.11012393,0.00000,7.1107893,0.311,0.0033,9.8,
2022-03-12T07:00:00Z,3.47E-08,0,25.802094,-0.118693635,0.00000,6.7944884,0.313,0.0033,9.8,
2022-03-12T08:00:00Z,3.47E-08,0,25.716492,-0.11116749,0.00000,6.4926085,0.322,0.0033,9.8,
2022-03-12T09:00:00Z,3.47E-08,0,25.702087,-0.10952275,0.00000,6.609409,0.291,0.0033,9.8,
2022-03-12T10:00:00Z,3.47E-08,0,25.682465,-0.11197285,0.00000,6.6140766,0.243,0.0033,9.8,
2022-03-12T11:00:00Z,3.47E-08,0.071,25.63852,-0.11114481,0.00000,6.7994676,0.243,0.0033,9.8,
2022-03-12T12:00:00Z,0.0595,0.285,25.75354,-0.11294836,0.00000,6.5504646,0.331,0.0033,9.8,
2022-03-12T13:00:00Z,0.238,0.483,26.172485,-0.1183817,0.00000,6.988712,0.332,0.0033,9.8,
2022-03-12T14:00:00Z,0.413,0.628,26.901276,-0.13383667,0.00001,7.7181196,0.3,0.0033,9.8,
2022-03-12T15:00:00Z,0.487,0.719,27.400055,-0.14517976,0.00003,7.5133204,0.29,0.0033,9.8,
2022-03-12T16:00:00Z,0.591,0.761,27.747955,-0.14838985,0.00001,7.256958,0.299,0.0033,9.8,
2022-03-12T17:00:00Z,0.749,0.75,27.96228,-0.14327411,0.00003,6.9166803,0.341,0.0033,9.8,
2022-03-12T18:00:00Z,0.679,0.695,28.034027,-0.13214087,0.00003,6.6983075,0.418,0.0033,9.8,
2022-03-12T19:00:00Z,0.61,0.583,28.097137,-0.11658382,0.00000,6.4349823,0.487,0.0033,9.8,
2022-03-12T20:00:00Z,0.543,0.422,27.893982,-0.10748666,0.00000,6.912792,0.515,0.0033,9.8,
2022-03-12T21:00:00Z,0.391,0.228,27.669281,-0.107254125,0.00000,7.396831,0.529,0.0033,9.8,
2022-03-12T22:00:00Z,0.225,0.033,27.57898,-0.10901798,0.00000,7.393044,0.506,0.0033,9.8,
2022-03-12T23:00:00Z,0.0498,0,27.403168,-0.114734896,0.00000,7.678527,0.438,0.0033,9.8,
2022-03-13T00:00:00Z,3.47E-08,0,27.199585,-0.12009451,0.00000,7.9294786,0.378,0.0033,9.8,
2022-03-13T01:00:00Z,3.47E-08,0,26.93982,-0.12690604,0.00000,7.735175,0.322,0.0033,9.8,
2022-03-13T02:00:00Z,3.47E-08,0,26.7128,-0.11854617,0.00000,7.140684,0.261,0.0033,9.8,
2022-03-13T03:00:00Z,3.47E-08,0,26.556824,-0.09530418,0.00000,6.613243,0.21,0.0033,9.8,
2022-03-13T04:00:00Z,3.47E-08,0,26.394897,-0.09157231,0.00000,6.3331084,0.174,0.0033,9.8,
2022-03-13T05:00:00Z,3.47E-08,0,26.203522,-0.092009015,0.00000,6.1887207,0.158,0.0033,9.8,
2022-03-13T06:00:00Z,3.47E-08,0,26.016296,-0.092530794,0.00000,5.7402983,0.175,0.0033,9.8,
2022-03-13T07:00:00Z,3.47E-08,0,25.852966,-0.11904527,0.00000,5.294614,0.177,0.0033,9.8,
2022-03-13T08:00:00Z,3.47E-08,0,25.787567,-0.11914169,0.00000,4.999107,0.212,0.0033,9.8,
2022-03-13T09:00:00Z,3.47E-08,0,25.716492,-0.11881273,0.00000,4.6422176,0.207,0.0033,9.8,
2022-03-13T10:00:00Z,3.47E-08,0,26.033844,-0.11516594,0.00000,4.6995344,0.192,0.0033,9.8,
2022-03-13T11:00:00Z,3.47E-08,0.07,26.003845,-0.11170062,0.00000,4.795432,0.232,0.0033,9.8,
2022-03-13T12:00:00Z,0.0496,0.278,26.026001,-0.11366865,0.00000,5.1537127,0.339,0.0033,9.8,
2022-03-13T13:00:00Z,0.237,0.483,26.334106,-0.12525561,0.00000,5.715852,0.362,0.0033,9.8,
2022-03-13T14:00:00Z,0.469,0.622,26.990326,-0.14696062,0.00000,5.8469887,0.361,0.0033,9.8,
2022-03-13T15:00:00Z,0.694,0.672,27.652435,-0.15281364,0.00000,5.821818,0.356,0.0033,9.8,
