timeindex,ghi,pv_profile,t_air,e,tp,windspeed,wind_turbine,ac-discharge,cf_aware,
2022-01-02T15:00:00Z,0.634,0.69,27.529266,-0.19555442,0.00000,8.23184,0.697,0.0033,5.1,
2022-01-02T16:00:00Z,0.771,0.728,28.36856,-0.20737392,0.00000,8.424531,0.708,0.0033,5.1,
2022-01-02T17:00:00Z,0.854,0.719,29.019928,-0.22944757,0.00000,8.525152,0.711,0.0033,5.1,
2022-01-02T18:00:00Z,0.85,0.664,29.303589,-0.24402913,0.00000,8.607917,0.717,0.0033,5.1,
2022-01-02T19:00:00Z,0.77,0.559,29.347992,-0.24443181,0.00000,8.790568,0.731,0.0033,5.1,
2022-01-02T20:00:00Z,0.624,0.398,29.192047,-0.24475506,0.00000,9.08293,0.726,0.0033,5.1,
2022-01-02T21:00:00Z,0.425,0.189,28.907135,-0.23952025,0.00000,9.184667,0.695,0.0033,5.1,
2022-01-02T22:00:00Z,0.2,0.008,28.643433,-0.2214904,0.00000,8.4907875,0.596,0.0033,5.1,
2022-01-02T23:00:00Z,0.0231,0,27.943024,-0.18992825,0.00000,8.467774,0.517,0.0033,5.1,
2022-01-03T00:00:00Z,3.47E-08,0,27.197388,-0.17808606,0.00000,9.183778,0.462,0.0033,5.1,
2022-01-03T01:00:00Z,3.47E-08,0,26.645416,-0.18076304,0.00000,9.402452,0.413,0.0033,5.1,
2022-01-03T02:00:00Z,3.47E-08,0,26.397064,-0.1630678,0.00000,8.535586,0.369,0.0033,5.1,
2022-01-03T03:00:00Z,3.47E-08,0,26.299255,-0.15347156,0.00000,8.178087,0.356,0.0033,5.1,
2022-01-03T04:00:00Z,3.47E-08,0,26.127625,-0.1553772,0.00001,8.170594,0.362,0.0033,5.1,
2022-01-03T05:00:00Z,3.47E-08,0,25.955963,-0.15670434,0.00001,7.792276,0.417,0.0033,5.1,
2022-01-03T06:00:00Z,3.47E-08,0,25.745453,-0.16120186,0.00001,7.8377943,0.487,0.0033,5.1,
2022-01-03T07:00:00Z,3.47E-08,0,25.578308,-0.1619335,0.00002,8.113467,0.534,0.0033,5.1,
2022-01-03T08:00:00Z,3.47E-08,0,25.517761,-0.16403764,0.00001,8.067502,0.544,0.0033,5.1,
2022-01-03T09:00:00Z,3.47E-08,0,25.471619,-0.17045216,0.00001,8.036378,0.503,0.0033,5.1,
2022-01-03T10:00:00Z,3.47E-08,0,25.432281,-0.17533536,0.00002,7.0839515,0.493,0.0033,5.1,
2022-01-03T11:00:00Z,3.47E-08,0.026,25.402527,-0.17906724,0.00002,7.192031,0.472,0.0033,5.1,
2022-01-03T12:00:00Z,0.0344,0.196,25.438171,-0.17881769,0.00003,7.1798334,0.536,0.0033,5.1,
2022-01-03T13:00:00Z,0.193,0.399,25.724457,-0.1787156,0.00002,7.038675,0.598,0.0033,5.1,
2022-01-03T14:00:00Z,0.376,0.555,26.434448,-0.2071981,0.00001,7.6207376,0.613,0.0033,5.1,
2022-01-03T15:00:00Z,0.583,0.657,27.23822,-0.22432616,0.00000,7.8564243,0.613,0.0033,5.1,
2022-01-03T16:00:00Z,0.681,0.688,27.904938,-0.22739448,0.00000,7.529638,0.601,0.0033,5.1,
2022-01-03T17:00:00Z,0.727,0.684,28.210388,-0.21425918,0.00000,7.1006536,0.593,0.0033,5.1,
2022-01-03T18:00:00Z,0.732,0.626,28.4328,-0.1940628,0.00000,6.972802,0.583,0.0033,5.1,
2022-01-03T19:00:00Z,0.778,0.528,28.531647,-0.17491567,0.00000,7.210801,0.576,0.0033,5.1,
2022-01-03T20:00:00Z,0.629,0.382,28.44226,-0.17384942,0.00000,7.592453,0.575,0.0033,5.1,
2022-01-03T21:00:00Z,0.431,0.184,28.2518,-0.18225464,0.00000,8.223165,0.573,0.0033,5.1,
2022-01-03T22:00:00Z,0.205,0.008,28.194489,-0.1994678,0.00000,7.7709594,0.535,0.0033,5.1,
2022-01-03T23:00:00Z,0.0245,0,27.677124,-0.20877479,0.00000,8.532153,0.491,0.0033,5.1,
2022-01-04T00:00:00Z,3.47E-08,0,27.08435,-0.20678976,0.00000,9.176491,0.414,0.0033,5.1,
2022-01-04T01:00:00Z,3.47E-08,0,26.536316,-0.19565651,0.00000,9.037222,0.322,0.0033,5.1,
2022-01-04T02:00:00Z,3.47E-08,0,26.149292,-0.16631761,0.00000,8.238373,0.242,0.0033,5.1,
2022-01-04T03:00:00Z,3.47E-08,0,25.909607,-0.1432968,0.00000,7.2409353,0.199,0.0033,5.1,
2022-01-04T04:00:00Z,3.47E-08,0,25.762054,-0.13316743,0.00000,6.8198767,0.186,0.0033,5.1,
2022-01-04T05:00:00Z,3.47E-08,0,25.628387,-0.12844303,0.00000,6.576345,0.189,0.0033,5.1,
2022-01-04T06:00:00Z,3.47E-08,0,25.451324,-0.12882869,0.00000,6.5069084,0.198,0.0033,5.1,
2022-01-04T07:00:00Z,3.47E-08,0,25.316132,-0.11736649,0.00002,6.4941998,0.211,0.0033,5.1,
2022-01-04T08:00:00Z,3.47E-08,0,25.157166,-0.112454936,0.00007,6.5621176,0.242,0.0033,5.1,
2022-01-04T09:00:00Z,3.47E-08,0,25.056,-0.11438893,0.00012,6.754223,0.283,0.0033,5.1,
2022-01-04T10:00:00Z,3.47E-08,0,24.918396,-0.12277148,0.00016,5.9682674,0.315,0.0033,5.1,
2022-01-04T11:00:00Z,3.47E-08,0.035,24.817352,-0.12362222,0.00014,6.292016,0.36,0.0033,5.1,
2022-01-04T12:00:00Z,0.035,0.233,24.77121,-0.122300744,0.00012,6.644628,0.455,0.0033,5.1,
2022-01-04T13:00:00Z,0.217,0.441,25.00064,-0.1252386,0.00007,7.5828514,0.532,0.0033,5.1,
2022-01-04T14:00:00Z,0.371,0.594,25.684998,-0.14741434,0.00005,7.6972704,0.567,0.0033,5.1,
2022-01-04T15:00:00Z,0.566,0.682,26.517975,-0.16199021,0.00001,7.548924,0.57,0.0033,5.1,
2022-01-04T16:00:00Z,0.726,0.72,27.240875,-0.16392988,0.00000,7.263993,0.558,0.0033,5.1,
2022-01-04T17:00:00Z,0.822,0.712,27.87497,-0.16924413,0.00000,7.2440257,0.535,0.0033,5.1,
2022-01-04T18:00:00Z,0.816,0.658,28.25354,-0.17451866,0.00000,7.064044,0.521,0.0033,5.1,
2022-01-04T19:00:00Z,0.763,0.554,28.401764,-0.16267647,0.00000,7.108033,0.529,0.0033,5.1,
2022-01-04T20:00:00Z,0.621,0.398,28.27533,-0.1602377,0.00000,7.0973024,0.544,0.0033,5.1,
2022-01-04T21:00:00Z,0.431,0.193,28.06726,-0.15692553,0.00000,7.161726,0.564,0.0033,5.1,
2022-01-04T22:00:00Z,0.203,0.009,27.782318,-0.1526662,0.00000,7.100414,0.532,0.0033,5.1,
2022-01-04T23:00:00Z,0.0249,0,27.30362,-0.15201396,0.00000,7.6201262,0.446,0.0033,5.1,
2022-01-05T00:00:00Z,3.47E-08,0,26.771149,-0.15304619,0.00000,8.2623205,0.356,0.0033,5.1,
2022-01-05T01:00:00Z,3.47E-08,0,26.256012,-0.15414646,0.00000,8.596936,0.282,0.0033,5.1,
2022-01-05T02:00:00Z,3.47E-08,0,25.874664,-0.14537826,0.00000,8.177541,0.223,0.0033,5.1,
2022-01-05T03:00:00Z,3.47E-08,0,25.641998,-0.12438787,0.00000,7.3769336,0.19,0.0033,5.1,
2022-01-05T04:00:00Z,3.47E-08,0,25.53357,-0.11461012,0.00000,6.9353843,0.164,0.0033,5.1,
2022-01-05T05:00:00Z,3.47E-08,0,25.38324,-0.106726676,0.00000,6.429896,0.142,0.0033,5.1,
2022-01-05T06:00:00Z,3.47E-08,0,25.189575,-0.102200784,0.00001,6.376332,0.116,0.0033,5.1,
2022-01-05T07:00:00Z,3.47E-08,0,24.946869,-0.111530475,0.00006,6.7009892,0.15,0.0033,5.1,
2022-01-05T08:00:00Z,3.47E-08,0,24.784576,-0.122221336,0.00014,7.3962617,0.266,0.0033,5.1,
2022-01-05T09:00:00Z,3.47E-08,0,24.66806,-0.13116536,0.00023,7.6512322,0.322,0.0033,5.1,
2022-01-05T10:00:00Z,3.47E-08,0,24.694244,-0.13629812,0.00014,6.94022,0.361,0.0033,5.1,
2022-01-05T11:00:00Z,3.47E-08,0.034,24.646149,-0.14022282,0.00009,6.985129,0.384,0.0033,5.1,
2022-01-05T12:00:00Z,0.0307,0.231,24.59851,-0.14438006,0.00007,7.216798,0.467,0.0033,5.1,
2022-01-05T13:00:00Z,0.191,0.442,24.740631,-0.14841822,0.00006,7.870076,0.513,0.0033,5.1,
2022-01-05T14:00:00Z,0.374,0.592,25.423737,-0.17008351,0.00006,8.305372,0.5,0.0033,5.1,
2022-01-05T15:00:00Z,0.569,0.685,26.250122,-0.1858107,0.00003,7.9877725,0.474,0.0033,5.1,
2022-01-05T16:00:00Z,0.68,0.722,26.946503,-0.17665683,0.00000,7.4571185,0.46,0.0033,5.1,
2022-01-05T17:00:00Z,0.805,0.713,27.477448,-0.16957873,0.00000,6.995755,0.461,0.0033,5.1,
2022-01-05T18:00:00Z,0.82,0.655,27.725922,-0.16258572,0.00000,6.8040323,0.47,0.0033,5.1,
2022-01-05T19:00:00Z,0.77,0.55,27.69986,-0.15400468,0.00000,6.899916,0.478,0.0033,5.1,
2022-01-05T20:00:00Z,0.633,0.392,27.493256,-0.14515707,0.00000,7.1888843,0.491,0.0033,5.1,
2022-01-05T21:00:00Z,0.435,0.186,27.270172,-0.14723852,0.00000,7.6348295,0.495,0.0033,5.1,
2022-01-05T22:00:00Z,0.208,0.008,27.004059,-0.1547193,0.00000,7.182894,0.476,0.0033,5.1,
2022-01-05T23:00:00Z,0.0261,0,26.7323,-0.15961383,0.00000,7.7473207,0.446,0.0033,5.1,
2022-01-06T00:00:00Z,3.47E-08,0,26.47113,-0.17028768,0.00000,8.46449,0.389,0.0033,5.1,
2022-01-06T01:00:00Z,3.47E-08,0,26.216675,-0.18248151,0.00000,8.588201,0.296,0.0033,5.1,
2022-01-06T02:00:00Z,3.47E-08,0,25.917908,-0.17534104,0.00000,8.060233,0.217,0.0033,5.1,
2022-01-06T03:00:00Z,3.47E-08,0,25.748932,-0.14115863,0.00000,7.0319653,0.199,0.0033,5.1,
2022-01-06T04:00:00Z,3.47E-08,0,25.54773,-0.12331596,0.00000,6.508519,0.179,0.0033,5.1,
2022-01-06T05:00:00Z,3.47E-08,0,25.309784,-0.10999916,0.00000,6.1446953,0.159,0.0033,5.1,
2022-01-06T06:00:00Z,3.47E-08,0,25.101227,-0.10010231,0.00000,6.0492125,0.134,0.0033,5.1,
2022-01-06T07:00:00Z,3.47E-08,0,24.97284,-0.114383265,0.00000,5.924228,0.111,0.0033,5.1,
2022-01-06T08:00:00Z,3.47E-08,0,24.847778,-0.11332268,0.00001,5.956372,0.117,0.0033,5.1,
2022-01-06T09:00:00Z,3.47E-08,0,24.776733,-0.110878244,0.00002,6.219823,0.105,0.0033,5.1,
2022-01-06T10:00:00Z,3.47E-08,0,24.81018,-0.110260054,0.00002,5.8675666,0.091,0.0033,5.1,
2022-01-06T11:00:00Z,3.47E-08,0.03,24.738678,-0.111774355,0.00003,5.997034,0.123,0.0033,5.1,
2022-01-06T12:00:00Z,0.035,0.208,24.785034,-0.1086153,0.00003,6.3553314,0.217,0.0033,5.1,
2022-01-06T13:00:00Z,0.216,0.419,25.098114,-0.11178002,0.00004,6.8276567,0.287,0.0033,5.1,
2022-01-06T14:00:00Z,0.384,0.587,25.855164,-0.12906122,0.00000,7.146066,0.296,0.0033,5.1,
2022-01-06T15:00:00Z,0.617,0.673,26.602417,-0.14576392,0.00000,7.0581284,0.274,0.0033,5.1,
2022-01-06T16:00:00Z,0.748,0.711,27.350464,-0.15238829,0.00000,6.8760943,0.248,0.0033,5.1,
2022-01-06T17:00:00Z,0.835,0.696,27.932526,-0.15544525,0.00000,6.55491,0.245,0.0033,5.1,
2022-01-06T18:00:00Z,0.843,0.632,28.170013,-0.15600674,0.00000,6.5992265,0.254,0.0033,5.1,
2022-01-06T19:00:00Z,0.752,0.521,28.088013,-0.14564483,0.00000,6.719438,0.292,0.0033,5.1,
2022-01-06T20:00:00Z,0.632,0.363,27.838043,-0.13813002,0.00000,7.1034594,0.349,0.0033,5.1,
2022-01-06T21:00:00Z,0.44,0.177,27.714264,-0.13936643,0.00000,7.4548445,0.399,0.0033,5.1,
2022-01-06T22:00:00Z,0.21,0.007,27.502136,-0.15193456,0.00000,7.480427,0.38,0.0033,5.1,
2022-01-06T23:00:00Z,0.027,0,27.357025,-0.16892084,0.00000,7.863243,0.321,0.0033,5.1,
2022-01-07T00:00:00Z,3.47E-08,0,27.015015,-0.1884026,0.00000,8.469428,0.238,0.0033,5.1,
2022-01-07T01:00:00Z,3.47E-08,0,26.46283,-0.198169,0.00000,8.747967,0.159,0.0033,5.1,
2022-01-07T02:00:00Z,3.47E-08,0,26.027252,-0.18798858,0.00000,8.328547,0.105,0.0033,5.1,
2022-01-07T03:00:00Z,3.47E-08,0,25.755737,-0.16058367,0.00000,7.5623527,0.08,0.0033,5.1,
2022-01-07T04:00:00Z,3.47E-08,0,25.578552,-0.1494958,0.00000,7.062198,0.07,0.0033,5.1,
2022-01-07T05:00:00Z,3.47E-08,0,25.338043,-0.13611096,0.00000,6.754149,0.066,0.0033,5.1,
2022-01-07T06:00:00Z,3.47E-08,0,25.062927,-0.12447295,0.00000,6.5183806,0.075,0.0033,5.1,
2022-01-07T07:00:00Z,3.47E-08,0,24.863708,-0.13222027,0.00000,6.187724,0.128,0.0033,5.1,
2022-01-07T08:00:00Z,3.47E-08,0,24.68399,-0.118948855,0.00000,6.0650263,0.174,0.0033,5.1,
2022-01-07T09:00:00Z,3.47E-08,0,24.59436,-0.11651576,0.00000,6.0639663,0.194,0.0033,5.1,
2022-01-07T10:00:00Z,3.47E-08,0,24.565521,-0.11863125,0.00000,5.724466,0.182,0.0033,5.1,
2022-01-07T11:00:00Z,3.47E-08,0.021,24.572906,-0.11840439,0.00001,5.695756,0.178,0.0033,5.1,
2022-01-07T12:00:00Z,0.0299,0.182,24.6344,-0.116668895,0.00002,5.702397,0.221,0.0033,5.1,
2022-01-07T13:00:00Z,0.192,0.406,24.982513,-0.12021361,0.00001,6.1401324,0.281,0.0033,5.1,
2022-01-07T14:00:00Z,0.392,0.577,25.701263,-0.15338081,0.00000,7.0373597,0.299,0.0033,5.1,
2022-01-07T15:00:00Z,0.591,0.672,26.528687,-0.16968083,0.00000,6.8542466,0.284,0.0033,5.1,
2022-01-07T16:00:00Z,0.734,0.714,27.263367,-0.16161023,0.00000,6.193471,0.268,0.0033,5.1,
2022-01-07T17:00:00Z,0.829,0.708,27.768951,-0.14791912,0.00000,5.804237,0.263,0.0033,5.1,
2022-01-07T18:00:00Z,0.846,0.65,27.97992,-0.14047804,0.00000,5.9914713,0.259,0.0033,5.1,
2022-01-07T19:00:00Z,0.735,0.542,27.87854,-0.11971452,0.00000,6.356756,0.271,0.0033,5.1,
2022-01-07T20:00:00Z,0.628,0.377,27.71936,-0.120366745,0.00000,6.8057976,0.303,0.0033,5.1,
2022-01-07T21:00:00Z,0.391,0.168,27.674927,-0.1243028,0.00000,7.3852987,0.347,0.0033,5.1,
2022-01-07T22:00:00Z,0.192,0.007,27.497192,-0.13463068,0.00000,7.274026,0.367,0.0033,5.1,
2022-01-07T23:00:00Z,0.0243,0,27.335815,-0.14606452,0.00000,7.381328,0.369,0.0033,5.1,
2022-01-08T00:00:00Z,3.47E-08,0,27.01477,-0.15538853,0.00000,7.3965535,0.308,0.0033,5.1,
2022-01-08T01:00:00Z,3.47E-08,0,26.517517,-0.15342051,0.00000,7.2846437,0.23,0.0033,5.1,
2022-01-08T02:00:00Z,3.47E-08,0,26.030731,-0.13929835,0.00000,7.0615954,0.166,0.0033,5.1,
2022-01-08T03:00:00Z,3.47E-08,0,25.685242,-0.116839044,0.00000,6.693854,0.125,0.0033,5.1,
2022-01-08T04:00:00Z,3.47E-08,0,25.411041,-0.10957947,0.00000,6.41445,0.119,0.0033,5.1,
2022-01-08T05:00:00Z,3.47E-08,0,25.158905,-0.10361867,0.00000,6.029044,0.151,0.0033,5.1,
2022-01-08T06:00:00Z,3.47E-08,0,24.9711,-0.09837816,0.00001,5.657288,0.194,0.0033,5.1,
2022-01-08T07:00:00Z,3.47E-08,0,24.846283,-0.09925725,0.00001,5.381899,0.233,0.0033,5.1,
2022-01-08T08:00:00Z,3.47E-08,0,24.847107,-0.09185588,0.00002,4.9973726,0.263,0.0033,5.1,
2022-01-08T09:00:00Z,3.47E-08,0,24.941559,-0.087562524,0.00002,4.940323,0.264,0.0033,5.1,
2022-01-08T10:00:00Z,3.47E-08,0,24.927399,-0.0848175,0.00002,5.017121,0.248,0.0033,5.1,
2022-01-08T11:00:00Z,3.47E-08,0.029,24.862427,-0.085946135,0.00003,5.2169333,0.239,0.0033,5.1,
2022-01-08T12:00:00Z,0.0299,0.208,24.809265,-0.08917324,0.00004,5.3799477,0.302,0.0033,5.1,
2022-01-08T13:00:00Z,0.181,0.432,25.090271,-0.0959394,0.00011,6.358987,0.333,0.0033,5.1,
2022-01-08T14:00:00Z,0.364,0.578,25.781433,-0.11789962,0.00009,6.7305593,0.322,0.0033,5.1,
2022-01-08T15:00:00Z,0.549,0.663,26.44934,-0.1267756,0.00003,6.610148,0.305,0.0033,5.1,
2022-01-08T16:00:00Z,0.706,0.699,27.087585,-0.1302806,0.00000,6.312677,0.294,0.0033,5.1,
2022-01-08T17:00:00Z,0.719,0.693,27.326355,-0.13236207,0.00000,5.7938304,0.285,0.0033,5.1,
2022-01-08T18:00:00Z,0.818,0.634,27.42395,-0.12110971,0.00000,5.729616,0.291,0.0033,5.1,
2022-01-08T19:00:00Z,0.69,0.514,27.11734,-0.10390224,0.00000,6.349077,0.312,0.0033,5.1,
2022-01-08T20:00:00Z,0.577,0.364,26.969116,-0.105229385,0.00000,7.073963,0.344,0.0033,5.1,
2022-01-08T21:00:00Z,0.381,0.183,26.905426,-0.11450236,0.00000,7.6619763,0.372,0.0033,5.1,
2022-01-08T22:00:00Z,0.162,0.009,26.561676,-0.12602694,0.00000,7.6304016,0.353,0.0033,5.1,
2022-01-08T23:00:00Z,0.025,0,26.371704,-0.13557784,0.00000,8.053978,0.309,0.0033,5.1,
2022-01-09T00:00:00Z,3.47E-08,0,26.257965,-0.14325142,0.00000,8.572425,0.232,0.0033,5.1,
2022-01-09T01:00:00Z,3.47E-08,0,26.06314,-0.13743809,0.00000,8.367683,0.181,0.0033,5.1,
2022-01-09T02:00:00Z,3.47E-08,0,25.747192,-0.12310609,0.00000,7.8052473,0.13,0.0033,5.1,
2022-01-09T03:00:00Z,3.47E-08,0,25.47403,-0.10185482,0.00000,6.817131,0.098,0.0033,5.1,
2022-01-09T04:00:00Z,3.47E-08,0,25.27356,-0.088464305,0.00000,6.1569214,0.091,0.0033,5.1,
2022-01-09T05:00:00Z,3.47E-08,0,25.030853,-0.08031429,0.00002,5.7086463,0.11,0.0033,5.1,
2022-01-09T06:00:00Z,3.47E-08,0,24.771667,-0.08195337,0.00006,5.5027065,0.106,0.0033,5.1,
2022-01-09T07:00:00Z,3.47E-08,0,24.631744,-0.084789135,0.00000,5.042859,0.122,0.0033,5.1,
2022-01-09T08:00:00Z,3.47E-08,0,24.456177,-0.077019125,0.00000,4.785789,0.143,0.0033,5.1,
2022-01-09T09:00:00Z,3.47E-08,0,24.371277,-0.073667236,0.00000,4.80745,0.145,0.0033,5.1,
2022-01-09T10:00:00Z,3.47E-08,0,24.46643,-0.073066056,0.00001,4.7121325,0.13,0.0033,5.1,
2022-01-09T11:00:00Z,3.47E-08,0.029,24.34024,-0.076026596,0.00003,4.7721786,0.113,0.0033,5.1,
2022-01-09T12:00:00Z,0.0312,0.231,24.275757,-0.083864674,0.00010,5.163465,0.133,0.0033,5.1,
2022-01-09T13:00:00Z,0.205,0.434,24.587341,-0.10083394,0.00012,5.9761868,0.164,0.0033,5.1,
2022-01-09T14:00:00Z,0.389,0.58,25.265472,-0.12311176,0.00005,6.6892743,0.161,0.0033,5.1,
2022-01-09T15:00:00Z,0.543,0.674,25.91571,-0.13788615,0.00004,6.5266595,0.153,0.0033,5.1,
2022-01-09T16:00:00Z,0.659,0.705,26.306305,-0.13807331,0.00005,6.518334,0.147,0.0033,5.1,
2022-01-09T17:00:00Z,0.763,0.686,26.653961,-0.13575931,0.00003,6.7730837,0.142,0.0033,5.1,
2022-01-09T18:00:00Z,0.696,0.578,26.892273,-0.13502201,0.00001,7.0309634,0.146,0.0033,5.1,
2022-01-09T19:00:00Z,0.564,0.43,26.963348,-0.14091475,0.00000,7.5087028,0.166,0.0033,5.1,
2022-01-09T20:00:00Z,0.484,0.262,27.090698,-0.14545198,0.00000,7.8523474,0.202,0.0033,5.1,
2022-01-09T21:00:00Z,0.316,0.1,27.201538,-0.15028982,0.00000,8.072314,0.237,0.0033,5.1,
2022-01-09T22:00:00Z,0.196,0.003,26.906342,-0.14950147,0.00000,7.3451104,0.228,0.0033,5.1,
2022-01-09T23:00:00Z,0.0261,0,26.716034,-0.1425198,0.00000,6.8774877,0.2,0.0033,5.1,
2022-01-10T00:00:00Z,3.47E-08,0,26.3544,-0.1340862,0.00000,7.004812,0.145,0.0033,5.1,
2022-01-10T01:00:00Z,3.47E-08,0,25.958405,-0.12974748,0.00000,7.3030615,0.086,0.0033,5.1,
2022-01-10T02:00:00Z,3.47E-08,0,25.605652,-0.12425742,0.00000,7.0812006,0.055,0.0033,5.1,
2022-01-10T03:00:00Z,3.47E-08,0,25.317047,-0.11627188,0.00000,6.852322,0.045,0.0033,5.1,
2022-01-10T04:00:00Z,3.47E-08,0,25.123718,-0.10942066,0.00000,6.5812583,0.039,0.0033,5.1,
2022-01-10T05:00:00Z,3.47E-08,0,24.944916,-0.10172437,0.00000,6.221457,0.032,0.0033,5.1,
2022-01-10T06:00:00Z,3.47E-08,0,24.71399,-0.0987298,0.00000,6.045338,0.029,0.0033,5.1,
2022-01-10T07:00:00Z,3.47E-08,0,24.525726,-0.10786098,0.00000,5.539843,0.035,0.0033,5.1,
2022-01-10T08:00:00Z,3.47E-08,0,24.344635,-0.09559911,0.00000,5.05914,0.041,0.0033,5.1,
2022-01-10T09:00:00Z,3.47E-08,0,24.226501,-0.08517481,0.00000,4.863003,0.041,0.0033,5.1,
2022-01-10T10:00:00Z,3.47E-08,0,24.346344,-0.079594,0.00000,4.3460927,0.042,0.0033,5.1,
2022-01-10T11:00:00Z,3.47E-08,0.04,24.172516,-0.077932246,0.00000,4.2120914,0.048,0.0033,5.1,
2022-01-10T12:00:00Z,0.0346,0.247,24.121765,-0.07367291,0.00000,4.4094915,0.065,0.0033,5.1,
2022-01-10T13:00:00Z,0.217,0.453,24.428833,-0.07202815,0.00000,4.681222,0.073,0.0033,5.1,
2022-01-10T14:00:00Z,0.429,0.598,25.158081,-0.08328051,0.00000,4.950111,0.059,0.0033,5.1,
