timeindex,ghi,t_air,e,tp,windspeed,t_dp,cum_temp,f_temp,f_heat,pv_power,rad_net,g,et_p,tp_ground,runoff,deep_drain,et_a,irrigation,swc,f_drought,delta_i50b,f_solar,biomass_gen,electricity_gen,water_harvest
2022-01-01T11:00:00Z,479.39014,20.77423,1e-05,1e-05,0.74802,1e-05,1e-10,0.7387115,1.0,253.9375346316,297.2400100335,29.7240010034,0.3063246713,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.1975452802,1e-10,1e-10,1e-10,0.029210727,1e-10
2022-01-01T12:00:00Z,587.8257,22.28394,1e-05,1e-05,1.08641,1e-05,1e-10,0.814197,1.0,305.3842200008,364.4741566149,36.4474156615,0.3575230542,1e-05,1e-10,1e-10,0.208,0.20799,0.13,1e-10,1e-10,1e-10,1e-10,0.0351286984,1e-10
2022-01-01T13:00:00Z,635.40265,22.90909,1e-05,1e-05,2.20899,1e-05,1e-10,0.8454545,1.0,327.308272347,393.9736642505,39.397366425,0.3436348711,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.0132340856,1e-10,1e-10,1e-10,0.0376506474,1e-10
2022-01-01T14:00:00Z,614.18353,23.23114,1e-05,1e-05,3.59018,1e-05,1e-10,0.861557,1.0,316.8138412386,380.8170076665,38.0817007667,0.3101593071,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.1765577821,1e-10,1e-10,1e-10,0.0364434609,1e-10
2022-01-01T15:00:00Z,527.4098,22.81924,1e-05,1e-05,4.76364,2.72266,1e-10,0.840962,1.0,275.4820757063,327.0140146057,32.7014014606,0.258992533,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.5077798923,1e-10,1e-10,1e-10,0.0316890203,1e-10
2022-01-01T16:00:00Z,384.07816,21.75308,1e-05,1e-05,4.93121,5.42645,1e-10,0.787654,1.0,205.0483138003,238.1429791862,23.8142979186,0.2004048317,1e-05,1e-10,1e-10,0.2004048317,0.2003948317,0.13,1.0,1e-10,1e-10,1e-10,0.0235869436,1e-10
2022-01-01T17:00:00Z,202.34027,20.67804,1e-05,1e-05,3.83138,7.20773,1e-10,0.733902,1.0,110.8680629076,125.4586168272,12.5458616827,0.1399778734,1e-05,1e-10,1e-10,0.1399778734,0.1399678734,0.13,1.0,1e-10,1e-10,1e-10,0.0127532809,1e-10
2022-01-01T18:00:00Z,35.51271,18.72415,1e-05,1e-05,2.23517,9.70636,1e-10,0.6362075,1.0,19.9881743236,22.0192227498,2.201922275,0.0604858662,1e-05,1e-10,1e-10,0.0604858662,0.0604758662,0.13,1.0,1e-10,1e-10,1e-10,0.0022992627,1e-10
2022-01-01T19:00:00Z,1e-05,19.34549,1e-05,1e-05,1.0114,9.30774,1e-10,0.6672745,1.0,5.6386e-06,6.2004e-06,6.2e-07,0.0335304506,1e-05,1e-10,1e-10,0.0335304506,0.0335204506,0.13,1.0,1e-10,1e-10,1e-10,6e-10,1e-10
2022-01-01T20:00:00Z,1e-05,18.099,1e-05,1e-05,0.6954,9.08203,1e-10,0.60495,1.0,5.6646e-06,6.2004e-06,6.2e-07,0.0233163676,1e-05,1e-10,1e-10,0.0233163676,0.0233063676,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-01T21:00:00Z,1e-05,15.98123,1e-05,1e-05,1.43093,8.75763,1e-10,0.4990615,1.0,5.7086e-06,6.2004e-06,6.2e-07,0.0300734917,1e-05,1e-10,1e-10,0.0300734917,0.0300634917,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-01T22:00:00Z,1e-05,14.29623,1e-05,1e-05,1.59258,9.16061,1e-10,0.4148115,1.0,5.7437e-06,6.2004e-06,6.2e-07,0.0229614971,1e-05,1e-10,1e-10,0.0229614971,0.0229514971,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-01T23:00:00Z,1e-05,13.85394,1e-05,1e-05,1.67576,8.077,1e-10,0.392697,1.0,5.7529e-06,6.2004e-06,6.2e-07,0.0257029403,1e-05,1e-10,1e-10,0.0257029403,0.0256929403,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-02T00:00:00Z,1e-05,13.82736,1e-05,1e-05,1.88747,6.56158,1e-10,0.391368,1.0,5.7535e-06,6.2004e-06,6.2e-07,0.0327553626,1e-05,1e-10,1e-10,0.0327553626,0.0327453626,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-02T01:00:00Z,1e-05,13.44836,1e-05,1e-05,2.26778,4.62094,1e-10,0.372418,1.0,5.7614e-06,6.2004e-06,6.2e-07,0.0407170626,1e-05,1e-10,1e-10,0.0407170626,0.0407070626,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-02T02:00:00Z,1e-05,12.336,1e-05,1e-05,2.55827,3.47882,1e-10,0.3168,1.0,5.7845e-06,6.2004e-06,6.2e-07,0.0411134262,1e-05,1e-10,1e-10,0.0411134262,0.0411034262,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-02T03:00:00Z,1e-05,11.67227,1e-05,1e-05,2.82378,2.74231,1e-10,0.2836135,1.0,5.7983e-06,6.2004e-06,6.2e-07,0.0417457489,1e-05,1e-10,1e-10,0.0417457489,0.0417357489,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-02T04:00:00Z,1e-05,11.04459,1e-05,1e-05,3.03054,2.78946,1e-10,0.2522295,1.0,5.8114e-06,6.2004e-06,6.2e-07,0.0392428118,1e-05,1e-10,1e-10,0.0392428118,0.0392328118,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-02T05:00:00Z,1e-05,10.70734,1e-05,1e-05,3.16297,2.47861,1e-10,0.235367,1.0,5.8184e-06,6.2004e-06,6.2e-07,0.0391160014,1e-05,1e-10,1e-10,0.0391160014,0.0391060014,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-02T06:00:00Z,1e-05,10.1423,1e-05,1e-05,3.20476,1.72983,1e-10,0.207115,1.0,5.8302e-06,6.2004e-06,6.2e-07,0.0390274071,1e-05,1e-10,1e-10,0.0390274071,0.0390174071,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-02T07:00:00Z,1e-05,9.92465,1e-05,1e-05,3.21771,1.55173,1e-10,0.1962325,1.0,5.8347e-06,6.2004e-06,6.2e-07,0.0385844492,1e-05,1e-10,1e-10,0.0385844492,0.0385744492,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-02T08:00:00Z,6.95708,10.1752,1e-05,1e-05,3.19175,1.19022,1e-10,0.20876,1.0,4.0524669794,4.3136526108,0.4313652611,0.0424471678,1e-05,1e-10,1e-10,0.0424471678,0.0424371678,0.13,1.0,1e-10,1e-10,1e-10,0.0004661599,1e-10
2022-01-02T09:00:00Z,130.96698,12.66882,1e-05,1e-05,2.72993,1.64865,1e-10,0.333441,1.0,74.5516500834,81.2044787764,8.1204478776,0.0828496254,1e-05,1e-10,1e-10,0.0828496254,0.0828396254,0.13,1.0,1e-10,1e-10,1e-10,0.0085757621,1e-10
2022-01-02T10:00:00Z,317.74875,17.0246,1e-05,1e-05,1.90837,1.1723,1e-10,0.55123,1.0,174.134725949,197.0162374181,19.7016237418,0.1764260108,1e-05,1e-10,1e-10,0.1764260108,0.1764160108,0.13,1.0,1e-10,1e-10,1e-10,0.020030918,1e-10
2022-01-02T11:00:00Z,479.88028,19.49799,1e-05,1e-05,0.91427,1e-05,1e-10,0.6748995,1.0,255.4565144909,297.5439153632,29.7543915363,0.2920429136,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.2805602386,1e-10,1e-10,1e-10,0.029385457,1e-10
2022-01-02T12:00:00Z,589.94446,21.1507,1e-05,1e-05,0.45046,0.24588,1e-10,0.757535,1.0,307.7950687024,365.7878679141,36.5787867914,0.3893396482,1e-05,1e-10,1e-10,0.208,0.20799,0.13,1e-10,1e-10,1e-10,1e-10,0.0354060211,1e-10
2022-01-02T13:00:00Z,637.69525,22.5054,1e-05,1e-05,1.77642,1e-05,1e-10,0.82527,1.0,328.9299280881,395.3951629217,39.5395162922,0.3545068463,1e-05,1e-10,1e-10,0.208,0.20799,0.13,1e-10,1e-10,1e-10,1e-10,0.0378371883,1e-10
2022-01-02T14:00:00Z,615.6065,22.92682,1e-05,1e-05,3.02092,1e-05,1e-10,0.846341,1.0,317.8807814987,381.6993028616,38.1699302862,0.3171863678,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.139414719,1e-10,1e-10,1e-10,0.0365661923,1e-10
2022-01-02T15:00:00Z,529.67084,22.5864,1e-05,1e-05,3.91794,0.38382,1e-10,0.82932,1.0,276.8418715505,328.4159448838,32.8415944884,0.2722924791,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.4097112109,1e-10,1e-10,1e-10,0.0318454392,1e-10
2022-01-02T16:00:00Z,384.50507,21.35193,1e-05,1e-05,4.52674,4.25684,1e-10,0.7675965,1.0,205.5865734637,238.4076795254,23.8407679525,0.2028050385,1e-05,1e-10,1e-10,0.2028050385,0.2027950385,0.13,1.0,1e-10,1e-10,1e-10,0.0236488602,1e-10
2022-01-02T17:00:00Z,203.70007,19.90103,1e-05,1e-05,4.10436,6.24026,1e-10,0.6950515,1.0,111.9245352307,126.3017442341,12.6301744234,0.1371884263,1e-05,1e-10,1e-10,0.1371884263,0.1371784263,0.13,1.0,1e-10,1e-10,1e-10,0.0128748081,1e-10
2022-01-02T18:00:00Z,36.41396,18.51599,1e-05,1e-05,2.50022,8.43674,1e-10,0.6257995,1.0,20.509080237,22.5780318213,2.2578031821,0.0666194329,1e-05,1e-10,1e-10,0.0666194329,0.0666094329,0.13,1.0,1e-10,1e-10,1e-10,0.0023591831,1e-10
2022-01-02T19:00:00Z,1e-05,17.23657,1e-05,1e-05,1.15956,8.41013,1e-10,0.5618285,1.0,5.6825e-06,6.2004e-06,6.2e-07,0.0319995878,1e-05,1e-10,1e-10,0.0319995878,0.0319895878,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-02T20:00:00Z,1e-05,16.42477,1e-05,1e-05,1.43466,7.90366,1e-10,0.5212385,1.0,5.6994e-06,6.2004e-06,6.2e-07,0.0346628252,1e-05,1e-10,1e-10,0.0346628252,0.0346528252,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-02T21:00:00Z,1e-05,15.64902,1e-05,1e-05,1.85946,7.30597,1e-10,0.482451,1.0,5.7156e-06,6.2004e-06,6.2e-07,0.0382159089,1e-05,1e-10,1e-10,0.0382159089,0.0382059089,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-02T22:00:00Z,1e-05,14.57654,1e-05,1e-05,1.85539,6.99118,1e-10,0.428827,1.0,5.7379e-06,6.2004e-06,6.2e-07,0.0343762351,1e-05,1e-10,1e-10,0.0343762351,0.0343662351,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-02T23:00:00Z,1e-05,13.9071,1e-05,1e-05,1.95106,6.25424,1e-10,0.395355,1.0,5.7518e-06,6.2004e-06,6.2e-07,0.0347242049,1e-05,1e-10,1e-10,0.0347242049,0.0347142049,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-03T00:00:00Z,1e-05,13.04404,1e-05,1e-05,2.06551,4.70041,1e-10,0.352202,1.0,5.7698e-06,6.2004e-06,6.2e-07,0.0370564619,1e-05,1e-10,1e-10,0.0370564619,0.0370464619,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-03T01:00:00Z,1e-05,13.02252,1e-05,1e-05,2.20959,3.41769,1e-10,0.351126,1.0,5.7702e-06,6.2004e-06,6.2e-07,0.0423213705,1e-05,1e-10,1e-10,0.0423213705,0.0423113705,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-03T02:00:00Z,1e-05,12.71185,1e-05,1e-05,2.38335,2.40961,1e-10,0.3355925,1.0,5.7767e-06,6.2004e-06,6.2e-07,0.0453807398,1e-05,1e-10,1e-10,0.0453807398,0.0453707398,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-03T03:00:00Z,1e-05,11.99875,1e-05,1e-05,2.58481,1.76566,1e-10,0.2999375,1.0,5.7915e-06,6.2004e-06,6.2e-07,0.0453407205,1e-05,1e-10,1e-10,0.0453407205,0.0453307205,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-03T04:00:00Z,1e-05,11.26288,1e-05,1e-05,2.76086,2.24545,1e-10,0.263144,1.0,5.8068e-06,6.2004e-06,6.2e-07,0.0411030016,1e-05,1e-10,1e-10,0.0411030016,0.0410930016,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-03T05:00:00Z,1e-05,10.80603,1e-05,1e-05,2.88571,2.86804,1e-10,0.2403015,1.0,5.8163e-06,6.2004e-06,6.2e-07,0.0371607417,1e-05,1e-10,1e-10,0.0371607417,0.0371507417,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-03T06:00:00Z,1e-05,10.41184,1e-05,1e-05,2.95501,2.8689,1e-10,0.220592,1.0,5.8246e-06,6.2004e-06,6.2e-07,0.0354149094,1e-05,1e-10,1e-10,0.0354149094,0.0354049094,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-03T07:00:00Z,1e-05,9.80884,1e-05,1e-05,3.0654,2.22012,1e-10,0.190442,1.0,5.8371e-06,6.2004e-06,6.2e-07,0.0351084544,1e-05,1e-10,1e-10,0.0351084544,0.0350984544,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-03T08:00:00Z,6.7199,10.01892,1e-05,1e-05,3.14796,2.62921,1e-10,0.200946,1.0,3.916600085,4.1665920443,0.4166592044,0.036315381,1e-05,1e-10,1e-10,0.036315381,0.036305381,0.13,1.0,1e-10,1e-10,1e-10,0.000450531,1e-10
2022-01-03T09:00:00Z,128.83243,12.37778,1e-05,1e-05,2.73264,3.70804,1e-10,0.318889,1.0,73.4325017129,79.8809770803,7.988097708,0.0734774799,1e-05,1e-10,1e-10,0.0734774799,0.0734674799,0.13,1.0,1e-10,1e-10,1e-10,0.0084470252,1e-10
2022-01-03T10:00:00Z,314.31763,17.3049,1e-05,1e-05,1.74904,3.62552,1e-10,0.565245,1.0,172.1411586402,194.8888133054,19.4888813305,0.1735567836,1e-05,1e-10,1e-10,0.1735567836,0.1735467836,0.13,1.0,1e-10,1e-10,1e-10,0.0198015957,1e-10
2022-01-03T11:00:00Z,472.81253,20.04279,1e-05,1e-05,0.64822,2.1817,1e-10,0.7021395,1.0,251.3753487653,293.1616431685,29.3161643169,0.3013570441,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.2255279414,1e-10,1e-10,1e-10,0.0289159958,1e-10
2022-01-03T12:00:00Z,582.2758,21.8385,1e-05,1e-05,0.64356,2.99683,1e-10,0.791925,1.0,303.2509541944,361.0330088022,36.1033008802,0.3720883247,1e-05,1e-10,1e-10,0.208,0.20799,0.13,1e-10,1e-10,1e-10,1e-10,0.0348833064,1e-10
2022-01-03T13:00:00Z,623.27515,22.66992,1e-05,1e-05,2.04366,2.06427,1e-10,0.833496,1.0,321.8630255929,386.4541557731,38.6454155773,0.3371101162,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.0425226803,1e-10,1e-10,1e-10,0.0370242744,1e-10
2022-01-03T14:00:00Z,605.0286,22.93503,1e-05,1e-05,3.31377,2.08524,1e-10,0.8467515,1.0,312.824577781,375.1406049665,37.5140604967,0.3030896075,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.2156642362,1e-10,1e-10,1e-10,0.0359845713,1e-10
2022-01-03T15:00:00Z,506.66504,22.0416,1e-05,1e-05,4.17942,2.9165,1e-10,0.80208,1.0,266.1500819192,314.1514791548,31.4151479155,0.2493893565,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.5850929943,1e-10,1e-10,1e-10,0.0306155503,1e-10
2022-01-03T16:00:00Z,372.58316,21.18552,1e-05,1e-05,4.51649,3.9556,1e-10,0.759276,1.0,199.6301231014,231.0156446203,23.101564462,0.1992208025,1e-05,1e-10,1e-10,0.1992208025,0.1992108025,0.13,1.0,1e-10,1e-10,1e-10,0.0229636829,1e-10
2022-01-03T17:00:00Z,198.26091,19.92761,1e-05,1e-05,3.49588,5.93509,1e-10,0.6963805,1.0,108.9951165052,122.9292594079,12.2929259408,0.137719593,1e-05,1e-10,1e-10,0.137719593,0.137709593,0.13,1.0,1e-10,1e-10,1e-10,0.0125378337,1e-10
2022-01-03T18:00:00Z,36.55629,18.16037,1e-05,1e-05,1.79201,8.824,1e-10,0.6080185,1.0,20.6159615333,22.6662818021,2.2666281802,0.0575945591,1e-05,1e-10,1e-10,0.0575945591,0.0575845591,0.13,1.0,1e-10,1e-10,1e-10,0.0023714778,1e-10
2022-01-03T19:00:00Z,1e-05,17.46246,1e-05,1e-05,0.91814,8.36252,1e-10,0.573123,1.0,5.6778e-06,6.2004e-06,6.2e-07,0.0282946885,1e-05,1e-10,1e-10,0.0282946885,0.0282846885,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-03T20:00:00Z,1e-05,16.23306,1e-05,1e-05,1.70971,7.83121,1e-10,0.511653,1.0,5.7034e-06,6.2004e-06,6.2e-07,0.0374509978,1e-05,1e-10,1e-10,0.0374509978,0.0374409978,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-03T21:00:00Z,1e-05,15.1998,1e-05,1e-05,2.01358,7.02045,1e-10,0.45999,1.0,5.7249e-06,6.2004e-06,6.2e-07,0.0385542273,1e-05,1e-10,1e-10,0.0385542273,0.0385442273,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-03T22:00:00Z,1e-05,14.32535,1e-05,1e-05,2.04911,6.14551,1e-10,0.4162675,1.0,5.7431e-06,6.2004e-06,6.2e-07,0.0378542428,1e-05,1e-10,1e-10,0.0378542428,0.0378442428,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-03T23:00:00Z,1e-05,14.45505,1e-05,1e-05,2.17991,5.11298,1e-10,0.4227525,1.0,5.7404e-06,6.2004e-06,6.2e-07,0.043184608,1e-05,1e-10,1e-10,0.043184608,0.043174608,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-04T00:00:00Z,1e-05,13.80206,1e-05,1e-05,2.37328,4.03067,1e-10,0.390103,1.0,5.754e-06,6.2004e-06,6.2e-07,0.0452490443,1e-05,1e-10,1e-10,0.0452490443,0.0452390443,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-04T01:00:00Z,1e-05,13.0434,1e-05,1e-05,2.68089,4.12497,1e-10,0.35217,1.0,5.7698e-06,6.2004e-06,6.2e-07,0.0430951829,1e-05,1e-10,1e-10,0.0430951829,0.0430851829,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-04T02:00:00Z,1e-05,12.06204,1e-05,1e-05,2.84563,4.02893,1e-10,0.303102,1.0,5.7902e-06,6.2004e-06,6.2e-07,0.039168107,1e-05,1e-10,1e-10,0.039168107,0.039158107,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-04T03:00:00Z,1e-05,11.32364,1e-05,1e-05,2.90389,3.69757,1e-10,0.266182,1.0,5.8056e-06,6.2004e-06,6.2e-07,0.0368126699,1e-05,1e-10,1e-10,0.0368126699,0.0368026699,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-04T04:00:00Z,1e-05,10.68457,1e-05,1e-05,3.03635,3.5657,1e-10,0.2342285,1.0,5.8189e-06,6.2004e-06,6.2e-07,0.034470651,1e-05,1e-10,1e-10,0.034470651,0.034460651,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-04T05:00:00Z,1e-05,10.41501,1e-05,1e-05,3.18838,3.25311,1e-10,0.2207505,1.0,5.8245e-06,6.2004e-06,6.2e-07,0.0347553893,1e-05,1e-10,1e-10,0.0347553893,0.0347453893,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-04T06:00:00Z,1e-05,10.06509,1e-05,1e-05,3.29462,2.76108,1e-10,0.2032545,1.0,5.8318e-06,6.2004e-06,6.2e-07,0.0351216709,1e-05,1e-10,1e-10,0.0351216709,0.0351116709,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-04T07:00:00Z,1e-05,10.0708,1e-05,1e-05,3.37888,2.47336,1e-10,0.20354,1.0,5.8317e-06,6.2004e-06,6.2e-07,0.0364860576,1e-05,1e-10,1e-10,0.0364860576,0.0364760576,0.13,1.0,1e-10,1e-10,1e-10,7e-10,1e-10
2022-01-04T08:00:00Z,6.37205,9.79745,1e-05,1e-05,3.39926,2.26031,1e-10,0.1898725,1.0,3.7169418167,3.9509118939,0.3950911894,0.0371295954,1e-05,1e-10,1e-10,0.0371295954,0.0371195954,0.13,1.0,1e-10,1e-10,1e-10,0.0004275641,1e-10
2022-01-04T09:00:00Z,123.93087,12.11771,1e-05,1e-05,2.86162,2.49692,1e-10,0.3058855,1.0,70.7452763975,76.8418245779,7.6841824578,0.0746420881,1e-05,1e-10,1e-10,0.0746420881,0.0746320881,0.13,1.0,1e-10,1e-10,1e-10,0.0081379106,1e-10
2022-01-04T10:00:00Z,304.59354,16.99234,1e-05,1e-05,2.01321,2.07651,1e-10,0.549617,1.0,167.2063843998,188.8595098884,18.8859509888,0.1679056649,1e-05,1e-10,1e-10,0.1679056649,0.1678956649,0.13,1.0,1e-10,1e-10,1e-10,0.0192339429,1e-10
2022-01-04T11:00:00Z,465.33368,20.1788,1e-05,1e-05,1.02243,1.02081,1e-10,0.70894,1.0,247.4937699324,288.5244734323,28.8524473432,0.2831683163,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.3363636399,1e-10,1e-10,1e-10,0.0284694933,1e-10
2022-01-04T12:00:00Z,572.53595,21.72018,1e-05,1e-05,0.62799,2.01364,1e-10,0.786009,1.0,298.6820853225,354.9939335894,35.4993933589,0.3678802298,1e-05,1e-10,1e-10,0.208,0.20799,0.13,1e-10,1e-10,1e-10,1e-10,0.0343577441,1e-10
2022-01-04T13:00:00Z,595.0832,22.59271,1e-05,1e-05,1.71707,2.34805,1e-10,0.8296355,1.0,308.491290883,368.974080983,36.8974080983,0.3347827066,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.0532462992,1e-10,1e-10,1e-10,0.0354861084,1e-10
2022-01-04T14:00:00Z,575.72986,22.82492,1e-05,1e-05,3.19334,3.58273,1e-10,0.841246,1.0,298.9049558988,356.9742785344,35.6974278534,0.290381848,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.2907455428,1e-10,1e-10,1e-10,0.0343833812,1e-10
2022-01-04T15:00:00Z,496.08713,22.1384,1e-05,1e-05,4.41236,5.22519,1e-10,0.80692,1.0,260.8348805166,307.5927750594,30.7592775059,0.2372995607,1e-05,1e-10,1e-10,0.208,0.20799,0.13,0.6913230621,1e-10,1e-10,1e-10,0.0300041366,1e-10
2022-01-04T16:00:00Z,333.33893,21.02795,1e-05,1e-05,4.75793,6.06476,1e-10,0.7513975,1.0,179.5631906689,206.6827384013,20.6682738401,0.1786951397,1e-05,1e-10,1e-10,0.1786951397,0.1786851397,0.13,1.0,1e-10,1e-10,1e-10,0.0206553606,1e-10
2022-01-04T17:00:00Z,177.53198,20.02759,1e-05,1e-05,3.65883,7.52908,1e-10,0.7013795,1.0,97.8016691527,110.0765391555,11.0076539156,0.1263547885,1e-05,1e-10,1e-10,0.1263547885,0.1263447885,0.13,1.0,1e-10,1e-10,1e-10,0.0112502386,1e-10
2022-01-04T18:00:00Z,33.20423,18.42233,1e-05,1e-05,1.96804,9.52298,1e-10,0.6211165,1.0,18.7146993921,20.5878778782,2.0587877878,0.0566401506,1e-05,1e-10,1e-10,0.0566401506,0.0566301506,0.13,1.0,1e-10,1e-10,1e-10,0.0021527734,1e-10
