name;type;carrier;tech;capacity;capacity_cost;bus;marginal_cost;profile;expandable;capex;opex_fix;lifetime;resource_cost;land_requirement_factor;ghg_emission_factor;water_footprint_factor;land_requirement;water_footprint;ghg_emissions;output_parameters
pv-panel;volatile;energy;pv;21.36;97.18;dc-elec-bus;0.1;ghi;True;1000.0;10.0;20.0;10;0;1;0;0;0;0;"{""custom_attributes"": {""ghg_emission_factor"": 1, ""land_requirement_factor"": 0, ""water_footprint_factor"": 0, ""land_requirement"": 0, ""water_footprint"": 0, ""ghg_emissions"": 0, ""resource_cost"": 10}}"
