timeindex;ghi;t_air;e;tp;windspeed;ac-discharge
2022-01-29T06:00:00Z;3.47e-08;24.776276;-0.09298452;0.001388136;4.172434;0.0033
2022-01-29T07:00:00Z;3.47e-08;24.612488;-0.08691029;4.66e-07;3.685687;0.0033
2022-01-29T08:00:00Z;3.47e-08;24.56485;-0.082758725;0.000505243;3.452784;0.0033
2022-01-29T09:00:00Z;3.47e-08;24.578339;-0.07983787;0.003280584;3.340781;0.0033
2022-01-29T10:00:00Z;3.47e-08;24.454224;-0.07860715;0.026240945;3.006004;0.0033
2022-01-29T11:00:00Z;3.47e-08;24.472107;-0.07985489;0.027628615;3.0689766;0.0033
2022-01-29T12:00:00Z;0.0272;24.539215;-0.07818746;0.021446962;2.9068425;0.0033
2022-01-29T13:00:00Z;0.189;24.734283;-0.076752566;0.055761542;3.080957;0.0033
2022-01-29T14:00:00Z;0.373;25.032806;-0.08778939;0.097771645;3.7387993;0.0033
2022-01-29T15:00:00Z;0.511;25.445435;-0.10317629;0.071026385;4.0193;0.0033
2022-01-29T16:00:00Z;0.601;25.73993;-0.11206927;0.020942185;4.3303266;0.0033
2022-01-29T17:00:00Z;0.707;25.892181;-0.1153928;0.003280584;4.632571;0.0033
2022-01-29T18:00:00Z;0.693;25.845825;-0.114649825;4.66e-07;5.2034135;0.0033
2022-01-29T19:00:00Z;0.713;25.578094;-0.11970317;4.66e-07;6.2307076;0.0033
2022-01-29T20:00:00Z;0.607;25.357056;-0.13621305;4.66e-07;7.134127;0.0033
2022-01-29T21:00:00Z;0.415;25.219696;-0.1577082;4.66e-07;7.6711006;0.0033
2022-01-29T22:00:00Z;0.252;25.52826;-0.17985559;4.66e-07;7.5129085;0.0033
2022-01-29T23:00:00Z;0.0504;25.60611;-0.18387671;4.66e-07;7.360663;0.0033
2022-01-30T00:00:00Z;3.47e-08;25.649017;-0.17619744;4.66e-07;6.847333;0.0033
2022-01-30T01:00:00Z;3.47e-08;25.689392;-0.1560124;4.66e-07;6.1569715;0.0033
2022-01-30T02:00:00Z;3.47e-08;25.599304;-0.12919167;4.66e-07;5.315432;0.0033
2022-01-30T03:00:00Z;3.47e-08;25.441284;-0.10680041;4.66e-07;4.5118494;0.0033
2022-01-30T04:00:00Z;3.47e-08;25.261108;-0.090766944;4.66e-07;4.0007815;0.0033
2022-01-30T05:00:00Z;3.47e-08;25.079529;-0.08486287;4.66e-07;3.8878224;0.0033
2022-01-30T06:00:00Z;3.47e-08;24.943085;-0.08516346;4.66e-07;4.07717;0.0033
2022-01-30T07:00:00Z;3.47e-08;24.765778;-0.0942436;0.003784895;4.2706466;0.0033
2022-01-30T08:00:00Z;3.47e-08;24.560669;-0.09986978;0.00756979;4.451489;0.0033
2022-01-30T09:00:00Z;3.47e-08;24.467468;-0.10306853;0.011480413;4.6018887;0.0033
2022-01-30T10:00:00Z;3.47e-08;24.63681;-0.10792904;0.011858996;4.336029;0.0033
2022-01-30T11:00:00Z;3.47e-08;24.583649;-0.114048645;0.004289672;4.3894963;0.0033
2022-01-30T12:00:00Z;0.0327;24.587555;-0.11256837;0.000505243;4.3911138;0.0033
2022-01-30T13:00:00Z;0.201;24.852417;-0.113628946;0.000505243;4.8292837;0.0033
2022-01-30T14:00:00Z;0.448;25.422241;-0.12603828;4.66e-07;5.0019083;0.0033
2022-01-30T15:00:00Z;0.591;26.062897;-0.13448888;4.66e-07;4.6491885;0.0033
2022-01-30T16:00:00Z;0.781;26.584167;-0.13269667;4.66e-07;4.1597795;0.0033
2022-01-30T17:00:00Z;0.785;26.622253;-0.13102359;4.66e-07;4.329861;0.0033
2022-01-30T18:00:00Z;0.761;26.247223;-0.12952061;4.66e-07;5.172765;0.0033
2022-01-30T19:00:00Z;0.718;26.00476;-0.12741081;4.66e-07;5.904166;0.0033
2022-01-30T20:00:00Z;0.56;26.040863;-0.1279269;4.66e-07;6.808219;0.0033
2022-01-30T21:00:00Z;0.449;26.022064;-0.13513544;4.66e-07;7.556341;0.0033
2022-01-30T22:00:00Z;0.259;25.747406;-0.14799283;4.66e-07;7.311589;0.0033
2022-01-30T23:00:00Z;0.0512;25.835327;-0.15417482;4.66e-07;7.494226;0.0033
2022-01-31T00:00:00Z;3.47e-08;26.071198;-0.15094204;4.66e-07;7.109445;0.0033
2022-01-31T01:00:00Z;3.47e-08;26.209167;-0.14048938;4.66e-07;6.718082;0.0033
2022-01-31T02:00:00Z;3.47e-08;26.10315;-0.12628216;4.66e-07;6.3520117;0.0033
2022-01-31T03:00:00Z;3.47e-08;25.844421;-0.11412237;4.66e-07;5.8145485;0.0033
2022-01-31T04:00:00Z;3.47e-08;25.54071;-0.1038115;4.66e-07;5.1233416;0.0033
2022-01-31T05:00:00Z;3.47e-08;25.1987;-0.095542386;4.66e-07;4.46935;0.0033
2022-01-31T06:00:00Z;3.47e-08;24.882965;-0.09068754;4.66e-07;4.0715094;0.0033
2022-01-31T07:00:00Z;3.47e-08;24.691254;-0.09583164;4.66e-07;3.868848;0.0033
2022-01-31T08:00:00Z;3.47e-08;24.509247;-0.09854831;4.66e-07;3.8373163;0.0033
2022-01-31T09:00:00Z;3.47e-08;24.403229;-0.09917785;4.66e-07;3.9122565;0.0033
2022-01-31T10:00:00Z;3.47e-08;24.429657;-0.100924686;4.66e-07;3.5407097;0.0033
2022-01-31T11:00:00Z;3.47e-08;24.338501;-0.10391359;0.000505243;3.7297013;0.0033
2022-01-31T12:00:00Z;0.0312;24.2948;-0.10659623;4.66e-07;4.039439;0.0033
2022-01-31T13:00:00Z;0.207;24.63324;-0.10830904;4.66e-07;4.4017463;0.0033
2022-01-31T14:00:00Z;0.441;25.401031;-0.121053;0.000505243;4.8721266;0.0033
2022-01-31T15:00:00Z;0.611;26.335358;-0.13906583;4.66e-07;4.8490076;0.0033
2022-01-31T16:00:00Z;0.781;27.093445;-0.14270128;4.66e-07;4.794908;0.0033
2022-01-31T17:00:00Z;0.888;27.31192;-0.1323167;4.66e-07;5.3247585;0.0033
2022-01-31T18:00:00Z;0.902;27.010406;-0.12116076;4.66e-07;6.526074;0.0033
2022-01-31T19:00:00Z;0.831;26.480835;-0.13053015;4.66e-07;7.674548;0.0033
2022-01-31T20:00:00Z;0.675;26.305847;-0.13683692;4.66e-07;8.608587;0.0033
2022-01-31T21:00:00Z;0.495;26.22821;-0.14375053;4.66e-07;9.084681;0.0033
2022-01-31T22:00:00Z;0.264;25.964966;-0.14824806;4.66e-07;9.026995;0.0033
2022-01-31T23:00:00Z;0.0503;25.872467;-0.15538286;4.66e-07;8.958832;0.0033
2022-02-01T00:00:00Z;3.47e-08;25.92276;-0.16237588;4.66e-07;8.984022;0.0033
2022-02-01T01:00:00Z;3.47e-08;25.982056;-0.16509256;4.66e-07;8.750362;0.0033
2022-02-01T02:00:00Z;3.47e-08;25.898651;-0.1608956;4.66e-07;8.129599;0.0033
2022-02-01T03:00:00Z;3.47e-08;25.731842;-0.14962624;4.66e-07;7.2583966;0.0033
2022-02-01T04:00:00Z;3.47e-08;25.495026;-0.13452859;4.66e-07;6.297493;0.0033
2022-02-01T05:00:00Z;3.47e-08;25.218872;-0.12089986;0.019050203;5.4147773;0.0033
2022-02-01T06:00:00Z;3.47e-08;24.938354;-0.11393521;0.02384372;4.7692757;0.0033
2022-02-01T07:00:00Z;3.47e-08;24.777191;-0.10723144;0.04629977;4.2701607;0.0033
2022-02-01T08:00:00Z;3.47e-08;24.659546;-0.10238794;0.06585382;4.241571;0.0033
2022-02-01T09:00:00Z;3.47e-08;24.535065;-0.099489786;0.09726687;4.5042143;0.0033
2022-02-01T10:00:00Z;3.47e-08;24.47406;-0.11016363;0.09726687;4.6932178;0.0033
2022-02-01T11:00:00Z;3.47e-08;24.3497;-0.12592486;0.08868845;4.784268;0.0033
2022-02-01T12:00:00Z;0.0272;24.402985;-0.12497204;0.018166844;4.7614055;0.0033
2022-02-01T13:00:00Z;0.175;24.605103;-0.12649767;0.053364318;5.1202335;0.0033
2022-02-01T14:00:00Z;0.411;25.333649;-0.1360032;0.099159315;6.207969;0.0033
2022-02-01T15:00:00Z;0.57;26.136139;-0.1566306;0.123003036;6.257951;0.0033
2022-02-01T16:00:00Z;0.697;26.86148;-0.16925547;0.05437387;6.063955;0.0033
2022-02-01T17:00:00Z;0.787;27.297974;-0.16670328;0.017662067;5.5890126;0.0033
2022-02-01T18:00:00Z;0.83;27.507446;-0.1509307;0.002397224;5.7059164;0.0033
2022-02-01T19:00:00Z;0.69;27.316772;-0.12487563;4.66e-07;6.29404;0.0033
2022-02-01T20:00:00Z;0.605;27.004517;-0.11942527;4.66e-07;6.731303;0.0033
2022-02-01T21:00:00Z;0.442;26.92157;-0.113731034;4.66e-07;7.0702915;0.0033
2022-02-01T22:00:00Z;0.223;27.013275;-0.10762845;4.66e-07;6.7225075;0.0033
2022-02-01T23:00:00Z;0.0505;26.975464;-0.10629564;4.66e-07;6.711282;0.0033
2022-02-02T00:00:00Z;3.47e-08;26.900024;-0.102836;4.66e-07;6.762458;0.0033
2022-02-02T01:00:00Z;3.47e-08;26.80484;-0.10032917;4.66e-07;6.7973623;0.0033
2022-02-02T02:00:00Z;3.47e-08;26.577026;-0.098911285;4.66e-07;6.7426057;0.0033
2022-02-02T03:00:00Z;3.47e-08;26.314606;-0.11796201;4.66e-07;6.7638674;0.0033
2022-02-02T04:00:00Z;3.47e-08;26.073181;-0.12781349;4.66e-07;6.6154213;0.0033
2022-02-02T05:00:00Z;3.47e-08;25.849274;-0.12375833;0.001009554;6.5188637;0.0033
2022-02-02T06:00:00Z;3.47e-08;25.682465;-0.11993003;0.004794449;6.417992;0.0033
2022-02-02T07:00:00Z;3.47e-08;25.561462;-0.12829557;0.017157756;6.6799207;0.0033
2022-02-02T08:00:00Z;3.47e-08;25.484772;-0.13778405;0.07153116;7.116106;0.0033
2022-02-02T09:00:00Z;3.47e-08;25.46228;-0.14513439;0.02333941;7.2054443;0.0033
2022-02-02T10:00:00Z;3.47e-08;25.494568;-0.14592272;0.011858996;6.3803945;0.0033
2022-02-02T11:00:00Z;3.47e-08;25.483032;-0.1477603;0.009966549;6.8215356;0.0033
2022-02-02T12:00:00Z;0.029;25.493286;-0.15400468;0.006182119;7.0419188;0.0033
2022-02-02T13:00:00Z;0.193;25.811676;-0.16157618;0.009588432;7.5993233;0.0033
2022-02-02T14:00:00Z;0.395;26.547485;-0.18975243;0.009083655;8.235683;0.0033
2022-02-02T15:00:00Z;0.567;27.341919;-0.19698931;0.009083655;7.9974127;0.0033
2022-02-02T16:00:00Z;0.748;28.038177;-0.1984696;0.009588432;7.74998;0.0033
2022-02-02T17:00:00Z;0.779;28.54654;-0.19884959;0.000505243;7.7570157;0.0033
2022-02-02T18:00:00Z;0.864;28.80191;-0.19360909;4.66e-07;7.690608;0.0033
2022-02-02T19:00:00Z;0.735;28.954773;-0.19291148;4.66e-07;7.6169114;0.0033
2022-02-02T20:00:00Z;0.645;28.77356;-0.17867589;4.66e-07;7.708327;0.0033
2022-02-02T21:00:00Z;0.482;28.851746;-0.16929516;4.66e-07;7.9101615;0.0033
2022-02-02T22:00:00Z;0.225;28.480103;-0.1642645;4.66e-07;7.4737263;0.0033
2022-02-02T23:00:00Z;0.0468;28.240173;-0.16357258;4.66e-07;7.448381;0.0033
2022-02-03T00:00:00Z;3.47e-08;27.846588;-0.1630678;4.66e-07;7.948857;0.0033
2022-02-03T01:00:00Z;3.47e-08;27.36856;-0.16046457;4.66e-07;8.233731;0.0033
2022-02-03T02:00:00Z;3.47e-08;26.916168;-0.16011861;4.66e-07;8.125191;0.0033
2022-02-03T03:00:00Z;3.47e-08;26.56363;-0.1453499;4.66e-07;7.2953353;0.0033
2022-02-03T04:00:00Z;3.47e-08;26.29486;-0.14204338;4.66e-07;6.939459;0.0033
2022-02-03T05:00:00Z;3.47e-08;26.108826;-0.14715345;4.66e-07;6.829515;0.0033
2022-02-03T06:00:00Z;3.47e-08;25.926666;-0.15270023;0.000505243;6.742688;0.0033
2022-02-03T07:00:00Z;3.47e-08;25.743042;-0.15348288;0.000505243;6.682392;0.0033
2022-02-03T08:00:00Z;3.47e-08;25.604828;-0.14394335;0.004794449;6.6490493;0.0033
2022-02-03T09:00:00Z;3.47e-08;25.565033;-0.13714316;0.016652979;6.6949253;0.0033
2022-02-03T10:00:00Z;3.47e-08;25.620056;-0.1352432;0.011858996;5.8864484;0.0033
2022-02-03T11:00:00Z;3.47e-08;25.606354;-0.13648526;0.004794449;6.0312386;0.0033
2022-02-03T12:00:00Z;0.0299;25.61316;-0.1374778;0.002397224;6.237086;0.0033
2022-02-03T13:00:00Z;0.212;25.933014;-0.14101118;0.009083655;6.934062;0.0033
2022-02-03T14:00:00Z;0.416;26.6091;-0.16634029;0.017157756;7.1981235;0.0033
2022-02-03T15:00:00Z;0.618;27.429352;-0.17083782;0.009966549;7.189219;0.0033
2022-02-03T16:00:00Z;0.764;28.075562;-0.16466151;4.66e-07;7.0739465;0.0033
2022-02-03T17:00:00Z;0.823;28.511108;-0.15315394;4.66e-07;7.210003;0.0033
2022-02-03T18:00:00Z;0.841;28.685425;-0.15053369;4.66e-07;7.4209604;0.0033
2022-02-03T19:00:00Z;0.684;28.446655;-0.16521733;4.66e-07;7.6457305;0.0033
2022-02-03T20:00:00Z;0.6;28.237732;-0.15492915;4.66e-07;7.620957;0.0033
2022-02-03T21:00:00Z;0.428;28.168884;-0.14317769;4.66e-07;7.5936637;0.0033
2022-02-03T22:00:00Z;0.227;28.13855;-0.13738705;4.66e-07;7.411298;0.0033
2022-02-03T23:00:00Z;0.051;27.936432;-0.13752316;4.66e-07;7.5343966;0.0033
2022-02-04T00:00:00Z;3.47e-08;27.617828;-0.14312665;4.66e-07;7.943713;0.0033
2022-02-04T01:00:00Z;3.47e-08;27.173737;-0.1469209;4.66e-07;8.222347;0.0033
2022-02-04T02:00:00Z;3.47e-08;26.690521;-0.14004134;4.66e-07;8.124517;0.0033
2022-02-04T03:00:00Z;3.47e-08;26.445984;-0.12756392;0.000505243;7.226058;0.0033
2022-02-04T04:00:00Z;3.47e-08;26.213318;-0.1291463;0.001388136;6.698245;0.0033
2022-02-04T05:00:00Z;3.47e-08;26.03186;-0.124818906;0.001388136;6.4301386;0.0033
2022-02-04T06:00:00Z;3.47e-08;25.861725;-0.11796201;0.002902001;6.141975;0.0033
2022-02-04T07:00:00Z;3.47e-08;25.673004;-0.1203951;0.000505243;5.88687;0.0033
2022-02-04T08:00:00Z;3.47e-08;25.506226;-0.12084883;0.003280584;5.8700633;0.0033
2022-02-04T09:00:00Z;3.47e-08;25.368256;-0.120293014;0.010976102;5.7227187;0.0033
2022-02-04T10:00:00Z;3.47e-08;25.48648;-0.12003212;0.04957989;5.2587266;0.0033
2022-02-04T11:00:00Z;3.47e-08;25.437134;-0.1211721;0.081497245;5.517015;0.0033
2022-02-04T12:00:00Z;0.0281;25.444519;-0.1209736;0.066737175;5.8206944;0.0033
2022-02-04T13:00:00Z;0.19;25.713501;-0.12445025;0.07342315;6.605992;0.0033
2022-02-04T14:00:00Z;0.395;26.341003;-0.14626302;0.04289346;6.8494925;0.0033
2022-02-04T15:00:00Z;0.526;27.003357;-0.16466151;0.0324226;6.392144;0.0033
2022-02-04T16:00:00Z;0.75;27.406403;-0.15718642;0.029521063;6.1226034;0.0033
2022-02-04T17:00:00Z;0.777;27.501343;-0.14318337;0.006686896;6.150595;0.0033
2022-02-04T18:00:00Z;0.804;27.534332;-0.1347441;0.003280584;6.419804;0.0033
2022-02-04T19:00:00Z;0.802;27.429352;-0.13122775;4.66e-07;6.77504;0.0033
2022-02-04T20:00:00Z;0.695;27.378021;-0.12831825;4.66e-07;7.4890313;0.0033
2022-02-04T21:00:00Z;0.496;27.310211;-0.13425069;4.66e-07;8.248945;0.0033
2022-02-04T22:00:00Z;0.26;26.968414;-0.14423828;4.66e-07;8.323273;0.0033
2022-02-04T23:00:00Z;0.0508;26.689148;-0.14786807;4.66e-07;8.650212;0.0033
2022-02-05T00:00:00Z;3.47e-08;26.540222;-0.1547193;4.66e-07;8.606735;0.0033
2022-02-05T01:00:00Z;3.47e-08;26.393951;-0.15858161;4.66e-07;7.761598;0.0033
2022-02-05T02:00:00Z;3.47e-08;26.266724;-0.1534602;4.66e-07;7.367343;0.0033
2022-02-05T03:00:00Z;3.47e-08;26.061401;-0.14454454;0.001009554;7.089798;0.0033
2022-02-05T04:00:00Z;3.47e-08;25.80243;-0.13744377;0.001009554;6.3485484;0.0033
2022-02-05T05:00:00Z;3.47e-08;25.535065;-0.13152835;0.004794449;5.8684363;0.0033
2022-02-05T06:00:00Z;3.47e-08;25.259705;-0.1224085;0.013877638;5.5821505;0.0033
2022-02-05T07:00:00Z;3.47e-08;25.007202;-0.12068435;0.02333941;5.3656583;0.0033
2022-02-05T08:00:00Z;3.47e-08;24.806274;-0.11935721;0.008578878;5.290498;0.0033
2022-02-05T09:00:00Z;3.47e-08;24.649628;-0.116498746;0.011480413;5.3234625;0.0033
2022-02-05T10:00:00Z;3.47e-08;24.81894;-0.11239822;0.018166844;4.357306;0.0033
2022-02-05T11:00:00Z;3.47e-08;24.72528;-0.10870038;0.007191207;4.188944;0.0033
2022-02-05T12:00:00Z;0.0307;24.649841;-0.10611415;0.009588432;4.2404046;0.0033
2022-02-05T13:00:00Z;0.214;24.898315;-0.10805382;0.04907511;4.8872814;0.0033
2022-02-05T14:00:00Z;0.417;25.549713;-0.12902153;0.031034928;5.660794;0.0033
2022-02-05T15:00:00Z;0.602;26.214478;-0.14549735;0.020942185;5.7800508;0.0033
2022-02-05T16:00:00Z;0.716;26.673676;-0.15849088;0.016652979;5.726004;0.0033
2022-02-05T17:00:00Z;0.719;26.623383;-0.16606806;0.001892913;6.045548;0.0033
2022-02-05T18:00:00Z;0.787;26.418427;-0.16820623;4.66e-07;6.768709;0.0033
2022-02-05T19:00:00Z;0.734;26.13153;-0.17020828;4.66e-07;7.868623;0.0033
2022-02-05T20:00:00Z;0.61;25.828033;-0.1807914;0.008578878;8.848483;0.0033
2022-02-05T21:00:00Z;0.435;25.829773;-0.20396532;0.01286855;8.755183;0.0033
2022-02-05T22:00:00Z;0.209;25.92102;-0.19781737;0.001009554;7.267384;0.0033
2022-02-05T23:00:00Z;0.0489;25.828522;-0.17728637;4.66e-07;6.9490314;0.0033
2022-02-06T00:00:00Z;3.47e-08;25.718689;-0.16979426;4.66e-07;7.239422;0.0033
2022-02-06T01:00:00Z;3.47e-08;25.721344;-0.17882904;4.66e-07;7.460098;0.0033
2022-02-06T02:00:00Z;3.47e-08;25.75354;-0.18505071;4.66e-07;7.1798043;0.0033
2022-02-06T03:00:00Z;3.47e-08;25.664948;-0.18340029;4.66e-07;6.809896;0.0033
2022-02-06T04:00:00Z;3.47e-08;25.483276;-0.17559059;4.66e-07;6.4218855;0.0033
2022-02-06T05:00:00Z;3.47e-08;25.2836;-0.16272184;0.000505243;6.0128274;0.0033
2022-02-06T06:00:00Z;3.47e-08;25.079987;-0.14892298;0.002397224;5.3925695;0.0033
2022-02-06T07:00:00Z;3.47e-08;24.91977;-0.13757421;0.009966549;5.0236564;0.0033
2022-02-06T08:00:00Z;3.47e-08;24.735565;-0.13529424;0.013372861;4.855074;0.0033
2022-02-06T09:00:00Z;3.47e-08;24.601746;-0.13380264;0.0324226;4.7810245;0.0033
2022-02-06T10:00:00Z;3.47e-08;24.638763;-0.13062657;0.019050203;4.393592;0.0033
2022-02-06T11:00:00Z;3.47e-08;24.507263;-0.12802333;0.02914248;4.620046;0.0033
2022-02-06T12:00:00Z;0.0302;24.438416;-0.12942988;0.050588977;4.740492;0.0033
2022-02-06T13:00:00Z;0.203;24.792206;-0.13452859;0.057275407;5.470961;0.0033
2022-02-06T14:00:00Z;0.425;25.536102;-0.1526832;0.013372861;6.1124983;0.0033
2022-02-06T15:00:00Z;0.595;26.441833;-0.16820623;0.005677342;5.6690583;0.0033
2022-02-06T16:00:00Z;0.785;27.16278;-0.16888115;0.001009554;5.474677;0.0033
2022-02-06T17:00:00Z;0.819;27.4057;-0.16632327;0.001892913;5.3875337;0.0033
2022-02-06T18:00:00Z;0.793;27.221619;-0.15817326;0.001009554;5.808643;0.0033
2022-02-06T19:00:00Z;0.732;26.93866;-0.15973294;4.66e-07;6.582443;0.0033
2022-02-06T20:00:00Z;0.622;26.70932;-0.15821296;4.66e-07;7.360663;0.0033
2022-02-06T21:00:00Z;0.438;26.7016;-0.16479196;4.66e-07;7.9061975;0.0033
2022-02-06T22:00:00Z;0.248;26.481628;-0.17210825;4.66e-07;7.503164;0.0033
2022-02-06T23:00:00Z;0.0462;26.355896;-0.17687234;4.66e-07;7.47875;0.0033
2022-02-07T00:00:00Z;3.47e-08;26.337555;-0.16914771;4.66e-07;7.764893;0.0033
2022-02-07T01:00:00Z;3.47e-08;26.374481;-0.16475794;4.66e-07;7.7668157;0.0033
2022-02-07T02:00:00Z;3.47e-08;26.349792;-0.16200155;4.66e-07;7.352223;0.0033
2022-02-07T03:00:00Z;3.47e-08;26.248169;-0.15873475;4.66e-07;7.1107507;0.0033
2022-02-07T04:00:00Z;3.47e-08;26.018738;-0.15331276;4.66e-07;6.5984406;0.0033
2022-02-07T05:00:00Z;3.47e-08;25.828735;-0.14197533;4.66e-07;6.147256;0.0033
2022-02-07T06:00:00Z;3.47e-08;25.591217;-0.13220325;0.016274396;5.785927;0.0033
2022-02-07T07:00:00Z;3.47e-08;25.432281;-0.13270235;0.01286855;5.409156;0.0033
2022-02-07T08:00:00Z;3.47e-08;25.279907;-0.128029;0.002902001;5.44018;0.0033
2022-02-07T09:00:00Z;3.47e-08;25.230194;-0.12819915;0.028637704;5.610508;0.0033
2022-02-07T10:00:00Z;3.47e-08;25.362946;-0.1313185;0.022834633;4.883768;0.0033
2022-02-07T11:00:00Z;3.47e-08;25.37851;-0.12988359;0.007191207;4.9979777;0.0033
2022-02-07T12:00:00Z;0.0191;25.43158;-0.12951495;0.003280584;4.923331;0.0033
2022-02-07T13:00:00Z;0.143;25.639343;-0.13444918;0.004289672;5.1765513;0.0033
2022-02-07T14:00:00Z;0.3;26.123688;-0.1517871;0.013877638;6.2658086;0.0033
2022-02-07T15:00:00Z;0.523;26.826294;-0.16710594;0.030530151;6.0348654;0.0033
2022-02-07T16:00:00Z;0.556;27.238464;-0.15260948;0.018545426;5.253241;0.0033
2022-02-07T17:00:00Z;0.717;27.557526;-0.11939124;4.66e-07;5.086802;0.0033
2022-02-07T18:00:00Z;0.873;27.605621;-0.1015996;4.66e-07;5.5493746;0.0033
2022-02-07T19:00:00Z;0.77;27.322418;-0.109698564;4.66e-07;6.660725;0.0033
2022-02-07T20:00:00Z;0.639;26.945007;-0.11859155;4.66e-07;7.713941;0.0033
2022-02-07T21:00:00Z;0.456;26.888123;-0.12777945;4.66e-07;7.922927;0.0033
2022-02-07T22:00:00Z;0.214;26.993103;-0.12939583;4.66e-07;7.6866293;0.0033
2022-02-07T23:00:00Z;0.0533;26.938873;-0.14014909;4.66e-07;8.026262;0.0033
2022-02-08T00:00:00Z;3.47e-08;26.937378;-0.13328652;4.66e-07;8.027639;0.0033
2022-02-08T01:00:00Z;3.47e-08;26.894928;-0.13068329;4.66e-07;7.691515;0.0033
2022-02-08T02:00:00Z;3.47e-08;26.788696;-0.12710455;0.004289672;6.974627;0.0033
2022-02-08T03:00:00Z;3.47e-08;26.645416;-0.123888776;0.001388136;6.39878;0.0033
2022-02-08T04:00:00Z;3.47e-08;26.432709;-0.11855752;4.66e-07;5.612386;0.0033
2022-02-08T05:00:00Z;3.47e-08;26.217712;-0.109035;0.000505243;5.076066;0.0033
2022-02-08T06:00:00Z;3.47e-08;26.036255;-0.09821936;0.001892913;4.7386417;0.0033
2022-02-08T07:00:00Z;3.47e-08;25.903015;-0.08942279;0.001009554;4.873714;0.0033
2022-02-08T08:00:00Z;3.47e-08;25.791138;-0.08894638;0.009083655;5.0975266;0.0033
2022-02-08T09:00:00Z;3.47e-08;25.704285;-0.08986517;0.029521063;5.5066047;0.0033
2022-02-08T10:00:00Z;3.47e-08;25.894714;-0.093965694;0.055256765;4.668247;0.0033
2022-02-08T11:00:00Z;3.47e-08;25.902222;-0.09634207;0.044407323;4.922914;0.0033
2022-02-08T12:00:00Z;0.0203;25.941101;-0.096041486;0.03910903;5.035534;0.0033
2022-02-08T13:00:00Z;0.141;26.188416;-0.096631326;0.035324134;5.2368946;0.0033
2022-02-08T14:00:00Z;0.308;26.721558;-0.10645444;0.017662067;5.7916803;0.0033
2022-02-08T15:00:00Z;0.492;27.355194;-0.10163362;0.02384372;5.152807;0.0033
2022-02-08T16:00:00Z;0.629;27.759949;-0.09250244;0.031034928;4.685575;0.0033
2022-02-08T17:00:00Z;0.771;27.911072;-0.08189665;0.016652979;4.546266;0.0033
2022-02-08T18:00:00Z;0.852;27.853973;-0.07923669;0.006686896;4.8551574;0.0033
2022-02-08T19:00:00Z;0.727;27.575043;-0.07766001;4.66e-07;6.200113;0.0033
2022-02-08T20:00:00Z;0.678;27.255981;-0.08411422;4.66e-07;6.959116;0.0033
2022-02-08T21:00:00Z;0.436;26.994476;-0.09282005;0.003280584;8.307538;0.0033
2022-02-08T22:00:00Z;0.219;27.024597;-0.10745263;0.002397224;8.841683;0.0033
2022-02-08T23:00:00Z;0.0489;27.15622;-0.11647606;0.013372861;8.316191;0.0033
2022-02-09T00:00:00Z;3.47e-08;27.232117;-0.112551354;0.026745722;7.2126546;0.0033
2022-02-09T01:00:00Z;3.47e-08;27.189087;-0.11350984;0.012363773;6.4514213;0.0033
2022-02-09T02:00:00Z;3.47e-08;26.971527;-0.10954543;0.000505243;7.0477223;0.0033
2022-02-09T03:00:00Z;3.47e-08;26.711304;-0.1041518;0.013877638;7.099371;0.0033
2022-02-09T04:00:00Z;3.47e-08;26.49524;-0.09096545;0.02384372;6.1637;0.0033
2022-02-09T05:00:00Z;3.47e-08;26.352448;-0.08741506;0.011858996;5.709004;0.0033
2022-02-09T06:00:00Z;3.47e-08;26.154724;-0.090177104;0.02245605;5.515761;0.0033
2022-02-09T07:00:00Z;3.47e-08;25.968658;-0.09065352;0.036207028;5.712;0.0033
2022-02-09T08:00:00Z;3.47e-08;25.773376;-0.099410385;0.062447973;6.264125;0.0033
2022-02-09T09:00:00Z;3.47e-08;25.644165;-0.10913141;0.06345706;6.7684135;0.0033
2022-02-09T10:00:00Z;3.47e-08;25.727936;-0.11912467;0.0324226;6.4556217;0.0033
2022-02-09T11:00:00Z;3.47e-08;25.710144;-0.13002537;0.00756979;6.907494;0.0033
2022-02-09T12:00:00Z;0.0305;25.706482;-0.13339995;0.00756979;6.9162517;0.0033
2022-02-09T13:00:00Z;0.203;26.00235;-0.14234398;0.008578878;7.291687;0.0033
2022-02-09T14:00:00Z;0.424;26.759155;-0.16520597;0.006686896;7.373958;0.0033
2022-02-09T15:00:00Z;0.546;27.547028;-0.17922036;0.000505243;7.3444;0.0033
2022-02-09T16:00:00Z;0.731;28.219849;-0.17070171;4.66e-07;6.8887906;0.0033
2022-02-09T17:00:00Z;0.818;28.60907;-0.15216143;4.66e-07;6.367938;0.0033
2022-02-09T18:00:00Z;0.841;28.65567;-0.13664976;4.66e-07;6.473727;0.0033
2022-02-09T19:00:00Z;0.696;28.398315;-0.13129014;4.66e-07;6.8702674;0.0033
2022-02-09T20:00:00Z;0.641;28.042908;-0.13144328;4.66e-07;7.493582;0.0033
2022-02-09T21:00:00Z;0.442;27.698578;-0.13199909;4.66e-07;7.88696;0.0033
2022-02-09T22:00:00Z;0.242;27.76941;-0.13902612;4.66e-07;7.458052;0.0033
2022-02-09T23:00:00Z;0.0509;27.654633;-0.14047804;4.66e-07;7.6340885;0.0033
