timeindex;cooking;drinking_water;electrical_appliances;service_water
2022-01-04T12:00:00Z;128086.75714999995;3745.843333333337;52230.23973333335;0.0
2022-01-04T13:00:00Z;5270.044183333335;0.0;57656.07743333335;0.0
2022-01-04T14:00:00Z;0.0;0.0;64697.84453333335;7856.314000000001
2022-01-04T15:00:00Z;0.0;0.0;69015.31375000003;10262.337666666668
2022-01-04T16:00:00Z;7097.675883333337;25.119;52961.90778333335;10324.184333333342
2022-01-04T17:00:00Z;121351.89363333333;25.119;53695.236016666684;9076.080000000007
2022-01-04T18:00:00Z;294921.66305;12.600000000000009;51702.82413333335;0.0
2022-01-04T19:00:00Z;144897.43333333332;12.600000000000009;60290.35251666669;0.0
2022-01-04T20:00:00Z;7917.925750000004;12.600000000000009;69399.57208333336;0.0
2022-01-04T21:00:00Z;0.0;12.600000000000009;67796.16401666669;0.0
2022-01-04T22:00:00Z;0.0;12.600000000000009;54118.083016666686;0.0
2022-01-04T23:00:00Z;0.0;0.0;17208.419816666683;0.0
2022-01-05T00:00:00Z;0.0;0.0;9528.59500000001;0.0
2022-01-05T01:00:00Z;0.0;0.0;21866.934600000022;0.0
2022-01-05T02:00:00Z;0.0;0.0;33492.77760000002;0.0
2022-01-05T03:00:00Z;0.0;0.0;41181.92953333335;0.0
2022-01-05T04:00:00Z;4.000166666666667;0.0;47456.44193333335;0.0
2022-01-05T05:00:00Z;68.00086666666667;4562.502000000008;51236.05211666669;0.0
2022-01-05T06:00:00Z;86.00056666666666;3729.185666666674;50940.44086666668;0.0
2022-01-05T07:00:00Z;22.001633333333334;4979.159666666672;51526.26538333335;6214.072000000003
2022-01-05T08:00:00Z;0.00035;3112.523000000003;52603.57001666668;10586.588333333337
2022-01-05T09:00:00Z;3997.894000000002;0.0;48961.91151666668;9070.310666666675
2022-01-05T10:00:00Z;127691.80356666663;4545.955333333337;47560.24656666668;0.0
2022-01-05T11:00:00Z;301152.4751333333;4004.2996666666722;53076.90378333334;0.0
2022-01-05T12:00:00Z;132145.50556666663;3729.1816666666705;49724.41113333334;0.0
2022-01-05T13:00:00Z;9847.278166666669;0.0;51228.58378333335;0.0
2022-01-05T14:00:00Z;0.0;0.0;62141.18068333336;7982.885666666669
2022-01-05T15:00:00Z;0.0;0.0;64657.83408333335;11133.251000000007
2022-01-05T16:00:00Z;7379.010616666669;25.119000000000003;59973.57573333334;11080.770000000006
2022-01-05T17:00:00Z;128957.23839999997;0.12;58445.23045000002;9214.309333333338
2022-01-05T18:00:00Z;286492.9004833333;12.600000000000009;63111.646700000005;0.0
2022-01-05T19:00:00Z;142340.40178333328;12.600000000000009;71566.01073333333;0.0
2022-01-05T20:00:00Z;10034.011900000003;12.600000000000009;72223.25688333335;0.0
2022-01-05T21:00:00Z;0.0;12.600000000000009;70335.13783333336;0.0
2022-01-05T22:00:00Z;0.0;12.600000000000009;56200.51943333336;0.0
2022-01-05T23:00:00Z;0.0;0.0;20492.68118333335;0.0
2022-01-06T00:00:00Z;0.0;0.0;8373.595066666676;0.0
2022-01-06T01:00:00Z;0.0;0.0;22293.607100000023;0.0
2022-01-06T02:00:00Z;0.0;0.0;32197.775266666686;0.0
2022-01-06T03:00:00Z;0.0;0.0;37969.43066666669;0.0
2022-01-06T04:00:00Z;4.000516666666667;0.0;46383.20108333335;0.0
2022-01-06T05:00:00Z;60.001;4062.510000000005;55981.462383333346;0.0
2022-01-06T06:00:00Z;59.001016666666665;4795.831333333339;57912.34988333334;0.0
2022-01-06T07:00:00Z;57.00066666666667;4779.165666666675;57855.42161666668;7085.609666666667
2022-01-06T08:00:00Z;0.00025;4029.1786666666735;56583.56141666668;9744.060333333335
2022-01-06T09:00:00Z;8253.077966666671;0.0;59192.73038333335;9325.14266666667
2022-01-06T10:00:00Z;138607.90103333327;3920.9683333333396;57728.563316666674;0.0
2022-01-06T11:00:00Z;289005.0161;3029.309666666669;55501.06708333334;0.0
2022-01-06T12:00:00Z;133245.02111666667;4045.8433333333383;52457.744683333345;0.0
2022-01-06T13:00:00Z;5957.843550000003;0.0;49871.91870000002;0.0
2022-01-06T14:00:00Z;0.0;0.0;62215.350850000024;8048.860000000007
2022-01-06T15:00:00Z;0.0;0.0;64681.99355000003;11088.301000000003
2022-01-06T16:00:00Z;5816.945283333336;0.12;47338.59011666669;10782.596666666672
2022-01-06T17:00:00Z;133807.07418333326;25.119;51287.74191666668;9889.174333333343
2022-01-06T18:00:00Z;297198.4459666667;12.600000000000009;49935.084400000014;0.0
2022-01-06T19:00:00Z;131259.80703333332;12.600000000000009;61962.18470000002;0.0
2022-01-06T20:00:00Z;7096.882283333337;12.600000000000009;69494.26233333336;0.0
2022-01-06T21:00:00Z;0.0;12.600000000000009;67099.90780000003;0.0
2022-01-06T22:00:00Z;0.0;12.600000000000009;58215.48100000002;0.0
2022-01-06T23:00:00Z;0.0;0.0;20244.08106666668;0.0
2022-01-07T00:00:00Z;0.0;0.0;0.0;0.0
2022-01-07T01:00:00Z;0.0;0.0;0.0;0.0
2022-01-07T02:00:00Z;0.0;0.0;0.0;0.0
2022-01-07T03:00:00Z;0.0;0.0;0.0;0.0
2022-01-07T04:00:00Z;0.0;0.0;0.0;0.0
2022-01-07T05:00:00Z;0.0010833333333333333;5145.81833333334;0.0;0.0
2022-01-07T06:00:00Z;87.00055;3962.511000000005;0.0;0.0
2022-01-07T07:00:00Z;95.00019999999999;3579.191666666671;0.0;8753.809000000008
2022-01-07T08:00:00Z;2.00015;3545.8523333333374;0.0;8961.789333333338
2022-01-07T09:00:00Z;6535.007216666669;0.0;0.0;7947.084333333331
2022-01-07T10:00:00Z;135641.10386666664;4379.288666666674;0.0;0.0
2022-01-07T11:00:00Z;298968.2106666666;4287.632000000006;0.0;0.0
2022-01-07T12:00:00Z;127193.80409999998;3762.513000000004;0.0;0.0
2022-01-07T13:00:00Z;5809.42586666667;0.0;0.0;0.0
2022-01-07T14:00:00Z;0.0;0.0;0.0;8106.238
2022-01-07T15:00:00Z;0.0;0.0;0.0;10636.62933333334
2022-01-07T16:00:00Z;8330.976150000002;0.12;0.0;11057.436666666674
2022-01-07T17:00:00Z;138324.75035;25.119;0.0;9908.350000000002
2022-01-07T18:00:00Z;309769.60476666666;12.600000000000009;0.0;0.0
2022-01-07T19:00:00Z;118932.93136666661;12.600000000000009;0.0;0.0
2022-01-07T20:00:00Z;2241.3114333333347;12.600000000000009;0.0;0.0
2022-01-07T21:00:00Z;0.0;12.600000000000009;0.0;0.0
2022-01-07T22:00:00Z;0.0;12.600000000000009;0.0;0.0
2022-01-07T23:00:00Z;0.0;0.0;0.0;0.0
2022-01-08T00:00:00Z;0.0;0.0;9346.924583333343;0.0
2022-01-08T01:00:00Z;0.0;0.0;24538.594866666688;0.0
2022-01-08T02:00:00Z;0.0;0.0;34833.60498333335;0.0
2022-01-08T03:00:00Z;0.0;0.0;39491.928850000026;0.0
2022-01-08T04:00:00Z;0.00013333333333333334;0.0;42766.954916666684;0.0
2022-01-08T05:00:00Z;37.00098333333333;3629.185666666673;45732.55771666668;0.0
2022-01-08T06:00:00Z;106.00023333333334;4379.164666666672;53194.78375000002;0.0
2022-01-08T07:00:00Z;43.001;4329.169666666674;48985.441350000016;7766.103000000004
2022-01-08T08:00:00Z;0.00043333333333333337;3995.8493333333395;51053.573366666686;10504.088333333339
2022-01-08T09:00:00Z;6206.848333333337;0.0;53075.229983333345;10943.931333333341
2022-01-08T10:00:00Z;114607.14676666664;4020.9693333333394;60091.047266666676;0.0
2022-01-08T11:00:00Z;306723.52401666663;4029.2976666666723;60411.883733333336;0.0
2022-01-08T12:00:00Z;140245.80041666667;4279.170666666674;60789.39300000001;0.0
2022-01-08T13:00:00Z;7340.162483333334;0.0;54161.91215000001;0.0
2022-01-08T14:00:00Z;0.0;0.0;63182.00980000003;6469.967333333332
2022-01-08T15:00:00Z;0.0;0.0;66586.14855000003;11340.899000000009
2022-01-08T16:00:00Z;6976.214500000003;0.12;50616.08460000002;10893.369000000002
2022-01-08T17:00:00Z;120770.97774999998;25.119000000000003;49539.41313333335;7941.259000000008
2022-01-08T18:00:00Z;304724.1097666666;12.600000000000009;54833.99131666668;0.0
2022-01-08T19:00:00Z;139469.80049999995;12.600000000000009;66565.4339666667;0.0
2022-01-08T20:00:00Z;4778.097616666669;12.600000000000009;74310.15720000003;0.0
2022-01-08T21:00:00Z;0.0;12.600000000000009;63844.32078333336;0.0
2022-01-08T22:00:00Z;0.0;12.600000000000009;49302.6906666667;0.0
2022-01-08T23:00:00Z;0.0;0.0;18955.432300000015;0.0
2022-01-09T00:00:00Z;0.0;0.0;7092.766383333342;0.0
2022-01-09T01:00:00Z;0.0;0.0;24950.275616666684;0.0
2022-01-09T02:00:00Z;0.0;0.0;36707.77555000002;0.0
2022-01-09T03:00:00Z;0.0;0.0;43581.09885000002;0.0
2022-01-09T04:00:00Z;0.0;0.0;52577.534000000014;0.0
2022-01-09T05:00:00Z;13.0011;4029.170666666673;57669.96198333334;0.0
2022-01-09T06:00:00Z;116.00006666666667;4145.841333333339;58207.84893333334;0.0
2022-01-09T07:00:00Z;51.00078333333333;4129.171666666672;57615.91728333334;7193.865000000001
2022-01-09T08:00:00Z;0.00015000000000000001;3929.1846666666725;55246.06791666668;9627.56366666667
2022-01-09T09:00:00Z;5778.025033333335;0.0;49213.582483333346;9041.038000000004
2022-01-09T10:00:00Z;149915.4264;5695.931333333343;52391.910433333345;0.0
2022-01-09T11:00:00Z;300091.6762666666;3004.3206666666715;50540.24545000002;0.0
2022-01-09T12:00:00Z;113162.56214999995;3729.1866666666724;50943.57368333335;0.0
2022-01-09T13:00:00Z;5918.792700000003;0.0;53411.07673333335;0.0
2022-01-09T14:00:00Z;0.0;0.0;61064.51390000002;7961.220000000003
2022-01-09T15:00:00Z;0.0;0.0;59251.172066666695;11286.671333333345
2022-01-09T16:00:00Z;5247.091316666669;0.12;53682.745700000014;12823.012000000006
2022-01-09T17:00:00Z;122218.88856666663;25.119;56751.90298333335;8202.882666666668
2022-01-09T18:00:00Z;299606.028;12.600000000000009;60389.74426666667;0.0
2022-01-09T19:00:00Z;141196.98836666666;12.600000000000009;72603.59340000001;0.0
2022-01-09T20:00:00Z;7643.380666666671;12.600000000000009;73898.42568333335;0.0
2022-01-09T21:00:00Z;0.0;12.600000000000009;66472.14190000002;0.0
2022-01-09T22:00:00Z;0.0;12.600000000000009;52556.58736666669;0.0
2022-01-09T23:00:00Z;0.0;0.0;18520.59233333335;0.0
2022-01-10T00:00:00Z;0.0;0.0;7403.59375000001;0.0
2022-01-10T01:00:00Z;0.0;0.0;20866.937916666688;0.0
2022-01-10T02:00:00Z;0.0;0.0;30515.27165000002;0.0
2022-01-10T03:00:00Z;0.0;0.0;37892.75900000002;0.0
2022-01-10T04:00:00Z;0.0;0.0;42784.11980000002;0.0
2022-01-10T05:00:00Z;42.0008;4362.506000000007;50923.13685000002;0.0
2022-01-10T06:00:00Z;120.0;3829.186666666673;54611.277066666684;0.0
2022-01-10T07:00:00Z;18.001633333333334;3845.850333333339;54122.35303333335;8510.358666666669
2022-01-10T08:00:00Z;0.00030000000000000003;3479.18466666667;55677.73041666668;9058.67000000001
2022-01-10T09:00:00Z;4638.194500000001;0.0;58559.39445000001;7974.5413333333345
2022-01-10T10:00:00Z;126940.73749999994;4237.626000000007;62735.22791666665;0.0
2022-01-10T11:00:00Z;298405.81086666667;4129.294666666671;58862.73181666665;0.0
2022-01-10T12:00:00Z;138564.8074;4729.160666666672;59319.399333333306;0.0
2022-01-10T13:00:00Z;7034.746766666669;0.0;58365.241266666635;0.0
2022-01-10T14:00:00Z;0.0;0.0;71542.82626666663;10348.286000000006
2022-01-10T15:00:00Z;0.0;0.0;74418.64846666665;9106.078000000003
2022-01-10T16:00:00Z;4496.862683333336;25.119;59700.246533333346;11081.505333333342
2022-01-10T17:00:00Z;114252.18413333331;50.118;53258.58308333335;9614.317333333334
2022-01-10T18:00:00Z;302062.4261999999;12.600000000000009;48664.83826666669;0.0
2022-01-10T19:00:00Z;146373.91866666666;12.600000000000009;62121.606583333356;0.0
2022-01-10T20:00:00Z;8065.8131666666695;12.600000000000009;73541.98185000003;0.0
2022-01-10T21:00:00Z;0.0;12.600000000000009;70978.57600000003;0.0
2022-01-10T22:00:00Z;0.0;12.600000000000009;53373.62138333335;0.0
2022-01-10T23:00:00Z;0.0;0.0;21582.263866666683;0.0
2022-01-11T00:00:00Z;0.0;0.0;9377.746833333344;0.0
2022-01-11T01:00:00Z;0.0;0.0;26911.927533333357;0.0
2022-01-11T02:00:00Z;0.0;0.0;34995.27328333336;0.0
2022-01-11T03:00:00Z;0.0;0.0;40167.76465000001;0.0
2022-01-11T04:00:00Z;0.0005666666666666667;0.0;45618.11373333335;0.0
2022-01-11T05:00:00Z;104.00019999999999;3962.5060000000053;55272.71371666667;0.0
2022-01-11T06:00:00Z;84.0006;3445.853333333338;56304.76531666668;0.0
2022-01-11T07:00:00Z;0.0014666666666666667;4762.5020000000095;51078.02810000002;7285.525666666667
2022-01-11T08:00:00Z;0.00013333333333333334;3695.8513333333362;52256.91016666668;8885.096666666666
2022-01-11T09:00:00Z;6317.277883333337;0.0;61051.89028333335;8380.494666666673
2022-01-11T10:00:00Z;128370.24498333332;3954.300666666672;53479.40271666668;0.0
2022-01-11T11:00:00Z;301034.85828333325;4070.96633333334;52131.06915000001;0.0
2022-01-11T12:00:00Z;132139.56649999996;4795.82633333334;51976.07150000001;0.0
2022-01-11T13:00:00Z;7636.127333333336;0.0;54087.746650000016;0.0
2022-01-11T14:00:00Z;0.0;0.0;62789.512533333356;6893.142666666665
2022-01-11T15:00:00Z;0.0;0.0;66587.83366666669;12441.156333333343
2022-01-11T16:00:00Z;7153.091883333335;0.12;52556.079766666684;12807.983000000006
2022-01-11T17:00:00Z;117844.95006666663;0.12;50219.40590000001;8761.244000000006
2022-01-11T18:00:00Z;285393.70166666666;12.600000000000009;51438.07008333335;0.0
2022-01-11T19:00:00Z;154558.80981666665;12.600000000000009;62324.760716666686;0.0
2022-01-11T20:00:00Z;12711.36551666667;12.600000000000009;74067.50675000003;0.0
2022-01-11T21:00:00Z;0.0;12.600000000000009;69602.16988333335;0.0
2022-01-11T22:00:00Z;0.0;12.600000000000009;60064.75310000002;0.0
2022-01-11T23:00:00Z;0.0;0.0;23348.667200000014;0.0
2022-01-12T00:00:00Z;0.0;0.0;7703.59543333334;0.0
2022-01-12T01:00:00Z;0.0;0.0;23694.444800000023;0.0
2022-01-12T02:00:00Z;0.0;0.0;37793.61365000002;0.0
2022-01-12T03:00:00Z;0.0;0.0;40801.933166666684;0.0
2022-01-12T04:00:00Z;0.00016666666666666666;0.0;45222.95211666668;0.0
2022-01-12T05:00:00Z;43.00073333333333;4779.166666666673;53292.71441666668;0.0
2022-01-12T06:00:00Z;102.0003;4345.83733333334;53658.782533333346;0.0
2022-01-12T07:00:00Z;35.00136666666666;3179.1936666666693;50721.35433333335;9193.64300000001
2022-01-12T08:00:00Z;3.3333333333333335e-05;3712.5180000000046;50586.072933333344;11636.443333333344
2022-01-12T09:00:00Z;9150.692400000004;0.0;55508.56670000001;7165.505666666668
2022-01-12T10:00:00Z;140613.21711666664;4079.290666666672;57536.89168333335;0.0
2022-01-12T11:00:00Z;301897.4930166667;3529.3056666666716;56862.72268333335;0.0
2022-01-12T12:00:00Z;118589.71063333332;4962.498000000006;53696.89323333335;0.0
2022-01-12T13:00:00Z;5505.27966666667;0.0;51161.079500000014;0.0
2022-01-12T14:00:00Z;0.0;0.0;62712.84651666669;8357.137333333338
2022-01-12T15:00:00Z;0.0;0.0;63408.66335000002;9999.295333333339
2022-01-12T16:00:00Z;5290.280283333336;50.118;51164.414216666686;10457.335666666668
2022-01-12T17:00:00Z;128350.72801666665;50.118;53359.40213333335;9297.68066666667
2022-01-12T18:00:00Z;307044.4253;12.600000000000009;49277.66215000001;0.0
2022-01-12T19:00:00Z;131939.81036666664;12.600000000000009;61213.94055000002;0.0
2022-01-12T20:00:00Z;4817.683283333336;12.600000000000009;69991.25023333335;0.0
2022-01-12T21:00:00Z;0.0;12.600000000000009;67681.99286666668;0.0
2022-01-12T22:00:00Z;0.0;12.600000000000009;56313.58593333336;0.0
2022-01-12T23:00:00Z;0.0;0.0;21050.661616666683;0.0
2022-01-13T00:00:00Z;0.0;0.0;8946.927300000007;0.0
2022-01-13T01:00:00Z;0.0;0.0;23814.440683333352;0.0
2022-01-13T02:00:00Z;0.0;0.0;35596.102766666685;0.0
2022-01-13T03:00:00Z;0.0;0.0;43126.93163333335;0.0
2022-01-13T04:00:00Z;0.0;0.0;45382.86733333335;0.0
2022-01-13T05:00:00Z;50.00033333333333;3629.1886666666705;51505.14431666669;0.0
2022-01-13T06:00:00Z;120.0;4195.84533333334;54975.95188333334;0.0
2022-01-13T07:00:00Z;10.001833333333334;4395.83733333334;50446.27986666668;7188.204666666666
2022-01-13T08:00:00Z;0.0006666666666666666;4529.161666666674;51254.41181666668;9691.849333333339
2022-01-13T09:00:00Z;10548.175883333337;0.0;53727.73801666668;9471.918333333339
2022-01-13T10:00:00Z;135907.60796666663;3987.630000000006;55630.23068333334;0.0
2022-01-13T11:00:00Z;301330.845;4162.634000000006;52305.23835000002;0.0
2022-01-13T12:00:00Z;127063.60574999996;3762.5100000000048;53708.56386666668;0.0
2022-01-13T13:00:00Z;2256.2155666666677;0.0;53341.06580000001;0.0
2022-01-13T14:00:00Z;0.0;0.0;61210.33443333335;8506.224000000004
2022-01-13T15:00:00Z;0.0;0.0;62512.82696666669;10854.910666666672
2022-01-13T16:00:00Z;5830.744066666669;0.12;52120.244583333355;10979.788666666673
2022-01-13T17:00:00Z;127209.9213333333;25.119;51801.07895000002;8843.442000000001
2022-01-13T18:00:00Z;303707.12625000003;12.600000000000009;54272.33068333335;0.0
2022-01-13T19:00:00Z;133545.15878333332;12.600000000000009;64254.1809;0.0
2022-01-13T20:00:00Z;5996.500433333336;12.600000000000009;72231.42436666669;0.0
2022-01-13T21:00:00Z;0.0;12.600000000000009;71625.32115;0.0
2022-01-13T22:00:00Z;0.0;12.600000000000009;60684.666600000026;0.0
2022-01-13T23:00:00Z;0.0;0.0;23826.50083333335;0.0
2022-01-14T00:00:00Z;0.0;0.0;0.0;0.0
2022-01-14T01:00:00Z;0.0;0.0;0.0;0.0
2022-01-14T02:00:00Z;0.0;0.0;0.0;0.0
2022-01-14T03:00:00Z;0.0;0.0;0.0;0.0
2022-01-14T04:00:00Z;0.00038333333333333334;0.0;0.0;0.0
2022-01-14T05:00:00Z;58.00078333333333;3962.5150000000067;0.0;0.0
2022-01-14T06:00:00Z;95.00041666666667;4745.835333333342;0.0;0.0
2022-01-14T07:00:00Z;30.0006;4162.514000000005;0.0;8312.915666666671
2022-01-14T08:00:00Z;0.0;5012.493000000008;0.0;11449.783666666668
2022-01-14T09:00:00Z;6613.515033333337;0.0;0.0;9237.721666666677
2022-01-14T10:00:00Z;124693.28063333328;3554.3006666666724;0.0;0.0
2022-01-14T11:00:00Z;293957.0475666667;3862.633000000005;0.0;0.0
2022-01-14T12:00:00Z;142363.88346666662;3362.516000000004;0.0;0.0
2022-01-14T13:00:00Z;7285.339783333336;0.0;0.0;0.0
2022-01-14T14:00:00Z;0.0;0.0;0.0;5365.151333333333
2022-01-14T15:00:00Z;0.0;0.0;0.0;9849.99466666667
2022-01-14T16:00:00Z;7434.0237166666675;0.12;0.0;12386.284333333342
2022-01-14T17:00:00Z;130688.57374999997;25.119;0.0;10229.22033333334
2022-01-14T18:00:00Z;292643.2799833333;12.600000000000009;0.0;0.0
2022-01-14T19:00:00Z;133982.7064666666;12.600000000000009;0.0;0.0
2022-01-14T20:00:00Z;9868.963050000004;12.600000000000009;0.0;0.0
2022-01-14T21:00:00Z;0.0;12.600000000000009;0.0;0.0
2022-01-14T22:00:00Z;0.0;12.600000000000009;0.0;0.0
2022-01-14T23:00:00Z;0.0;0.0;0.0;0.0
2022-01-15T00:00:00Z;0.0;0.0;11603.58971666668;0.0
2022-01-15T01:00:00Z;0.0;0.0;28305.26755000002;0.0
2022-01-15T02:00:00Z;0.0;0.0;36871.937916666684;0.0
2022-01-15T03:00:00Z;0.0;0.0;47647.74383333334;0.0
2022-01-15T04:00:00Z;0.0005833333333333334;0.0;53288.42811666668;0.0
2022-01-15T05:00:00Z;22.001083333333334;4895.81833333334;54614.381000000016;0.0
2022-01-15T06:00:00Z;120.0;3679.187666666672;59928.68786666668;0.0
2022-01-15T07:00:00Z;41.00115;3412.5290000000064;52651.17890000001;6895.700666666671
2022-01-15T08:00:00Z;3.3333333333333335e-05;4145.848333333339;48057.73893333335;12767.039666666675
2022-01-15T09:00:00Z;8347.612400000002;0.0;51760.23351666668;5989.741333333333
2022-01-15T10:00:00Z;141488.48441666662;3887.622000000004;53186.06361666668;0.0
2022-01-15T11:00:00Z;297578.1113;4220.960333333339;50115.24156666668;0.0
