timeindex,wind-profile-UZ,pv-profile-UZ,wind-profile-KA,pv-profile-KA
2019-03-13T00:00:00Z,0.066,0,0.825,0
2019-03-13T01:00:00Z,0.158,0,0.767,0
2019-03-13T02:00:00Z,0.284,0,0.727,0
2019-03-13T03:00:00Z,0.258,0,0.713,0
2019-03-13T04:00:00Z,0.15,0,0.716,0
2019-03-13T05:00:00Z,0.188,0,0.716,0
2019-03-13T06:00:00Z,0.189,0,0.721,0
2019-03-13T07:00:00Z,0.175,0.095,0.724,0.001
2019-03-13T08:00:00Z,0.138,0.343,0.73,0.079
2019-03-13T09:00:00Z,0.091,0.574,0.716,0.309
2019-03-13T10:00:00Z,0.053,0.731,0.667,0.621
2019-03-13T11:00:00Z,0.036,0.784,0.74,0.809
2019-03-13T12:00:00Z,0.042,0.825,0.765,0.896
2019-03-13T13:00:00Z,0.075,0.807,0.763,0.905
2019-03-13T14:00:00Z,0.18,0.741,0.748,0.863
2019-03-13T15:00:00Z,0.37,0.595,0.69,0.763
2019-03-13T16:00:00Z,0.563,0.385,0.614,0.571
2019-03-13T17:00:00Z,0.678,0.142,0.594,0.308
2019-03-13T18:00:00Z,0.713,0.002,0.598,0.049
2019-03-13T19:00:00Z,0.699,0,0.719,0
2019-03-13T20:00:00Z,0.669,0,0.806,0
2019-03-13T21:00:00Z,0.639,0,0.812,0
2019-03-13T22:00:00Z,0.613,0,0.793,0
2019-03-13T23:00:00Z,0.593,0,0.772,0
2019-03-14T00:00:00Z,0.573,0,0.745,0
2019-03-14T01:00:00Z,0.601,0,0.688,0
2019-03-14T02:00:00Z,0.644,0,0.604,0
2019-03-14T03:00:00Z,0.505,0,0.544,0
2019-03-14T04:00:00Z,0.34,0,0.502,0
2019-03-14T05:00:00Z,0.63,0,0.452,0
2019-03-14T06:00:00Z,0.688,0,0.443,0
2019-03-14T07:00:00Z,0.66,0.11,0.479,0.001
2019-03-14T08:00:00Z,0.631,0.369,0.52,0.097
2019-03-14T09:00:00Z,0.628,0.596,0.53,0.323
2019-03-14T10:00:00Z,0.633,0.752,0.572,0.606
2019-03-14T11:00:00Z,0.629,0.83,0.63,0.838
2019-03-14T12:00:00Z,0.61,0.864,0.665,0.916
2019-03-14T13:00:00Z,0.667,0.84,0.697,0.93
2019-03-14T14:00:00Z,0.715,0.74,0.713,0.874
2019-03-14T15:00:00Z,0.734,0.59,0.7,0.745
2019-03-14T16:00:00Z,0.74,0.381,0.725,0.546
2019-03-14T17:00:00Z,0.75,0.141,0.78,0.281
2019-03-14T18:00:00Z,0.774,0.003,0.824,0.047
2019-03-14T19:00:00Z,0.808,0,0.903,0
2019-03-14T20:00:00Z,0.841,0,0.957,0
2019-03-14T21:00:00Z,0.862,0,0.967,0
2019-03-14T22:00:00Z,0.87,0,0.97,0
2019-03-14T23:00:00Z,0.871,0,0.971,0
2019-03-15T00:00:00Z,0.879,0,0.974,0
2019-03-15T01:00:00Z,0.883,0,0.97,0
2019-03-15T02:00:00Z,0.825,0,0.971,0
2019-03-15T03:00:00Z,0.55,0,0.974,0
2019-03-15T04:00:00Z,0.385,0,0.974,0
2019-03-15T05:00:00Z,0.407,0,0.97,0
2019-03-15T06:00:00Z,0.498,0,0.954,0
2019-03-15T07:00:00Z,0.512,0.103,0.968,0.002
2019-03-15T08:00:00Z,0.542,0.355,0.968,0.092
2019-03-15T09:00:00Z,0.521,0.58,0.927,0.282
2019-03-15T10:00:00Z,0.433,0.736,0.887,0.42
2019-03-15T11:00:00Z,0.293,0.833,0.857,0.413
2019-03-15T12:00:00Z,0.311,0.863,0.831,0.391
2019-03-15T13:00:00Z,0.688,0.826,0.843,0.464
2019-03-15T14:00:00Z,0.846,0.677,0.847,0.611
2019-03-15T15:00:00Z,0.879,0.434,0.849,0.667
2019-03-15T16:00:00Z,0.879,0.175,0.847,0.532
2019-03-15T17:00:00Z,0.881,0.046,0.842,0.274
2019-03-15T18:00:00Z,0.873,0,0.814,0.035
2019-03-15T19:00:00Z,0.854,0,0.844,0
2019-03-15T20:00:00Z,0.82,0,0.817,0
2019-03-15T21:00:00Z,0.787,0,0.765,0
2019-03-15T22:00:00Z,0.78,0,0.812,0
2019-03-15T23:00:00Z,0.774,0,0.805,0
2019-03-16T00:00:00Z,0.724,0,0.783,0
2019-03-16T01:00:00Z,0.626,0,0.786,0
2019-03-16T02:00:00Z,0.472,0,0.792,0
2019-03-16T03:00:00Z,0.331,0,0.817,0
2019-03-16T04:00:00Z,0.295,0,0.849,0
2019-03-16T05:00:00Z,0.407,0,0.868,0
2019-03-16T06:00:00Z,0.578,0,0.876,0
2019-03-16T07:00:00Z,0.71,0.049,0.867,0.006
2019-03-16T08:00:00Z,0.856,0.143,0.786,0.151
2019-03-16T09:00:00Z,0.913,0.231,0.643,0.343
2019-03-16T10:00:00Z,0.913,0.38,0.683,0.556
2019-03-16T11:00:00Z,0.882,0.578,0.708,0.821
2019-03-16T12:00:00Z,0.918,0.746,0.713,0.986
2019-03-16T13:00:00Z,0.904,0.751,0.676,1
2019-03-16T14:00:00Z,0.776,0.645,0.664,0.971
2019-03-16T15:00:00Z,0.807,0.465,0.693,0.848
2019-03-16T16:00:00Z,0.615,0.264,0.724,0.653
2019-03-16T17:00:00Z,0.64,0.087,0.708,0.389
2019-03-16T18:00:00Z,0.764,0.001,0.649,0.095
2019-03-16T19:00:00Z,0.803,0,0.704,0
2019-03-16T20:00:00Z,0.801,0,0.724,0
2019-03-16T21:00:00Z,0.789,0,0.684,0
2019-03-16T22:00:00Z,0.786,0,0.617,0
2019-03-16T23:00:00Z,0.77,0,0.554,0
2019-03-17T00:00:00Z,0.745,0,0.484,0
2019-03-17T01:00:00Z,0.747,0,0.415,0
2019-03-17T02:00:00Z,0.687,0,0.353,0
2019-03-17T03:00:00Z,0.432,0,0.275,0
2019-03-17T04:00:00Z,0.71,0,0.181,0
2019-03-17T05:00:00Z,0.812,0,0.091,0
2019-03-17T06:00:00Z,0.819,0,0.037,0
2019-03-17T07:00:00Z,0.834,0.07,0.021,0.007
2019-03-17T08:00:00Z,0.838,0.326,0.008,0.162
2019-03-17T09:00:00Z,0.816,0.591,0.001,0.417
2019-03-17T10:00:00Z,0.744,0.746,0,0.669
2019-03-17T11:00:00Z,0.605,0.838,0,0.843
2019-03-17T12:00:00Z,0.349,0.871,0,0.957
2019-03-17T13:00:00Z,0.07,0.847,0,1
2019-03-17T14:00:00Z,0,0.754,0.004,0.953
2019-03-17T15:00:00Z,0.01,0.608,0.052,0.82
2019-03-17T16:00:00Z,0.167,0.401,0.077,0.62
2019-03-17T17:00:00Z,0.536,0.158,0.106,0.357
2019-03-17T18:00:00Z,0.814,0.005,0.187,0.083
2019-03-17T19:00:00Z,0.918,0,0.347,0
2019-03-17T20:00:00Z,0.949,0,0.55,0
2019-03-17T21:00:00Z,0.943,0,0.727,0
2019-03-17T22:00:00Z,0.922,0,0.828,0
2019-03-17T23:00:00Z,0.887,0,0.864,0
2019-03-18T00:00:00Z,0.863,0,0.873,0
2019-03-18T01:00:00Z,0.849,0,0.871,0
2019-03-18T02:00:00Z,0.892,0,0.859,0
2019-03-18T03:00:00Z,0.904,0,0.816,0
2019-03-18T04:00:00Z,0.921,0,0.76,0
2019-03-18T05:00:00Z,0.949,0,0.76,0
2019-03-18T06:00:00Z,0.909,0,0.778,0
2019-03-18T07:00:00Z,0.922,0.087,0.78,0.007
2019-03-18T08:00:00Z,0.945,0.283,0.79,0.152
2019-03-18T09:00:00Z,0.969,0.333,0.823,0.456
2019-03-18T10:00:00Z,0.971,0.34,0.858,0.753
2019-03-18T11:00:00Z,0.931,0.643,0.873,0.915
2019-03-18T12:00:00Z,0.789,0.777,0.878,1
2019-03-18T13:00:00Z,0.664,0.506,0.876,1
2019-03-18T14:00:00Z,0.589,0.183,0.894,0.961
2019-03-18T15:00:00Z,0.563,0.083,0.914,0.838
2019-03-18T16:00:00Z,0.607,0.071,0.933,0.645
2019-03-18T17:00:00Z,0.598,0.05,0.919,0.385
2019-03-18T18:00:00Z,0.562,0.001,0.905,0.101
2019-03-18T19:00:00Z,0.536,0,0.907,0
2019-03-18T20:00:00Z,0.54,0,0.914,0
2019-03-18T21:00:00Z,0.547,0,0.908,0
2019-03-18T22:00:00Z,0.554,0,0.901,0
2019-03-18T23:00:00Z,0.535,0,0.893,0
2019-03-19T00:00:00Z,0.484,0,0.887,0
2019-03-19T01:00:00Z,0.412,0,0.883,0
2019-03-19T02:00:00Z,0.27,0,0.876,0
2019-03-19T03:00:00Z,0.138,0,0.863,0
2019-03-19T04:00:00Z,0.132,0,0.843,0
2019-03-19T05:00:00Z,0.325,0,0.815,0
2019-03-19T06:00:00Z,0.502,0,0.773,0
2019-03-19T07:00:00Z,0.599,0.074,0.717,0.011
2019-03-19T08:00:00Z,0.649,0.303,0.595,0.172
2019-03-19T09:00:00Z,0.658,0.554,0.489,0.442
2019-03-19T10:00:00Z,0.647,0.716,0.558,0.749
2019-03-19T11:00:00Z,0.643,0.8,0.617,0.935
2019-03-19T12:00:00Z,0.697,0.817,0.71,1
2019-03-19T13:00:00Z,0.77,0.711,0.774,1
2019-03-19T14:00:00Z,0.789,0.455,0.799,0.962
2019-03-19T15:00:00Z,0.733,0.238,0.781,0.838
2019-03-19T16:00:00Z,0.643,0.108,0.726,0.646
2019-03-19T17:00:00Z,0.535,0.034,0.612,0.386
2019-03-19T18:00:00Z,0.401,0,0.526,0.103
2019-03-19T19:00:00Z,0.28,0,0.713,0
2019-03-19T20:00:00Z,0.225,0,0.846,0
2019-03-19T21:00:00Z,0.22,0,0.897,0
2019-03-19T22:00:00Z,0.251,0,0.876,0
2019-03-19T23:00:00Z,0.303,0,0.8,0
2019-03-20T00:00:00Z,0.359,0,0.727,0
2019-03-20T01:00:00Z,0.424,0,0.699,0
2019-03-20T02:00:00Z,0.373,0,0.698,0
2019-03-20T03:00:00Z,0.27,0,0.727,0
2019-03-20T04:00:00Z,0.425,0,0.757,0
2019-03-20T05:00:00Z,0.484,0,0.788,0
2019-03-20T06:00:00Z,0.536,0,0.818,0
2019-03-20T07:00:00Z,0.557,0.1,0.845,0.013
2019-03-20T08:00:00Z,0.527,0.324,0.809,0.203
2019-03-20T09:00:00Z,0.458,0.525,0.61,0.495
2019-03-20T10:00:00Z,0.373,0.671,0.411,0.744
2019-03-20T11:00:00Z,0.301,0.743,0.411,0.898
2019-03-20T12:00:00Z,0.272,0.769,0.577,0.973
2019-03-20T13:00:00Z,0.343,0.689,0.51,0.983
2019-03-20T14:00:00Z,0.455,0.584,0.499,0.926
2019-03-20T15:00:00Z,0.544,0.439,0.553,0.799
2019-03-20T16:00:00Z,0.606,0.265,0.599,0.597
2019-03-20T17:00:00Z,0.628,0.089,0.604,0.327
2019-03-20T18:00:00Z,0.6,0.004,0.626,0.072
2019-03-20T19:00:00Z,0.533,0,0.799,0
2019-03-20T20:00:00Z,0.452,0,0.891,0
2019-03-20T21:00:00Z,0.396,0,0.894,0
2019-03-20T22:00:00Z,0.394,0,0.878,0
2019-03-20T23:00:00Z,0.428,0,0.869,0
2019-03-21T00:00:00Z,0.45,0,0.866,0
2019-03-21T01:00:00Z,0.436,0,0.864,0
2019-03-21T02:00:00Z,0.326,0,0.858,0
2019-03-21T03:00:00Z,0.326,0,0.847,0
2019-03-21T04:00:00Z,0.343,0,0.828,0
2019-03-21T05:00:00Z,0.337,0,0.802,0
2019-03-21T06:00:00Z,0.347,0,0.79,0
2019-03-21T07:00:00Z,0.348,0.063,0.801,0.013
2019-03-21T08:00:00Z,0.325,0.23,0.794,0.2
2019-03-21T09:00:00Z,0.306,0.347,0.595,0.501
2019-03-21T10:00:00Z,0.291,0.346,0.357,0.742
2019-03-21T11:00:00Z,0.275,0.318,0.262,0.898
2019-03-21T12:00:00Z,0.289,0.326,0.264,0.977
2019-03-21T13:00:00Z,0.373,0.367,0.292,0.99
2019-03-21T14:00:00Z,0.516,0.38,0.292,0.938
2019-03-21T15:00:00Z,0.567,0.332,0.253,0.82
2019-03-21T16:00:00Z,0.536,0.257,0.217,0.633
2019-03-21T17:00:00Z,0.452,0.108,0.2,0.382
2019-03-21T18:00:00Z,0.373,0.005,0.194,0.109
2019-03-21T19:00:00Z,0.35,0,0.298,0
2019-03-21T20:00:00Z,0.271,0,0.456,0
2019-03-21T21:00:00Z,0.185,0,0.594,0
2019-03-21T22:00:00Z,0.118,0,0.7,0
2019-03-21T23:00:00Z,0.092,0,0.769,0
2019-03-22T00:00:00Z,0.103,0,0.804,0
2019-03-22T01:00:00Z,0.12,0,0.804,0
2019-03-22T02:00:00Z,0.107,0,0.779,0
2019-03-22T03:00:00Z,0.075,0,0.749,0
2019-03-22T04:00:00Z,0.168,0,0.722,0
2019-03-22T05:00:00Z,0.235,0,0.699,0
2019-03-22T06:00:00Z,0.277,0,0.69,0
2019-03-22T07:00:00Z,0.288,0.043,0.708,0.022
2019-03-22T08:00:00Z,0.28,0.145,0.724,0.264
2019-03-22T09:00:00Z,0.267,0.295,0.56,0.542
2019-03-22T10:00:00Z,0.242,0.471,0.3,0.761
2019-03-22T11:00:00Z,0.21,0.616,0.209,0.904
2019-03-22T12:00:00Z,0.178,0.737,0.21,0.977
2019-03-22T13:00:00Z,0.173,0.721,0.251,0.988
2019-03-22T14:00:00Z,0.135,0.633,0.301,0.929
2019-03-22T15:00:00Z,0.065,0.517,0.326,0.805
2019-03-22T16:00:00Z,0.021,0.311,0.324,0.601
2019-03-22T17:00:00Z,0.004,0.119,0.316,0.324
2019-03-22T18:00:00Z,0,0.007,0.323,0.085
2019-03-22T19:00:00Z,0,0,0.37,0
2019-03-22T20:00:00Z,0.001,0,0.445,0
2019-03-22T21:00:00Z,0.005,0,0.424,0
2019-03-22T22:00:00Z,0.012,0,0.396,0
2019-03-22T23:00:00Z,0.017,0,0.392,0
2019-03-23T00:00:00Z,0.018,0,0.423,0
2019-03-23T01:00:00Z,0.029,0,0.463,0
2019-03-23T02:00:00Z,0.055,0,0.479,0
2019-03-23T03:00:00Z,0.048,0,0.446,0
2019-03-23T04:00:00Z,0.04,0,0.373,0
2019-03-23T05:00:00Z,0.06,0,0.253,0
2019-03-23T06:00:00Z,0.094,0,0.157,0
2019-03-23T07:00:00Z,0.123,0.032,0.102,0.005
2019-03-23T08:00:00Z,0.126,0.074,0.061,0.072
2019-03-23T09:00:00Z,0.107,0.1,0.026,0.211
2019-03-23T10:00:00Z,0.08,0.189,0.018,0.343
2019-03-23T11:00:00Z,0.06,0.254,0.026,0.475
2019-03-23T12:00:00Z,0.087,0.207,0.042,0.545
2019-03-23T13:00:00Z,0.228,0.23,0.062,0.494
2019-03-23T14:00:00Z,0.443,0.241,0.08,0.456
2019-03-23T15:00:00Z,0.563,0.219,0.08,0.355
2019-03-23T16:00:00Z,0.605,0.17,0.069,0.25
2019-03-23T17:00:00Z,0.62,0.057,0.055,0.129
2019-03-23T18:00:00Z,0.619,0.004,0.041,0.031
2019-03-23T19:00:00Z,0.612,0,0.029,0
2019-03-23T20:00:00Z,0.61,0,0.017,0
2019-03-23T21:00:00Z,0.562,0,0.014,0
2019-03-23T22:00:00Z,0.505,0,0.02,0
2019-03-23T23:00:00Z,0.452,0,0.029,0
2019-03-24T00:00:00Z,0.407,0,0.03,0
2019-03-24T01:00:00Z,0.386,0,0.021,0
2019-03-24T02:00:00Z,0.276,0,0.011,0
2019-03-24T03:00:00Z,0.119,0,0.004,0
2019-03-24T04:00:00Z,0.067,0,0.001,0
2019-03-24T05:00:00Z,0.07,0,0.002,0
2019-03-24T06:00:00Z,0.095,0,0.006,0
2019-03-24T07:00:00Z,0.111,0.132,0.012,0.003
2019-03-24T08:00:00Z,0.101,0.39,0.014,0.041
2019-03-24T09:00:00Z,0.086,0.62,0.01,0.103
2019-03-24T10:00:00Z,0.068,0.784,0.007,0.149
2019-03-24T11:00:00Z,0.047,0.877,0.004,0.205
2019-03-24T12:00:00Z,0.032,0.911,0.002,0.229
2019-03-24T13:00:00Z,0.032,0.887,0.002,0.208
2019-03-24T14:00:00Z,0.05,0.797,0.005,0.17
2019-03-24T15:00:00Z,0.12,0.648,0.01,0.13
2019-03-24T16:00:00Z,0.3,0.438,0.032,0.11
2019-03-24T17:00:00Z,0.553,0.194,0.067,0.073
2019-03-24T18:00:00Z,0.716,0.014,0.094,0.023
2019-03-24T19:00:00Z,0.779,0,0.105,0
2019-03-24T20:00:00Z,0.786,0,0.11,0
2019-03-24T21:00:00Z,0.77,0,0.126,0
2019-03-24T22:00:00Z,0.762,0,0.154,0
2019-03-24T23:00:00Z,0.774,0,0.18,0
2019-03-25T00:00:00Z,0.796,0,0.207,0
2019-03-25T01:00:00Z,0.816,0,0.237,0
2019-03-25T02:00:00Z,0.697,0,0.265,0
2019-03-25T03:00:00Z,0.404,0,0.256,0
2019-03-25T04:00:00Z,0.563,0,0.235,0
2019-03-25T05:00:00Z,0.644,0,0.226,0
2019-03-25T06:00:00Z,0.484,0.001,0.213,0
2019-03-25T07:00:00Z,0.279,0.138,0.198,0.015
2019-03-25T08:00:00Z,0.166,0.386,0.165,0.137
2019-03-25T09:00:00Z,0.136,0.597,0.101,0.33
2019-03-25T10:00:00Z,0.142,0.738,0.082,0.522
2019-03-25T11:00:00Z,0.19,0.796,0.079,0.648
2019-03-25T12:00:00Z,0.365,0.821,0.091,0.69
2019-03-25T13:00:00Z,0.633,0.801,0.121,0.65
2019-03-25T14:00:00Z,0.84,0.717,0.146,0.572
2019-03-25T15:00:00Z,0.937,0.571,0.136,0.462
2019-03-25T16:00:00Z,0.955,0.375,0.084,0.35
2019-03-25T17:00:00Z,0.953,0.157,0.036,0.189
2019-03-25T18:00:00Z,0.944,0.011,0.112,0.061
2019-03-25T19:00:00Z,0.94,0,0.396,0
2019-03-25T20:00:00Z,0.927,0,0.67,0
2019-03-25T21:00:00Z,0.922,0,0.783,0
2019-03-25T22:00:00Z,0.927,0,0.759,0
2019-03-25T23:00:00Z,0.909,0,0.681,0
2019-03-26T00:00:00Z,0.878,0,0.605,0
2019-03-26T01:00:00Z,0.829,0,0.574,0
2019-03-26T02:00:00Z,0.704,0,0.569,0
2019-03-26T03:00:00Z,0.489,0,0.568,0
2019-03-26T04:00:00Z,0.407,0,0.574,0
2019-03-26T05:00:00Z,0.418,0,0.609,0
2019-03-26T06:00:00Z,0.416,0,0.652,0
2019-03-26T07:00:00Z,0.343,0.018,0.665,0.011
2019-03-26T08:00:00Z,0.337,0.047,0.663,0.074
2019-03-26T09:00:00Z,0.311,0.095,0.735,0.201
2019-03-26T10:00:00Z,0.298,0.132,0.791,0.462
2019-03-26T11:00:00Z,0.297,0.169,0.848,0.762
2019-03-26T12:00:00Z,0.319,0.221,0.922,0.839
2019-03-26T13:00:00Z,0.21,0.368,0.946,0.779
2019-03-26T14:00:00Z,0.202,0.396,0.934,0.626
2019-03-26T15:00:00Z,0.21,0.229,0.872,0.297
2019-03-26T16:00:00Z,0.37,0.106,0.797,0.117
2019-03-26T17:00:00Z,0.195,0.03,0.75,0.053
2019-03-26T18:00:00Z,0.116,0.002,0.644,0.015
2019-03-26T19:00:00Z,0.115,0,0.495,0
2019-03-26T20:00:00Z,0.13,0,0.396,0
2019-03-26T21:00:00Z,0.106,0,0.34,0
2019-03-26T22:00:00Z,0.086,0,0.299,0
2019-03-26T23:00:00Z,0.135,0,0.306,0
2019-03-27T00:00:00Z,0.196,0,0.355,0
2019-03-27T01:00:00Z,0.279,0,0.419,0
2019-03-27T02:00:00Z,0.32,0,0.49,0
2019-03-27T03:00:00Z,0.199,0,0.523,0
2019-03-27T04:00:00Z,0.118,0,0.539,0
2019-03-27T05:00:00Z,0.154,0,0.551,0
2019-03-27T06:00:00Z,0.134,0,0.571,0
2019-03-27T07:00:00Z,0.087,0.017,0.572,0.025
2019-03-27T08:00:00Z,0.042,0.124,0.53,0.237
2019-03-27T09:00:00Z,0.024,0.1,0.593,0.52
2019-03-27T10:00:00Z,0.046,0.101,0.611,0.737
2019-03-27T11:00:00Z,0.132,0.113,0.601,0.881
2019-03-27T12:00:00Z,0.354,0.111,0.575,0.952
2019-03-27T13:00:00Z,0.565,0.154,0.552,0.964
2019-03-27T14:00:00Z,0.702,0.192,0.547,0.914
2019-03-27T15:00:00Z,0.806,0.18,0.536,0.796
2019-03-27T16:00:00Z,0.841,0.119,0.576,0.62
2019-03-27T17:00:00Z,0.835,0.064,0.691,0.387
2019-03-27T18:00:00Z,0.823,0.005,0.763,0.132
2019-03-27T19:00:00Z,0.758,0,0.859,0
2019-03-27T20:00:00Z,0.705,0,0.917,0
2019-03-27T21:00:00Z,0.71,0,0.924,0
2019-03-27T22:00:00Z,0.751,0,0.904,0
2019-03-27T23:00:00Z,0.776,0,0.883,0
2019-03-28T00:00:00Z,0.769,0,0.909,0
2019-03-28T01:00:00Z,0.749,0,0.937,0
2019-03-28T02:00:00Z,0.798,0,0.953,0
2019-03-28T03:00:00Z,0.851,0,0.946,0
2019-03-28T04:00:00Z,0.887,0,0.933,0
2019-03-28T05:00:00Z,0.919,0,0.954,0
2019-03-28T06:00:00Z,0.937,0,0.965,0
2019-03-28T07:00:00Z,0.948,0.093,0.959,0.012
2019-03-28T08:00:00Z,0.95,0.288,0.938,0.068
2019-03-28T09:00:00Z,0.95,0.529,0.917,0.14
2019-03-28T10:00:00Z,0.95,0.527,0.961,0.234
2019-03-28T11:00:00Z,0.942,0.484,0.972,0.323
2019-03-28T12:00:00Z,0.913,0.479,0.974,0.328
2019-03-28T13:00:00Z,0.809,0.582,0.974,0.306
2019-03-28T14:00:00Z,0.761,0.614,0.971,0.299
2019-03-28T15:00:00Z,0.689,0.547,0.956,0.239
2019-03-28T16:00:00Z,0.601,0.395,0.938,0.189
2019-03-28T17:00:00Z,0.562,0.175,0.941,0.101
2019-03-28T18:00:00Z,0.488,0.017,0.949,0.024
2019-03-28T19:00:00Z,0.392,0,0.948,0
2019-03-28T20:00:00Z,0.314,0,0.941,0
2019-03-28T21:00:00Z,0.233,0,0.937,0
2019-03-28T22:00:00Z,0.109,0,0.929,0
2019-03-28T23:00:00Z,0.055,0,0.892,0
2019-03-29T00:00:00Z,0.054,0,0.851,0
2019-03-29T01:00:00Z,0.201,0,0.777,0
2019-03-29T02:00:00Z,0.265,0,0.717,0
2019-03-29T03:00:00Z,0.215,0,0.69,0
2019-03-29T04:00:00Z,0.226,0,0.723,0
2019-03-29T05:00:00Z,0.24,0,0.779,0
2019-03-29T06:00:00Z,0.301,0,0.835,0
2019-03-29T07:00:00Z,0.338,0.021,0.845,0.002
2019-03-29T08:00:00Z,0.335,0.062,0.81,0.034
2019-03-29T09:00:00Z,0.3,0.119,0.799,0.099
2019-03-29T10:00:00Z,0.239,0.193,0.799,0.223
2019-03-29T11:00:00Z,0.197,0.257,0.886,0.282
2019-03-29T12:00:00Z,0.184,0.277,0.935,0.29
2019-03-29T13:00:00Z,0.226,0.291,0.939,0.346
2019-03-29T14:00:00Z,0.281,0.263,0.924,0.394
2019-03-29T15:00:00Z,0.304,0.193,0.909,0.323
2019-03-29T16:00:00Z,0.279,0.116,0.873,0.205
2019-03-29T17:00:00Z,0.206,0.052,0.775,0.126
2019-03-29T18:00:00Z,0.123,0.005,0.719,0.048
2019-03-29T19:00:00Z,0.069,0,0.751,0
2019-03-29T20:00:00Z,0.042,0,0.773,0
2019-03-29T21:00:00Z,0.022,0,0.778,0
2019-03-29T22:00:00Z,0.014,0,0.775,0
2019-03-29T23:00:00Z,0.031,0,0.74,0
2019-03-30T00:00:00Z,0.085,0,0.673,0
2019-03-30T01:00:00Z,0.185,0,0.539,0
2019-03-30T02:00:00Z,0.24,0,0.452,0
2019-03-30T03:00:00Z,0.114,0,0.418,0
2019-03-30T04:00:00Z,0.077,0,0.44,0
2019-03-30T05:00:00Z,0.047,0,0.498,0
2019-03-30T06:00:00Z,0.043,0.003,0.503,0
2019-03-30T07:00:00Z,0.042,0.164,0.481,0.006
2019-03-30T08:00:00Z,0.035,0.424,0.495,0.074
2019-03-30T09:00:00Z,0.032,0.644,0.474,0.225
2019-03-30T10:00:00Z,0.032,0.802,0.547,0.423
2019-03-30T11:00:00Z,0.035,0.89,0.587,0.776
2019-03-30T12:00:00Z,0.038,0.922,0.563,0.882
2019-03-30T13:00:00Z,0.054,0.898,0.544,0.9
2019-03-30T14:00:00Z,0.068,0.804,0.536,0.846
2019-03-30T15:00:00Z,0.088,0.659,0.523,0.731
2019-03-30T16:00:00Z,0.123,0.457,0.506,0.555
2019-03-30T17:00:00Z,0.186,0.216,0.472,0.329
2019-03-30T18:00:00Z,0.273,0.023,0.393,0.106
2019-03-30T19:00:00Z,0.383,0,0.316,0.001
2019-03-30T20:00:00Z,0.495,0,0.285,0
2019-03-30T21:00:00Z,0.571,0,0.418,0
2019-03-30T22:00:00Z,0.624,0,0.743,0
2019-03-30T23:00:00Z,0.677,0,0.905,0
2019-03-31T00:00:00Z,0.727,0,0.925,0
2019-03-31T01:00:00Z,0.767,0,0.912,0
2019-03-31T02:00:00Z,0.677,0,0.898,0
2019-03-31T03:00:00Z,0.487,0,0.866,0
2019-03-31T04:00:00Z,0.821,0,0.83,0
2019-03-31T05:00:00Z,0.91,0,0.82,0
2019-03-31T06:00:00Z,0.949,0.003,0.828,0
2019-03-31T07:00:00Z,0.971,0.139,0.82,0.024
2019-03-31T08:00:00Z,0.971,0.384,0.746,0.14
2019-03-31T09:00:00Z,0.92,0.599,0.809,0.205
2019-03-31T10:00:00Z,0.879,0.75,0.835,0.195
2019-03-31T11:00:00Z,0.899,0.828,0.784,0.146
2019-03-31T12:00:00Z,0.951,0.858,0.727,0.121
2019-03-31T13:00:00Z,0.97,0.821,0.666,0.137
2019-03-31T14:00:00Z,0.964,0.693,0.604,0.161
2019-03-31T15:00:00Z,0.966,0.406,0.586,0.161
2019-03-31T16:00:00Z,0.974,0.176,0.56,0.096
2019-03-31T17:00:00Z,0.974,0.11,0.476,0.087
2019-03-31T18:00:00Z,0.97,0.016,0.35,0.066
2019-03-31T19:00:00Z,0.962,0,0.292,0.003
2019-03-31T20:00:00Z,0.947,0,0.262,0
2019-03-31T21:00:00Z,0.9,0,0.216,0
2019-03-31T22:00:00Z,0.799,0,0.178,0
2019-03-31T23:00:00Z,0.783,0,0.14,0
2019-04-01T00:00:00Z,0.752,0,0.119,0
2019-04-01T01:00:00Z,0.691,0,0.102,0
2019-04-01T02:00:00Z,0.476,0,0.088,0
2019-04-01T03:00:00Z,0.354,0,0.06,0
2019-04-01T04:00:00Z,0.322,0,0.032,0
2019-04-01T05:00:00Z,0.38,0,0.021,0
2019-04-01T06:00:00Z,0.358,0.005,0.026,0
2019-04-01T07:00:00Z,0.238,0.141,0.038,0.037
2019-04-01T08:00:00Z,0.172,0.365,0.034,0.198
2019-04-01T09:00:00Z,0.159,0.591,0.158,0.382
2019-04-01T10:00:00Z,0.14,0.596,0.25,0.55
2019-04-01T11:00:00Z,0.18,0.54,0.243,0.651
2019-04-01T12:00:00Z,0.329,0.424,0.187,0.658
2019-04-01T13:00:00Z,0.608,0.368,0.134,0.623
2019-04-01T14:00:00Z,0.838,0.313,0.099,0.538
2019-04-01T15:00:00Z,0.916,0.363,0.062,0.42
2019-04-01T16:00:00Z,0.903,0.343,0.038,0.32
2019-04-01T17:00:00Z,0.902,0.147,0.025,0.21
2019-04-01T18:00:00Z,0.884,0.019,0.03,0.084
2019-04-01T19:00:00Z,0.922,0,0.06,0.002
2019-04-01T20:00:00Z,0.954,0,0.088,0
2019-04-01T21:00:00Z,0.96,0,0.082,0
2019-04-01T22:00:00Z,0.953,0,0.067,0
2019-04-01T23:00:00Z,0.955,0,0.088,0
2019-04-02T00:00:00Z,0.968,0,0.167,0
