bus,direction,asset,carrier,facade_type,2022-01-01 00:00:00,2022-01-01 01:00:00,2022-01-01 02:00:00,2022-01-01 03:00:00,2022-01-01 04:00:00,2022-01-01 05:00:00,2022-01-01 06:00:00,2022-01-01 07:00:00,2022-01-01 08:00:00,2022-01-01 09:00:00,2022-01-01 10:00:00,2022-01-01 11:00:00,2022-01-01 12:00:00,2022-01-01 13:00:00,2022-01-01 14:00:00,2022-01-01 15:00:00,2022-01-01 16:00:00,2022-01-01 17:00:00,2022-01-01 18:00:00,2022-01-01 19:00:00,2022-01-01 20:00:00,2022-01-01 21:00:00,2022-01-01 22:00:00,2022-01-01 23:00:00,2022-01-02 00:00:00,2022-01-02 01:00:00,2022-01-02 02:00:00,2022-01-02 03:00:00,2022-01-02 04:00:00,2022-01-02 05:00:00,2022-01-02 06:00:00,2022-01-02 07:00:00,2022-01-02 08:00:00,2022-01-02 09:00:00,2022-01-02 10:00:00,2022-01-02 11:00:00,2022-01-02 12:00:00,2022-01-02 13:00:00,2022-01-02 14:00:00,2022-01-02 15:00:00,2022-01-02 16:00:00,2022-01-02 17:00:00,2022-01-02 18:00:00,2022-01-02 19:00:00,2022-01-02 20:00:00,2022-01-02 21:00:00,2022-01-02 22:00:00,2022-01-02 23:00:00,2022-01-03 00:00:00,2022-01-03 01:00:00,2022-01-03 02:00:00,2022-01-03 03:00:00,2022-01-03 04:00:00,2022-01-03 05:00:00,2022-01-03 06:00:00,2022-01-03 07:00:00,2022-01-03 08:00:00,2022-01-03 09:00:00,2022-01-03 10:00:00,2022-01-03 11:00:00,2022-01-03 12:00:00,2022-01-03 13:00:00,2022-01-03 14:00:00,2022-01-03 15:00:00,2022-01-03 16:00:00,2022-01-03 17:00:00,2022-01-03 18:00:00,2022-01-03 19:00:00,2022-01-03 20:00:00,2022-01-03 21:00:00,2022-01-03 22:00:00,2022-01-03 23:00:00,2022-01-04 00:00:00,2022-01-04 01:00:00,2022-01-04 02:00:00,2022-01-04 03:00:00,2022-01-04 04:00:00,2022-01-04 05:00:00,2022-01-04 06:00:00,2022-01-04 07:00:00,2022-01-04 08:00:00,2022-01-04 09:00:00,2022-01-04 10:00:00,2022-01-04 11:00:00,2022-01-04 12:00:00,2022-01-04 13:00:00,2022-01-04 14:00:00,2022-01-04 15:00:00,2022-01-04 16:00:00,2022-01-04 17:00:00,2022-01-04 18:00:00,2022-01-04 19:00:00,2022-01-04 20:00:00,2022-01-04 21:00:00,2022-01-04 22:00:00,2022-01-04 23:00:00,2022-01-05 00:00:00,2022-01-05 01:00:00,2022-01-05 02:00:00,2022-01-05 03:00:00,2022-01-05 04:00:00,2022-01-05 05:00:00,2022-01-05 06:00:00,2022-01-05 07:00:00,2022-01-05 08:00:00,2022-01-05 09:00:00,2022-01-05 10:00:00,2022-01-05 11:00:00,2022-01-05 12:00:00,2022-01-05 13:00:00,2022-01-05 14:00:00,2022-01-05 15:00:00,2022-01-05 16:00:00,2022-01-05 17:00:00,2022-01-05 18:00:00,2022-01-05 19:00:00,2022-01-05 20:00:00,2022-01-05 21:00:00,2022-01-05 22:00:00,2022-01-05 23:00:00,2022-01-06 00:00:00,2022-01-06 01:00:00,2022-01-06 02:00:00,2022-01-06 03:00:00,2022-01-06 04:00:00,2022-01-06 05:00:00,2022-01-06 06:00:00,2022-01-06 07:00:00,2022-01-06 08:00:00,2022-01-06 09:00:00,2022-01-06 10:00:00,2022-01-06 11:00:00,2022-01-06 12:00:00,2022-01-06 13:00:00,2022-01-06 14:00:00,2022-01-06 15:00:00,2022-01-06 16:00:00,2022-01-06 17:00:00,2022-01-06 18:00:00,2022-01-06 19:00:00,2022-01-06 20:00:00,2022-01-06 21:00:00,2022-01-06 22:00:00,2022-01-06 23:00:00,2022-01-07 00:00:00,2022-01-07 01:00:00,2022-01-07 02:00:00,2022-01-07 03:00:00,2022-01-07 04:00:00,2022-01-07 05:00:00,2022-01-07 06:00:00,2022-01-07 07:00:00,2022-01-07 08:00:00,2022-01-07 09:00:00,2022-01-07 10:00:00,2022-01-07 11:00:00,2022-01-07 12:00:00,2022-01-07 13:00:00,2022-01-07 14:00:00,2022-01-07 15:00:00,2022-01-07 16:00:00,2022-01-07 17:00:00,2022-01-07 18:00:00,2022-01-07 19:00:00,2022-01-07 20:00:00,2022-01-07 21:00:00,2022-01-07 22:00:00,2022-01-07 23:00:00,2022-01-08 00:00:00,investments,flow_min,flow_max,aggregated_flow,marginal_cost,carrier_cost,capacity_cost,capacity,expandable,capex,opex_fix,lifetime,capacity_total,annuity_total,upfront_investment_costs,opex_fix_costs_total,variable_costs_total
biomass-bus,in,biomass-excess,solar,excess,4.3219831,4.7162761,5.5143808,6.6337834,9.3289328,12.636984,31.699171,50.258515,54.255874,50.347395,36.253751,37.007548,27.073482,19.810971,30.048624,33.288169,36.532905,30.604217,43.393444,45.56585,40.233924,24.198586,10.967491,5.2005424,4.0776964,4.8510504,5.4581476,7.0495299,9.0554882,10.083869,37.096874,53.210335,59.575909,49.459219,29.146654,28.422293,34.010469,18.338088,39.028523,42.895101,38.007178,31.992224,43.572447,46.579141,40.138456,30.702615,12.475854,6.9456145,4.7714312,6.1609535,5.9444651,8.3802716,8.2266591,11.833115,18.637536,30.557697,52.497793,54.045166,44.424423,19.185869,19.182712,18.952649,27.407237,43.134351,48.196477,58.963631,60.819619,59.469553,40.654797,28.245126,13.785568,6.512217,4.3065587,5.3741548,5.538924,5.7263564,7.0341599,9.4598431,15.383644,47.981425,57.269657,49.915849,22.686367,22.679443,37.54889,42.576104,42.472622,41.267473,48.350122,42.159787,49.134686,49.120905,45.396031,28.280686,10.409178,8.6555217,3.9430106,4.4459494,6.2471421,6.2673109,7.6569981,12.396257,20.438223,44.38287,57.640242,55.052092,44.065985,39.056704,40.068287,40.657747,38.485144,24.685799,23.08589,32.235738,47.120499,47.686563,42.424736,27.653762,11.648449,5.1439083,5.8110066,6.150758,6.4767058,7.2926598,7.5575918,21.039317,23.080254,43.82855,46.322975,46.708435,37.366446,33.451628,32.458052,32.011197,28.281355,45.019337,48.049407,48.999333,38.400962,34.073076,30.298761,26.263094,14.226113,6.602168,5.6753117,6.3824529,6.895901,7.3047249,9.0270926,9.853744,16.178685,27.417423,28.692459,37.368751,44.227638,43.80487,47.099176,46.321278,29.402177,45.674079,40.292214,34.850724,59.423844,58.732578,33.058479,20.491943,11.519438,7.1207371,,,3.9430106,60.819619,4749.8574883,0.0,,,,,,,,,,,,
biomass-bus,out,apv-system,solar,,4.3219831,4.7162761,5.5143808,6.6337834,9.3289328,12.636984,31.699171,50.258515,54.255874,50.347395,36.253751,37.007548,27.073482,19.810971,30.048624,33.288169,36.532905,30.604217,43.393444,45.56585,40.233924,24.198586,10.967491,5.2005424,4.0776964,4.8510504,5.4581476,7.0495299,9.0554882,10.083869,37.096874,53.210335,59.575909,49.459219,29.146654,28.422293,34.010469,18.338088,39.028523,42.895101,38.007178,31.992224,43.572447,46.579141,40.138456,30.702615,12.475854,6.9456145,4.7714312,6.1609535,5.9444651,8.3802716,8.2266591,11.833115,18.637536,30.557697,52.497793,54.045166,44.424423,19.185869,19.182712,18.952649,27.407237,43.134351,48.196477,58.963631,60.819619,59.469553,40.654797,28.245126,13.785568,6.512217,4.3065587,5.3741548,5.538924,5.7263564,7.0341599,9.4598431,15.383644,47.981425,57.269657,49.915849,22.686367,22.679443,37.54889,42.576104,42.472622,41.267473,48.350122,42.159787,49.134686,49.120905,45.396031,28.280686,10.409178,8.6555217,3.9430106,4.4459494,6.2471421,6.2673109,7.6569981,12.396257,20.438223,44.38287,57.640242,55.052092,44.065985,39.056704,40.068287,40.657747,38.485144,24.685799,23.08589,32.235738,47.120499,47.686563,42.424736,27.653762,11.648449,5.1439083,5.8110066,6.150758,6.4767058,7.2926598,7.5575918,21.039317,23.080254,43.82855,46.322975,46.708435,37.366446,33.451628,32.458052,32.011197,28.281355,45.019337,48.049407,48.999333,38.400962,34.073076,30.298761,26.263094,14.226113,6.602168,5.6753117,6.3824529,6.895901,7.3047249,9.0270926,9.853744,16.178685,27.417423,28.692459,37.368751,44.227638,43.80487,47.099176,46.321278,29.402177,45.674079,40.292214,34.850724,59.423844,58.732578,33.058479,20.491943,11.519438,7.1207371,,,3.9430106,60.819619,4749.8574883,,,270.83,100.0,0.0,2970.8,55.0,30.0,,,,,
electricity-bus,in,demand,solar,load,3.241487314,3.53720707,4.135785579,4.975337536,6.99669962,9.477737876,23.77437834,37.69388591,40.69190565,37.76054617,27.19031324,27.75566108,20.30511148,14.85822862,22.53646834,24.96612689,27.39967875,22.95316302,32.5450827,34.17438781,30.17544284,18.14893945,8.225618172,3.900406794,3.058272289,3.638287835,4.093610718,5.287147454,6.791616169,7.562902073,27.82265534,39.90775106,44.68193205,37.09441418,21.85999069,21.31671996,25.50785152,13.7535658,29.27139215,32.17132603,28.50538351,23.994168,32.67933526,34.93435596,30.10384179,23.02696151,9.356890661,5.209210904,3.578573376,4.620715146,4.458348859,6.285203715,6.169994355,8.874836029,13.97815209,22.91827299,39.37334439,40.5338743,33.31831754,14.38940142,14.38703371,14.21448654,20.55542811,32.35076347,36.14735747,44.22272358,45.61471396,44.60216512,30.49109801,21.18384434,10.3391762,4.884162736,3.229919021,4.030616082,4.154193018,4.294767331,5.27561993,7.094882308,11.53773301,35.98606844,42.95224278,37.43688703,17.01477515,17.00958203,28.16166727,31.93207772,31.85446665,30.95060458,36.26259185,31.61983996,36.85101472,36.84067885,34.04702322,21.21051479,7.806883426,6.491641301,2.957257944,3.334462018,4.685356591,4.700483154,5.742748612,9.297192598,15.32866736,33.28715267,43.23018135,41.28906907,33.04948848,29.29252799,30.05121504,30.4933106,28.8638578,18.51434911,17.31441736,24.17680315,35.34037396,35.76492236,31.81855191,20.74032162,8.736336783,3.857931202,4.358254972,4.613068487,4.857529361,5.469494821,5.668193834,15.77948807,17.31019022,32.87141226,34.74223152,35.03132634,28.02483425,25.0887212,24.34353865,24.00839743,21.21101593,33.76450312,36.03705547,36.74949969,28.80072168,25.55480724,22.72407045,19.69732019,10.66958481,4.95162603,4.256483767,4.78683967,5.171925745,5.478543658,6.770319473,7.390307967,12.13401378,20.56306735,21.51934389,28.02656302,33.17072822,32.8536523,35.32438209,34.74095859,22.05163261,34.25555906,30.21916016,26.13804315,44.56788316,44.04943371,24.79385953,15.36895721,8.639578268,5.340552858,,,2.957257944,45.61471396,3562.39311508,,,,,,,,,,,,,
electricity-bus,in,electricity-excess,solar,excess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,
electricity-bus,out,apv-system,solar,,3.2414873,3.5372071,4.1357856,4.9753375,6.9966996,9.4777379,23.774378,37.693886,40.691906,37.760546,27.190313,27.755661,20.305111,14.858229,22.536468,24.966127,27.399679,22.953163,32.545083,34.174388,30.175443,18.148939,8.2256182,3.9004068,3.0582723,3.6382878,4.0936107,5.2871475,6.7916162,7.5629021,27.822655,39.907751,44.681932,37.094414,21.859991,21.31672,25.507852,13.753566,29.271392,32.171326,28.505384,23.994168,32.679335,34.934356,30.103842,23.026962,9.3568907,5.2092109,3.5785734,4.6207151,4.4583489,6.2852037,6.1699944,8.874836,13.978152,22.918273,39.373344,40.533874,33.318318,14.389401,14.387034,14.214487,20.555428,32.350763,36.147357,44.222724,45.614714,44.602165,30.491098,21.183844,10.339176,4.8841627,3.229919,4.0306161,4.154193,4.2947673,5.2756199,7.0948823,11.537733,35.986068,42.952243,37.436887,17.014775,17.009582,28.161667,31.932078,31.854467,30.950605,36.262592,31.61984,36.851015,36.840679,34.047023,21.210515,7.8068834,6.4916413,2.9572579,3.334462,4.6853566,4.7004832,5.7427486,9.2971926,15.328667,33.287153,43.230181,41.289069,33.049488,29.292528,30.051215,30.493311,28.863858,18.514349,17.314417,24.176803,35.340374,35.764922,31.818552,20.740322,8.7363368,3.8579312,4.358255,4.6130685,4.8575294,5.4694948,5.6681938,15.779488,17.31019,32.871412,34.742232,35.031326,28.024834,25.088721,24.343539,24.008397,21.211016,33.764503,36.037055,36.7495,28.800722,25.554807,22.72407,19.69732,10.669585,4.951626,4.2564838,4.7868397,5.1719257,5.4785437,6.7703195,7.390308,12.134014,20.563067,21.519344,28.026563,33.170728,32.853652,35.324382,34.740959,22.051633,34.255559,30.21916,26.138043,44.567883,44.049434,24.79386,15.368957,8.6395783,5.3405529,,,2.9572579,45.614714,3562.3931137,,,270.83,100.0,0.0,2970.8,55.0,30.0,,,,,
electricity-bus,out,back-up-elec,solar,dispatchable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.088,0.0,0.0,0.0,1.0,,,,0.0,0.0,,,0.0
rain-bus,in,apv-system,solar,,2.1609915,2.358138,2.7571904,3.3168917,4.6644664,6.3184919,15.849586,25.129257,27.127937,25.173697,18.126875,18.503774,13.536741,9.9054857,15.024312,16.644085,18.266452,15.302109,21.696722,22.782925,20.116962,12.099293,5.4837454,2.6002712,2.0388482,2.4255252,2.7290738,3.524765,4.5277441,5.0419347,18.548437,26.605167,29.787955,24.729609,14.573327,14.211147,17.005234,9.1690439,19.514261,21.447551,19.003589,15.996112,21.786224,23.289571,20.069228,15.351308,6.2379271,3.4728073,2.3857156,3.0804768,2.9722326,4.1901358,4.1133296,5.9165574,9.3187681,15.278849,26.248896,27.022583,22.212212,9.5929343,9.5913558,9.4763244,13.703619,21.567176,24.098238,29.481816,30.409809,29.734777,20.327399,14.122563,6.8927841,3.2561085,2.1532793,2.6870774,2.769462,2.8631782,3.51708,4.7299215,7.691822,23.990712,28.634829,24.957925,11.343183,11.339721,18.774445,21.288052,21.236311,20.633736,24.175061,21.079893,24.567343,24.560453,22.698015,14.140343,5.204589,4.3277609,1.9715053,2.2229747,3.1235711,3.1336554,3.8284991,6.1981284,10.219112,22.191435,28.820121,27.526046,22.032992,19.528352,20.034143,20.328874,19.242572,12.342899,11.542945,16.117869,23.560249,23.843282,21.212368,13.826881,5.8242245,2.5719541,2.9055033,3.075379,3.2383529,3.6463299,3.7787959,10.519659,11.540127,21.914275,23.161488,23.354218,18.683223,16.725814,16.229026,16.005598,14.140677,22.509669,24.024704,24.499666,19.200481,17.036538,15.14938,13.131547,7.1130565,3.301084,2.8376558,3.1912264,3.4479505,3.6523624,4.5135463,4.926872,8.0893425,13.708712,14.346229,18.684375,22.113819,21.902435,23.549588,23.160639,14.701088,22.837039,20.146107,17.425362,29.711922,29.366289,16.52924,10.245971,5.7597188,3.5603686,,,1.9715053,30.409809,2374.9287432,,,270.83,100.0,0.0,2970.8,55.0,30.0,,,,,
rain-bus,out,rain,solar,dispatchable,2.1609915,2.358138,2.7571904,3.3168917,4.6644664,6.3184919,15.849586,25.129257,27.127937,25.173697,18.126875,18.503774,13.536741,9.9054857,15.024312,16.644085,18.266452,15.302109,21.696722,22.782925,20.116962,12.099293,5.4837454,2.6002712,2.0388482,2.4255252,2.7290738,3.524765,4.5277441,5.0419347,18.548437,26.605167,29.787955,24.729609,14.573327,14.211147,17.005234,9.1690439,19.514261,21.447551,19.003589,15.996112,21.786224,23.289571,20.069228,15.351308,6.2379271,3.4728073,2.3857156,3.0804768,2.9722326,4.1901358,4.1133296,5.9165574,9.3187681,15.278849,26.248896,27.022583,22.212212,9.5929343,9.5913558,9.4763244,13.703619,21.567176,24.098238,29.481816,30.409809,29.734777,20.327399,14.122563,6.8927841,3.2561085,2.1532793,2.6870774,2.769462,2.8631782,3.51708,4.7299215,7.691822,23.990712,28.634829,24.957925,11.343183,11.339721,18.774445,21.288052,21.236311,20.633736,24.175061,21.079893,24.567343,24.560453,22.698015,14.140343,5.204589,4.3277609,1.9715053,2.2229747,3.1235711,3.1336554,3.8284991,6.1981284,10.219112,22.191435,28.820121,27.526046,22.032992,19.528352,20.034143,20.328874,19.242572,12.342899,11.542945,16.117869,23.560249,23.843282,21.212368,13.826881,5.8242245,2.5719541,2.9055033,3.075379,3.2383529,3.6463299,3.7787959,10.519659,11.540127,21.914275,23.161488,23.354218,18.683223,16.725814,16.229026,16.005598,14.140677,22.509669,24.024704,24.499666,19.200481,17.036538,15.14938,13.131547,7.1130565,3.301084,2.8376558,3.1912264,3.4479505,3.6523624,4.5135463,4.926872,8.0893425,13.708712,14.346229,18.684375,22.113819,21.902435,23.549588,23.160639,14.701088,22.837039,20.146107,17.425362,29.711922,29.366289,16.52924,10.245971,5.7597188,3.5603686,,30.409809,1.9715053,30.409809,2374.9287432,0.0,0.0,0.0,0.0,1.0,,,,30.409809,0.0,,,0.0
solar-energy-bus,in,apv-system,solar,,10.804958,11.79069,13.785952,16.584458,23.322332,31.59246,79.247928,125.64629,135.63969,125.86849,90.634377,92.51887,67.683705,49.527429,75.121561,83.220423,91.332262,76.510543,108.48361,113.91463,100.58481,60.496465,27.418727,13.001356,10.194241,12.127626,13.645369,17.623825,22.638721,25.209674,92.742184,133.02584,148.93977,123.64805,72.866636,71.055733,85.026172,45.845219,97.571307,107.23775,95.017945,79.98056,108.93112,116.44785,100.34614,76.756538,31.189636,17.364036,11.928578,15.402384,14.861163,20.950679,20.566648,29.582787,46.59384,76.394243,131.24448,135.11291,111.06106,47.964671,47.956779,47.381622,68.518094,107.83588,120.49119,147.40908,152.04905,148.67388,101.63699,70.612814,34.463921,16.280542,10.766397,13.435387,13.84731,14.315891,17.5854,23.649608,38.45911,119.95356,143.17414,124.78962,56.715917,56.698607,93.872224,106.44026,106.18156,103.16868,120.87531,105.39947,122.83672,122.80226,113.49008,70.701716,26.022945,21.638804,9.8575265,11.114873,15.617855,15.668277,19.142495,30.990642,51.095558,110.95718,144.1006,137.63023,110.16496,97.64176,100.17072,101.64437,96.212859,61.714497,57.714725,80.589344,117.80125,119.21641,106.06184,69.134405,29.121123,12.859771,14.527517,15.376895,16.191765,18.231649,18.893979,52.598294,57.700634,109.57137,115.80744,116.77109,93.416114,83.629071,81.145129,80.027991,70.703386,112.54834,120.12352,122.49833,96.002406,85.182691,75.746902,65.657734,35.565283,16.50542,14.188279,15.956132,17.239752,18.261812,22.567732,24.63436,40.446713,68.543558,71.731146,93.421877,110.56909,109.51217,117.74794,115.8032,73.505442,114.1852,100.73053,87.126811,148.55961,146.83145,82.646198,51.229857,28.798594,17.801843,,,9.8575265,152.04905,11874.643735499998,,,270.83,100.0,0.0,2970.8,55.0,30.0,,,,,
solar-energy-bus,out,sun,solar,dispatchable,10.804958,11.79069,13.785952,16.584458,23.322332,31.59246,79.247928,125.64629,135.63969,125.86849,90.634377,92.51887,67.683705,49.527429,75.121561,83.220423,91.332262,76.510543,108.48361,113.91463,100.58481,60.496465,27.418727,13.001356,10.194241,12.127626,13.645369,17.623825,22.638721,25.209674,92.742184,133.02584,148.93977,123.64805,72.866636,71.055733,85.026172,45.845219,97.571307,107.23775,95.017945,79.98056,108.93112,116.44785,100.34614,76.756538,31.189636,17.364036,11.928578,15.402384,14.861163,20.950679,20.566648,29.582787,46.59384,76.394243,131.24448,135.11291,111.06106,47.964671,47.956779,47.381622,68.518094,107.83588,120.49119,147.40908,152.04905,148.67388,101.63699,70.612814,34.463921,16.280542,10.766397,13.435387,13.84731,14.315891,17.5854,23.649608,38.45911,119.95356,143.17414,124.78962,56.715917,56.698607,93.872224,106.44026,106.18156,103.16868,120.87531,105.39947,122.83672,122.80226,113.49008,70.701716,26.022945,21.638804,9.8575265,11.114873,15.617855,15.668277,19.142495,30.990642,51.095558,110.95718,144.1006,137.63023,110.16496,97.64176,100.17072,101.64437,96.212859,61.714497,57.714725,80.589344,117.80125,119.21641,106.06184,69.134405,29.121123,12.859771,14.527517,15.376895,16.191765,18.231649,18.893979,52.598294,57.700634,109.57137,115.80744,116.77109,93.416114,83.629071,81.145129,80.027991,70.703386,112.54834,120.12352,122.49833,96.002406,85.182691,75.746902,65.657734,35.565283,16.50542,14.188279,15.956132,17.239752,18.261812,22.567732,24.63436,40.446713,68.543558,71.731146,93.421877,110.56909,109.51217,117.74794,115.8032,73.505442,114.1852,100.73053,87.126811,148.55961,146.83145,82.646198,51.229857,28.798594,17.801843,,152.04905,9.8575265,152.04905,11874.643735499998,0.0,0.0,0.0,0.0,1.0,,,,152.04905,0.0,,,0.0
