source,ac-elec-bus,ac-elec-bus,ac-elec-bus,ac-elec-bus,ac-elec-bus,battery-storage,battery-storage,bottled-water,brine-bus,dc-elec-bus,dc-elec-bus,diesel,diesel-bus,diesel-generator,drinking-water-bus,drinking-water-bus,drinking-water-bus,drinking-water-storage,drinking-water-storage,groundwater,groundwater-bus,inverter,photovoltaics,precipitation,rainwater-harvesting,river-flow,river-flow-bus,river-flow-bus,river-water-uptake,run-of-river-hydropower,seawater-bus,seawater-reverse-osmosis,seawater-reverse-osmosis,seawater-source,service-water-bus,service-water-bus,service-water-bus,service-water-bus,service-water-storage,service-water-storage,solar-resource,water pump,water-filtration-system,wind-resource,wind-turbine
2022-01-01 17:00:00,46.70275222,45.984589,0.0,0.070659294,5.8496724,13.649852,0.0,0.0,-0.0,14.836796,104.90178,0.0,0.0,-0.0,0.00012,5.8495524,0.0,19.302975,0.0,12.965008,12.965008,98.607673,119.73857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,8.115335667,0.0,5.8496724,0.0,0.0,0.0,12.965008,5.8496724,0.0,0.0
2022-01-01 18:00:00,50.1365011,49.865694,0.0,0.030858731,5.8621524,13.649852,0.0,0.0,-0.0,0.0,112.65447,0.0,0.0,-0.0,0.0126,5.8495524,0.0,25.035536,0.0,5.6621524,5.6621524,105.89521,112.65447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.8,5.8621524,0.784,0.0,0.0,5.6621524,5.8621524,0.0,0.0
2022-01-01 19:00:00,59.25192822,27.307727,0.0,0.01117633,3.8190228,14.836796,0.0,0.0,-0.0,1.2901561,96.15942,0.0,0.0,-0.0,0.0126,3.8064228,0.0,28.76583,0.0,2.0507028,2.0507028,90.389855,97.449576,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.8190228,0.0,0.76832,0.0,2.0507028,3.8190228,0.0,0.0
2022-01-01 20:00:00,68.68483188,0.0,0.0,0.0,0.50436718,14.836796,0.0,0.0,-0.0,0.0,73.605531,0.0,0.0,-0.0,0.0126,0.49176718,0.0,29.247762,0.0,0.0,-0.0,69.189199,73.605531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.49563282,0.0,0.0,0.50436718,0.0,0.0,0.0,0.0,0.50436718,0.0,0.0
2022-01-01 21:00:00,70.90248485,0.0,0.0,0.0,0.0,14.836796,0.0,0.0,-0.0,0.0,42.331819,47.529174,47.529174,16.635211,0.0126,0.0,0.0,29.234905,0.0126,0.0,-0.0,39.79191,42.331819,0.0,0.0,0.81976236,0.0,0.81976236,1.0,14.475364,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 22:00:00,60.83392722,0.0,0.0,0.0,0.0,14.836796,0.0,0.0,-0.0,0.0,9.3302786,105.10808,105.10808,36.787829,0.0126,0.0,0.0,29.222048,0.0126,0.0,-0.0,8.7704619,9.3302786,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 23:00:00,23.80252083,0.0,0.0,0.0,0.0,14.836796,0.0,0.0,-0.0,0.0,0.0,24.362526,24.362526,8.5268841,0.0,0.0,0.0,29.222048,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 00:00:00,10.10859198,0.0,0.0,0.0,0.026239067,14.836796,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.026239067,0.0,29.247762,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.57395124,0.0,0.57395124,1.0,10.134831,-0.0,-0.0,-0.0,0.0,0.97376093,0.0,0.0,0.026239067,0.0,0.0,0.0,0.0,0.026239067,0.0,0.0
2022-01-02 01:00:00,28.22276207,0.0,0.0,0.0,0.0,0.0,13.649852,0.0,-0.0,0.0,13.649852,11.395096,11.395096,3.9882837,0.0,0.0,0.0,29.247762,0.0,0.0,-0.0,12.830861,0.0,0.0,0.0,0.64580459,0.0,0.64580459,1.0,11.403618,-0.0,-0.0,-0.0,0.0,0.90104123,0.0,0.098958767,0.0,0.096979592,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 02:00:00,38.3519285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,79.258612,79.258612,27.740514,0.0,0.0,0.0,29.247762,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.60094089,0.0,0.60094089,1.0,10.611414,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.096979592,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 03:00:00,43.89025153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,90.024365,90.024365,31.508528,0.0,0.0,0.0,29.247762,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.70119628,0.0,0.70119628,1.0,12.381724,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.096979592,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 04:00:00,49.79326912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,98.621807,98.621807,34.517632,0.0,0.0,0.0,29.247762,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,0.2,0.0,0.8,0.0,0.88097959,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 05:00:00,56.26821458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,122.9187,122.9187,43.021545,4.412508,0.0,0.0,24.745203,4.412508,0.0,-0.0,0.0,0.0,0.0,0.0,0.75017951,0.0,0.75017951,1.0,13.24667,-0.0,-0.0,-0.0,0.0,0.2,0.0,0.8,0.0,1.6649796,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 06:00:00,61.03402043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,130.73824,130.73824,45.758384,3.679185667,0.0,0.0,20.990932,3.6791857,0.0,-0.0,0.0,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,0.2,0.0,0.8,0.0,2.4489796,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 07:00:00,57.26293343,0.0,0.0,0.031980696,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,121.33688,121.33688,42.467907,4.279170667,0.0,0.0,16.624431,4.2791707,5.8680177,5.8680177,0.0,0.0,0.0,0.0,0.83967647,0.0,0.83967647,1.0,14.827007,-0.0,-0.0,-0.0,0.0,0.0,7.668017667,0.0,0.0,1.6326531,0.8,0.0,5.8680177,0.0,0.0,0.0
2022-01-02 08:00:00,53.95190998,0.0,0.0,0.040077251,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,110.61814,110.61814,38.71635,5.379155667,0.0,0.0,11.135497,5.3791557,7.353624,7.353624,0.0,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,0.0,9.153624,0.0,0.0,0.81632653,0.8,0.0,7.353624,0.0,0.0,0.0
2022-01-02 09:00:00,56.32190638,0.0,0.0,0.041103384,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,117.39249,117.39249,41.087373,0.0,0.0,0.0,11.135497,0.0,7.5419053,7.5419053,0.0,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,0.0,9.341905333,0.0,0.0,0.0,0.8,0.0,7.5419053,0.0,0.0,0.0
2022-01-02 10:00:00,53.45107223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,109.07267,109.07267,38.175435,4.087628,0.0,0.0,6.964448,4.087628,0.0,-0.0,0.0,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 11:00:00,50.9169127,0.0,0.0,0.0,1.0000048e-09,0.0,0.0,0.0,-0.0,0.0,2.2461782,95.799624,95.799624,33.529868,3.062645,0.0,0.0,3.8393,3.062645,0.0,-0.0,2.1114075,2.2461782,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,0.93402749,0.0,0.065972511,1.0000048e-09,0.064653061,0.0,0.0,0.0,1.0000048e-09,0.0,0.0
2022-01-02 12:00:00,54.05774238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,30.928146,27.741854,27.741854,9.7096488,3.762514,0.0,0.0,0.0,3.762514,0.0,-0.0,29.072457,30.928146,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,0.2,0.0,0.8,0.0,0.84865306,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 13:00:00,54.72857138,0.0,0.0,0.027118109,5.1757998,0.0,0.0,0.0,-0.0,0.0,63.756904,0.0,0.0,-0.0,0.0,5.1757998,0.0,5.0722838,0.0,4.9757998,4.9757998,59.931489,63.756904,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.8,5.1757998,1.6326531,0.0,0.0,4.9757998,5.1757998,0.0,0.0
2022-01-02 14:00:00,59.76034108,18.620856,0.0,0.063133518,5.8495524,0.0,0.0,0.0,-0.0,0.0,89.674344,0.0,0.0,-0.0,0.0,5.8495524,0.0,10.804845,0.0,11.584132,11.584132,84.293883,89.674344,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,6.734579333,0.0,5.8495524,1.6326531,0.0,0.0,11.584132,5.8495524,0.0,0.0
2022-01-02 15:00:00,61.03200282,37.401358,0.0,0.070873978,1.7064127,0.0,0.0,0.0,-0.0,0.0,106.60707,0.0,0.0,-0.0,0.0,1.7064127,0.0,12.47713,0.0,13.0044,13.0044,100.21065,106.60707,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,13.097987,0.0,1.7064127,0.81632653,0.8,0.0,13.0044,1.7064127,0.0,0.0
2022-01-02 16:00:00,51.28108022,52.03177,0.0,0.050311734,0.088976161,6.6830161,0.0,0.0,-0.0,7.264148,110.05547,0.0,0.0,-0.0,0.00012,0.088856161,0.0,12.564209,0.0,9.2315108,9.2315108,103.45214,117.31961,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,10.14253467,0.0,0.088976161,0.81632653,0.0,0.0,9.2315108,0.088976161,0.0,0.0
2022-01-02 17:00:00,47.16441497,58.963639,0.0,0.070873978,5.3500483,7.3489907,0.0,0.0,-0.0,0.72388538,118.66912,0.0,0.0,-0.0,0.025119,5.3249293,0.0,17.782639,0.0,13.0044,13.0044,111.54898,119.39301,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,9.454351333,0.0,5.3500483,0.0,0.8,0.0,13.0044,5.3500483,0.0,0.0
2022-01-02 18:00:00,46.22509262,59.435232,0.0,0.026498731,5.8621524,1.1869437,5.6690833,0.0,-0.0,0.0,118.66912,0.0,0.0,-0.0,0.0126,5.8495524,0.0,23.515201,0.0,4.8621524,4.8621524,111.54898,113.00004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,5.8621524,0.0,0.0,0.0,4.8621524,5.8621524,0.0,0.0
2022-01-02 19:00:00,62.48709797,9.6050965,0.0,0.026498731,5.8621524,14.836796,0.0,0.0,-0.0,14.836796,82.958346,0.0,0.0,-0.0,0.0126,5.8495524,0.0,29.247762,0.0,4.8621524,4.8621524,77.980846,97.795142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,5.8621524,0.0,0.0,0.0,4.8621524,5.8621524,0.0,0.0
2022-01-02 20:00:00,70.14999563,0.0,0.0,0.0,0.0,14.836796,0.0,0.0,-0.0,0.0,73.432748,0.0,0.0,-0.0,0.0126,0.0,0.0,29.234905,0.0126,0.0,-0.0,69.026783,73.432748,0.0,0.0,0.063609272,0.0,0.063609272,1.0,1.1232125,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 21:00:00,66.29633402,0.0,0.0,0.0,0.0,2.0403444,11.772735,0.0,-0.0,0.0,54.277338,0.0,0.0,-0.0,0.0126,0.0,0.0,29.222048,0.0126,0.0,-0.0,51.020697,42.504602,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 22:00:00,56.44693422,0.0,0.0,0.0,0.0,2.0403444,0.0,0.0,-0.0,0.0,9.3302786,92.573816,92.573816,32.400836,0.0126,0.0,0.0,29.209191,0.0126,0.0,-0.0,8.7704619,9.3302786,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 23:00:00,21.25251248,0.0,0.0,0.0,0.0,2.0403444,0.0,0.0,-0.0,0.0,0.0,17.076788,17.076788,5.9768757,0.0,0.0,0.0,29.209191,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 00:00:00,8.740259,0.0,0.0,0.0,0.039358601,2.0403444,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.039358601,0.0,29.247762,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.4972034,0.0,0.4972034,1.0,8.7796176,-0.0,-0.0,-0.0,0.0,0.9606414,0.0,0.0,0.039358601,0.0,0.0,0.0,0.0,0.039358601,0.0,0.0
2022-01-03 01:00:00,26.8885931,0.0,0.0,0.0,0.0,2.0403444,0.0,0.0,-0.0,0.0,0.0,33.179875,33.179875,11.612956,0.0,0.0,0.0,29.247762,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 02:00:00,34.89693682,0.0,0.0,0.0,0.0,2.0403444,0.0,0.0,-0.0,0.0,0.0,56.060857,56.060857,19.6213,0.0,0.0,0.0,29.247762,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 03:00:00,46.64691943,0.0,0.0,0.0,0.0,2.0403444,0.0,0.0,-0.0,0.0,0.0,89.632236,89.632236,31.371283,0.0,0.0,0.0,29.247762,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,0.2,0.0,0.8,0.0,0.784,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 04:00:00,51.2631851,0.0,0.0,0.0,0.0,2.0403444,0.0,0.0,-0.0,0.0,0.0,102.82157,102.82157,35.987548,0.0,0.0,0.0,29.247762,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,0.2,0.0,0.8,0.0,1.568,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 05:00:00,58.17744315,0.0,0.0,0.0,0.0,2.0403444,0.0,0.0,-0.0,0.0,0.0,122.57659,122.57659,42.901806,3.512521,0.0,0.0,25.663557,3.512521,0.0,-0.0,0.0,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,0.90104123,0.0,0.098958767,0.0,1.6649796,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 06:00:00,60.1545114,0.0,0.0,0.0,0.0,2.0403444,0.0,0.0,-0.0,0.0,0.0,128.22536,128.22536,44.878875,3.662515,0.0,0.0,21.926297,3.662515,0.0,-0.0,0.0,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,0.2,0.0,0.8,0.0,2.4489796,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 07:00:00,56.54142883,0.0,0.0,0.021536187,0.0,2.0403444,0.0,0.0,-0.0,0.0,0.0,117.9638,117.9638,41.287328,4.379172667,0.0,0.0,17.457753,4.3791727,3.951594,3.951594,0.0,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,0.0,5.751594,0.0,0.0,1.6326531,0.8,0.0,3.951594,0.0,0.0,0.0
2022-01-03 08:00:00,53.95023303,0.0,0.0,0.046101922,0.0,0.0,1.8771168,0.0,-0.0,0.0,1.8771168,105.58917,105.58917,36.956208,3.76251,0.0,0.0,13.618457,3.76251,8.4590683,8.4590683,1.7644898,0.0,0.0,0.0,0.86508306,0.0,0.86508306,1.0,15.275637,-0.0,-0.0,-0.0,0.0,0.0,10.25906833,0.0,0.0,0.81632653,0.8,0.0,8.4590683,0.0,0.0,0.0
2022-01-03 09:00:00,56.56356663,0.0,0.0,0.047061985,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,126.12581,126.12581,44.144034,0.0,0.0,0.0,13.618457,0.0,8.6352267,8.6352267,0.0,0.0,0.0,0.0,0.70600261,0.0,0.70600261,1.0,12.466594,-0.0,-0.0,-0.0,0.0,0.0,10.43522667,0.0,0.0,0.0,0.8,0.0,8.6352267,0.0,0.0,0.0
