source,apv-system,apv-system,apv-system,back-up-elec,back-up-water,biomass-bus,electricity-bus,electricity-bus,solar-energy-bus,sun,water-bus-in,water-bus-out
2022-01-01 21:00:00,96.0,64.0,128.0,0.0,32.0,96.0,18.14893945,45.851061,320.0,320.0,32.0,128.0
2022-01-01 22:00:00,96.0,64.0,128.0,0.0,32.0,96.0,8.225618172,55.774382,320.0,320.0,32.0,128.0
2022-01-01 23:00:00,96.0,64.0,128.0,0.0,32.0,96.0,3.900406794,60.099593,320.0,320.0,32.0,128.0
2022-01-02 00:00:00,96.0,64.0,128.0,0.0,32.0,96.0,3.058272289,60.941728,320.0,320.0,32.0,128.0
2022-01-02 01:00:00,96.0,64.0,128.0,0.0,32.0,96.0,3.638287835,60.361712,320.0,320.0,32.0,128.0
2022-01-02 02:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.093610718,59.906389,320.0,320.0,32.0,128.0
2022-01-02 03:00:00,96.0,64.0,128.0,0.0,32.0,96.0,5.287147454,58.712853,320.0,320.0,32.0,128.0
2022-01-02 04:00:00,96.0,64.0,128.0,0.0,32.0,96.0,6.791616169,57.208384,320.0,320.0,32.0,128.0
2022-01-02 05:00:00,96.0,64.0,128.0,0.0,32.0,96.0,7.562902073,56.437098,320.0,320.0,32.0,128.0
2022-01-02 06:00:00,96.0,64.0,128.0,0.0,32.0,96.0,27.82265534,36.177345,320.0,320.0,32.0,128.0
2022-01-02 07:00:00,96.0,64.0,128.0,0.0,32.0,96.0,39.90775106,24.092249,320.0,320.0,32.0,128.0
2022-01-02 08:00:00,96.0,64.0,128.0,0.0,32.0,96.0,44.68193205,19.318068,320.0,320.0,32.0,128.0
2022-01-02 09:00:00,96.0,64.0,128.0,0.0,32.0,96.0,37.09441418,26.905586,320.0,320.0,32.0,128.0
2022-01-02 10:00:00,96.0,64.0,128.0,0.0,32.0,96.0,21.85999069,42.140009,320.0,320.0,32.0,128.0
2022-01-02 11:00:00,96.0,64.0,128.0,0.0,32.0,96.0,21.31671996,42.68328,320.0,320.0,32.0,128.0
2022-01-02 12:00:00,96.0,64.0,128.0,0.0,32.0,96.0,25.50785152,38.492148,320.0,320.0,32.0,128.0
2022-01-02 13:00:00,96.0,64.0,128.0,0.0,32.0,96.0,13.7535658,50.246434,320.0,320.0,32.0,128.0
2022-01-02 14:00:00,96.0,64.0,128.0,0.0,32.0,96.0,29.27139215,34.728608,320.0,320.0,32.0,128.0
2022-01-02 15:00:00,96.0,64.0,128.0,0.0,32.0,96.0,32.17132603,31.828674,320.0,320.0,32.0,128.0
2022-01-02 16:00:00,96.0,64.0,128.0,0.0,32.0,96.0,28.50538351,35.494616,320.0,320.0,32.0,128.0
2022-01-02 17:00:00,96.0,64.0,128.0,0.0,32.0,96.0,23.994168,40.005832,320.0,320.0,32.0,128.0
2022-01-02 18:00:00,96.0,64.0,128.0,0.0,32.0,96.0,32.67933526,31.320665,320.0,320.0,32.0,128.0
2022-01-02 19:00:00,96.0,64.0,128.0,0.0,32.0,96.0,34.93435596,29.065644,320.0,320.0,32.0,128.0
2022-01-02 20:00:00,96.0,64.0,128.0,0.0,32.0,96.0,30.10384179,33.896158,320.0,320.0,32.0,128.0
2022-01-02 21:00:00,96.0,64.0,128.0,0.0,32.0,96.0,23.02696151,40.973038,320.0,320.0,32.0,128.0
2022-01-02 22:00:00,96.0,64.0,128.0,0.0,32.0,96.0,9.356890661,54.643109,320.0,320.0,32.0,128.0
2022-01-02 23:00:00,96.0,64.0,128.0,0.0,32.0,96.0,5.209210904,58.790789,320.0,320.0,32.0,128.0
2022-01-03 00:00:00,96.0,64.0,128.0,0.0,32.0,96.0,3.578573376,60.421427,320.0,320.0,32.0,128.0
2022-01-03 01:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.620715146,59.379285,320.0,320.0,32.0,128.0
2022-01-03 02:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.458348859,59.541651,320.0,320.0,32.0,128.0
2022-01-03 03:00:00,96.0,64.0,128.0,0.0,32.0,96.0,6.285203715,57.714796,320.0,320.0,32.0,128.0
2022-01-03 04:00:00,96.0,64.0,128.0,0.0,32.0,96.0,6.169994355,57.830006,320.0,320.0,32.0,128.0
2022-01-03 05:00:00,96.0,64.0,128.0,0.0,32.0,96.0,8.874836029,55.125164,320.0,320.0,32.0,128.0
2022-01-03 06:00:00,96.0,64.0,128.0,0.0,32.0,96.0,13.97815209,50.021848,320.0,320.0,32.0,128.0
2022-01-03 07:00:00,96.0,64.0,128.0,0.0,32.0,96.0,22.91827299,41.081727,320.0,320.0,32.0,128.0
2022-01-03 08:00:00,96.0,64.0,128.0,0.0,32.0,96.0,39.37334439,24.626656,320.0,320.0,32.0,128.0
2022-01-03 09:00:00,96.0,64.0,128.0,0.0,32.0,96.0,40.5338743,23.466126,320.0,320.0,32.0,128.0
2022-01-03 10:00:00,96.0,64.0,128.0,0.0,32.0,96.0,33.31831754,30.681682,320.0,320.0,32.0,128.0
2022-01-03 11:00:00,96.0,64.0,128.0,0.0,32.0,96.0,14.38940142,49.610599,320.0,320.0,32.0,128.0
2022-01-03 12:00:00,96.0,64.0,128.0,0.0,32.0,96.0,14.38703371,49.612966,320.0,320.0,32.0,128.0
2022-01-03 13:00:00,96.0,64.0,128.0,0.0,32.0,96.0,14.21448654,49.785513,320.0,320.0,32.0,128.0
2022-01-03 14:00:00,96.0,64.0,128.0,0.0,32.0,96.0,20.55542811,43.444572,320.0,320.0,32.0,128.0
2022-01-03 15:00:00,96.0,64.0,128.0,0.0,32.0,96.0,32.35076347,31.649237,320.0,320.0,32.0,128.0
2022-01-03 16:00:00,96.0,64.0,128.0,0.0,32.0,96.0,36.14735747,27.852643,320.0,320.0,32.0,128.0
2022-01-03 17:00:00,96.0,64.0,128.0,0.0,32.0,96.0,44.22272358,19.777276,320.0,320.0,32.0,128.0
2022-01-03 18:00:00,96.0,64.0,128.0,0.0,32.0,96.0,45.61471396,18.385286,320.0,320.0,32.0,128.0
2022-01-03 19:00:00,96.0,64.0,128.0,0.0,32.0,96.0,44.60216512,19.397835,320.0,320.0,32.0,128.0
2022-01-03 20:00:00,96.0,64.0,128.0,0.0,32.0,96.0,30.49109801,33.508902,320.0,320.0,32.0,128.0
2022-01-03 21:00:00,96.0,64.0,128.0,0.0,32.0,96.0,21.18384434,42.816156,320.0,320.0,32.0,128.0
2022-01-03 22:00:00,96.0,64.0,128.0,0.0,32.0,96.0,10.3391762,53.660824,320.0,320.0,32.0,128.0
2022-01-03 23:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.884162736,59.115837,320.0,320.0,32.0,128.0
2022-01-04 00:00:00,96.0,64.0,128.0,0.0,32.0,96.0,3.229919021,60.770081,320.0,320.0,32.0,128.0
2022-01-04 01:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.030616082,59.969384,320.0,320.0,32.0,128.0
2022-01-04 02:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.154193018,59.845807,320.0,320.0,32.0,128.0
2022-01-04 03:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.294767331,59.705233,320.0,320.0,32.0,128.0
2022-01-04 04:00:00,96.0,64.0,128.0,0.0,32.0,96.0,5.27561993,58.72438,320.0,320.0,32.0,128.0
2022-01-04 05:00:00,96.0,64.0,128.0,0.0,32.0,96.0,7.094882308,56.905118,320.0,320.0,32.0,128.0
2022-01-04 06:00:00,96.0,64.0,128.0,0.0,32.0,96.0,11.53773301,52.462267,320.0,320.0,32.0,128.0
2022-01-04 07:00:00,96.0,64.0,128.0,0.0,32.0,96.0,35.98606844,28.013932,320.0,320.0,32.0,128.0
2022-01-04 08:00:00,96.0,64.0,128.0,0.0,32.0,96.0,42.95224278,21.047757,320.0,320.0,32.0,128.0
2022-01-04 09:00:00,96.0,64.0,128.0,0.0,32.0,96.0,37.43688703,26.563113,320.0,320.0,32.0,128.0
2022-01-04 10:00:00,96.0,64.0,128.0,0.0,32.0,96.0,17.01477515,46.985225,320.0,320.0,32.0,128.0
2022-01-04 11:00:00,96.0,64.0,128.0,0.0,32.0,96.0,17.00958203,46.990418,320.0,320.0,32.0,128.0
2022-01-04 12:00:00,96.0,64.0,128.0,0.0,32.0,96.0,28.16166727,35.838333,320.0,320.0,32.0,128.0
2022-01-04 13:00:00,96.0,64.0,128.0,0.0,32.0,96.0,31.93207772,32.067922,320.0,320.0,32.0,128.0
2022-01-04 14:00:00,96.0,64.0,128.0,0.0,32.0,96.0,31.85446665,32.145533,320.0,320.0,32.0,128.0
2022-01-04 15:00:00,96.0,64.0,128.0,0.0,32.0,96.0,30.95060458,33.049395,320.0,320.0,32.0,128.0
2022-01-04 16:00:00,96.0,64.0,128.0,0.0,32.0,96.0,36.26259185,27.737408,320.0,320.0,32.0,128.0
2022-01-04 17:00:00,96.0,64.0,128.0,0.0,32.0,96.0,31.61983996,32.38016,320.0,320.0,32.0,128.0
2022-01-04 18:00:00,96.0,64.0,128.0,0.0,32.0,96.0,36.85101472,27.148985,320.0,320.0,32.0,128.0
2022-01-04 19:00:00,96.0,64.0,128.0,0.0,32.0,96.0,36.84067885,27.159321,320.0,320.0,32.0,128.0
2022-01-04 20:00:00,96.0,64.0,128.0,0.0,32.0,96.0,34.04702322,29.952977,320.0,320.0,32.0,128.0
2022-01-04 21:00:00,96.0,64.0,128.0,0.0,32.0,96.0,21.21051479,42.789485,320.0,320.0,32.0,128.0
2022-01-04 22:00:00,96.0,64.0,128.0,0.0,32.0,96.0,7.806883426,56.193117,320.0,320.0,32.0,128.0
2022-01-04 23:00:00,96.0,64.0,128.0,0.0,32.0,96.0,6.491641301,57.508359,320.0,320.0,32.0,128.0
2022-01-05 00:00:00,96.0,64.0,128.0,0.0,32.0,96.0,2.957257944,61.042742,320.0,320.0,32.0,128.0
2022-01-05 01:00:00,96.0,64.0,128.0,0.0,32.0,96.0,3.334462018,60.665538,320.0,320.0,32.0,128.0
2022-01-05 02:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.685356591,59.314643,320.0,320.0,32.0,128.0
2022-01-05 03:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.700483154,59.299517,320.0,320.0,32.0,128.0
2022-01-05 04:00:00,96.0,64.0,128.0,0.0,32.0,96.0,5.742748612,58.257251,320.0,320.0,32.0,128.0
2022-01-05 05:00:00,96.0,64.0,128.0,0.0,32.0,96.0,9.297192598,54.702807,320.0,320.0,32.0,128.0
2022-01-05 06:00:00,96.0,64.0,128.0,0.0,32.0,96.0,15.32866736,48.671333,320.0,320.0,32.0,128.0
2022-01-05 07:00:00,96.0,64.0,128.0,0.0,32.0,96.0,33.28715267,30.712847,320.0,320.0,32.0,128.0
2022-01-05 08:00:00,96.0,64.0,128.0,0.0,32.0,96.0,43.23018135,20.769819,320.0,320.0,32.0,128.0
2022-01-05 09:00:00,96.0,64.0,128.0,0.0,32.0,96.0,41.28906907,22.710931,320.0,320.0,32.0,128.0
2022-01-05 10:00:00,96.0,64.0,128.0,0.0,32.0,96.0,33.04948848,30.950512,320.0,320.0,32.0,128.0
2022-01-05 11:00:00,96.0,64.0,128.0,0.0,32.0,96.0,29.29252799,34.707472,320.0,320.0,32.0,128.0
2022-01-05 12:00:00,96.0,64.0,128.0,0.0,32.0,96.0,30.05121504,33.948785,320.0,320.0,32.0,128.0
2022-01-05 13:00:00,96.0,64.0,128.0,0.0,32.0,96.0,30.4933106,33.506689,320.0,320.0,32.0,128.0
2022-01-05 14:00:00,96.0,64.0,128.0,0.0,32.0,96.0,28.8638578,35.136142,320.0,320.0,32.0,128.0
2022-01-05 15:00:00,96.0,64.0,128.0,0.0,32.0,96.0,18.51434911,45.485651,320.0,320.0,32.0,128.0
2022-01-05 16:00:00,96.0,64.0,128.0,0.0,32.0,96.0,17.31441736,46.685583,320.0,320.0,32.0,128.0
2022-01-05 17:00:00,96.0,64.0,128.0,0.0,32.0,96.0,24.17680315,39.823197,320.0,320.0,32.0,128.0
2022-01-05 18:00:00,96.0,64.0,128.0,0.0,32.0,96.0,35.34037396,28.659626,320.0,320.0,32.0,128.0
2022-01-05 19:00:00,96.0,64.0,128.0,0.0,32.0,96.0,35.76492236,28.235078,320.0,320.0,32.0,128.0
2022-01-05 20:00:00,96.0,64.0,128.0,0.0,32.0,96.0,31.81855191,32.181448,320.0,320.0,32.0,128.0
2022-01-05 21:00:00,96.0,64.0,128.0,0.0,32.0,96.0,20.74032162,43.259678,320.0,320.0,32.0,128.0
2022-01-05 22:00:00,96.0,64.0,128.0,0.0,32.0,96.0,8.736336783,55.263663,320.0,320.0,32.0,128.0
2022-01-05 23:00:00,96.0,64.0,128.0,0.0,32.0,96.0,3.857931202,60.142069,320.0,320.0,32.0,128.0
2022-01-06 00:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.358254972,59.641745,320.0,320.0,32.0,128.0
2022-01-06 01:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.613068487,59.386932,320.0,320.0,32.0,128.0
2022-01-06 02:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.857529361,59.142471,320.0,320.0,32.0,128.0
2022-01-06 03:00:00,96.0,64.0,128.0,0.0,32.0,96.0,5.469494821,58.530505,320.0,320.0,32.0,128.0
2022-01-06 04:00:00,96.0,64.0,128.0,0.0,32.0,96.0,5.668193834,58.331806,320.0,320.0,32.0,128.0
2022-01-06 05:00:00,96.0,64.0,128.0,0.0,32.0,96.0,15.77948807,48.220512,320.0,320.0,32.0,128.0
2022-01-06 06:00:00,96.0,64.0,128.0,0.0,32.0,96.0,17.31019022,46.68981,320.0,320.0,32.0,128.0
2022-01-06 07:00:00,96.0,64.0,128.0,0.0,32.0,96.0,32.87141226,31.128588,320.0,320.0,32.0,128.0
2022-01-06 08:00:00,96.0,64.0,128.0,0.0,32.0,96.0,34.74223152,29.257768,320.0,320.0,32.0,128.0
2022-01-06 09:00:00,96.0,64.0,128.0,0.0,32.0,96.0,35.03132634,28.968674,320.0,320.0,32.0,128.0
2022-01-06 10:00:00,96.0,64.0,128.0,0.0,32.0,96.0,28.02483425,35.975166,320.0,320.0,32.0,128.0
2022-01-06 11:00:00,96.0,64.0,128.0,0.0,32.0,96.0,25.0887212,38.911279,320.0,320.0,32.0,128.0
2022-01-06 12:00:00,96.0,64.0,128.0,0.0,32.0,96.0,24.34353865,39.656461,320.0,320.0,32.0,128.0
2022-01-06 13:00:00,96.0,64.0,128.0,0.0,32.0,96.0,24.00839743,39.991603,320.0,320.0,32.0,128.0
2022-01-06 14:00:00,96.0,64.0,128.0,0.0,32.0,96.0,21.21101593,42.788984,320.0,320.0,32.0,128.0
2022-01-06 15:00:00,96.0,64.0,128.0,0.0,32.0,96.0,33.76450312,30.235497,320.0,320.0,32.0,128.0
2022-01-06 16:00:00,96.0,64.0,128.0,0.0,32.0,96.0,36.03705547,27.962945,320.0,320.0,32.0,128.0
2022-01-06 17:00:00,96.0,64.0,128.0,0.0,32.0,96.0,36.74949969,27.2505,320.0,320.0,32.0,128.0
2022-01-06 18:00:00,96.0,64.0,128.0,0.0,32.0,96.0,28.80072168,35.199278,320.0,320.0,32.0,128.0
2022-01-06 19:00:00,96.0,64.0,128.0,0.0,32.0,96.0,25.55480724,38.445193,320.0,320.0,32.0,128.0
2022-01-06 20:00:00,96.0,64.0,128.0,0.0,32.0,96.0,22.72407045,41.27593,320.0,320.0,32.0,128.0
2022-01-06 21:00:00,96.0,64.0,128.0,0.0,32.0,96.0,19.69732019,44.30268,320.0,320.0,32.0,128.0
2022-01-06 22:00:00,96.0,64.0,128.0,0.0,32.0,96.0,10.66958481,53.330415,320.0,320.0,32.0,128.0
2022-01-06 23:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.95162603,59.048374,320.0,320.0,32.0,128.0
2022-01-07 00:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.256483767,59.743516,320.0,320.0,32.0,128.0
2022-01-07 01:00:00,96.0,64.0,128.0,0.0,32.0,96.0,4.78683967,59.21316,320.0,320.0,32.0,128.0
2022-01-07 02:00:00,96.0,64.0,128.0,0.0,32.0,96.0,5.171925745,58.828074,320.0,320.0,32.0,128.0
2022-01-07 03:00:00,96.0,64.0,128.0,0.0,32.0,96.0,5.478543658,58.521456,320.0,320.0,32.0,128.0
2022-01-07 04:00:00,96.0,64.0,128.0,0.0,32.0,96.0,6.770319473,57.229681,320.0,320.0,32.0,128.0
2022-01-07 05:00:00,96.0,64.0,128.0,0.0,32.0,96.0,7.390307967,56.609692,320.0,320.0,32.0,128.0
2022-01-07 06:00:00,96.0,64.0,128.0,0.0,32.0,96.0,12.13401378,51.865986,320.0,320.0,32.0,128.0
2022-01-07 07:00:00,96.0,64.0,128.0,0.0,32.0,96.0,20.56306735,43.436933,320.0,320.0,32.0,128.0
2022-01-07 08:00:00,96.0,64.0,128.0,0.0,32.0,96.0,21.51934389,42.480656,320.0,320.0,32.0,128.0
2022-01-07 09:00:00,96.0,64.0,128.0,0.0,32.0,96.0,28.02656302,35.973437,320.0,320.0,32.0,128.0
2022-01-07 10:00:00,96.0,64.0,128.0,0.0,32.0,96.0,33.17072822,30.829272,320.0,320.0,32.0,128.0
2022-01-07 11:00:00,96.0,64.0,128.0,0.0,32.0,96.0,32.8536523,31.146348,320.0,320.0,32.0,128.0
2022-01-07 12:00:00,96.0,64.0,128.0,0.0,32.0,96.0,35.32438209,28.675618,320.0,320.0,32.0,128.0
2022-01-07 13:00:00,96.0,64.0,128.0,0.0,32.0,96.0,34.74095859,29.259041,320.0,320.0,32.0,128.0
2022-01-07 14:00:00,96.0,64.0,128.0,0.0,32.0,96.0,22.05163261,41.948367,320.0,320.0,32.0,128.0
2022-01-07 15:00:00,96.0,64.0,128.0,0.0,32.0,96.0,34.25555906,29.744441,320.0,320.0,32.0,128.0
2022-01-07 16:00:00,96.0,64.0,128.0,0.0,32.0,96.0,30.21916016,33.78084,320.0,320.0,32.0,128.0
2022-01-07 17:00:00,96.0,64.0,128.0,0.0,32.0,96.0,26.13804315,37.861957,320.0,320.0,32.0,128.0
2022-01-07 18:00:00,96.0,64.0,128.0,0.0,32.0,96.0,44.56788316,19.432117,320.0,320.0,32.0,128.0
2022-01-07 19:00:00,96.0,64.0,128.0,0.0,32.0,96.0,44.04943371,19.950566,320.0,320.0,32.0,128.0
2022-01-07 20:00:00,96.0,64.0,128.0,0.0,32.0,96.0,24.79385953,39.20614,320.0,320.0,32.0,128.0
2022-01-07 21:00:00,96.0,64.0,128.0,0.0,32.0,96.0,15.36895721,48.631043,320.0,320.0,32.0,128.0
2022-01-07 22:00:00,96.0,64.0,128.0,0.0,32.0,96.0,8.639578268,55.360422,320.0,320.0,32.0,128.0
2022-01-07 23:00:00,96.0,64.0,128.0,0.0,32.0,96.0,5.340552858,58.659447,320.0,320.0,32.0,128.0
2022-01-08 00:00:00,,,,,,,,,,,,
