air-temperature-profile;ghi-profile;wind-speed-profile;surface-roughness-profile;electricity-load-profile;drinking-water-demand;timeindex;cf-aware-profile
11.916772460900006;0.0;10.3911379965136;0.5929519534;19.7173;0.0;2022-01-01T00:00:00Z;1.381359511227488
11.719384765600012;0.0;10.348953314618456;0.5930389762;30.56695;0.0;2022-01-01T01:00:00Z;5.921145499258579
11.753442382800015;0.0;10.26849453665063;0.5930828452;33.133716666666665;0.0;2022-01-01T02:00:00Z;6.928454578659709
11.915399169900011;0.0;10.405707502344372;0.5930709243;34.6501;0.0;2022-01-01T03:00:00Z;4.698657210647976
11.878625488300033;0.0;9.90513308981932;0.5930085778;32.31705;0.0;2022-01-01T04:00:00Z;8.000439794643071
11.828210449200014;0.0;9.30728036664778;0.5929085016;35.00065;0.0;2022-01-01T05:00:00Z;3.455354516596647
11.82396850590004;0.0;9.59395895396608;0.5929011106;60.03415;0.0;2022-01-01T06:00:00Z;3.172159038941431
11.750115966800024;0.0;9.231578589871116;0.5928329229;53.633833333333335;20.119;2022-01-01T07:00:00Z;3.8566032360018156
11.754327392600032;1.12;9.006269083372489;0.5927506685;68.3335;5.119;2022-01-01T08:00:00Z;2.9697960887045594
11.95803222660004;9.333333333333334;8.949609421028628;0.592792213;41.50076666666666;0.1199999999999999;2022-01-01T09:00:00Z;7.518226298829843
12.007958984400034;18.666666666666668;8.643612167063978;0.5927274823;66.00006666666667;0.0;2022-01-01T10:00:00Z;2.2854075352777534
12.279931640600012;40.71111111111111;8.067187737552658;0.5921645164;70.0;0.0;2022-01-01T11:00:00Z;9.784312518952841
12.43065795900003;35.44888888888889;7.745037279897227;0.5916621685;69.83415;0.0;2022-01-01T12:00:00Z;1.7838931146097927
12.458215332000009;34.11555555555555;7.333461724431224;0.5912414193;47.00138333333334;0.0;2022-01-01T13:00:00Z;3.5457591584535137
12.356652832000009;28.07111111111111;6.665416849528622;0.5910419822;25.00175;0.0;2022-01-01T14:00:00Z;8.894938996358377
12.09859619140002;8.017777777777777;6.554176392680022;0.5909538865;33.00161666666666;0.0;2022-01-01T15:00:00Z;9.119878727897108
11.768640136700014;0.0;6.12053313624237;0.5909841657;234.83435;0.0;2022-01-01T16:00:00Z;2.623942996432791
11.603051757800015;0.0;6.167652333756229;0.5911079645;50.33521666666666;0.0;2022-01-01T17:00:00Z;1.1705726853122398
11.351037597700042;0.0;6.3204834442744415;0.5911837816;84.81773333333332;0.0;2022-01-01T18:00:00Z;6.178009604833905
11.336083984400034;0.0;6.605916713209549;0.5912643671;85.1006;0.0;2022-01-01T19:00:00Z;7.265580453453672
11.295373535200042;0.0;6.867122843521285;0.5913069844;37.00173333333333;0.0;2022-01-01T20:00:00Z;3.7775680896712895
11.02337036130001;0.0;6.452527388718955;0.5913401246;26.3181;0.0;2022-01-01T21:00:00Z;9.465224747757553
10.53029785160004;0.0;7.648369429358366;0.5908572674;43.985716666666654;0.0;2022-01-01T22:00:00Z;6.220712099451248
9.799462890600012;0.0;8.017009400554109;0.5908254385;799.7181;0.0;2022-01-01T23:00:00Z;3.696109514739799
9.097741699200014;0.0;7.802890474201005;0.5909847021;21.5834;0.0;2022-01-02T00:00:00Z;1.969401447578403
8.595483398400006;0.0;7.565965058743703;0.5911451578;35.11685;0.0;2022-01-02T01:00:00Z;8.999251253992561
8.216577148400006;0.0;8.294583276642415;0.5913117528;32.316716666666665;0.0;2022-01-02T02:00:00Z;1.227307173139228
8.120294189500044;0.0;8.628477663937232;0.5914671421;34.18333333333334;0.0;2022-01-02T03:00:00Z;7.105280000660188
8.140161132800017;0.0;8.573917621339225;0.5917115211;33.1335;0.0;2022-01-02T04:00:00Z;7.170665612019315
8.02633056640002;0.0;8.152518333134962;0.5919288397;31.9671;0.0;2022-01-02T05:00:00Z;6.62764338034189
7.984094238300031;0.0;7.996782208576768;0.5921058059;27.65108333333333;0.0;2022-01-02T06:00:00Z;4.844740304332452
8.177301025400027;0.0;8.422778997929058;0.5922163129;0.00105;5.119;2022-01-02T07:00:00Z;3.1554672106921404
8.634423828100012;6.453333333333333;8.887698038724396;0.5922753811;29.66751666666667;0.1199999999999999;2022-01-02T08:00:00Z;7.432806157732317
9.42894897460002;30.044444444444444;9.001868714992826;0.5929013491;58.0002;20.119;2022-01-02T09:00:00Z;1.1895736193164703
10.653588867200028;60.94222222222222;9.735337574267286;0.5930321813;70.0;0.0;2022-01-02T10:00:00Z;3.4641699411007276
10.981896972700042;80.17777777777778;7.981630836910288;0.5928847194;70.00013333333334;0.0;2022-01-02T11:00:00Z;3.965058916236016
10.664147949200014;63.715555555555554;6.560303943301833;0.5929995775;66.83465;0.0;2022-01-02T12:00:00Z;8.466419591725103
10.383447265600012;53.333333333333336;9.979891458557178;0.5930726528;58.00203333333334;0.0;2022-01-02T13:00:00Z;2.758447922909102
10.414575195300015;36.23111111111111;11.317109218399354;0.5929086208;59.00201666666666;0.0;2022-01-02T14:00:00Z;4.139387750809789
10.361444091800024;4.266666666666667;11.385404066866954;0.5923120379;4.3359000000000005;0.0;2022-01-02T15:00:00Z;4.405353191895297
10.673303222700042;0.0;11.997830281340038;0.5915706754;179.66766666666666;0.0;2022-01-02T16:00:00Z;6.956632488482995
11.025872802700007;0.0;11.45202877765149;0.5907495022;503.3339;0.0;2022-01-02T17:00:00Z;1.937087886001042
11.15526733400003;0.0;11.894325213724215;0.5897904634;86.91684999999998;0.0;2022-01-02T18:00:00Z;1.1095104059903633
11.447778320300015;0.0;11.976161179491797;0.5889035463;89.36669999999998;0.0;2022-01-02T19:00:00Z;7.264389467645659
