timeindex,ghi,t_air,t_dp,e,tp,windspeed
2022-02-16T22:00:00Z,0.0,21.722351,-3.3664246,-0.008788804,4.656613e-07,4.7942634
2022-02-16T23:00:00Z,0.0,21.0419,-3.2661438,-0.008582195,4.656613e-07,4.671804
2022-02-17T00:00:00Z,0.0,20.251373,-3.347229,-0.009012641,4.656613e-07,4.6196
2022-02-17T01:00:00Z,0.0,19.694763,-3.1400452,-0.009408629,4.656613e-07,4.604492
2022-02-17T02:00:00Z,0.0,18.796173,-3.7004395,-0.0101403855,4.656613e-07,4.942745
2022-02-17T03:00:00Z,0.0,17.67453,-2.5796509,-0.011285359,4.656613e-07,5.006921
2022-02-17T04:00:00Z,0.0,17.452972,-1.9307861,-0.011491967,4.656613e-07,5.0671544
2022-02-17T05:00:00Z,0.0,16.787323,-1.4832153,-0.012344244,4.656613e-07,5.373217
2022-02-17T06:00:00Z,0.0,16.49173,-1.0783997,-0.013110403,4.656613e-07,5.408599
2022-02-17T07:00:00Z,5.349653,16.16803,-0.7923279,-0.012120407,4.656613e-07,4.8815346
2022-02-17T08:00:00Z,133.79062,18.396973,-1.6048889,-0.010880729,4.656613e-07,4.3715196
2022-02-17T09:00:00Z,367.82983,19.610382,-2.1527405,-0.0110873375,4.656613e-07,5.4527698
2022-02-17T10:00:00Z,597.0281,24.065277,-1.3785095,-0.013136247,4.656613e-07,6.295114
2022-02-17T11:00:00Z,777.6364,25.137085,-2.1247253,-0.013626937,4.656613e-07,5.975695
2022-02-17T12:00:00Z,883.9895,26.413147,-2.7853699,-0.012387289,4.656613e-07,5.52307
2022-02-17T13:00:00Z,910.6722,27.571777,-3.3767395,-0.011311174,4.656613e-07,5.483034
2022-02-17T14:00:00Z,862.98474,29.934448,-3.0323792,-0.010932388,4.656613e-07,5.5651083
2022-02-17T15:00:00Z,754.9742,30.689941,-3.45932,-0.010476127,4.656613e-07,5.435841
2022-02-17T16:00:00Z,571.609,30.739777,-3.8796082,-0.009331154,4.656613e-07,5.1298103
2022-02-17T17:00:00Z,337.99646,29.15036,-3.0412292,-0.007996801,4.656613e-07,4.9771867
2022-02-17T18:00:00Z,107.27209,28.960388,-2.7175293,-0.0058618025,4.656613e-07,4.0131826
2022-02-17T19:00:00Z,1.7722917,27.926086,-2.8657532,-0.0050525703,4.656613e-07,4.0824604
2022-02-17T20:00:00Z,0.0,25.532349,-2.5147705,-0.005216134,4.656613e-07,4.311921
2022-02-17T21:00:00Z,0.0,24.57257,-2.633484,-0.0061545,4.656613e-07,4.346463
2022-02-17T22:00:00Z,0.0,22.908142,-2.5228882,-0.006722694,4.656613e-07,4.619529
2022-02-17T23:00:00Z,0.0,22.24591,-2.5339355,-0.007824623,4.656613e-07,4.6345477
2022-02-18T00:00:00Z,0.0,21.343872,-2.5759583,-0.008289498,4.656613e-07,4.3012824
2022-02-18T01:00:00Z,0.0,20.606659,-2.5803833,-0.0078848675,4.656613e-07,3.967215
2022-02-18T02:00:00Z,0.0,19.071503,-2.9372864,-0.007824623,4.656613e-07,3.7819223
2022-02-18T03:00:00Z,0.0,18.583984,-2.9387512,-0.008082891,4.656613e-07,3.69746
2022-02-18T04:00:00Z,0.0,18.134949,-2.8797607,-0.008375588,4.656613e-07,3.5829337
2022-02-18T05:00:00Z,0.0,16.63977,-2.4926453,-0.008478877,4.656613e-07,3.438615
2022-02-18T06:00:00Z,0.0,16.278564,-2.4734802,-0.008969597,4.656613e-07,3.60495
2022-02-18T07:00:00Z,5.612222,16.041199,-2.4638977,-0.009288109,4.656613e-07,3.6376417
2022-02-18T08:00:00Z,134.28291,19.32071,-3.7225647,-0.008883508,4.656613e-07,3.1978168
2022-02-18T09:00:00Z,368.1252,20.453186,-4.1893005,-0.0072392286,4.656613e-07,3.216519
2022-02-18T10:00:00Z,590.75946,25.97348,-2.9203186,-0.0061286846,4.656613e-07,3.4684525
2022-02-18T11:00:00Z,769.38214,27.399078,-3.0523071,-0.006774353,4.656613e-07,3.9856465
2022-02-18T12:00:00Z,879.1157,28.795074,-3.171753,-0.0075749704,4.656613e-07,3.8485851
2022-02-18T13:00:00Z,897.1339,29.793335,-3.5736084,-0.0067485087,4.656613e-07,3.299748
2022-02-18T14:00:00Z,829.9022,31.823883,-4.052887,-0.0061631147,4.656613e-07,3.3796735
2022-02-18T15:00:00Z,731.80334,32.523132,-4.591156,-0.0063094776,4.656613e-07,3.9143689
2022-02-18T16:00:00Z,567.5558,32.610962,-4.7976074,-0.0063955374,4.656613e-07,4.3530006
2022-02-18T17:00:00Z,337.17596,30.927277,-3.495453,-0.006180344,4.656613e-07,4.45966
2022-02-18T18:00:00Z,107.97771,30.410645,-3.562561,-0.0048373477,4.656613e-07,3.7032158
2022-02-18T19:00:00Z,1.9035764,29.140991,-3.8095703,-0.0046393545,4.656613e-07,4.092912
2022-02-18T20:00:00Z,0.0,26.946075,-3.2853088,-0.0055088312,4.656613e-07,4.557197
2022-02-18T21:00:00Z,0.0,25.779572,-3.0663147,-0.006998162,4.656613e-07,4.5752625
2022-02-18T22:00:00Z,0.0,23.515594,-3.6141663,-0.006894872,4.656613e-07,4.4530044
2022-02-18T23:00:00Z,0.0,22.59085,-3.583191,-0.006111455,4.656613e-07,4.0478587
2022-02-19T00:00:00Z,0.0,21.907898,-3.4430847,-0.0057068537,4.656613e-07,3.796187
2022-02-19T01:00:00Z,0.0,21.266418,-3.2440186,-0.0054744016,4.656613e-07,3.6806133
2022-02-19T02:00:00Z,0.0,19.681427,-3.371582,-0.005500246,4.656613e-07,3.5829506
2022-02-19T03:00:00Z,0.0,19.079407,-3.4475098,-0.005999551,4.656613e-07,3.467487
2022-02-19T04:00:00Z,0.0,18.93039,-3.2506409,-0.006800168,4.656613e-07,3.5467153
2022-02-19T05:00:00Z,0.0,18.25534,-3.6871643,-0.008065661,4.656613e-07,3.7565687
2022-02-19T06:00:00Z,0.0,18.032806,-3.6901245,-0.009331154,4.656613e-07,3.90868
2022-02-19T07:00:00Z,6.0060763,17.803345,-3.7033691,-0.009976822,4.656613e-07,3.940314
2022-02-19T08:00:00Z,135.0542,21.06015,-4.9458313,-0.009546377,4.656613e-07,3.7641692
2022-02-19T09:00:00Z,369.2411,22.29477,-5.641876,-0.009279494,4.656613e-07,4.290695
2022-02-19T10:00:00Z,596.7819,27.04181,-4.9635315,-0.009598035,4.656613e-07,4.5671496
2022-02-19T11:00:00Z,780.0487,28.380554,-5.2953186,-0.010149,4.656613e-07,4.936337
2022-02-19T12:00:00Z,889.8315,29.565857,-5.818115,-0.010949617,4.656613e-07,5.139269
2022-02-19T13:00:00Z,925.81854,30.368195,-6.347534,-0.011190656,4.656613e-07,4.8818483
2022-02-19T14:00:00Z,877.885,32.673615,-6.560608,-0.010157586,4.656613e-07,4.313752
2022-02-19T15:00:00Z,750.5271,32.95984,-6.9912415,-0.008633826,4.656613e-07,3.903656
2022-02-19T16:00:00Z,564.1917,33.057037,-7.124695,-0.0071961842,4.656613e-07,3.6814907
2022-02-19T17:00:00Z,332.1217,32.058777,-6.48172,-0.0060425955,4.656613e-07,3.7176087
2022-02-19T18:00:00Z,108.19104,31.261353,-5.3041687,-0.004165864,4.656613e-07,3.287134
2022-02-19T19:00:00Z,2.05125,29.87967,-5.343994,-0.0040539596,4.656613e-07,3.8196723
2022-02-19T20:00:00Z,0.0,27.252014,-3.4298096,-0.0043380423,4.656613e-07,4.081476
2022-02-19T21:00:00Z,0.0,26.44571,-3.5116577,-0.0052075484,4.656613e-07,4.118155
2022-02-19T22:00:00Z,0.0,24.568115,-4.5063477,-0.005698239,4.656613e-07,4.3684177
2022-02-19T23:00:00Z,0.0,23.957703,-4.209198,-0.006507471,4.656613e-07,4.415086
2022-02-20T00:00:00Z,0.0,23.402588,-3.905426,-0.007041206,4.656613e-07,4.2689505
2022-02-20T01:00:00Z,0.0,22.945648,-3.5890808,-0.0071961842,4.656613e-07,4.140036
2022-02-20T02:00:00Z,0.0,22.397919,-4.3087463,-0.007024006,4.656613e-07,4.06564
2022-02-20T03:00:00Z,0.0,22.053467,-4.082367,-0.007049821,4.656613e-07,4.1704087
2022-02-20T04:00:00Z,0.0,21.795898,-3.7608948,-0.0076610595,4.656613e-07,4.3359227
2022-02-20T05:00:00Z,0.0,19.852661,-2.1158752,-0.008366973,4.656613e-07,4.275519
2022-02-20T06:00:00Z,0.0,19.483551,-1.8946533,-0.008401403,4.656613e-07,4.264348
2022-02-20T07:00:00Z,6.3014584,19.354279,-1.5348206,-0.009580806,4.656613e-07,4.542763
2022-02-20T08:00:00Z,138.2377,23.470184,-2.9033508,-0.009985408,4.656613e-07,4.7618012
2022-02-20T09:00:00Z,372.99896,25.099579,-3.8906555,-0.010433083,4.656613e-07,5.8251243
2022-02-20T10:00:00Z,602.2793,30.828094,-5.725189,-0.013471989,4.656613e-07,6.858633
2022-02-20T11:00:00Z,784.8568,32.279846,-6.5134277,-0.016020203,4.656613e-07,7.6319704
2022-02-20T12:00:00Z,899.89075,33.65857,-6.9779663,-0.016881065,4.656613e-07,7.5934234
2022-02-20T13:00:00Z,936.124,34.839905,-7.330414,-0.016295671,4.656613e-07,7.3326
2022-02-20T14:00:00Z,889.96277,36.442657,-6.4544373,-0.014625577,4.656613e-07,6.655514
2022-02-20T15:00:00Z,765.4766,37.239075,-5.628601,-0.011939613,4.656613e-07,5.9449186
2022-02-20T16:00:00Z,575.0387,37.321503,-5.3941345,-0.009012641,4.656613e-07,5.3843284
2022-02-20T17:00:00Z,341.62305,36.082428,-2.842163,-0.006533286,4.656613e-07,4.572901
2022-02-20T18:00:00Z,111.21049,34.506317,-3.0449219,-0.0036837882,4.656613e-07,3.4016902
2022-02-20T19:00:00Z,2.166111,32.794037,-3.249176,-0.0032791577,4.656613e-07,3.5354333
2022-02-20T20:00:00Z,0.0,29.391663,-1.3711243,-0.00300369,4.656613e-07,3.721239
2022-02-20T21:00:00Z,0.0,28.384003,-1.7029419,-0.0036407437,4.656613e-07,3.973988
2022-02-20T22:00:00Z,0.0,26.32434,0.085876465,-0.0044155167,4.656613e-07,4.2734265
2022-02-20T23:00:00Z,0.0,25.552063,0.070373535,-0.0049406663,4.656613e-07,4.338098
2022-02-21T00:00:00Z,0.0,24.749207,0.16549683,-0.005465787,4.656613e-07,4.369268
2022-02-21T01:00:00Z,0.0,24.092926,0.28863525,-0.006077025,4.656613e-07,4.4423714
2022-02-21T02:00:00Z,0.0,22.910614,-2.4336548,-0.007049821,4.656613e-07,4.6272936
2022-02-21T03:00:00Z,0.0,22.302673,-2.3164368,-0.0083927885,4.656613e-07,4.788603
2022-02-21T04:00:00Z,0.0,22.048523,-2.288391,-0.009305338,4.656613e-07,4.7991195
2022-02-21T05:00:00Z,0.0,21.822052,-3.2926636,-0.0098476885,4.656613e-07,4.754067
2022-02-21T06:00:00Z,0.0,21.768738,-3.2521362,-0.010105956,4.656613e-07,4.612382
2022-02-21T07:00:00Z,6.7609377,21.599976,-3.2764587,-0.010544987,4.656613e-07,4.6421537
2022-02-21T08:00:00Z,141.71663,24.221222,-4.760742,-0.010424469,4.656613e-07,4.64466
2022-02-21T09:00:00Z,378.6276,25.628052,-5.961151,-0.010984047,4.656613e-07,5.586465
2022-02-21T10:00:00Z,608.8925,29.775055,-7.965271,-0.014031568,4.656613e-07,6.70746
2022-02-21T11:00:00Z,792.01154,31.355621,-9.137665,-0.016252626,4.656613e-07,7.2752733
2022-02-21T12:00:00Z,907.27527,32.55371,-10.311523,-0.017578393,4.656613e-07,7.4255443
2022-02-21T13:00:00Z,943.3772,33.32251,-10.774597,-0.017776387,4.656613e-07,7.2482285
2022-02-21T14:00:00Z,896.60876,34.65042,-10.200195,-0.016390376,4.656613e-07,6.752502
2022-02-21T15:00:00Z,771.5811,35.006195,-10.311523,-0.014608348,4.656613e-07,6.424152
2022-02-21T16:00:00Z,580.4376,34.958344,-10.669159,-0.013248151,4.656613e-07,6.163768
2022-02-21T17:00:00Z,345.80765,33.80316,-10.474487,-0.01184491,4.656613e-07,5.7538986
2022-02-21T18:00:00Z,113.27812,32.903076,-11.019379,-0.007996801,4.656613e-07,4.3865104
2022-02-21T19:00:00Z,2.3138194,31.669952,-11.477295,-0.0062147737,4.656613e-07,4.273561
2022-02-21T20:00:00Z,0.0,28.018372,-7.006714,-0.0060425955,4.656613e-07,4.375682
2022-02-21T21:00:00Z,0.0,27.091156,-7.0922546,-0.00662799,4.656613e-07,4.254101
2022-02-21T22:00:00Z,0.0,24.953033,-8.175415,-0.006447197,4.656613e-07,4.039127
2022-02-21T23:00:00Z,0.0,24.13684,-7.762512,-0.0062492033,4.656613e-07,3.9170697
2022-02-22T00:00:00Z,0.0,23.461792,-7.3518066,-0.006808783,4.656613e-07,4.031928
2022-02-22T01:00:00Z,0.0,22.961426,-6.9447937,-0.008229224,4.656613e-07,4.189963
2022-02-22T02:00:00Z,0.0,21.4169,-6.9927063,-0.010071497,4.656613e-07,4.540459
2022-02-22T03:00:00Z,0.0,20.748291,-7.2183533,-0.011328404,4.656613e-07,4.527624
2022-02-22T04:00:00Z,0.0,20.385101,-6.897583,-0.011440309,4.656613e-07,4.357336
2022-02-22T05:00:00Z,0.0,19.0271,-6.7825623,-0.010984047,4.656613e-07,4.2613425
2022-02-22T06:00:00Z,0.0,18.67279,-6.4979553,-0.010923773,4.656613e-07,4.2938166
2022-02-22T07:00:00Z,7.269618,18.44928,-6.1159973,-0.011345604,4.656613e-07,4.3334837
2022-02-22T08:00:00Z,146.45914,22.687561,-6.570221,-0.011138996,4.656613e-07,4.1470575
2022-02-22T09:00:00Z,387.47256,24.664825,-7.311981,-0.010355609,4.656613e-07,4.8390303
2022-02-22T10:00:00Z,620.6912,29.215485,-10.002594,-0.012559467,4.656613e-07,5.898527
2022-02-22T11:00:00Z,805.89435,30.780731,-11.086487,-0.01489243,4.656613e-07,6.6901965
2022-02-22T12:00:00Z,922.3232,31.962067,-11.960999,-0.016855251,4.656613e-07,7.0729713
2022-02-22T13:00:00Z,958.70416,32.785156,-12.626831,-0.017027428,4.656613e-07,6.8645554
2022-02-22T14:00:00Z,911.5419,34.435272,-13.723267,-0.015581143,4.656613e-07,6.3289633
2022-02-22T15:00:00Z,785.185,34.675568,-14.722382,-0.0139282495,4.656613e-07,5.8752794
2022-02-22T16:00:00Z,591.7441,34.70764,-15.129395,-0.012619711,4.656613e-07,5.7059464
2022-02-22T17:00:00Z,353.75006,33.311188,-11.348236,-0.011440309,4.656613e-07,5.365974
2022-02-22T18:00:00Z,116.80628,32.543365,-10.829163,-0.007506082,4.656613e-07,4.116836
2022-02-22T19:00:00Z,2.4779167,31.329468,-11.035614,-0.0061717294,4.656613e-07,4.263997
2022-02-22T20:00:00Z,0.0,27.929047,-5.360199,-0.006808783,4.656613e-07,4.643517
2022-02-22T21:00:00Z,0.0,27.12323,-5.48999,-0.008797418,4.656613e-07,4.930989
2022-02-22T22:00:00Z,0.0,25.036896,-6.283386,-0.009692711,4.656613e-07,4.801949
2022-02-22T23:00:00Z,0.0,24.299683,-6.245758,-0.009322539,4.656613e-07,4.536885
2022-02-23T00:00:00Z,0.0,23.481049,-6.2914734,-0.008435832,4.656613e-07,4.231411
2022-02-23T01:00:00Z,0.0,22.629822,-6.12265,-0.008074276,4.656613e-07,4.072449
2022-02-23T02:00:00Z,0.0,21.15982,-7.807495,-0.008229224,4.656613e-07,3.932775
2022-02-23T03:00:00Z,0.0,20.344147,-7.5442505,-0.00862524,4.656613e-07,3.77756
2022-02-23T04:00:00Z,0.0,19.62024,-7.009674,-0.009055657,4.656613e-07,3.6469362
2022-02-23T05:00:00Z,0.0,17.887238,-6.109375,-0.00920202,4.656613e-07,3.5197961
2022-02-23T06:00:00Z,0.0,17.506775,-5.2894287,-0.009468902,4.656613e-07,3.4241743
2022-02-23T07:00:00Z,7.8931947,17.286194,-4.7401123,-0.009064272,4.656613e-07,3.3506198
2022-02-23T08:00:00Z,151.85802,22.638702,-5.4191895,-0.008926552,4.656613e-07,2.998951
2022-02-23T09:00:00Z,397.00677,24.129944,-7.1947327,-0.0068776426,4.656613e-07,3.4178717
2022-02-23T10:00:00Z,632.83466,29.029938,-8.381866,-0.007497467,4.656613e-07,3.9452248
2022-02-23T11:00:00Z,819.33417,31.290955,-9.550598,-0.008780189,4.656613e-07,4.4389014
2022-02-23T12:00:00Z,935.9928,33.055084,-10.880768,-0.010346994,4.656613e-07,4.9527125
2022-02-23T13:00:00Z,971.60236,34.18509,-13.325104,-0.01226674,4.656613e-07,5.505429
2022-02-23T14:00:00Z,922.9304,35.21591,-14.499695,-0.013575278,4.656613e-07,5.618086
2022-02-23T15:00:00Z,794.2925,35.613647,-15.651428,-0.012869365,4.656613e-07,5.349222
2022-02-23T16:00:00Z,598.226,35.75821,-15.909515,-0.011018477,4.656613e-07,5.0003624
2022-02-23T17:00:00Z,357.65564,34.906525,-13.743164,-0.00871133,4.656613e-07,4.353309
2022-02-23T18:00:00Z,118.51292,33.716797,-14.216553,-0.004536065,4.656613e-07,3.349982
2022-02-23T19:00:00Z,2.5927777,28.994904,-17.416656,-0.0043638865,4.656613e-07,3.803589
2022-02-23T20:00:00Z,0.0,28.179718,-6.8268127,-0.0047426727,4.656613e-07,4.129445
2022-02-23T21:00:00Z,0.0,27.258942,-7.4565125,-0.0061717294,4.656613e-07,4.223092
2022-02-23T22:00:00Z,0.0,25.28955,-7.5914307,-0.0066452194,4.656613e-07,4.0640182
2022-02-23T23:00:00Z,0.0,24.389496,-7.740387,-0.005939277,4.656613e-07,3.7304168
2022-02-24T00:00:00Z,0.0,23.348297,-7.5427856,-0.004906236,4.656613e-07,3.4207473
2022-02-24T01:00:00Z,0.0,22.680145,-7.3038635,-0.004656584,4.656613e-07,3.2680929
2022-02-24T02:00:00Z,0.0,21.571869,-8.177643,-0.005285023,4.656613e-07,3.2062604
2022-02-24T03:00:00Z,0.0,20.58841,-9.210663,-0.0064213816,4.656613e-07,3.2023284
2022-02-24T04:00:00Z,0.0,20.323425,-8.521973,-0.007876253,4.656613e-07,3.2889302
2022-02-24T05:00:00Z,0.0,19.284698,-6.709564,-0.00865967,4.656613e-07,3.249025
2022-02-24T06:00:00Z,0.0,18.748291,-5.971466,-0.009141746,4.656613e-07,3.1737044
2022-02-24T07:00:00Z,8.188577,18.661469,-5.126465,-0.0077729635,4.656613e-07,3.1298366
2022-02-24T08:00:00Z,150.44673,23.122284,-6.913086,-0.0073425183,4.656613e-07,2.6512563
2022-02-24T09:00:00Z,391.5915,25.803741,-8.109802,-0.004656584,4.656613e-07,2.7717917
2022-02-24T10:00:00Z,623.89124,30.684021,-10.50766,-0.0050784145,4.656613e-07,3.0341978
2022-02-24T11:00:00Z,807.5682,33.157715,-11.646149,-0.0065591303,4.656613e-07,3.5612383
2022-02-24T12:00:00Z,922.19196,35.021973,-12.411499,-0.008280884,4.656613e-07,4.060698
2022-02-24T13:00:00Z,956.71857,36.20282,-13.097992,-0.009839074,4.656613e-07,4.44766
2022-02-24T14:00:00Z,908.145,37.299774,-11.780334,-0.010174816,4.656613e-07,4.4869304
2022-02-24T15:00:00Z,780.984,37.58548,-11.55249,-0.0095549915,4.656613e-07,4.4337807
2022-02-24T16:00:00Z,587.65796,37.625946,-10.925751,-0.008564966,4.656613e-07,4.4386725
2022-02-24T17:00:00Z,350.8291,36.733307,-9.487915,-0.0070325914,4.656613e-07,3.8744915
2022-02-24T18:00:00Z,116.33038,33.993134,-10.798187,-0.0040883897,4.656613e-07,2.928749
2022-02-24T19:00:00Z,2.6748264,32.095795,-10.082214,-0.0036407437,4.656613e-07,3.3567183
2022-02-24T20:00:00Z,0.0,30.2789,-7.534668,-0.0032619573,4.656613e-07,3.6920092
2022-02-24T21:00:00Z,0.0,29.288513,-7.6961365,-0.004294998,4.656613e-07,3.9312031
2022-02-24T22:00:00Z,0.0,27.721802,-7.5412903,-0.0052075484,4.656613e-07,3.9202783
2022-02-24T23:00:00Z,0.0,26.819763,-7.1431274,-0.005792943,4.656613e-07,3.9439955
2022-02-25T00:00:00Z,0.0,25.570831,-5.3233337,-0.0059565064,4.656613e-07,3.9019024
2022-02-25T01:00:00Z,0.0,24.741821,-4.8728333,-0.0059134616,4.656613e-07,3.752671
2022-02-25T02:00:00Z,0.0,23.601929,-4.4252625,-0.00612007,4.656613e-07,3.684777
2022-02-25T03:00:00Z,0.0,22.538544,-4.235016,-0.0071445247,4.656613e-07,3.7817662
2022-02-25T04:00:00Z,0.0,21.812164,-3.47995,-0.008272269,4.656613e-07,3.936428
2022-02-25T05:00:00Z,0.0,21.436646,-2.9859314,-0.00913316,4.656613e-07,4.0447564
2022-02-25T06:00:00Z,0.0,21.504242,-4.310974,-0.010080112,4.656613e-07,4.3082204
2022-02-25T07:00:00Z,8.549618,21.376953,-4.51593,-0.011156226,4.656613e-07,4.553417
2022-02-25T08:00:00Z,151.21802,25.615723,-4.179718,-0.011285359,4.656613e-07,4.501596
2022-02-25T09:00:00Z,391.34534,27.308777,-6.3379517,-0.011113182,4.656613e-07,5.400402
2022-02-25T10:00:00Z,622.5785,32.013397,-6.3688965,-0.014031568,4.656613e-07,6.3404756
2022-02-25T11:00:00Z,805.4349,33.968964,-6.1875305,-0.016114878,4.656613e-07,6.770848
2022-02-25T12:00:00Z,919.41864,35.524323,-6.3482666,-0.016691687,4.656613e-07,6.8789515
2022-02-25T13:00:00Z,953.69916,36.688385,-6.8946533,-0.016493665,4.656613e-07,6.6956687
2022-02-25T14:00:00Z,905.12555,38.176147,-7.3407288,-0.015064608,4.656613e-07,6.072863
2022-02-25T15:00:00Z,778.30914,38.45694,-7.072357,-0.012903795,4.656613e-07,5.749484
2022-02-25T16:00:00Z,585.6396,38.45102,-6.573883,-0.0110873375,4.656613e-07,5.5979047
2022-02-25T17:00:00Z,349.91013,36.872437,-3.9046936,-0.009382813,4.656613e-07,5.2648516
2022-02-25T18:00:00Z,116.609375,35.844086,-3.7431946,-0.005689624,4.656613e-07,4.001103
2022-02-25T19:00:00Z,2.7732985,33.55298,-4.3773193,-0.004811533,4.656613e-07,4.048922
2022-02-25T20:00:00Z,0.0,30.44223,-1.1455078,-0.004854577,4.656613e-07,4.3013296
2022-02-25T21:00:00Z,0.0,29.669952,-1.4485474,-0.006008166,4.656613e-07,4.4589305
2022-02-25T22:00:00Z,0.0,28.05243,-1.0710449,-0.0067829387,4.656613e-07,4.6610007
2022-02-25T23:00:00Z,0.0,27.2323,-1.1757507,-0.007273658,4.656613e-07,4.566921
2022-02-26T00:00:00Z,0.0,26.379608,-1.3490295,-0.0076524448,4.656613e-07,4.5198455
2022-02-26T01:00:00Z,0.0,25.576752,-1.3999023,-0.00820341,4.656613e-07,4.5575647
2022-02-26T02:00:00Z,0.0,24.3732,-3.5883484,-0.00913316,4.656613e-07,4.696956
2022-02-26T03:00:00Z,0.0,23.809692,-3.5352783,-0.0101403855,4.656613e-07,4.8117294
2022-02-26T04:00:00Z,0.0,23.40506,-3.6554565,-0.010966818,4.656613e-07,4.9814186
2022-02-26T05:00:00Z,0.0,22.762573,-4.5041504,-0.011887955,4.656613e-07,5.1275597
2022-02-26T06:00:00Z,0.0,22.52127,-4.6796265,-0.012783276,4.656613e-07,5.2475743
2022-02-26T07:00:00Z,9.009097,22.30069,-4.779175,-0.0140401535,4.656613e-07,5.3057075
2022-02-26T08:00:00Z,152.67851,26.134338,-7.298706,-0.013997109,4.656613e-07,5.2922635
2022-02-26T09:00:00Z,392.7238,27.50122,-8.80069,-0.0142209465,4.656613e-07,6.2142663
2022-02-26T10:00:00Z,624.2851,32.09085,-10.429504,-0.017561164,4.656613e-07,6.926637
2022-02-26T11:00:00Z,807.88,33.612183,-11.415344,-0.01895579,4.656613e-07,7.1167183
2022-02-26T12:00:00Z,922.7007,34.85965,-11.950653,-0.019067695,4.656613e-07,7.10184
2022-02-26T13:00:00Z,957.7852,35.765137,-11.725037,-0.018370396,4.656613e-07,6.6583834
2022-02-26T14:00:00Z,909.88446,37.006165,-9.9730835,-0.016442034,4.656613e-07,6.0487776
2022-02-26T15:00:00Z,783.265,37.230194,-10.430237,-0.014324265,4.656613e-07,5.6433735
2022-02-26T16:00:00Z,590.3656,37.18924,-10.509155,-0.01228397,4.656613e-07,5.4570575
2022-02-26T17:00:00Z,353.70084,35.87961,-8.887695,-0.010329764,4.656613e-07,5.158576
2022-02-26T18:00:00Z,118.52934,35.018036,-9.111847,-0.0063439077,4.656613e-07,3.897379
2022-02-26T19:00:00Z,2.920972,33.22531,-9.014526,-0.0052677933,4.656613e-07,3.89476
2022-02-26T20:00:00Z,0.0,29.148865,-4.08902,-0.004854577,4.656613e-07,3.9878592
2022-02-26T21:00:00Z,0.0,28.098297,-4.08902,-0.005569105,4.656613e-07,3.99879
2022-02-26T22:00:00Z,0.0,26.069702,-6.198578,-0.0060167513,4.656613e-07,3.91082
2022-02-26T23:00:00Z,0.0,25.276245,-6.186035,-0.006619375,4.656613e-07,3.9379008
2022-02-27T00:00:00Z,0.0,24.736877,-6.261261,-0.0075835558,4.656613e-07,3.9227815
2022-02-27T01:00:00Z,0.0,24.198029,-6.2723083,-0.008590781,4.656613e-07,3.9842508
2022-02-27T02:00:00Z,0.0,23.533844,-8.606049,-0.009632465,4.656613e-07,4.0280495
2022-02-27T03:00:00Z,0.0,23.21112,-8.594971,-0.010872114,4.656613e-07,4.2145987
2022-02-27T04:00:00Z,0.0,22.953522,-8.589081,-0.0121462215,4.656613e-07,4.380834
2022-02-27T05:00:00Z,0.0,22.46698,-9.78064,-0.013385899,4.656613e-07,4.6195107
2022-02-27T06:00:00Z,0.0,22.225677,-9.291046,-0.014393125,4.656613e-07,4.9123225
2022-02-27T07:00:00Z,9.731146,22.050018,-8.7881775,-0.014875229,4.656613e-07,5.122628
2022-02-27T08:00:00Z,158.42201,25.44104,-10.361664,-0.015055994,4.656613e-07,5.028045
2022-02-27T09:00:00Z,403.1441,26.998383,-11.421997,-0.014806341,4.656613e-07,5.8400717
2022-02-27T10:00:00Z,637.4787,31.299347,-11.48172,-0.017208192,4.656613e-07,6.7757983
2022-02-27T11:00:00Z,823.2726,32.834015,-12.629761,-0.01904188,4.656613e-07,7.4698653
2022-02-27T12:00:00Z,938.86444,34.04593,-14.698029,-0.021452347,4.656613e-07,8.279148
2022-02-27T13:00:00Z,973.4239,34.764893,-16.21698,-0.022692025,4.656613e-07,8.048051
2022-02-27T14:00:00Z,924.04626,36.2576,-12.390137,-0.020703388,4.656613e-07,7.3466525
2022-02-27T15:00:00Z,795.7366,36.53836,-12.648926,-0.017647253,4.656613e-07,6.763573
2022-02-27T16:00:00Z,599.99835,36.58673,-12.204315,-0.014599733,4.656613e-07,6.2860136
2022-02-27T17:00:00Z,359.57562,35.49768,-7.7846375,-0.011629716,4.656613e-07,5.704047
2022-02-27T18:00:00Z,120.74469,34.852234,-7.388672,-0.0065677157,4.656613e-07,4.3746305
2022-02-27T19:00:00Z,3.1179166,33.35904,-6.6763916,-0.006843213,4.656613e-07,4.3669415
2022-02-27T20:00:00Z,0.0,30.08496,-5.0365295,-0.0063180635,4.656613e-07,4.075932
2022-02-27T21:00:00Z,0.0,28.985046,-4.9458313,-0.0053366823,4.656613e-07,3.512802
2022-02-27T22:00:00Z,0.0,25.587097,-7.1283875,-0.0036923739,4.656613e-07,3.1199365
2022-02-27T23:00:00Z,0.0,24.372711,-3.997589,-0.003089779,4.656613e-07,3.2041852
2022-02-28T00:00:00Z,0.0,24.17633,-4.814575,-0.0044585615,4.656613e-07,3.5003455
2022-02-28T01:00:00Z,0.0,23.82843,-2.6010437,-0.006533286,4.656613e-07,3.7592742
2022-02-28T02:00:00Z,0.0,22.913086,-4.1679077,-0.008057047,4.656613e-07,3.9668508
