timeindex,ghi,t_air,t_dp,e,tp,windspeed
2022-01-02T22:00:00Z,0.0,20.840546,1.0680237,-0.008194795,4.656613e-07,4.557824
2022-01-02T23:00:00Z,0.0,20.120605,1.0532837,-0.008762959,4.656613e-07,4.567723
2022-01-03T00:00:00Z,0.0,19.500336,0.9522705,-0.009313924,4.656613e-07,4.493237
2022-01-03T01:00:00Z,0.0,18.844513,0.73547363,-0.0096668955,4.656613e-07,4.371453
2022-01-03T02:00:00Z,0.0,17.436218,0.40441895,-0.010149,4.656613e-07,4.346156
2022-01-03T03:00:00Z,0.0,16.836151,0.07260132,-0.010811869,4.656613e-07,4.4245033
2022-01-03T04:00:00Z,0.0,16.41278,-0.009246826,-0.011431694,4.656613e-07,4.450351
2022-01-03T05:00:00Z,0.0,15.500885,0.30706787,-0.011535012,4.656613e-07,4.3309913
2022-01-03T06:00:00Z,0.0,15.083405,0.839447,-0.01126813,4.656613e-07,4.2518888
2022-01-03T07:00:00Z,2.9702084,14.615601,1.3253479,-0.013187906,4.656613e-07,4.2232027
2022-01-03T08:00:00Z,117.28219,18.010101,1.6298828,-0.014160702,4.656613e-07,4.1162515
2022-01-03T09:00:00Z,334.99344,19.463806,0.9994507,-0.01634733,4.656613e-07,5.0073953
2022-01-03T10:00:00Z,544.53253,22.70581,1.5310669,-0.020272942,4.656613e-07,5.3142815
2022-01-03T11:00:00Z,707.3032,24.369263,1.1395569,-0.02305358,4.656613e-07,5.308617
2022-01-03T12:00:00Z,804.2698,25.815094,0.8571472,-0.02468063,4.656613e-07,5.2403646
2022-01-03T13:00:00Z,825.6684,26.841461,0.56588745,-0.024723675,4.656613e-07,5.001154
2022-01-03T14:00:00Z,769.66113,27.936462,0.07998657,-0.022692025,4.656613e-07,4.5037317
2022-01-03T15:00:00Z,641.5812,28.134827,-0.16778564,-0.018843886,4.656613e-07,3.9991643
2022-01-03T16:00:00Z,454.78632,27.953735,-0.3454895,-0.014487829,4.656613e-07,3.6971178
2022-01-03T17:00:00Z,234.20334,26.780792,-0.30786133,-0.01082907,4.656613e-07,3.4922514
2022-01-03T18:00:00Z,42.60031,25.524445,0.4184265,-0.007325289,4.656613e-07,3.3764927
2022-01-03T19:00:00Z,0.0,24.558746,0.5740051,-0.008108705,4.656613e-07,3.6754625
2022-01-03T20:00:00Z,0.0,22.194092,0.9411926,-0.008237839,4.656613e-07,3.8575523
2022-01-03T21:00:00Z,0.0,21.32611,0.93826294,-0.008986797,4.656613e-07,3.9435117
2022-01-03T22:00:00Z,0.0,20.151703,0.73916626,-0.009684125,4.656613e-07,4.18416
2022-01-03T23:00:00Z,0.0,19.333527,0.76571655,-0.010355609,4.656613e-07,4.15977
2022-01-04T00:00:00Z,0.0,18.578552,0.91760254,-0.010631076,4.656613e-07,4.012939
2022-01-04T01:00:00Z,0.0,17.866486,1.1130066,-0.01076021,4.656613e-07,3.8975883
2022-01-04T02:00:00Z,0.0,16.862305,0.8468323,-0.010932388,4.656613e-07,3.720739
2022-01-04T03:00:00Z,0.0,16.098938,0.8991699,-0.010915158,4.656613e-07,3.482505
2022-01-04T04:00:00Z,0.0,15.582306,0.9544678,-0.011095952,4.656613e-07,3.594353
2022-01-04T05:00:00Z,0.0,14.284515,0.28274536,-0.0115608275,4.656613e-07,3.7815928
2022-01-04T06:00:00Z,0.0,14.101929,0.071136475,-0.01170719,4.656613e-07,3.7827444
2022-01-04T07:00:00Z,2.8225348,13.685455,0.14190674,-0.010674121,4.656613e-07,3.672533
2022-01-04T08:00:00Z,115.854515,17.016266,1.711731,-0.011190656,4.656613e-07,3.4487355
2022-01-04T09:00:00Z,333.4181,18.839111,1.0444336,-0.011629716,4.656613e-07,3.9910905
2022-01-04T10:00:00Z,543.53156,23.018188,1.5008545,-0.012921024,4.656613e-07,4.5818424
2022-01-04T11:00:00Z,706.8109,24.696411,0.90579224,-0.0145480735,4.656613e-07,4.864389
2022-01-04T12:00:00Z,804.4011,26.607086,0.7605591,-0.015495054,4.656613e-07,4.9023633
2022-01-04T13:00:00Z,826.9155,27.68628,0.42874146,-0.01533149,4.656613e-07,4.626649
2022-01-04T14:00:00Z,771.9749,28.655914,0.3491211,-0.013007113,4.656613e-07,3.8273475
2022-01-04T15:00:00Z,644.6335,28.678131,-0.04095459,-0.009520533,4.656613e-07,2.9782805
2022-01-04T16:00:00Z,458.10114,28.72696,-0.22824097,-0.007049821,4.656613e-07,2.574768
2022-01-04T17:00:00Z,237.00941,27.935455,-0.5180054,-0.005276408,4.656613e-07,2.4072597
2022-01-04T18:00:00Z,43.913124,24.988068,0.6838684,-0.003632129,4.656613e-07,2.9221632
2022-01-04T19:00:00Z,0.0,24.292267,0.91760254,-0.00454465,4.656613e-07,3.4554913
2022-01-04T20:00:00Z,0.0,22.896301,1.4425964,-0.0054141562,4.656613e-07,3.7677593
2022-01-04T21:00:00Z,0.0,22.044098,1.4787292,-0.006843213,4.656613e-07,3.9725647
2022-01-04T22:00:00Z,0.0,20.700409,1.3592834,-0.007704075,4.656613e-07,3.9453592
2022-01-04T23:00:00Z,0.0,20.053497,1.4927368,-0.008160365,4.656613e-07,3.9286168
2022-01-05T00:00:00Z,0.0,18.603241,2.2345276,-0.008478877,4.656613e-07,3.8241656
2022-01-05T01:00:00Z,0.0,18.072266,2.3517456,-0.00862524,4.656613e-07,3.7773144
2022-01-05T02:00:00Z,0.0,16.714264,2.2101746,-0.008797418,4.656613e-07,3.6885757
2022-01-05T03:00:00Z,0.0,16.27066,2.1762695,-0.009021227,4.656613e-07,3.6280737
2022-01-05T04:00:00Z,0.0,15.977051,2.3259583,-0.009408629,4.656613e-07,3.6300275
2022-01-05T05:00:00Z,0.0,15.559113,2.0258484,-0.009718555,4.656613e-07,3.6937952
2022-01-05T06:00:00Z,0.0,15.750061,1.461029,-0.009933777,4.656613e-07,3.6636934
2022-01-05T07:00:00Z,2.707639,15.124847,1.427124,-0.009038457,4.656613e-07,3.6299791
2022-01-05T08:00:00Z,115.46066,18.649628,2.5501099,-0.009305338,4.656613e-07,3.2896788
2022-01-05T09:00:00Z,333.92682,19.720917,1.56427,-0.008823234,4.656613e-07,3.751534
2022-01-05T10:00:00Z,545.22174,24.042084,1.0621338,-0.009047071,4.656613e-07,4.0127172
2022-01-05T11:00:00Z,709.896,25.927582,0.5732727,-0.009210635,4.656613e-07,4.1966076
2022-01-05T12:00:00Z,808.81537,27.735107,0.085876465,-0.009701326,4.656613e-07,4.4625087
2022-01-05T13:00:00Z,831.96985,28.305054,-0.35064697,-0.009839074,4.656613e-07,4.0269337
2022-01-05T14:00:00Z,776.9964,28.853302,-1.2214661,-0.008048432,4.656613e-07,3.5688715
2022-01-05T15:00:00Z,649.06415,28.861694,-1.5989685,-0.007049821,4.656613e-07,3.6398637
2022-01-05T16:00:00Z,461.61288,28.698334,-1.6948242,-0.006688264,4.656613e-07,3.8684318
2022-01-05T17:00:00Z,239.81552,27.447937,-1.4493103,-0.006412767,4.656613e-07,3.8051898
2022-01-05T18:00:00Z,45.225937,25.472137,0.13748169,-0.0044844057,4.656613e-07,3.3860152
2022-01-05T19:00:00Z,0.0,24.615997,0.1854248,-0.0052333632,4.656613e-07,3.590296
2022-01-05T20:00:00Z,0.0,22.671265,0.751709,-0.005319453,4.656613e-07,3.6882598
2022-01-05T21:00:00Z,0.0,21.912842,0.76864624,-0.0062147737,4.656613e-07,3.7272098
2022-01-05T22:00:00Z,0.0,19.763824,-0.88153076,-0.0069034575,4.656613e-07,3.6302507
2022-01-05T23:00:00Z,0.0,19.22647,-0.6713867,-0.0076524448,4.656613e-07,3.672671
2022-01-06T00:00:00Z,0.0,18.717224,0.9611206,-0.008280884,4.656613e-07,3.7358344
2022-01-06T01:00:00Z,0.0,18.14035,1.388031,-0.008762959,4.656613e-07,3.6683404
2022-01-06T02:00:00Z,0.0,16.857391,0.3461609,-0.008866278,4.656613e-07,3.4769483
2022-01-06T03:00:00Z,0.0,16.100433,0.4390564,-0.009098701,4.656613e-07,3.353806
2022-01-06T04:00:00Z,0.0,15.411072,0.51278687,-0.009468902,4.656613e-07,3.3786647
2022-01-06T05:00:00Z,0.0,14.631897,0.71484375,-0.009864889,4.656613e-07,3.4514673
2022-01-06T06:00:00Z,0.0,15.064148,0.28051758,-0.010278134,4.656613e-07,3.5002668
2022-01-06T07:00:00Z,2.6092014,14.703461,0.31518555,-0.009658281,4.656613e-07,3.5334468
2022-01-06T08:00:00Z,115.11604,17.178131,0.76571655,-0.010062912,4.656613e-07,3.169446
2022-01-06T09:00:00Z,334.255,18.112732,-0.26583862,-0.0093741985,4.656613e-07,3.3839946
2022-01-06T10:00:00Z,546.18994,22.929352,-0.8372803,-0.008547766,4.656613e-07,3.6067126
2022-01-06T11:00:00Z,711.816,24.686066,-1.4906006,-0.008031231,4.656613e-07,3.6284895
2022-01-06T12:00:00Z,811.5886,26.59967,-1.1108398,-0.007824623,4.656613e-07,3.705469
2022-01-06T13:00:00Z,835.6129,27.662598,-1.2885437,-0.008100091,4.656613e-07,3.7082183
2022-01-06T14:00:00Z,781.23016,28.181213,-1.829773,-0.0069637317,4.656613e-07,2.9120803
2022-01-06T15:00:00Z,653.8723,28.262634,-2.4284973,-0.0050697997,4.656613e-07,2.4507391
2022-01-06T16:00:00Z,466.27335,28.213776,-2.6290588,-0.0042691827,4.656613e-07,2.5793686
2022-01-06T17:00:00Z,243.70468,27.182465,-2.7381897,-0.003632129,4.656613e-07,2.7057369
2022-01-06T18:00:00Z,46.899757,25.180023,-2.2589111,-0.002642104,4.656613e-07,2.9455264
2022-01-06T19:00:00Z,0.0,24.519775,-2.0620422,-0.004174479,4.656613e-07,3.1902368
2022-01-06T20:00:00Z,0.0,22.480804,-1.2708435,-0.004105619,4.656613e-07,3.2573009
2022-01-06T21:00:00Z,0.0,21.989807,-1.1757507,-0.0049320515,4.656613e-07,3.3956351
2022-01-06T22:00:00Z,0.0,20.220764,-0.44796753,-0.006231974,4.656613e-07,3.6015728
2022-01-06T23:00:00Z,0.0,19.714478,-0.39266968,-0.0073339036,4.656613e-07,3.6500165
2022-01-07T00:00:00Z,0.0,19.14801,-0.26953125,-0.0086941,4.656613e-07,3.8074317
2022-01-07T01:00:00Z,0.0,18.783325,-0.1722107,-0.009813258,4.656613e-07,3.9047225
2022-01-07T02:00:00Z,0.0,17.868958,-0.95010376,-0.0105794165,4.656613e-07,4.007436
2022-01-07T03:00:00Z,0.0,16.679749,-1.4006348,-0.011423079,4.656613e-07,4.1732354
2022-01-07T04:00:00Z,0.0,16.264252,-1.0606995,-0.011982658,4.656613e-07,4.2701035
2022-01-07T05:00:00Z,0.0,14.929932,-0.7303772,-0.012163451,4.656613e-07,4.255911
2022-01-07T06:00:00Z,0.0,14.426117,-0.5128479,-0.012025703,4.656613e-07,4.0769434
2022-01-07T07:00:00Z,2.4943402,13.957336,-0.38824463,-0.011070137,4.656613e-07,4.035361
2022-01-07T08:00:00Z,115.034,16.5159,-0.6536865,-0.011543627,4.656613e-07,3.819715
2022-01-07T09:00:00Z,335.12473,18.3797,-1.3416443,-0.011138996,4.656613e-07,4.4445357
2022-01-07T10:00:00Z,547.84735,23.48944,-1.051117,-0.011517783,4.656613e-07,4.9813156
2022-01-07T11:00:00Z,713.457,25.248596,-1.5569458,-0.012042932,4.656613e-07,5.370824
2022-01-07T12:00:00Z,812.8358,26.651978,-1.9536438,-0.012981297,4.656613e-07,5.8695893
2022-01-07T13:00:00Z,836.23645,27.396606,-2.3429565,-0.013136247,4.656613e-07,5.2486315
2022-01-07T14:00:00Z,781.85376,28.441742,-3.0139465,-0.01077744,4.656613e-07,4.45667
2022-01-07T15:00:00Z,653.9215,28.56018,-3.3052063,-0.008358358,4.656613e-07,3.9509628
2022-01-07T16:00:00Z,467.061,28.44867,-3.4408875,-0.0066710347,4.656613e-07,3.725288
2022-01-07T17:00:00Z,245.26364,26.764984,-3.4770203,-0.0055518756,4.656613e-07,3.5649486
2022-01-07T18:00:00Z,47.539722,25.042328,-1.6940918,-0.003778463,4.656613e-07,3.3230426
2022-01-07T19:00:00Z,0.0,24.296722,-1.5112305,-0.005388312,4.656613e-07,3.5264595
2022-01-07T20:00:00Z,0.0,22.186218,-0.34768677,-0.00554329,4.656613e-07,3.5846963
2022-01-07T21:00:00Z,0.0,21.391754,-0.33441162,-0.006438582,4.656613e-07,3.6420279
2022-01-07T22:00:00Z,0.0,19.45642,-2.1210327,-0.0076696454,4.656613e-07,3.858189
2022-01-07T23:00:00Z,0.0,18.8396,-2.210968,-0.009184791,4.656613e-07,4.008339
2022-01-08T00:00:00Z,0.0,17.675049,-1.4861755,-0.010484742,4.656613e-07,4.07064
2022-01-08T01:00:00Z,0.0,17.244263,-1.7471924,-0.0113800345,4.656613e-07,4.2148867
2022-01-08T02:00:00Z,0.0,16.253387,-1.8688354,-0.012068748,4.656613e-07,4.1568017
2022-01-08T03:00:00Z,0.0,15.585754,-2.1505127,-0.01235283,4.656613e-07,4.1172023
2022-01-08T04:00:00Z,0.0,15.151489,-2.3023987,-0.01280912,4.656613e-07,4.2958107
2022-01-08T05:00:00Z,0.0,14.188263,-2.8620605,-0.013669982,4.656613e-07,4.60357
2022-01-08T06:00:00Z,0.0,13.951416,-3.860443,-0.014513643,4.656613e-07,4.7906218
2022-01-08T07:00:00Z,2.3630555,13.641022,-3.8950806,-0.014203746,4.656613e-07,4.8583584
2022-01-08T08:00:00Z,113.425835,16.112762,-3.905426,-0.014935475,4.656613e-07,4.9745903
2022-01-08T09:00:00Z,333.91037,17.920288,-5.2178955,-0.015615573,4.656613e-07,6.0062485
2022-01-08T10:00:00Z,546.7807,21.907898,-5.7709045,-0.017165149,4.656613e-07,6.634416
2022-01-08T11:00:00Z,713.06305,23.424774,-6.0179443,-0.017673068,4.656613e-07,6.845856
2022-01-08T12:00:00Z,811.8348,24.830627,-6.188263,-0.017767772,4.656613e-07,7.1204376
2022-01-08T13:00:00Z,836.9421,25.891083,-6.350464,-0.018275693,4.656613e-07,7.258877
2022-01-08T14:00:00Z,783.4127,26.789154,-6.5148926,-0.017647253,4.656613e-07,6.7866225
2022-01-08T15:00:00Z,656.08765,26.752167,-5.6190186,-0.01543478,4.656613e-07,6.145115
2022-01-08T16:00:00Z,468.94815,26.661865,-5.611664,-0.01333424,4.656613e-07,5.791956
2022-01-08T17:00:00Z,246.47798,25.67987,-5.890381,-0.011870754,4.656613e-07,5.0966096
2022-01-08T18:00:00Z,48.491528,25.021606,-5.195038,-0.008487492,4.656613e-07,4.3421755
2022-01-08T19:00:00Z,0.0,24.293274,-4.487915,-0.009460287,4.656613e-07,4.590311
2022-01-08T20:00:00Z,0.0,22.592316,-3.82135,-0.010037067,4.656613e-07,4.895731
2022-01-08T21:00:00Z,0.0,20.55188,-4.035919,-0.011328404,4.656613e-07,4.9580474
2022-01-08T22:00:00Z,0.0,19.122345,-3.2240906,-0.011526397,4.656613e-07,4.649652
2022-01-08T23:00:00Z,0.0,18.41867,-3.096527,-0.011362834,4.656613e-07,4.5608516
2022-01-09T00:00:00Z,0.0,17.324188,-2.3702393,-0.0120343175,4.656613e-07,4.8624067
2022-01-09T01:00:00Z,0.0,16.797668,-2.6445312,-0.0133084245,4.656613e-07,5.1846824
2022-01-09T02:00:00Z,0.0,15.626221,-3.1643677,-0.014711666,4.656613e-07,5.3984056
2022-01-09T03:00:00Z,0.0,15.108582,-3.851593,-0.015753321,4.656613e-07,5.4962673
2022-01-09T04:00:00Z,0.0,14.656555,-4.162018,-0.016226811,4.656613e-07,5.431991
2022-01-09T05:00:00Z,0.0,14.173462,-4.79834,-0.016295671,4.656613e-07,5.3337464
2022-01-09T06:00:00Z,0.0,13.820648,-5.4560547,-0.01641619,4.656613e-07,5.282777
2022-01-09T07:00:00Z,2.2481596,13.393311,-5.3727417,-0.01543478,4.656613e-07,5.1868496
2022-01-09T08:00:00Z,110.88229,14.509033,-5.3144836,-0.015658617,4.656613e-07,5.219396
2022-01-09T09:00:00Z,313.7097,15.765869,-6.3718567,-0.016769161,4.656613e-07,6.217915
2022-01-09T10:00:00Z,493.39902,19.177612,-6.5421753,-0.01760421,4.656613e-07,6.3286653
2022-01-09T11:00:00Z,680.5057,20.857819,-6.868103,-0.016838022,4.656613e-07,5.8960075
2022-01-09T12:00:00Z,802.8585,23.396667,-6.875458,-0.015288446,4.656613e-07,5.4461246
2022-01-09T13:00:00Z,819.5311,24.298187,-7.2957764,-0.013962679,4.656613e-07,5.2777348
2022-01-09T14:00:00Z,737.5468,25.252045,-7.7971497,-0.013205106,4.656613e-07,5.06902
2022-01-09T15:00:00Z,599.3091,25.644348,-8.1297,-0.011999887,4.656613e-07,4.7254963
2022-01-09T16:00:00Z,402.34003,25.720337,-8.285278,-0.010131771,4.656613e-07,4.4943857
2022-01-09T17:00:00Z,197.72392,24.815826,-7.4329224,-0.009098701,4.656613e-07,4.4196353
2022-01-09T18:00:00Z,38.760384,23.18695,-5.5806885,-0.0071445247,4.656613e-07,3.828813
2022-01-09T19:00:00Z,0.0,23.061096,-5.4582825,-0.008263654,4.656613e-07,4.0724564
2022-01-09T20:00:00Z,0.0,21.288116,-4.4650574,-0.008840463,4.656613e-07,4.34847
2022-01-09T21:00:00Z,0.0,20.840057,-4.582306,-0.010071497,4.656613e-07,4.372107
2022-01-09T22:00:00Z,0.0,18.808502,-4.8094177,-0.010355609,4.656613e-07,4.004377
2022-01-09T23:00:00Z,0.0,18.339233,-4.818268,-0.0104675125,4.656613e-07,4.0702233
2022-01-10T00:00:00Z,0.0,17.446075,-4.314636,-0.01079464,4.656613e-07,3.916798
2022-01-10T01:00:00Z,0.0,16.905731,-4.3367615,-0.011431694,4.656613e-07,4.074759
2022-01-10T02:00:00Z,0.0,15.996307,-5.2938538,-0.011991273,4.656613e-07,4.037702
2022-01-10T03:00:00Z,0.0,15.455963,-5.3034363,-0.012533623,4.656613e-07,4.158889
2022-01-10T04:00:00Z,0.0,15.082916,-5.2016907,-0.012955453,4.656613e-07,4.259335
2022-01-10T05:00:00Z,0.0,14.318054,-4.7555847,-0.013153447,4.656613e-07,4.1957645
2022-01-10T06:00:00Z,0.0,13.202362,-5.7687073,-0.012989883,4.656613e-07,3.847609
2022-01-10T07:00:00Z,2.166111,13.035553,-5.575531,-0.0114489235,4.656613e-07,3.6420124
2022-01-10T08:00:00Z,100.88861,15.725403,-5.79599,-0.011552213,4.656613e-07,3.3622184
2022-01-10T09:00:00Z,299.94174,17.55661,-5.927246,-0.010820484,4.656613e-07,4.0315385
2022-01-10T10:00:00Z,498.86356,21.102081,-6.997864,-0.011405879,4.656613e-07,4.8380923
2022-01-10T11:00:00Z,670.2658,24.02237,-6.2280884,-0.012189266,4.656613e-07,5.071005
2022-01-10T12:00:00Z,767.60986,25.234772,-6.7036743,-0.011836324,4.656613e-07,5.0566154
2022-01-10T13:00:00Z,820.0398,26.12793,-7.277313,-0.011052907,4.656613e-07,4.934307
2022-01-10T14:00:00Z,776.0939,26.757599,-8.163635,-0.010682736,4.656613e-07,4.682059
2022-01-10T15:00:00Z,651.1154,27.011719,-8.835358,-0.010209246,4.656613e-07,4.4439816
2022-01-10T16:00:00Z,464.53387,26.92685,-9.279236,-0.0094861025,4.656613e-07,4.3126006
2022-01-10T17:00:00Z,248.61128,25.85556,-9.344879,-0.00815175,4.656613e-07,4.015999
2022-01-10T18:00:00Z,50.920208,24.43341,-8.997559,-0.005130045,4.656613e-07,3.305067
2022-01-10T19:00:00Z,0.0,23.697662,-8.766052,-0.0050870003,4.656613e-07,3.2950723
2022-01-10T20:00:00Z,0.0,22.550873,-7.449127,-0.004725443,4.656613e-07,3.3991811
2022-01-10T21:00:00Z,0.0,22.00116,-7.688019,-0.005362497,4.656613e-07,3.4758427
2022-01-10T22:00:00Z,0.0,20.928894,-7.7602844,-0.0062233885,4.656613e-07,3.2298775
2022-01-10T23:00:00Z,0.0,19.703644,-7.765442,-0.0066021746,4.656613e-07,3.254866
2022-01-11T00:00:00Z,0.0,19.408539,-7.712372,-0.0068776426,4.656613e-07,3.2213798
2022-01-11T01:00:00Z,0.0,18.799133,-7.6592712,-0.0076352153,4.656613e-07,3.2055306
2022-01-11T02:00:00Z,0.0,17.518616,-7.4587097,-0.008349744,4.656613e-07,3.0922039
2022-01-11T03:00:00Z,0.0,17.470245,-7.419647,-0.008788804,4.656613e-07,3.115268
2022-01-11T04:00:00Z,0.0,17.475677,-7.314209,-0.009210635,4.656613e-07,3.2505918
2022-01-11T05:00:00Z,0.0,16.420166,-7.3282166,-0.009115931,4.656613e-07,2.9845262
2022-01-11T06:00:00Z,0.0,15.381958,-7.2294006,-0.0095549915,4.656613e-07,3.0234733
2022-01-11T07:00:00Z,1.9528126,14.690613,-7.504425,-0.009684125,4.656613e-07,3.2363153
2022-01-11T08:00:00Z,88.56469,17.110016,-8.539673,-0.0104675125,4.656613e-07,3.2374532
2022-01-11T09:00:00Z,267.81097,18.452728,-9.613983,-0.010398653,4.656613e-07,3.804775
2022-01-11T10:00:00Z,472.5255,22.098389,-11.224365,-0.010846299,4.656613e-07,3.7813978
2022-01-11T11:00:00Z,692.485,23.8768,-12.019257,-0.010097342,4.656613e-07,3.6504369
2022-01-11T12:00:00Z,764.6889,25.267365,-12.356201,-0.009150361,4.656613e-07,3.5545394
2022-01-11T13:00:00Z,825.63556,26.441284,-12.207275,-0.008341129,4.656613e-07,3.4804482
2022-01-11T14:00:00Z,769.3001,27.77066,-11.768555,-0.007325289,4.656613e-07,3.4541602
2022-01-11T15:00:00Z,646.60266,28.05487,-11.585663,-0.0061372994,4.656613e-07,3.1246076
2022-01-11T16:00:00Z,430.237,28.023804,-11.848175,-0.0049578957,4.656613e-07,2.8476753
2022-01-11T17:00:00Z,210.21191,27.094604,-11.343079,-0.003967871,4.656613e-07,2.4844568
2022-01-11T18:00:00Z,42.354168,26.366272,-11.065094,-0.002822897,4.656613e-07,2.577146
2022-01-11T19:00:00Z,0.0,25.3078,-11.08429,-0.0033394317,4.656613e-07,3.0073748
2022-01-11T20:00:00Z,0.0,23.094666,-8.578766,-0.0032189128,4.656613e-07,3.0641637
2022-01-11T21:00:00Z,0.0,22.029785,-8.981354,-0.0035460398,4.656613e-07,3.0459938
2022-01-11T22:00:00Z,0.0,20.101349,-8.051544,-0.0043810867,4.656613e-07,3.1883051
2022-01-11T23:00:00Z,0.0,19.357727,-8.1297,-0.005500246,4.656613e-07,3.060362
2022-01-12T00:00:00Z,0.0,18.883026,-6.15213,-0.0063094776,4.656613e-07,3.0677707
2022-01-12T01:00:00Z,0.0,18.40683,-6.2369385,-0.007351133,4.656613e-07,3.2437642
2022-01-12T02:00:00Z,0.0,17.886719,-6.511963,-0.008564966,4.656613e-07,3.4286177
2022-01-12T03:00:00Z,0.0,16.602753,-6.0201416,-0.009684125,4.656613e-07,3.6052108
2022-01-12T04:00:00Z,0.0,16.412292,-6.297394,-0.010915158,4.656613e-07,3.788648
