source,apv-system,apv-system,back-up-elec,biomass-bus,electricity-bus,electricity-bus,solar-energy-bus,solar-radiation
target,biomass-bus,electricity-bus,electricity-bus,biomass-eccess,demand,electricity-excess,apv-system,solar-energy-bus
var_name,flow,flow,flow,flow,flow,flow,flow,flow
2019-01-01 00:00:00,0.0,0.000101296,0.0,0.0,0.000101296,0.0,0.00028517778,0.00028517778
2019-01-01 01:00:00,0.0,9.94e-05,0.0,0.0,9.94e-05,0.0,0.00027957114,0.00027957114
2019-01-01 02:00:00,0.0,9.94e-05,0.0,0.0,9.94e-05,0.0,0.00027964867,0.00027964867
2019-01-01 03:00:00,0.0,9.75e-05,0.0,0.0,9.75e-05,0.0,0.00027461996,0.00027461996
2019-01-01 04:00:00,0.0,0.000103208,0.0,0.0,0.000103208,0.0,0.00029066535,0.00029066535
2019-01-01 05:00:00,0.0,0.000114675,0.0,0.0,0.000114675,0.0,0.00032259931,0.00032259931
2019-01-01 06:00:00,0.0,0.000131876,0.0,0.0,0.000131876,0.0,0.0003708261,0.0003708261
2019-01-01 07:00:00,0.0,0.000131876,0.0,0.0,0.000131876,0.0,0.00037072156,0.00037072156
2019-01-01 08:00:00,0.0,0.00012232,0.0,0.0,0.00012232,0.0,0.00034432398,0.00034432398
2019-01-01 09:00:00,0.0,0.000116586,0.0,0.0,0.000116586,0.0,0.00033187972,0.00033187972
2019-01-01 10:00:00,0.0,0.000114675,0.0,0.0,0.000114675,0.0,0.00033088362,0.00033088362
2019-01-01 11:00:00,0.0,0.000114675,0.0,0.0,0.000114675,0.0,0.00033476307,0.00033476307
2019-01-01 12:00:00,0.0,0.000114675,0.0,0.0,0.000114675,0.0,0.00033690611,0.00033690611
2019-01-01 13:00:00,0.0,0.000114675,0.0,0.0,0.000114675,0.0,0.00033694405,0.00033694405
2019-01-01 14:00:00,0.0,0.000114675,0.0,0.0,0.000114675,0.0,0.000333978,0.000333978
2019-01-01 15:00:00,0.0,0.000116586,0.0,0.0,0.000116586,0.0,0.00033317813,0.00033317813
2019-01-01 16:00:00,0.0,0.000128054,0.0,0.0,0.000128054,0.0,0.00035977864,0.00035977864
2019-01-01 17:00:00,0.0,0.000139521,0.0,0.0,0.000139521,0.0,0.00039104346,0.00039104346
2019-01-01 18:00:00,0.0,0.000141433,0.0,0.0,0.000141433,0.0,0.0003960855,0.0003960855
2019-01-01 19:00:00,0.0,0.000139521,0.0,0.0,0.000139521,0.0,0.0003909392,0.0003909392
2019-01-01 20:00:00,0.0,0.000141433,0.0,0.0,0.000141433,0.0,0.00039612676,0.00039612676
2019-01-01 21:00:00,0.0,0.000139521,0.0,0.0,0.000139521,0.0,0.00039098281,0.00039098281
2019-01-01 22:00:00,0.0,0.000128054,0.0,0.0,0.000128054,0.0,0.00035791704,0.00035791704
2019-01-01 23:00:00,0.0,0.000114675,0.0,0.0,0.000114675,0.0,0.00032035947,0.00032035947
2019-01-02 00:00:00,,,,,,,,
