timeindex,cooking,drinking-water,electricity,service-water
2022-01-01T00:00:00Z,0,0,8.55775565,0
2022-01-01T01:00:00Z,0,0,23.37111012,0
2022-01-01T02:00:00Z,0,0,31.97611442,0
2022-01-01T03:00:00Z,0,0,41.29776132,0
2022-01-01T04:00:00Z,0.012000667,0,42.56553368,0
2022-01-01T05:00:00Z,0.073000783,3.762517,51.67988168,0
2022-01-01T06:00:00Z,0.0780007,3.745842333,53.80870613,0
2022-01-01T07:00:00Z,0.017001717,4.479173667,55.4066785,6.508943
2022-01-01T08:00:00Z,0.0000007,4.912495,52.96607075,9.158679
2022-01-01T09:00:00Z,7.9958981,0,52.03523858,10.073377
2022-01-01T10:00:00Z,122.3301951,4.337625,55.4327333,0
2022-01-01T11:00:00Z,308.0273399,3.287647,59.01189372,0
2022-01-01T12:00:00Z,131.1644519,4.112508,57.86523075,0
2022-01-01T13:00:00Z,5.332572783,0,54.84108155,0
2022-01-01T14:00:00Z,0,0,64.11784335,8.248631
2022-01-01T15:00:00Z,0,0,63.82366777,12.328017
2022-01-01T16:00:00Z,5.504882967,0.025119,51.02776063,10.11432733
2022-01-01T17:00:00Z,131.5707745,0.025119,52.39857472,9.332646667
2022-01-01T18:00:00Z,306.4565421,0.0126,55.37882092,0
2022-01-01T19:00:00Z,126.8578982,0.0126,66.617919,0
2022-01-01T20:00:00Z,5.804073167,0.0126,75.43884635,0
2022-01-01T21:00:00Z,0,0.0126,71.54516047,0
2022-01-01T22:00:00Z,0,0.0126,58.43358395,0
2022-01-01T23:00:00Z,0,0,24.23208373,0
