kpi,value
total_annual_cost_moo,53593.77250238197
total_variable_cost_moo,577.4820035251523
total_upfront_investments,337371.755093
land_requirement_additional,4989.1644699538765
land_requirement_total,4989.1644699538765
total_water_consumption,43854.768050239996
total_indirect_water_consumption,124.01297720004568
water_scarcity_footprint,4397.8781027440045
ghg_emissions_total,4749.789325291569
system_opex_total,23051.020971319616
