name,var_name,var_value,region,type,carrier,tech
coal-pp-KA,flow_in_bus,0.0,,conversion,coal,st
coal-pp-UZ,flow_in_bus,0.0,,conversion,coal,st
oil-pp-KA,flow_in_bus,0.0,,conversion,coal,st
oil-pp-UZ,flow_in_bus,0.0,,conversion,coal,st
coal-KA,flow_out_bus,0.0,,dispatchable,coal,st
coal-UZ,flow_out_bus,0.0,,dispatchable,coal,st
coal-pp-KA,flow_out_bus,0.0,,conversion,coal,st
coal-pp-UZ,flow_out_bus,0.0,,conversion,coal,st
oil-KA,flow_out_bus,0.0,,dispatchable,coal,st
oil-UZ,flow_out_bus,0.0,,dispatchable,coal,st
oil-pp-KA,flow_out_bus,0.0,,conversion,coal,st
oil-pp-UZ,flow_out_bus,0.0,,conversion,coal,st
coal-KA,invest_costs_out_bus,-0.0,,dispatchable,coal,st
coal-UZ,invest_costs_out_bus,-0.0,,dispatchable,coal,st
oil-KA,invest_costs_out_bus,-0.0,,dispatchable,coal,st
oil-UZ,invest_costs_out_bus,-0.0,,dispatchable,coal,st
coal-KA,invest_out_bus,-0.0,,dispatchable,coal,st
coal-UZ,invest_out_bus,-0.0,,dispatchable,coal,st
oil-KA,invest_out_bus,-0.0,,dispatchable,coal,st
oil-UZ,invest_out_bus,-0.0,,dispatchable,coal,st
coal-KA,summed_variable_costs_out_bus,0.0,,dispatchable,coal,st
coal-UZ,summed_variable_costs_out_bus,0.0,,dispatchable,coal,st
coal-pp-KA,summed_variable_costs_out_bus,0.0,,conversion,coal,st
coal-pp-UZ,summed_variable_costs_out_bus,0.0,,conversion,coal,st
oil-KA,summed_variable_costs_out_bus,0.0,,dispatchable,coal,st
oil-UZ,summed_variable_costs_out_bus,0.0,,dispatchable,coal,st
oil-pp-KA,summed_variable_costs_out_bus,0.0,,conversion,coal,st
oil-pp-UZ,summed_variable_costs_out_bus,0.0,,conversion,coal,st
h2-ely-KA,flow_in_elec,0.0,,conversion,electricity,ely
h2-ely-UZ,flow_in_elec,0.0,,conversion,electricity,ely
h2-ely-KA,flow_out_bus,0.0,,conversion,electricity,ely
h2-ely-UZ,flow_out_bus,0.0,,conversion,electricity,ely
h2-ely-KA,invest_costs_out_bus,0.0,,conversion,electricity,ely
h2-ely-UZ,invest_costs_out_bus,0.0,,conversion,electricity,ely
h2-ely-KA,invest_out_bus,0.0,,conversion,electricity,ely
h2-ely-UZ,invest_out_bus,0.0,,conversion,electricity,ely
re-conv-KA,flow_in_elec,31295785.999,,conversion,electricity,virtual
re-conv-UZ,flow_in_elec,177685643.05800003,,conversion,electricity,virtual
re-conv-KA,flow_out_bus,31295785.999,,conversion,electricity,virtual
re-conv-UZ,flow_out_bus,177685643.05800003,,conversion,electricity,virtual
re-conv-KA,invest_costs_out_bus,0.0,,conversion,electricity,virtual
re-conv-UZ,invest_costs_out_bus,0.0,,conversion,electricity,virtual
re-conv-KA,invest_out_bus,5023.704,,conversion,electricity,virtual
re-conv-UZ,invest_out_bus,24992.717,,conversion,electricity,virtual
gas-pp-KA,flow_in_bus,10053283.132424071,,conversion,gas,ocgt
gas-pp-UZ,flow_in_bus,500515.77015919995,,conversion,gas,ocgt
gas-KA,flow_out_bus,10053283.132424071,,dispatchable,gas,ocgt
gas-UZ,flow_out_bus,500515.77015919995,,dispatchable,gas,ocgt
gas-pp-KA,flow_out_bus,4825575.8975,,conversion,gas,ocgt
gas-pp-UZ,flow_out_bus,240247.57075,,conversion,gas,ocgt
gas-KA,invest_costs_out_bus,0.0,,dispatchable,gas,ocgt
gas-UZ,invest_costs_out_bus,0.0,,dispatchable,gas,ocgt
gas-KA,invest_out_bus,15887.5,,dispatchable,gas,ocgt
gas-UZ,invest_out_bus,18908.768,,dispatchable,gas,ocgt
gas-KA,summed_variable_costs_out_bus,235246825.29872325,,dispatchable,gas,ocgt
gas-UZ,summed_variable_costs_out_bus,11712069.021725278,,dispatchable,gas,ocgt
gas-pp-KA,summed_variable_costs_out_bus,7238363.8462499995,,conversion,gas,ocgt
gas-pp-UZ,summed_variable_costs_out_bus,360371.35612500005,,conversion,gas,ocgt
h2-fuel-cell-KA,flow_in_bus,0.0,,conversion,h2,fc
h2-fuel-cell-UZ,flow_in_bus,0.0,,conversion,h2,fc
h2-fuel-cell-KA,flow_out_bus,0.0,,conversion,h2,fc
h2-fuel-cell-UZ,flow_out_bus,0.0,,conversion,h2,fc
h2-fuel-cell-KA,invest_costs_out_bus,-0.0,,conversion,h2,fc
h2-fuel-cell-UZ,invest_costs_out_bus,-0.0,,conversion,h2,fc
h2-fuel-cell-KA,invest_out_bus,-0.0,,conversion,h2,fc
h2-fuel-cell-UZ,invest_out_bus,-0.0,,conversion,h2,fc
h2-storage-KA,flow_in_bus,0.0,,storage,h2,tank
h2-storage-UZ,flow_in_bus,0.0,,storage,h2,tank
h2-storage-KA,flow_out_bus,0.0,,storage,h2,tank
h2-storage-UZ,flow_out_bus,0.0,,storage,h2,tank
h2-storage-KA,invest,-0.0,,storage,h2,tank
h2-storage-UZ,invest,-0.0,,storage,h2,tank
h2-storage-KA,invest_costs,-0.0,,storage,h2,tank
h2-storage-UZ,invest_costs,-0.0,,storage,h2,tank
h2-storage-KA,invest_costs_in_bus,-0.0,,storage,h2,tank
h2-storage-UZ,invest_costs_in_bus,-0.0,,storage,h2,tank
h2-storage-KA,invest_costs_out_bus,-0.0,,storage,h2,tank
h2-storage-UZ,invest_costs_out_bus,-0.0,,storage,h2,tank
h2-storage-KA,invest_in_bus,-0.0,,storage,h2,tank
h2-storage-UZ,invest_in_bus,-0.0,,storage,h2,tank
h2-storage-KA,invest_out_bus,-0.0,,storage,h2,tank
h2-storage-UZ,invest_out_bus,-0.0,,storage,h2,tank
h2-storage-KA,storage_losses,0.0,,storage,h2,tank
h2-storage-UZ,storage_losses,0.0,,storage,h2,tank
hydro-KA,flow_out_elec,24878400.0,,volatile,hydro,hydro
hydro-UZ,flow_out_elec,33288000.0,,volatile,hydro,hydro
battery-storage-KA,flow_in_elec,127176.432287769,,storage,lithium,battery
battery-storage-UZ,flow_in_elec,254491.13297090004,,storage,lithium,battery
battery-storage-KA,flow_out_elec,96259.8415713,,storage,lithium,battery
battery-storage-UZ,flow_out_elec,192624.338576,,storage,lithium,battery
battery-storage-KA,invest,0.0,,storage,lithium,battery
battery-storage-UZ,invest,0.0,,storage,lithium,battery
battery-storage-KA,invest_costs,0.0,,storage,lithium,battery
battery-storage-UZ,invest_costs,0.0,,storage,lithium,battery
battery-storage-KA,invest_costs_in_elec,0.0,,storage,lithium,battery
battery-storage-UZ,invest_costs_in_elec,0.0,,storage,lithium,battery
battery-storage-KA,invest_costs_out_elec,0.0,,storage,lithium,battery
battery-storage-UZ,invest_costs_out_elec,0.0,,storage,lithium,battery
battery-storage-KA,invest_in_elec,50.0,,storage,lithium,battery
battery-storage-UZ,invest_in_elec,100.0,,storage,lithium,battery
battery-storage-KA,invest_out_elec,50.0,,storage,lithium,battery
battery-storage-UZ,invest_out_elec,100.0,,storage,lithium,battery
battery-storage-KA,storage_losses,30916.590716469,,storage,lithium,battery
battery-storage-UZ,storage_losses,61866.79439490003,,storage,lithium,battery
pv-KA,flow_out_elec,1908028.458,,volatile,solar,pv
pv-UZ,flow_out_elec,126348288.338,,volatile,solar,pv
pv-KA,invest_costs_out_elec,0.0,,volatile,solar,pv
pv-UZ,invest_costs_out_elec,1301481533.385,,volatile,solar,pv
pv-KA,invest_out_elec,0.0,,volatile,solar,pv
pv-UZ,invest_out_elec,13092.717,,volatile,solar,pv
wind-KA,flow_out_elec,4540274.124,,volatile,wind,onshore
wind-UZ,flow_out_elec,18111221.456928,,volatile,wind,onshore
wind-KA,invest_costs_out_elec,0.0,,volatile,wind,onshore
wind-UZ,invest_costs_out_elec,0.0,,volatile,wind,onshore
wind-KA,invest_out_elec,0.0,,volatile,wind,onshore
wind-UZ,invest_out_elec,0.0,,volatile,wind,onshore
demand-KA,flow_in_bus,107147309.39921,,load,,
electricity-excess-KA,flow_in_bus,0.0,,excess,,
demand-UZ,flow_in_bus,106899943.23609999,,load,,
electricity-excess-UZ,flow_in_bus,0.0,,excess,,
elec-conn-UZ-KA,flow_in_bus_from_bus,71025947.451,,link,,
elec-conn-UZ-KA,flow_in_bus_to_bus,0.0,,link,,
elec-conn-UZ-KA,flow_out_bus_from_bus,0.0,,link,,
elec-conn-UZ-KA,flow_out_bus_to_bus,71025947.451,,link,,
system,total_system_cost,1556039162.9078236,,,,
elec-conn-UZ-KA,transmission_losses,0.0,,link,,
