kpi,value
total_annual_cost_moo,136295.5306844283
total_variable_cost_moo,11731.719249851236
total_upfront_investments,596805.7026332001
land_requirement_additional,4904.144534012863
land_requirement_total,5003.524535349199
total_water_consumption,26101.192524729588
total_indirect_water_consumption,20346.557214485536
water_scarcity_footprint,4644.774973921513
ghg_emissions_total,86873.832229632
system_opex_total,45021.56779285124
