source,ac-elec-bus,ac-elec-bus,ac-elec-bus,ac-elec-bus,ac-elec-bus,battery-storage,battery-storage,bottled-water,brine-bus,dc-elec-bus,dc-elec-bus,diesel,diesel-bus,diesel-generator,drinking-water-bus,drinking-water-bus,drinking-water-bus,drinking-water-storage,drinking-water-storage,groundwater,groundwater-bus,inverter,photovoltaics,precipitation,rainwater-harvesting,river-flow,river-flow-bus,river-flow-bus,river-water-uptake,run-of-river-hydropower,seawater-bus,seawater-reverse-osmosis,seawater-reverse-osmosis,seawater-source,service-water-bus,service-water-bus,service-water-bus,service-water-bus,service-water-storage,service-water-storage,solar-resource,water pump,water-filtration-system,wind-resource,wind-turbine
target,elec-demand,electricity-excess,seawater-reverse-osmosis,water pump,water-filtration-system,nan,dc-elec-bus,drinking-water-bus,brine-excess,battery-storage,inverter,diesel-bus,diesel-generator,ac-elec-bus,drinking-water-demand,drinking-water-storage,excess-drinking-water,nan,drinking-water-bus,groundwater-bus,water pump,ac-elec-bus,dc-elec-bus,precipitation-bus,service-water-bus,river-flow-bus,excess-river-flow,run-of-river-hydropower,service-water-bus,ac-elec-bus,seawater-reverse-osmosis,brine-bus,drinking-water-bus,seawater-bus,excess-service-water,service-water-demand,service-water-storage,water-filtration-system,nan,service-water-bus,solar-bus,service-water-bus,drinking-water-bus,wind-bus,dc-elec-bus
var_name,flow,flow,flow,flow,flow,storage_content,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,storage_content,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,storage_content,flow,flow,flow,flow,flow,flow
2022-01-01 00:00:00,7.351924283,0.0,0.0,0.016771188,4.3089376,299.66785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3089376,0.0,26.02502,0.0,3.0772822,3.0772822,0.0,0.0,0.0,0.0,0.66132252,0.0,0.66132252,1.0,11.677633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3089376,5.5941043,0.2316554,0.0,3.0772822,4.3089376,0.0,0.0
2022-01-01 01:00:00,20.1177736,0.0,0.0,0.0,0.0,288.52576,10.250726,0.0,0.0,0.0,10.250726,0.0,0.0,0.0,0.0,0.0,0.0,26.02502,0.0,0.0,0.0,9.6356822,0.0,0.0,0.0,0.59361714,0.0,0.59361714,1.0,10.482091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.5741043,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 02:00:00,29.82278188,0.0,0.0,0.0,0.0,288.52576,0.0,0.0,0.0,0.0,0.0,58.631793,58.631793,20.521128,0.0,0.0,0.0,26.02502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52676715,0.0,0.52676715,1.0,9.3016544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.5541043,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 03:00:00,37.26026222,0.0,0.0,0.0,0.0,288.52576,0.0,0.0,0.0,0.0,0.0,66.647118,66.647118,23.326491,0.0,0.0,0.0,26.02502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78909112,0.0,0.78909112,1.0,13.933771,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.5341043,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 04:00:00,41.01162192,0.0,0.0,0.0,0.0,288.52576,0.0,0.0,0.0,0.0,0.0,86.580566,86.580566,30.303198,0.0,0.0,0.0,26.02502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60643468,0.0,0.60643468,1.0,10.708424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.5141043,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 05:00:00,49.32355712,0.0,0.0,0.0061438023,0.0,253.90449,31.851566,0.0,0.0,0.0,31.851566,29.029149,29.029149,10.160202,4.645833333,0.0,0.0,21.284374,4.6458333,1.1273032,1.1273032,29.940472,0.0,0.0,0.0,0.52265415,0.0,0.52265415,1.0,9.229027,0.0,0.0,0.0,0.0,0.0,4.645833333,0.0,0.0,6.9441755,2.5185302,0.0,1.1273032,0.0,0.0,0.0
2022-01-01 06:00:00,58.02410175,0.0,0.0,0.006688786,0.0,198.56698,50.910509,0.0,0.0,0.0,50.910509,0.0,0.0,0.0,4.745830333,0.0,0.0,16.44169,4.7458303,1.2273002,1.2273002,47.855878,0.0,0.0,0.0,0.5762211,0.0,0.5762211,1.0,10.174912,0.0,0.0,0.0,0.0,0.0,4.745830333,0.0,0.0,4.3742468,2.5185302,0.0,1.2273002,0.0,0.0,0.0
2022-01-01 07:00:00,56.53451197,0.0,0.0,0.00033057256,0.0,145.16493,49.12989,0.0,0.0,0.0,49.12989,0.0,0.0,0.0,3.579185667,0.0,0.0,12.78946,3.5791857,0.060655515,0.060655515,46.182097,0.0,0.0,0.0,0.58629208,0.0,0.58629208,1.0,10.352745,0.0,0.0,0.0,0.0,0.0,3.579185667,0.0,0.0,1.8043181,2.5185302,0.0,0.060655515,0.0,0.0,0.0
2022-01-01 08:00:00,56.04273545,0.0,0.0,0.01547674,0.0,95.548193,45.647395,0.0,0.0,0.0,45.647395,0.0,0.0,0.0,3.862518,0.0,0.0,8.8481146,3.862518,2.8397687,2.8397687,42.908552,0.0,0.0,0.0,0.74468572,0.0,0.74468572,1.0,13.14966,0.0,0.0,0.0,0.0,0.0,3.862518,0.0,0.0,1.7811045,0.02274927,0.0,2.8397687,0.0,0.0,0.0
2022-01-01 09:00:00,51.5977415,0.0,0.0,0.0,0.0,48.542127,43.245581,0.0,0.0,0.0,43.245581,0.0,0.0,0.0,0.0,0.0,0.0,8.8481146,0.0,0.0,0.0,40.650846,0.0,0.0,0.0,0.61993969,0.0,0.61993969,1.0,10.946895,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7611045,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 10:00:00,54.8494052,0.0,0.0,0.016771188,0.0,0.0,44.658756,0.0,0.0,0.0,44.658756,0.0,0.0,0.0,4.187628,0.0,0.0,4.5750248,4.187628,3.0772822,3.0772822,41.979231,0.0,0.0,0.0,0.72980775,0.0,0.72980775,1.0,12.886945,0.0,0.0,0.0,0.0,0.0,4.187628,0.0,0.0,2.6485068,0.11034582,0.0,3.0772822,0.0,0.0,0.0
2022-01-01 11:00:00,55.601065,0.0,0.0,0.016771188,0.0,0.0,0.0,0.0,0.0,0.0,4.830459,102.00146,102.00146,35.700512,4.154288667,0.0,0.0,0.33595476,4.1542887,3.0772822,3.0772822,4.5406314,4.830459,0.0,0.0,0.87080601,0.0,0.87080601,1.0,15.376693,0.0,0.0,0.0,0.0,0.0,4.154288667,0.0,0.0,2.5699287,0.077006486,0.0,3.0772822,0.0,0.0,0.0
2022-01-01 12:00:00,56.44356625,6.2455302,0.0,0.016771188,3.1332883,0.0,0.0,0.0,0.0,0.0,70.041655,0.0,0.0,0.0,3.462524,0.0,0.0,0.0,0.32923567,3.0772822,3.0772822,65.839156,70.041655,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.462524,0.0,3.1332883,0.0,2.5185302,0.0,3.0772822,3.1332883,0.0,0.0
2022-01-01 13:00:00,57.73774318,75.900691,0.0,0.016771188,4.0772822,0.0,0.0,0.0,0.0,0.0,146.52392,0.0,0.0,0.0,0.0,4.0772822,0.0,3.9957365,0.0,3.0772822,3.0772822,137.73249,146.52392,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0772822,0.0,0.0,0.0,3.0772822,4.0772822,0.0,0.0
2022-01-01 14:00:00,67.57700343,93.023708,0.0,0.0,1.0,35.15257,0.0,0.0,0.0,38.209315,171.91565,0.0,0.0,0.0,0.0,1.0,0.0,4.9757365,0.0,0.0,0.0,161.60071,210.12497,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-01-01 15:00:00,65.85533417,91.651324,0.0,0.016771188,4.0772822,110.67168,0.0,0.0,0.0,82.085984,171.91565,0.0,0.0,0.0,0.0,4.0772822,0.0,8.9714731,0.0,3.0772822,3.0772822,161.60071,254.00164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0772822,0.0,0.0,0.0,3.0772822,4.0772822,0.0,0.0
2022-01-01 16:00:00,52.73441377,107.91642,0.0,0.0,0.949882,191.37547,88.726139,0.0,0.0,192.54919,171.91565,0.0,0.0,0.0,0.050118,0.899764,0.0,9.8532418,0.0,0.0,0.0,161.60071,275.7387,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050118,0.0,0.949882,0.0,0.0,0.0,0.0,0.949882,0.0,0.0
