kpi,value
annuity_total,189.7380319204502
variable_costs_total,99.10899347683907
system_cost_total,288.84702539728926
total_upfront_investments,1885.217694
specific_system_cost,33.01747783811571
land_requirement_additional,15.2033685
land_requirement_total,97.29336985958194
total_water_footprint,1347.082531127544
