source,apv-system,apv-system,apv-system,back-up-elec,back-up-water,biomass-bus,electricity-bus,electricity-bus,rain,rain-bus,solar-energy-bus,sun,water-bus-in,water-bus-out
target,biomass-bus,electricity-bus,water-bus-out,electricity-bus,water-bus-in,biomass-excess,demand,electricity-excess,rain-bus,apv-system,apv-system,solar-energy-bus,apv-system,water-excess
var_name,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow
2022-01-07 00:00:00,3.2e-08,3.2e-08,3.2e-08,4.2564837,157.54235,3.2e-08,4.256483767,0.0,3.2e-08,3.2e-08,3.2e-08,3.2e-08,157.54235,3.2e-08
2022-01-07 01:00:00,3.2e-08,3.2e-08,3.2e-08,4.7868396,157.74674,3.2e-08,4.78683967,0.0,3.2e-08,3.2e-08,3.2e-08,3.2e-08,157.74674,3.2e-08
2022-01-07 02:00:00,3.2e-08,3.2e-08,3.2e-08,5.1719257,158.41598,3.2e-08,5.171925745,0.0,3.2e-08,3.2e-08,3.2e-08,3.2e-08,158.41598,3.2e-08
2022-01-07 03:00:00,3.2e-08,3.2e-08,3.2e-08,5.4785436,159.59085,3.2e-08,5.478543658,0.0,3.2e-08,3.2e-08,3.2e-08,3.2e-08,159.59085,3.2e-08
2022-01-07 04:00:00,3.2e-08,3.2e-08,3.2e-08,6.7703194,159.7912,3.2e-08,6.770319473,0.0,3.2e-08,3.2e-08,3.2e-08,3.2e-08,159.7912,3.2e-08
2022-01-07 05:00:00,3.2e-08,3.2e-08,3.2e-08,7.3903079,160.14123,3.2e-08,7.390307967,0.0,3.2e-08,3.2e-08,3.2e-08,3.2e-08,160.14123,3.2e-08
2022-01-07 06:00:00,3.2e-08,3.2e-08,3.2e-08,12.134014,160.85531,3.2e-08,12.13401378,0.0,3.2e-08,3.2e-08,3.2e-08,3.2e-08,160.85531,3.2e-08
2022-01-07 07:00:00,3.2e-08,3.2e-08,3.2e-08,20.563067,160.96903,3.2e-08,20.56306735,0.0,3.2e-08,3.2e-08,3.2e-08,3.2e-08,160.96903,3.2e-08
2022-01-07 08:00:00,4.167104,415.06323,3.2e-05,0.0,161540.38,4.167104,21.51934389,393.54389,3.2e-05,3.2e-05,2094.7104,2094.7104,161540.38,3.2e-05
2022-01-07 09:00:00,152.07504,8105.779,3.2e-05,0.0,170482.26,152.07504,28.02656302,8077.7525,3.2e-05,3.2e-05,41853.779,41853.7792,170482.26,3.2e-05
2022-01-07 10:00:00,640.19363,19140.172,3.2e-05,0.0,190052.62,640.19363,33.17072822,19107.001,3.2e-05,3.2e-05,102494.2,102494.19840000001,190052.62,3.2e-05
2022-01-07 11:00:00,1235.5332,28129.03,3.2e-05,0.0,214673.64,1235.5332,32.8536523,28096.177,3.2e-05,3.2e-05,155115.02,155115.0208,214673.64,3.2e-05
2022-01-07 12:00:00,1719.1549,34029.418,3.2e-05,0.0,217768.86,1719.1549,35.32438209,33994.094,3.2e-05,3.2e-05,191362.68,191362.6752,217768.86,3.2e-05
2022-01-07 13:00:00,1995.2268,36480.504,3.2e-05,0.0,216697.67,1995.2268,34.74095859,36445.763,3.2e-05,3.2e-05,207133.73,207133.728,216697.67,3.2e-05
2022-01-07 14:00:00,1952.5332,35441.76,3.2e-05,0.0,211983.29,1952.5332,22.05163261,35419.709,3.2e-05,3.2e-05,200778.75,200778.75199999998,211983.29,3.2e-05
2022-01-07 15:00:00,1683.9825,30900.123,3.2e-05,0.0,207180.21,1683.9825,34.25555906,30865.868,3.2e-05,3.2e-05,173127.52,173127.52000000002,207180.21,3.2e-05
2022-01-07 16:00:00,1219.3004,23255.736,3.2e-05,0.0,199088.53,1219.3004,30.21916016,23225.517,3.2e-05,3.2e-05,127883.74,127883.744,199088.53,3.2e-05
2022-01-07 17:00:00,641.33296,13027.34,3.2e-05,0.0,185307.59,641.33296,26.13804315,13001.202,3.2e-05,3.2e-05,69940.147,69940.1472,185307.59,3.2e-05
2022-01-07 18:00:00,114.60813,2742.4866,3.2e-05,0.0,167146.18,114.60813,44.56788316,2697.9187,3.2e-05,3.2e-05,14334.112,14334.112000000001,167146.18,3.2e-05
2022-01-07 19:00:00,3.2e-08,3.2e-08,3.2e-08,44.049434,163.61815,3.2e-08,44.04943371,0.0,3.2e-08,3.2e-08,3.2e-08,3.2e-08,163.61815,3.2e-08
2022-01-07 20:00:00,3.2e-08,3.2e-08,3.2e-08,24.793859,159.72992,3.2e-08,24.79385953,0.0,3.2e-08,3.2e-08,3.2e-08,3.2e-08,159.72992,3.2e-08
2022-01-07 21:00:00,3.2e-08,3.2e-08,3.2e-08,15.368957,155.32058,3.2e-08,15.36895721,0.0,3.2e-08,3.2e-08,3.2e-08,3.2e-08,155.32058,3.2e-08
2022-01-07 22:00:00,3.2e-08,3.2e-08,3.2e-08,8.6395782,156.46291,3.2e-08,8.639578268,0.0,3.2e-08,3.2e-08,3.2e-08,3.2e-08,156.46291,3.2e-08
2022-01-07 23:00:00,3.2e-08,3.2e-08,3.2e-08,5.3405528,156.3338,3.2e-08,5.340552858,0.0,3.2e-08,3.2e-08,3.2e-08,3.2e-08,156.3338,3.2e-08
2022-01-08 00:00:00,,,,,,,,,,,,,,
