timeindex;permeate;elec
2022-01-03T04:00:00Z;0;0.0580037
2022-01-03T05:00:00Z;0;0.555926033
2022-01-03T06:00:00Z;0;0.861425583
2022-01-03T07:00:00Z;0.653475333;0.412010533
2022-01-03T08:00:00Z;0.413511333;0.012005717
2022-01-03T09:00:00Z;0.153550333;11.6666702
2022-01-03T10:00:00Z;0.00012;9.58333695
2022-01-03T11:00:00Z;0.075117;3.333337067
2022-01-03T12:00:00Z;0;1.666669867
2022-01-03T13:00:00Z;0;2.91667055
2022-01-03T14:00:00Z;0.046899667;16.25000335
2022-01-03T15:00:00Z;0.253535333;23.3333364
2022-01-03T16:00:00Z;0.020357;10.83333588
2022-01-03T17:00:00Z;0.025359;3.33E-08
2022-01-03T18:00:00Z;0;0
2022-01-03T19:00:00Z;0;6.67E-07
2022-01-03T20:00:00Z;0;0.01600305
2022-01-03T21:00:00Z;0;0.051334817
2022-01-03T22:00:00Z;0;0.036585233
2022-01-03T23:00:00Z;0;3.83E-07
2022-01-04T00:00:00Z;0;0
2022-01-04T01:00:00Z;0;0
2022-01-04T02:00:00Z;0;0
2022-01-04T03:00:00Z;0;0
2022-01-04T04:00:00Z;0;0.016002367
2022-01-04T05:00:00Z;0;0.31484675
2022-01-04T06:00:00Z;0;1.0092558
2022-01-04T07:00:00Z;0.126887667;0.530009167
2022-01-04T08:00:00Z;0.273532333;0.8583393
2022-01-04T09:00:00Z;0.013571333;27.08333625
2022-01-04T10:00:00Z;0.075117;17.08333665
2022-01-04T11:00:00Z;0.00012;7.08333645
2022-01-04T12:00:00Z;0;7.5000016
2022-01-04T13:00:00Z;0;2.93E-06
2022-01-04T14:00:00Z;0.526827667;0.000004
2022-01-04T15:00:00Z;0.146884667;12.91667015
2022-01-04T16:00:00Z;0.413631333;6.66666915
2022-01-04T17:00:00Z;0.118678333;5.00E-07
2022-01-04T18:00:00Z;0;0
2022-01-04T19:00:00Z;0;5.17E-07
2022-01-04T20:00:00Z;0;0.011835617
2022-01-04T21:00:00Z;0;0.0400014
2022-01-04T22:00:00Z;0;0.048168467
2022-01-04T23:00:00Z;0;4.67E-07
2022-01-05T00:00:00Z;0;0
2022-01-05T01:00:00Z;0;0
2022-01-05T02:00:00Z;0;0
2022-01-05T03:00:00Z;0;0
2022-01-05T04:00:00Z;0;0.0080012
2022-01-05T05:00:00Z;0;0.342512167
2022-01-05T06:00:00Z;0;1.005589117
2022-01-05T07:00:00Z;0.366851667;0.500676867
2022-01-05T08:00:00Z;0.306860667;13.36233868
2022-01-05T09:00:00Z;0.106890667;16.25000335
2022-01-05T10:00:00Z;0.00012;5.0000038
2022-01-05T11:00:00Z;0.050118;10.83333677
2022-01-05T12:00:00Z;0;0.00000185
2022-01-05T13:00:00Z;0;13.7500026
2022-01-05T14:00:00Z;0.306860667;4.58333715
2022-01-05T15:00:00Z;0.240204;8.75000365
2022-01-05T16:00:00Z;0.112012667;7.91667005
2022-01-05T17:00:00Z;0.231994667;0.416668517
2022-01-05T18:00:00Z;0;0
2022-01-05T19:00:00Z;0;1.33E-07
2022-01-05T20:00:00Z;0;0.06058485
2022-01-05T21:00:00Z;0;0.063168767
2022-01-05T22:00:00Z;0;0.022418467
2022-01-05T23:00:00Z;0;0.000333467
2022-01-06T00:00:00Z;0;0
2022-01-06T01:00:00Z;0;0
2022-01-06T02:00:00Z;0;0
2022-01-06T03:00:00Z;0;0
2022-01-06T04:00:00Z;0;0.017501767
2022-01-06T05:00:00Z;0;0.376510817
2022-01-06T06:00:00Z;0;0.9650069
2022-01-06T07:00:00Z;0.493499333;0.535009283
2022-01-06T08:00:00Z;0.100225;4.591339133
2022-01-06T09:00:00Z;0.166881667;3.75000385
2022-01-06T10:00:00Z;0.050118;7.5000037
2022-01-06T11:00:00Z;0.050118;15.41666888
2022-01-06T12:00:00Z;0;4.166668117
2022-01-06T13:00:00Z;0;3.333336917
2022-01-06T14:00:00Z;0.00024;27.91666955
2022-01-06T15:00:00Z;0.333523333;10.41667025
2022-01-06T16:00:00Z;0.366971667;1.250003817
2022-01-06T17:00:00Z;0.040354;4.16666875
2022-01-06T18:00:00Z;0;0
2022-01-06T19:00:00Z;0;2.83E-07
2022-01-06T20:00:00Z;0;0.01775295
2022-01-06T21:00:00Z;0;0.071001683
2022-01-06T22:00:00Z;0;0.028502283
2022-01-06T23:00:00Z;0;6.67E-07
2022-01-07T00:00:00Z;0;0
2022-01-07T01:00:00Z;0;0
2022-01-07T02:00:00Z;0;0
2022-01-07T03:00:00Z;0;0
2022-01-07T04:00:00Z;0;0.00900185
2022-01-07T05:00:00Z;0;0.368010467
2022-01-07T06:00:00Z;0;0.96900385
2022-01-07T07:00:00Z;0.066896667;0.421010767
2022-01-07T08:00:00Z;0.173547333;0.043003483
2022-01-07T09:00:00Z;0.226872667;0
2022-01-07T10:00:00Z;0.00012;0
2022-01-07T11:00:00Z;0.00012;0
2022-01-07T12:00:00Z;0;0
2022-01-07T13:00:00Z;0;0
2022-01-07T14:00:00Z;0.280198;0
2022-01-07T15:00:00Z;0.700135;0
2022-01-07T16:00:00Z;0.060351;0
2022-01-07T17:00:00Z;0.227003667;0
2022-01-07T18:00:00Z;0;0
2022-01-07T19:00:00Z;0;0
2022-01-07T20:00:00Z;0;0
2022-01-07T21:00:00Z;0;0
2022-01-07T22:00:00Z;0;0
2022-01-07T23:00:00Z;0;0
2022-01-08T00:00:00Z;0;0
2022-01-08T01:00:00Z;0;0
2022-01-08T02:00:00Z;0;0
2022-01-08T03:00:00Z;0;0
2022-01-08T04:00:00Z;0;0.034002567
2022-01-08T05:00:00Z;0;0.450427567
2022-01-08T06:00:00Z;0;0.825925833
2022-01-08T07:00:00Z;0.146884667;0.530009183
2022-01-08T08:00:00Z;0.093559333;11.70567288
2022-01-08T09:00:00Z;0.413511333;10.8333369
2022-01-08T10:00:00Z;0.025119;15.8333367
2022-01-08T11:00:00Z;0.050118;5.000003467
2022-01-08T12:00:00Z;0;0.00000195
2022-01-08T13:00:00Z;0;3.3333372
2022-01-08T14:00:00Z;0.133553333;12.91667015
2022-01-08T15:00:00Z;0.520162;6.6666704
2022-01-08T16:00:00Z;0.00036;12.0833362
2022-01-08T17:00:00Z;0.271988667;1.37E-06
2022-01-08T18:00:00Z;0;0
2022-01-08T19:00:00Z;0;3.67E-07
2022-01-08T20:00:00Z;0;0.034502083
2022-01-08T21:00:00Z;0;0.044335867
2022-01-08T22:00:00Z;0;0.0308354
2022-01-08T23:00:00Z;0;0.002666983
2022-01-09T00:00:00Z;0;0
2022-01-09T01:00:00Z;0;0
2022-01-09T02:00:00Z;0;0
2022-01-09T03:00:00Z;0;0
2022-01-09T04:00:00Z;0;0.004001983
2022-01-09T05:00:00Z;0;0.419510733
2022-01-09T06:00:00Z;0;1.023755883
2022-01-09T07:00:00Z;0.166881667;0.430009667
2022-01-09T08:00:00Z;0.340189;0.014004767
2022-01-09T09:00:00Z;0.113556333;14.1666701
2022-01-09T10:00:00Z;0.050118;5.41667045
2022-01-09T11:00:00Z;0.025119;12.08333643
2022-01-09T12:00:00Z;0;5.00000175
2022-01-09T13:00:00Z;0;5.000003717
2022-01-09T14:00:00Z;0.206875667;30.0000028
2022-01-09T15:00:00Z;0.60015;7.08333705
2022-01-09T16:00:00Z;0.178669333;2.67E-06
2022-01-09T17:00:00Z;0.00036;0.00000065
2022-01-09T18:00:00Z;0;0
2022-01-09T19:00:00Z;0;5.17E-07
2022-01-09T20:00:00Z;0;0.028169067
2022-01-09T21:00:00Z;0;0.072501383
2022-01-09T22:00:00Z;0;0.052585233
2022-01-09T23:00:00Z;0;0.001500217
2022-01-10T00:00:00Z;0;0
2022-01-10T01:00:00Z;0;0
2022-01-10T02:00:00Z;0;0
2022-01-10T03:00:00Z;0;0
2022-01-10T04:00:00Z;0;0.04000315
2022-01-10T05:00:00Z;0;0.543010583
2022-01-10T06:00:00Z;0;0.8568421
2022-01-10T07:00:00Z;0.313526333;3.306345433
2022-01-10T08:00:00Z;0.353520333;8.781004233
2022-01-10T09:00:00Z;0.573487333;21.25000315
2022-01-10T10:00:00Z;0.025119;7.5000037
2022-01-10T11:00:00Z;0.025119;4.1666693
2022-01-10T12:00:00Z;0;1.52E-06
2022-01-10T13:00:00Z;0;3.83E-06
2022-01-10T14:00:00Z;0.246869667;0.000004
2022-01-10T15:00:00Z;0.046899667;17.5000033
2022-01-10T16:00:00Z;0.050358;15.00000287
2022-01-10T17:00:00Z;0.033688333;8.33E-07
2022-01-10T18:00:00Z;0;0
2022-01-10T19:00:00Z;0;0.001667333
2022-01-10T20:00:00Z;0;0.028169567
2022-01-10T21:00:00Z;0;0.053251517
2022-01-10T22:00:00Z;0;0.038752267
2022-01-10T23:00:00Z;0;0.001333617
2022-01-11T00:00:00Z;0;0
2022-01-11T01:00:00Z;0;0
2022-01-11T02:00:00Z;0;0
2022-01-11T03:00:00Z;0;0
2022-01-11T04:00:00Z;0;0.013002417
2022-01-11T05:00:00Z;0;0.367596433
2022-01-11T06:00:00Z;0;1.036005633
2022-01-11T07:00:00Z;0.160216;0.42800995
2022-01-11T08:00:00Z;0.233538333;2.5180067
2022-01-11T09:00:00Z;0.026902667;6.25000375
2022-01-11T10:00:00Z;0.00012;10.41667025
2022-01-11T11:00:00Z;0.050118;25.00000298
2022-01-11T12:00:00Z;0;9.00E-07
2022-01-11T13:00:00Z;0;2.83E-06
2022-01-11T14:00:00Z;0.380183;17.91666995
2022-01-11T15:00:00Z;0.453505333;13.75000345
2022-01-11T16:00:00Z;0.225329;7.083336033
2022-01-11T17:00:00Z;0.251991667;2.67E-07
2022-01-11T18:00:00Z;0;0
2022-01-11T19:00:00Z;0;6.17E-07
2022-01-11T20:00:00Z;0;0.057001867
2022-01-11T21:00:00Z;0;0.042002083
2022-01-11T22:00:00Z;0;0.043418883
2022-01-11T23:00:00Z;0;4.33E-07
2022-01-12T00:00:00Z;0;0
2022-01-12T01:00:00Z;0;0
2022-01-12T02:00:00Z;0;0
2022-01-12T03:00:00Z;0;0
2022-01-12T04:00:00Z;0;0.008001917
2022-01-12T05:00:00Z;0;0.28718085
2022-01-12T06:00:00Z;0;0.97150635
2022-01-12T07:00:00Z;0.180213;3.07400795
2022-01-12T08:00:00Z;0.273532333;7.948672467
2022-01-12T09:00:00Z;0.133553333;9.58333695
2022-01-12T10:00:00Z;0.00012;9.58333695
2022-01-12T11:00:00Z;0.075117;1.250002383
2022-01-12T12:00:00Z;0;5.83E-07
2022-01-12T13:00:00Z;0;8.33333645
2022-01-12T14:00:00Z;0.240204;34.1666693
2022-01-12T15:00:00Z;0.053565333;6.6666704
2022-01-12T16:00:00Z;0.393634333;2.93E-06
2022-01-12T17:00:00Z;0.338645333;0.0000004
2022-01-12T18:00:00Z;0;0
2022-01-12T19:00:00Z;0;0.00266675
2022-01-12T20:00:00Z;0;0.0321685
2022-01-12T21:00:00Z;0;0.043252283
2022-01-12T22:00:00Z;0;0.04450225
2022-01-12T23:00:00Z;0;0.003334167
2022-01-13T00:00:00Z;0;0
2022-01-13T01:00:00Z;0;0
2022-01-13T02:00:00Z;0;0
2022-01-13T03:00:00Z;0;0
2022-01-13T04:00:00Z;0;0.016001317
2022-01-13T05:00:00Z;0;0.431511533
2022-01-13T06:00:00Z;0;1.02575525
2022-01-13T07:00:00Z;0.00024;0.436010917
2022-01-13T08:00:00Z;0.00024;0.019006133
2022-01-13T09:00:00Z;0.113556333;27.08333625
2022-01-13T10:00:00Z;0.00012;12.08333685
2022-01-13T11:00:00Z;0.050118;3.30E-06
2022-01-13T12:00:00Z;0;0.00000205
2022-01-13T13:00:00Z;0;3.75000315
2022-01-13T14:00:00Z;0.213541333;5.41667045
2022-01-13T15:00:00Z;0.653475333;10.41667025
2022-01-13T16:00:00Z;0.306980667;21.2500031
2022-01-13T17:00:00Z;0.463629333;0.000001
2022-01-13T18:00:00Z;0;0
2022-01-13T19:00:00Z;0;1.17E-07
2022-01-13T20:00:00Z;0;0.004502667
2022-01-13T21:00:00Z;0;0.06316825
2022-01-13T22:00:00Z;0;0.052001883
2022-01-13T23:00:00Z;0;0.010500617
2022-01-14T00:00:00Z;0;0
2022-01-14T01:00:00Z;0;0
2022-01-14T02:00:00Z;0;0
2022-01-14T03:00:00Z;0;0
2022-01-14T04:00:00Z;0;0.064002617
2022-01-14T05:00:00Z;0;0.531008683
2022-01-14T06:00:00Z;0;0.920004667
2022-01-14T07:00:00Z;0.386848667;0.31401135
2022-01-14T08:00:00Z;0.353520333;0.009002083
2022-01-14T09:00:00Z;0.186878667;0
2022-01-14T10:00:00Z;0.050118;0
2022-01-14T11:00:00Z;0.00012;0
2022-01-14T12:00:00Z;0;0
2022-01-14T13:00:00Z;0;0
2022-01-14T14:00:00Z;0.213541333;0
2022-01-14T15:00:00Z;0.246869667;0
2022-01-14T16:00:00Z;0.133673333;0
2022-01-14T17:00:00Z;0.110349;0
2022-01-14T18:00:00Z;0;0
2022-01-14T19:00:00Z;0;0
2022-01-14T20:00:00Z;0;0
2022-01-14T21:00:00Z;0;0
2022-01-14T22:00:00Z;0;0
2022-01-14T23:00:00Z;0;0
2022-01-15T00:00:00Z;0;0
2022-01-15T01:00:00Z;0;0
2022-01-15T02:00:00Z;0;0
2022-01-15T03:00:00Z;0;0
2022-01-15T04:00:00Z;0;0.02883625
2022-01-15T05:00:00Z;0;0.5490098
2022-01-15T06:00:00Z;0;0.99192295
2022-01-15T07:00:00Z;0.420177;0.298013233
2022-01-15T08:00:00Z;0.260201;0.021004583
2022-01-15T09:00:00Z;0.020237;5.8333371
2022-01-15T10:00:00Z;0.050118;13.75000345
2022-01-15T11:00:00Z;0.00012;3.750003317
2022-01-15T12:00:00Z;0;8.17E-07
2022-01-15T13:00:00Z;0;12.91666892
2022-01-15T14:00:00Z;0.206875667;0.8333373
2022-01-15T15:00:00Z;0.220207;21.6666698
2022-01-15T16:00:00Z;0.243662333;17.91666962
2022-01-15T17:00:00Z;0.393634333;6.50E-07
2022-01-15T18:00:00Z;0;0
2022-01-15T19:00:00Z;0;0.016000133
2022-01-15T20:00:00Z;0;0.044252367
2022-01-15T21:00:00Z;0;0.02916985
2022-01-15T22:00:00Z;0;0.04225205
2022-01-15T23:00:00Z;0;1.67E-08
2022-01-16T00:00:00Z;0;0
2022-01-16T01:00:00Z;0;0
2022-01-16T02:00:00Z;0;0
2022-01-16T03:00:00Z;0;0
2022-01-16T04:00:00Z;0;0.009003133
2022-01-16T05:00:00Z;0;0.347347333
2022-01-16T06:00:00Z;0;0.942507833
2022-01-16T07:00:00Z;0.340189;0.4990117
2022-01-16T08:00:00Z;0.173547333;1.69567365
2022-01-16T09:00:00Z;0.120222;15.8333367
2022-01-16T10:00:00Z;0.025119;17.5000033
2022-01-16T11:00:00Z;0.00012;5.833336433
2022-01-16T12:00:00Z;0;2.083335633
2022-01-16T13:00:00Z;0;17.91666995
2022-01-16T14:00:00Z;0.166881667;5.41667045
2022-01-16T15:00:00Z;0.20021;12.5000035
2022-01-16T16:00:00Z;0.346974667;3.22E-06
2022-01-16T17:00:00Z;0.295324;1.37E-06
2022-01-16T18:00:00Z;0;0
2022-01-16T19:00:00Z;0;0.005000967
2022-01-16T20:00:00Z;0;0.06250185
2022-01-16T21:00:00Z;0;0.06658445
2022-01-16T22:00:00Z;0;0.04275195
2022-01-16T23:00:00Z;0;0.0035003
2022-01-17T00:00:00Z;0;0
2022-01-17T01:00:00Z;0;0
2022-01-17T02:00:00Z;0;0
2022-01-17T03:00:00Z;0;0
2022-01-17T04:00:00Z;0;0.033004033
2022-01-17T05:00:00Z;0;0.583344033
2022-01-17T06:00:00Z;0;0.998590033
2022-01-17T07:00:00Z;0.00024;0.263012483
2022-01-17T08:00:00Z;0.013571333;11.66667297
2022-01-17T09:00:00Z;0.620147;5.8333371
2022-01-17T10:00:00Z;0.050118;7.08333705
2022-01-17T11:00:00Z;0.00012;4.58333615
2022-01-17T12:00:00Z;0;0.00000165
2022-01-17T13:00:00Z;0;2.83E-06
2022-01-17T14:00:00Z;0.086893667;10.0000036
2022-01-17T15:00:00Z;0.260201;26.6666696
2022-01-17T16:00:00Z;0.418633333;15.41666927
2022-01-17T17:00:00Z;0.138675333;7.17E-07
2022-01-17T18:00:00Z;0;0
2022-01-17T19:00:00Z;0;0.002333517
2022-01-17T20:00:00Z;0;0.041168583
2022-01-17T21:00:00Z;0;0.058751483
2022-01-17T22:00:00Z;0;0.0198364
2022-01-17T23:00:00Z;0;0.000500983
2022-01-18T00:00:00Z;0;0
2022-01-18T01:00:00Z;0;0
2022-01-18T02:00:00Z;0;0
2022-01-18T03:00:00Z;0;0
2022-01-18T04:00:00Z;0;0.028668667
2022-01-18T05:00:00Z;0;0.408345383
2022-01-18T06:00:00Z;0;1.067337717
2022-01-18T07:00:00Z;0.293529333;0.404678233
2022-01-18T08:00:00Z;0.313526333;5.8483379
2022-01-18T09:00:00Z;0.033568333;6.6666704
2022-01-18T10:00:00Z;0.00012;31.6666694
2022-01-18T11:00:00Z;0.050118;8.750002117
2022-01-18T12:00:00Z;0;5.17E-07
2022-01-18T13:00:00Z;0;0.416669767
2022-01-18T14:00:00Z;0.540159;17.5000033
2022-01-18T15:00:00Z;0.300195;0.41667065
2022-01-18T16:00:00Z;0.130346;2.500003217
2022-01-18T17:00:00Z;0.00036;3.75000065
2022-01-18T18:00:00Z;0;0
2022-01-18T19:00:00Z;0;0.0000001
2022-01-18T20:00:00Z;0;0.033502333
2022-01-18T21:00:00Z;0;0.04783535
2022-01-18T22:00:00Z;0;0.013002583
2022-01-18T23:00:00Z;0;0.0000005
2022-01-19T00:00:00Z;0;0
2022-01-19T01:00:00Z;0;0
2022-01-19T02:00:00Z;0;0
2022-01-19T03:00:00Z;0;0
2022-01-19T04:00:00Z;0;0.05066875
2022-01-19T05:00:00Z;0;0.4153457
2022-01-19T06:00:00Z;0;1.0079222
2022-01-19T07:00:00Z;0.286863667;0.429012067
2022-01-19T08:00:00Z;0.333523333;21.25400668
2022-01-19T09:00:00Z;0.313526333;15.41667005
2022-01-19T10:00:00Z;0.00012;0.000004
2022-01-19T11:00:00Z;0.025119;8.333336467
2022-01-19T12:00:00Z;0;1.63E-06
2022-01-19T13:00:00Z;0;15.4166686
2022-01-19T14:00:00Z;0.220207;12.08333685
2022-01-19T15:00:00Z;0.246869667;0.000004
2022-01-19T16:00:00Z;0.093679333;9.1666695
2022-01-19T17:00:00Z;0.195339;1.32E-06
2022-01-19T18:00:00Z;0;0
2022-01-19T19:00:00Z;0;1.67E-08
2022-01-19T20:00:00Z;0;0.027502333
2022-01-19T21:00:00Z;0;0.042335483
2022-01-19T22:00:00Z;0;0.0528348
2022-01-19T23:00:00Z;0;0
2022-01-20T00:00:00Z;0;0
2022-01-20T01:00:00Z;0;0
2022-01-20T02:00:00Z;0;0
2022-01-20T03:00:00Z;0;0
2022-01-20T04:00:00Z;0;0.014337433
2022-01-20T05:00:00Z;0;0.3055163
2022-01-20T06:00:00Z;0;1.0008392
2022-01-20T07:00:00Z;0.273532333;0.570008283
2022-01-20T08:00:00Z;0.426842667;10.01800422
2022-01-20T09:00:00Z;0.066896667;14.58333675
2022-01-20T10:00:00Z;0.025119;20.0000032
2022-01-20T11:00:00Z;0.025119;5.416670267
2022-01-20T12:00:00Z;0;2.91666825
2022-01-20T13:00:00Z;0;3.333336683
2022-01-20T14:00:00Z;0.093559333;12.08333685
2022-01-20T15:00:00Z;0.020237;7.5000037
2022-01-20T16:00:00Z;0.216999667;2.916669533
2022-01-20T17:00:00Z;0.486953667;1.67E-07
2022-01-20T18:00:00Z;0;0
2022-01-20T19:00:00Z;0;0.000500283
2022-01-20T20:00:00Z;0;0.05566775
2022-01-20T21:00:00Z;0;0.01350355
2022-01-20T22:00:00Z;0;0.030086033
2022-01-20T23:00:00Z;0;0.0073336
2022-01-21T00:00:00Z;0;0
2022-01-21T01:00:00Z;0;0
2022-01-21T02:00:00Z;0;0
2022-01-21T03:00:00Z;0;0
2022-01-21T04:00:00Z;0;0.012000667
2022-01-21T05:00:00Z;0;0.279011067
2022-01-21T06:00:00Z;0;0.95100415
2022-01-21T07:00:00Z;0.113556333;0.539007583
2022-01-21T08:00:00Z;0.433508333;0.0250024
2022-01-21T09:00:00Z;0.420177;0
2022-01-21T10:00:00Z;0.00012;0
2022-01-21T11:00:00Z;0.00012;0
2022-01-21T12:00:00Z;0;0
2022-01-21T13:00:00Z;0;0
2022-01-21T14:00:00Z;0.273532333;0
2022-01-21T15:00:00Z;0.00024;0
2022-01-21T16:00:00Z;0.112012667;0
2022-01-21T17:00:00Z;0.315321;0
2022-01-21T18:00:00Z;0;0
2022-01-21T19:00:00Z;0;0
2022-01-21T20:00:00Z;0;0
2022-01-21T21:00:00Z;0;0
2022-01-21T22:00:00Z;0;0
2022-01-21T23:00:00Z;0;0
2022-01-22T00:00:00Z;0;0
2022-01-22T01:00:00Z;0;0
2022-01-22T02:00:00Z;0;0
2022-01-22T03:00:00Z;0;0
2022-01-22T04:00:00Z;0;0.0420025
2022-01-22T05:00:00Z;0;0.638258567
2022-01-22T06:00:00Z;0;0.976672733
2022-01-22T07:00:00Z;0.106890667;0.228013783
2022-01-22T08:00:00Z;0.20021;6.20E-06
2022-01-22T09:00:00Z;0.293529333;12.91667015
2022-01-22T10:00:00Z;0.00012;6.25000375
2022-01-22T11:00:00Z;0.050118;6.666668633
2022-01-22T12:00:00Z;0;1.23E-06
2022-01-22T13:00:00Z;0;5.000003717
2022-01-22T14:00:00Z;0.033568333;17.5000033
2022-01-22T15:00:00Z;0.20021;12.5000035
2022-01-22T16:00:00Z;0.245326;16.66666988
2022-01-22T17:00:00Z;0.545281;1.28E-06
2022-01-22T18:00:00Z;0;0
2022-01-22T19:00:00Z;0;0
2022-01-22T20:00:00Z;0;0.01233565
2022-01-22T21:00:00Z;0;0.043335317
2022-01-22T22:00:00Z;0;0.03950235
2022-01-22T23:00:00Z;0;1.17E-07
2022-01-23T00:00:00Z;0;0
2022-01-23T01:00:00Z;0;0
2022-01-23T02:00:00Z;0;0
2022-01-23T03:00:00Z;0;0
2022-01-23T04:00:00Z;0;0.0250017
2022-01-23T05:00:00Z;0;0.406762983
2022-01-23T06:00:00Z;0;0.98975635
2022-01-23T07:00:00Z;0.020237;0.4200093
2022-01-23T08:00:00Z;0.073562333;0.010005583
2022-01-23T09:00:00Z;0.193544333;4.58333715
2022-01-23T10:00:00Z;0.025119;6.25000375
2022-01-23T11:00:00Z;0.00012;3.00E-06
2022-01-23T12:00:00Z;0;1.73E-06
2022-01-23T13:00:00Z;0;30.83333597
2022-01-23T14:00:00Z;0.213541333;3.3333372
2022-01-23T15:00:00Z;0.426842667;15.0000034
2022-01-23T16:00:00Z;0.483626333;19.16666967
2022-01-23T17:00:00Z;0.225329;1.47E-06
2022-01-23T18:00:00Z;0;0
2022-01-23T19:00:00Z;0;0.004000567
2022-01-23T20:00:00Z;0;0.0558348
2022-01-23T21:00:00Z;0;0.033418683
2022-01-23T22:00:00Z;0;0.0335017
2022-01-23T23:00:00Z;0;0.004667083
2022-01-24T00:00:00Z;0;0
2022-01-24T01:00:00Z;0;0
2022-01-24T02:00:00Z;0;0
2022-01-24T03:00:00Z;0;0
2022-01-24T04:00:00Z;0;0.015168917
2022-01-24T05:00:00Z;0;0.327597183
2022-01-24T06:00:00Z;0;1.03083955
2022-01-24T07:00:00Z;0.080228;0.433009
2022-01-24T08:00:00Z;0.140219;0.024006
2022-01-24T09:00:00Z;0.426842667;5.8333371
2022-01-24T10:00:00Z;0.025119;16.66667
2022-01-24T11:00:00Z;0.075117;2.0833355
2022-01-24T12:00:00Z;0;1.83E-07
2022-01-24T13:00:00Z;0;3.07E-06
2022-01-24T14:00:00Z;0.00024;7.08333705
2022-01-24T15:00:00Z;0.360186;16.25000335
2022-01-24T16:00:00Z;0.293649333;26.25000195
2022-01-24T17:00:00Z;0.253655333;8.33333385
2022-01-24T18:00:00Z;0;0
2022-01-24T19:00:00Z;0;9.50E-07
2022-01-24T20:00:00Z;0;0.03908555
2022-01-24T21:00:00Z;0;0.074835067
2022-01-24T22:00:00Z;0;0.07941765
2022-01-24T23:00:00Z;0;1.67E-07
2022-01-25T00:00:00Z;0;0
2022-01-25T01:00:00Z;0;0
2022-01-25T02:00:00Z;0;0
2022-01-25T03:00:00Z;0;0
2022-01-25T04:00:00Z;0;0.017002883
2022-01-25T05:00:00Z;0;0.3245983
2022-01-25T06:00:00Z;0;0.897007083
2022-01-25T07:00:00Z;0.206875667;4.341007867
2022-01-25T08:00:00Z;0.040234;5.039004683
2022-01-25T09:00:00Z;0.193544333;18.75000325
2022-01-25T10:00:00Z;0.025119;0.000004
2022-01-25T11:00:00Z;0.025119;20.8333365
2022-01-25T12:00:00Z;0;1.77E-06
2022-01-25T13:00:00Z;0;3.75000255
2022-01-25T14:00:00Z;0.033568333;0.000004
2022-01-25T15:00:00Z;0.626812667;0.000004
2022-01-25T16:00:00Z;0.345311;8.3333364
2022-01-25T17:00:00Z;0.145341;17.50000078
2022-01-25T18:00:00Z;0;0
2022-01-25T19:00:00Z;0;0.00000045
2022-01-25T20:00:00Z;0;0.03058475
2022-01-25T21:00:00Z;0;0.038585117
2022-01-25T22:00:00Z;0;0.024335767
2022-01-25T23:00:00Z;0;0.00000025
2022-01-26T00:00:00Z;0;0
