kpi,value
annuity_total,6607.595138117423
variable_costs_total,0.0
system_cost_total,6607.595138117423
total_upfront_investments,62220.15916
land_requirement_additional,214.38450431467245
land_requirement_total,214.38450431467245
total_water_footprint,2192494.2627629386
