timeindex;drinking-water;electricity;service-water
2022-01-02T11:00:00Z;0.00048;1.325007117;0.0
2022-01-02T12:00:00Z;0.00048;0.950007367;0.0
2022-01-02T13:00:00Z;0.00048;4.57500495;0.0
2022-01-02T14:00:00Z;0.00048;2.2500065;0.597404
2022-01-02T15:00:00Z;0.00048;2.8500061;0.62738
2022-01-02T16:00:00Z;0.00048;0.850007433;0.487492
2022-01-02T17:00:00Z;0.00048;0.67500755;0.687332
2022-01-02T18:00:00Z;0.00048;0.7500075;0.0
2022-01-02T19:00:00Z;0.00048;1.183341683;0.0
2022-01-02T20:00:00Z;0.100478;3.5869301;0.0
2022-01-02T21:00:00Z;0.00048;3.298346667;0.0
2022-01-02T22:00:00Z;0.100478;0.829260633;0.0
2022-01-02T23:00:00Z;0.00048;0.011501217;0.0
2022-01-03T00:00:00Z;0.0;0.02300415;0.0
2022-01-03T01:00:00Z;0.0;0.0810053;0.0
2022-01-03T02:00:00Z;0.0;0.111505167;0.0
2022-01-03T03:00:00Z;0.0;0.104004683;0.0
2022-01-03T04:00:00Z;0.0;0.12050525;0.0
2022-01-03T05:00:00Z;0.0;0.12268355;0.0
2022-01-03T06:00:00Z;0.0;0.207264933;0.0
2022-01-03T07:00:00Z;0.00048;0.07600705;0.282656
2022-01-03T08:00:00Z;0.050479;0.639006517;0.262672
2022-01-03T09:00:00Z;0.050479;2.3250061;0.80224
2022-01-03T10:00:00Z;0.100478;3.200005867;0.0
2022-01-03T11:00:00Z;0.050479;3.550005633;0.0
2022-01-03T12:00:00Z;0.050479;2.02500665;0.0
2022-01-03T13:00:00Z;0.00048;0.07500795;0.0
2022-01-03T14:00:00Z;0.050479;1.825006783;0.457516
2022-01-03T15:00:00Z;0.00048;0.350007767;0.897164
2022-01-03T16:00:00Z;0.00048;2.32500645;0.232696
2022-01-03T17:00:00Z;0.00048;3.67500555;0.672344
2022-01-03T18:00:00Z;0.00048;1.325007117;0.0
2022-01-03T19:00:00Z;0.00048;0.000258933;0.0
2022-01-03T20:00:00Z;0.00048;1.149517533;0.0
2022-01-03T21:00:00Z;0.00048;1.85326105;0.0
2022-01-03T22:00:00Z;0.050479;0.22650975;0.0
2022-01-03T23:00:00Z;0.00048;0.018334567;0.0
2022-01-04T00:00:00Z;0.0;3.23333e-06;0.0
2022-01-04T01:00:00Z;0.0;0.019003367;0.0
2022-01-04T02:00:00Z;0.0;0.053002233;0.0
2022-01-04T03:00:00Z;0.0;0.044002533;0.0
2022-01-04T04:00:00Z;0.0;0.038503817;0.0
2022-01-04T05:00:00Z;0.0;0.108007733;0.0
2022-01-04T06:00:00Z;0.0;0.099591317;0.0
2022-01-04T07:00:00Z;0.050479;0.01300295;0.592408
2022-01-04T08:00:00Z;0.00048;2.35e-06;0.522464
2022-01-04T09:00:00Z;0.050479;3.6e-06;0.632376
2022-01-04T10:00:00Z;0.00048;4e-06;0.0
2022-01-04T11:00:00Z;0.050479;4e-06;0.0
2022-01-04T12:00:00Z;0.00048;1.250003167;0.0
2022-01-04T13:00:00Z;0.00048;2.425002383;0.0
2022-01-04T14:00:00Z;0.00048;2.450002367;0.3526
2022-01-04T15:00:00Z;0.050479;1.500003;0.332616
2022-01-04T16:00:00Z;0.050479;0.425003717;0.807236
2022-01-04T17:00:00Z;0.00048;1.3500031;0.3526
2022-01-04T18:00:00Z;0.00048;0.425003717;0.0
2022-01-04T19:00:00Z;0.00048;1.075003817;0.0
2022-01-04T20:00:00Z;0.050479;0.92084035;0.0
2022-01-04T21:00:00Z;0.050479;1.094922533;0.0
2022-01-04T22:00:00Z;0.050479;0.1070036;0.0
2022-01-04T23:00:00Z;0.00048;0.00500015;0.0
2022-01-05T00:00:00Z;0.0;0.016002967;0.0
2022-01-05T01:00:00Z;0.0;0.060003;0.0
2022-01-05T02:00:00Z;0.0;0.038502917;0.0
2022-01-05T03:00:00Z;0.0;0.019003367;0.0
2022-01-05T04:00:00Z;0.0;0.094502267;0.0
2022-01-05T05:00:00Z;0.0;0.0671754;0.0
2022-01-05T06:00:00Z;0.0;0.0987574;0.0
2022-01-05T07:00:00Z;0.050479;0.023836217;0.622384
2022-01-05T08:00:00Z;0.00048;0.015502767;0.617388
2022-01-05T09:00:00Z;0.00048;0.875001767;0.142768
2022-01-05T10:00:00Z;0.00048;0.775003483;0.0
2022-01-05T11:00:00Z;0.00048;0.175003883;0.0
2022-01-05T12:00:00Z;0.050479;4e-06;0.0
2022-01-05T13:00:00Z;0.00048;0.9000034;0.0
2022-01-05T14:00:00Z;0.00048;2.32500245;0.537452
2022-01-05T15:00:00Z;0.00048;1.100003267;0.42754
2022-01-05T16:00:00Z;0.050479;1.500003;0.937132
2022-01-05T17:00:00Z;0.150477;0.325003783;0.307636
2022-01-05T18:00:00Z;0.00048;1.3500031;0.0
2022-01-05T19:00:00Z;0.050479;1.725003167;0.0
2022-01-05T20:00:00Z;0.00048;0.755257217;0.0
2022-01-05T21:00:00Z;0.050479;0.133339133;0.0
2022-01-05T22:00:00Z;0.00048;0.048339233;0.0
2022-01-05T23:00:00Z;0.00048;0.0016677;0.0
2022-01-06T00:00:00Z;0.0;2.96667e-06;0.0
2022-01-06T01:00:00Z;0.0;0.011503617;0.0
2022-01-06T02:00:00Z;0.0;0.036502783;0.0
2022-01-06T03:00:00Z;0.0;0.098001483;0.0
2022-01-06T04:00:00Z;0.0;0.11050265;0.0
2022-01-06T05:00:00Z;0.0;0.10684075;0.0
2022-01-06T06:00:00Z;0.0;0.141838583;0.0
2022-01-06T07:00:00Z;0.00048;0.014501667;0.37758
2022-01-06T08:00:00Z;0.00048;2.83333e-07;0.632376
2022-01-06T09:00:00Z;0.00048;0.850002133;0.672344
2022-01-06T10:00:00Z;0.00048;1.750002833;0.0
2022-01-06T11:00:00Z;0.00048;0.425003717;0.0
2022-01-06T12:00:00Z;0.00048;1.100003267;0.0
2022-01-06T13:00:00Z;0.00048;1.225003183;0.0
2022-01-06T14:00:00Z;0.100478;1.900002733;0.312632
2022-01-06T15:00:00Z;0.050479;0.07500395;1.102
2022-01-06T16:00:00Z;0.00048;1.450003033;0.387572
2022-01-06T17:00:00Z;0.00048;0.4500037;0.20272
2022-01-06T18:00:00Z;0.00048;0.875003417;0.0
2022-01-06T19:00:00Z;0.00048;0.750003917;0.0
2022-01-06T20:00:00Z;0.100478;0.020259683;0.0
2022-01-06T21:00:00Z;0.00048;1.266756483;0.0
2022-01-06T22:00:00Z;0.100478;0.084005017;0.0
2022-01-06T23:00:00Z;0.050479;0.0073337;0.0
2022-01-07T00:00:00Z;0.0;0.004003233;0.0
2022-01-07T01:00:00Z;0.0;0.029503367;0.0
2022-01-07T02:00:00Z;0.0;0.08850205;0.0
2022-01-07T03:00:00Z;0.0;0.061502683;0.0
2022-01-07T04:00:00Z;0.0;0.054003517;0.0
2022-01-07T05:00:00Z;0.0;0.088174433;0.0
2022-01-07T06:00:00Z;0.0;0.129673233;0.0
2022-01-07T07:00:00Z;0.00048;0.005503217;0.257676
2022-01-07T08:00:00Z;0.050479;2e-06;0.692328
2022-01-07T09:00:00Z;0.050479;1.775002817;0.687332
2022-01-07T10:00:00Z;0.00048;2.5500023;0.0
2022-01-07T11:00:00Z;0.050479;1.375003083;0.0
2022-01-07T12:00:00Z;0.00048;0.175003883;0.0
2022-01-07T13:00:00Z;0.050479;1.150003233;0.0
2022-01-07T14:00:00Z;0.050479;1.525002983;0.362592
2022-01-07T15:00:00Z;0.00048;1.075003283;0.462512
2022-01-07T16:00:00Z;0.00048;0.100003933;0.607396
2022-01-07T17:00:00Z;0.00048;0.425003717;0.422544
2022-01-07T18:00:00Z;0.00048;0.6000036;0.0
2022-01-07T19:00:00Z;0.050479;0.003004883;0.0
2022-01-07T20:00:00Z;0.050479;0.913174867;0.0
2022-01-07T21:00:00Z;0.050479;0.840422717;0.0
2022-01-07T22:00:00Z;0.00048;0.085921267;0.0
2022-01-07T23:00:00Z;0.00048;0.000250383;0.0
2022-01-08T00:00:00Z;0.0;0.046504617;0.0
2022-01-08T01:00:00Z;0.0;0.021507283;0.0
2022-01-08T02:00:00Z;0.0;0.047506917;0.0
2022-01-08T03:00:00Z;0.0;0.067505867;0.0
2022-01-08T04:00:00Z;0.0;0.131255017;0.0
2022-01-08T05:00:00Z;0.0;0.26109535;0.0
2022-01-08T06:00:00Z;0.0;0.1446827;0.0
2022-01-08T07:00:00Z;0.00048;0.1547542;0.2277
2022-01-08T08:00:00Z;0.00048;0.014503483;0.412552
2022-01-08T09:00:00Z;0.00048;0.125004833;0.812232
2022-01-08T10:00:00Z;0.00048;1.9000066;0.0
2022-01-08T11:00:00Z;0.00048;2.975006017;0.0
2022-01-08T12:00:00Z;0.00048;2.875006083;0.0
2022-01-08T13:00:00Z;0.00048;1.175007217;0.0
2022-01-08T14:00:00Z;0.00048;0.050007967;0.757276
2022-01-08T15:00:00Z;0.050479;4.12500525;0.612392
2022-01-08T16:00:00Z;0.050479;2.750006167;0.20272
2022-01-08T17:00:00Z;0.050479;3.9000054;0.57742
2022-01-08T18:00:00Z;0.050479;1.12500725;0.0
2022-01-08T19:00:00Z;0.00048;0.1500092;0.0
2022-01-08T20:00:00Z;0.00048;1.23010105;0.0
2022-01-08T21:00:00Z;0.00048;1.5926812;0.0
2022-01-08T22:00:00Z;0.200476;0.718676267;0.0
2022-01-08T23:00:00Z;0.00048;0.05816865;0.0
2022-01-09T00:00:00Z;0.0;0.088005583;0.0
2022-01-09T01:00:00Z;0.0;0.151504683;0.0
2022-01-09T02:00:00Z;0.0;0.084506233;0.0
2022-01-09T03:00:00Z;0.0;0.087506083;0.0
2022-01-09T04:00:00Z;0.0;0.0961732;0.0
2022-01-09T05:00:00Z;0.0;0.244513633;0.0
2022-01-09T06:00:00Z;0.0;0.200347767;0.0
2022-01-09T07:00:00Z;0.00048;0.047757017;0.162752
2022-01-09T08:00:00Z;0.00048;0.600002317;0.382576
2022-01-09T09:00:00Z;0.00048;1.550005533;0.712312
2022-01-09T10:00:00Z;0.00048;0.350007767;0.0
2022-01-09T11:00:00Z;0.050479;0.9000074;0.0
2022-01-09T12:00:00Z;0.00048;2.17500655;0.0
2022-01-09T13:00:00Z;0.00048;1.525006983;0.0
2022-01-09T14:00:00Z;0.00048;2.47500635;0.647364
2022-01-09T15:00:00Z;0.050479;2.300006467;0.557436
2022-01-09T16:00:00Z;0.00048;2.075006617;0.57742
2022-01-09T17:00:00Z;0.050479;4.975004683;0.62738
2022-01-09T18:00:00Z;0.00048;1.400007067;0.0
2022-01-09T19:00:00Z;0.00048;0.20301045;0.0
2022-01-09T20:00:00Z;0.050479;0.961933333;0.0
2022-01-09T21:00:00Z;0.200476;2.707764467;0.0
2022-01-09T22:00:00Z;0.00048;0.655012067;0.0
2022-01-09T23:00:00Z;0.00048;0.008334533;0.0
2022-01-10T00:00:00Z;0.0;0.007505867;0.0
2022-01-10T01:00:00Z;0.0;0.095505283;0.0
2022-01-10T02:00:00Z;0.0;0.134504633;0.0
2022-01-10T03:00:00Z;0.0;0.124005017;0.0
2022-01-10T04:00:00Z;0.0;0.0405077;0.0
2022-01-10T05:00:00Z;0.0;0.171681767;0.0
2022-01-10T06:00:00Z;0.0;0.263845983;0.0
2022-01-10T07:00:00Z;0.00048;0.062172567;0.50248
2022-01-10T08:00:00Z;0.00048;0.0010033;0.9771
2022-01-10T09:00:00Z;0.150477;0.300005067;0.412552
2022-01-10T10:00:00Z;0.00048;0.900007167;0.0
2022-01-10T11:00:00Z;0.050479;3.775005483;0.0
2022-01-10T12:00:00Z;0.050479;1.72500685;0.0
2022-01-10T13:00:00Z;0.00048;0.575007617;0.0
2022-01-10T14:00:00Z;0.100478;2.225006517;0.292648
2022-01-10T15:00:00Z;0.00048;2.450006367;0.20272
2022-01-10T16:00:00Z;0.00048;1.775006817;0.412552
2022-01-10T17:00:00Z;0.00048;1.775006817;0.822224
2022-01-10T18:00:00Z;0.00048;2.150006567;0.0
2022-01-10T19:00:00Z;0.00048;1.436509017;0.0
2022-01-10T20:00:00Z;0.00048;2.148763683;0.0
2022-01-10T21:00:00Z;0.00048;2.171346333;0.0
2022-01-10T22:00:00Z;0.050479;0.228012433;0.0
2022-01-10T23:00:00Z;0.00048;0.012835033;0.0
2022-01-11T00:00:00Z;0.0;0.007003;0.0
2022-01-11T01:00:00Z;0.0;0.06050255;0.0
2022-01-11T02:00:00Z;0.0;0.098001733;0.0
2022-01-11T03:00:00Z;0.0;0.034503117;0.0
2022-01-11T04:00:00Z;0.0;0.018837333;0.0
2022-01-11T05:00:00Z;0.0;0.107174217;0.0
2022-01-11T06:00:00Z;0.0;0.150755867;0.0
2022-01-11T07:00:00Z;0.00048;0.016503567;0.167748
2022-01-11T08:00:00Z;0.050479;0.1520014;0.432536
2022-01-11T09:00:00Z;0.00048;1.300002483;0.492488
2022-01-11T10:00:00Z;0.00048;4e-06;0.0
2022-01-11T11:00:00Z;0.00048;0.7500035;0.0
2022-01-11T12:00:00Z;0.00048;1.550002967;0.0
2022-01-11T13:00:00Z;0.00048;0.725003517;0.0
2022-01-11T14:00:00Z;0.00048;1.87500275;0.347604
2022-01-11T15:00:00Z;0.050479;0.22500385;0.597404
2022-01-11T16:00:00Z;0.150477;0.500003667;0.842208
2022-01-11T17:00:00Z;0.00048;2.600002267;0.742288
2022-01-11T18:00:00Z;0.050479;0.325003783;0.0
2022-01-11T19:00:00Z;0.00048;0.30550435;0.0
2022-01-11T20:00:00Z;0.050479;1.255175117;0.0
2022-01-11T21:00:00Z;0.00048;0.4665898;0.0
2022-01-11T22:00:00Z;0.00048;0.064257267;0.0
2022-01-11T23:00:00Z;0.050479;0.008334233;0.0
2022-01-12T00:00:00Z;0.0;0.0030026;0.0
2022-01-12T01:00:00Z;0.0;0.037002767;0.0
2022-01-12T02:00:00Z;0.0;0.062001933;0.0
2022-01-12T03:00:00Z;0.0;0.044002533;0.0
2022-01-12T04:00:00Z;0.0;0.022504283;0.0
2022-01-12T05:00:00Z;0.0;0.06734205;0.0
2022-01-12T06:00:00Z;0.0;0.0864248;0.0
2022-01-12T07:00:00Z;0.00048;0.0290034;0.367588
2022-01-12T08:00:00Z;0.100478;0.011002283;0.7273
2022-01-12T09:00:00Z;0.050479;0.625002583;0.642368
2022-01-12T10:00:00Z;0.00048;0.525003417;0.0
2022-01-12T11:00:00Z;0.00048;1.225003183;0.0
2022-01-12T12:00:00Z;0.00048;1.250003167;0.0
2022-01-12T13:00:00Z;0.00048;2.500002333;0.0
2022-01-12T14:00:00Z;0.00048;0.1500039;0.432536
2022-01-12T15:00:00Z;0.050479;1.6500029;0.597404
2022-01-12T16:00:00Z;0.00048;1.57500295;0.672344
2022-01-12T17:00:00Z;0.00048;4e-06;0.197724
2022-01-12T18:00:00Z;0.050479;0.775003483;0.0
2022-01-12T19:00:00Z;0.050479;0.201672083;0.0
2022-01-12T20:00:00Z;0.00048;1.23467545;0.0
2022-01-12T21:00:00Z;0.00048;0.8870879;0.0
2022-01-12T22:00:00Z;0.00048;0.079587883;0.0
2022-01-12T23:00:00Z;0.100478;0.002417683;0.0
2022-01-13T00:00:00Z;0.0;0.0140019;0.0
2022-01-13T01:00:00Z;0.0;0.109002183;0.0
2022-01-13T02:00:00Z;0.0;0.017503517;0.0
2022-01-13T03:00:00Z;0.0;0.054002817;0.0
2022-01-13T04:00:00Z;0.0;0.052003583;0.0
2022-01-13T05:00:00Z;0.0;0.078424717;0.0
2022-01-13T06:00:00Z;0.0;0.169922433;0.0
2022-01-13T07:00:00Z;0.00048;0.023503233;0.067828
2022-01-13T08:00:00Z;0.00048;7.83333e-07;0.717308
2022-01-13T09:00:00Z;0.00048;0.22500245;0.592408
2022-01-13T10:00:00Z;0.00048;4e-06;0.0
2022-01-13T11:00:00Z;0.050479;0.400003733;0.0
2022-01-13T12:00:00Z;0.050479;0.575003617;0.0
2022-01-13T13:00:00Z;0.00048;1.850002767;0.0
2022-01-13T14:00:00Z;0.00048;4e-06;0.407556
2022-01-13T15:00:00Z;0.050479;0.7500035;0.412552
2022-01-13T16:00:00Z;0.00048;0.37500375;0.872184
2022-01-13T17:00:00Z;0.00048;4e-06;0.622384
2022-01-13T18:00:00Z;0.00048;2.525002317;0.0
2022-01-13T19:00:00Z;0.050479;2.400002767;0.0
2022-01-13T20:00:00Z;0.050479;1.532673;0.0
2022-01-13T21:00:00Z;0.050479;0.107172467;0.0
2022-01-13T22:00:00Z;0.00048;0.83150405;0.0
2022-01-13T23:00:00Z;0.100478;0.016000417;0.0
2022-01-14T00:00:00Z;0.0;0.007002733;0.0
2022-01-14T01:00:00Z;0.0;0.027503083;0.0
2022-01-14T02:00:00Z;0.0;0.01350355;0.0
2022-01-14T03:00:00Z;0.0;0.023003333;0.0
2022-01-14T04:00:00Z;0.0;0.136335217;0.0
2022-01-14T05:00:00Z;0.0;0.099757217;0.0
2022-01-14T06:00:00Z;0.0;0.144673917;0.0
2022-01-14T07:00:00Z;0.00048;0.052502933;0.822224
2022-01-14T08:00:00Z;0.00048;0.4140015;0.497484
2022-01-14T09:00:00Z;0.100478;0.150001333;0.507476
2022-01-14T10:00:00Z;0.050479;1.625002633;0.0
2022-01-14T11:00:00Z;0.00048;2.075002617;0.0
2022-01-14T12:00:00Z;0.00048;1.500003;0.0
2022-01-14T13:00:00Z;0.050479;0.025003983;0.0
2022-01-14T14:00:00Z;0.00048;0.950003367;0.217708
2022-01-14T15:00:00Z;0.050479;3.200001867;0.537452
2022-01-14T16:00:00Z;0.00048;3.100001933;0.80224
2022-01-14T17:00:00Z;0.00048;0.725003517;0.27766
2022-01-14T18:00:00Z;0.100478;4e-06;0.0
2022-01-14T19:00:00Z;0.00048;0.002004617;0.0
2022-01-14T20:00:00Z;0.00048;0.0521757;0.0
2022-01-14T21:00:00Z;0.050479;0.220255983;0.0
2022-01-14T22:00:00Z;0.00048;0.3573381;0.0
2022-01-14T23:00:00Z;0.00048;0.003750783;0.0
2022-01-15T00:00:00Z;0.0;0.001007967;0.0
2022-01-15T01:00:00Z;0.0;0.06400655;0.0
2022-01-15T02:00:00Z;0.0;0.216502733;0.0
2022-01-15T03:00:00Z;0.0;0.116505083;0.0
2022-01-15T04:00:00Z;0.0;0.0375073;0.0
2022-01-15T05:00:00Z;0.0;0.136516183;0.0
2022-01-15T06:00:00Z;0.0;0.155015883;0.0
2022-01-15T07:00:00Z;0.00048;0.131005867;0.232696
2022-01-15T08:00:00Z;0.00048;0.031005517;0.40256
2022-01-15T09:00:00Z;0.00048;6.05e-06;0.372584
2022-01-15T10:00:00Z;0.050479;1.025007317;0.0
2022-01-15T11:00:00Z;0.00048;2.225006517;0.0
2022-01-15T12:00:00Z;0.050479;2.425006383;0.0
2022-01-15T13:00:00Z;0.00048;3.37500575;0.0
2022-01-15T14:00:00Z;0.050479;4.975004683;0.157756
2022-01-15T15:00:00Z;0.00048;3.425005717;1.27686
2022-01-15T16:00:00Z;0.050479;0.650007567;0.932136
2022-01-15T17:00:00Z;0.050479;0.875007417;0.332616
2022-01-15T18:00:00Z;0.00048;1.400007067;0.0
2022-01-15T19:00:00Z;0.050479;1.4801755;0.0
2022-01-15T20:00:00Z;0.050479;1.085931383;0.0
2022-01-15T21:00:00Z;0.050479;2.087094467;0.0
2022-01-15T22:00:00Z;0.00048;0.3357619;0.0
2022-01-15T23:00:00Z;0.00048;0.005501833;0.0
2022-01-16T00:00:00Z;0.0;0.045004367;0.0
2022-01-16T01:00:00Z;0.0;0.04500725;0.0
2022-01-16T02:00:00Z;0.0;0.09900495;0.0
2022-01-16T03:00:00Z;0.0;0.081505283;0.0
2022-01-16T04:00:00Z;0.0;0.06925665;0.0
2022-01-16T05:00:00Z;0.0;0.260846533;0.0
2022-01-16T06:00:00Z;0.0;0.210847683;0.0
2022-01-16T07:00:00Z;0.00048;0.055505517;0.167748
2022-01-16T08:00:00Z;0.100478;0.100004183;0.497484
2022-01-16T09:00:00Z;0.00048;0.025005033;0.362592
2022-01-16T10:00:00Z;0.00048;1.425006817;0.0
2022-01-16T11:00:00Z;0.050479;2.17500655;0.0
2022-01-16T12:00:00Z;0.00048;3.125005917;0.0
2022-01-16T13:00:00Z;0.00048;1.850006767;0.0
2022-01-16T14:00:00Z;0.00048;1.0500073;0.587412
2022-01-16T15:00:00Z;0.050479;0.850007433;0.532456
2022-01-16T16:00:00Z;0.00048;2.875006083;0.617388
2022-01-16T17:00:00Z;0.00048;4.150005233;0.817228
2022-01-16T18:00:00Z;0.00048;3.625005583;0.0
2022-01-16T19:00:00Z;0.100478;2.100008267;0.0
2022-01-16T20:00:00Z;0.050479;0.703016883;0.0
2022-01-16T21:00:00Z;0.050479;0.4255135;0.0
2022-01-16T22:00:00Z;0.00048;0.152258867;0.0
2022-01-16T23:00:00Z;0.00048;2.55e-06;0.0
2022-01-17T00:00:00Z;0.0;0.0300062;0.0
2022-01-17T01:00:00Z;0.0;0.08000645;0.0
2022-01-17T02:00:00Z;0.0;0.06700665;0.0
2022-01-17T03:00:00Z;0.0;0.077005817;0.0
2022-01-17T04:00:00Z;0.0;0.050174233;0.0
2022-01-17T05:00:00Z;0.0;0.259763233;0.0
2022-01-17T06:00:00Z;0.0;0.2678465;0.0
2022-01-17T07:00:00Z;0.00048;0.096506267;0.182736
2022-01-17T08:00:00Z;0.00048;0.011005567;0.32762
2022-01-17T09:00:00Z;0.00048;0.500005933;0.167748
2022-01-17T10:00:00Z;0.00048;1.6500069;0.0
2022-01-17T11:00:00Z;0.00048;0.725007517;0.0
2022-01-17T12:00:00Z;0.00048;2.17500655;0.0
2022-01-17T13:00:00Z;0.050479;2.875006083;0.0
2022-01-17T14:00:00Z;0.00048;1.100007267;0.397564
2022-01-17T15:00:00Z;0.050479;3.125005917;0.657356
2022-01-17T16:00:00Z;0.00048;1.675006883;1.032056
2022-01-17T17:00:00Z;0.050479;0.22500785;0.742288
2022-01-17T18:00:00Z;0.100478;1.000007333;0.0
2022-01-17T19:00:00Z;0.100478;4.034341033;0.0
2022-01-17T20:00:00Z;0.00048;3.447015417;0.0
2022-01-17T21:00:00Z;0.00048;1.52817895;0.0
2022-01-17T22:00:00Z;0.00048;0.142261083;0.0
2022-01-17T23:00:00Z;0.050479;0.006834817;0.0
2022-01-18T00:00:00Z;0.0;3.06667e-06;0.0
2022-01-18T01:00:00Z;0.0;0.028003067;0.0
2022-01-18T02:00:00Z;0.0;0.06000265;0.0
2022-01-18T03:00:00Z;0.0;0.040003233;0.0
2022-01-18T04:00:00Z;0.0;0.019004267;0.0
2022-01-18T05:00:00Z;0.0;0.133758217;0.0
2022-01-18T06:00:00Z;0.0;0.169006167;0.0
2022-01-18T07:00:00Z;0.050479;0.01600345;0.287652
2022-01-18T08:00:00Z;0.100478;0.000502467;0.547444
2022-01-18T09:00:00Z;0.00048;3e-06;0.592408
2022-01-18T10:00:00Z;0.00048;1.300003033;0.0
2022-01-18T11:00:00Z;0.00048;0.650003567;0.0
2022-01-18T12:00:00Z;0.00048;4e-06;0.0
2022-01-18T13:00:00Z;0.00048;4e-06;0.0
2022-01-18T14:00:00Z;0.00048;4e-06;0.4775
2022-01-18T15:00:00Z;0.00048;1.2000032;1.087012
2022-01-18T16:00:00Z;0.00048;1.12500325;0.367588
2022-01-18T17:00:00Z;0.00048;2.000002667;0.242688
2022-01-18T18:00:00Z;0.100478;0.4500037;0.0
2022-01-18T19:00:00Z;0.00048;1.707337333;0.0
2022-01-18T20:00:00Z;0.050479;3.030088717;0.0
2022-01-18T21:00:00Z;0.00048;1.422505583;0.0
2022-01-18T22:00:00Z;0.050479;0.14308905;0.0
2022-01-18T23:00:00Z;0.050479;8e-07;0.0
2022-01-19T00:00:00Z;0.0;0.001003783;0.0
2022-01-19T01:00:00Z;0.0;0.01050365;0.0
2022-01-19T02:00:00Z;0.0;0.0090037;0.0
2022-01-19T03:00:00Z;0.0;0.050003167;0.0
2022-01-19T04:00:00Z;0.0;0.087503167;0.0
2022-01-19T05:00:00Z;0.0;0.10984065;0.0
2022-01-19T06:00:00Z;0.0;0.168089817;0.0
2022-01-19T07:00:00Z;0.00048;0.040003017;0.287652
2022-01-19T08:00:00Z;0.050479;3.95e-06;0.867188
2022-01-19T09:00:00Z;0.00048;0.22500185;0.312632
2022-01-19T10:00:00Z;0.050479;1.2000028;0.0
2022-01-19T11:00:00Z;0.050479;1.500003;0.0
2022-01-19T12:00:00Z;0.00048;1.700002867;0.0
2022-01-19T13:00:00Z;0.00048;2.375002417;0.0
2022-01-19T14:00:00Z;0.00048;1.3500031;0.572424
2022-01-19T15:00:00Z;0.00048;2.075002617;0.607396
2022-01-19T16:00:00Z;0.00048;0.350003767;0.1028
2022-01-19T17:00:00Z;0.100478;4e-06;0.862192
2022-01-19T18:00:00Z;0.00048;4e-06;0.0
2022-01-19T19:00:00Z;0.100478;0.303004167;0.0
2022-01-19T20:00:00Z;0.050479;0.097173767;0.0
2022-01-19T21:00:00Z;0.00048;0.0711742;0.0
2022-01-19T22:00:00Z;0.00048;0.811838983;0.0
2022-01-19T23:00:00Z;0.00048;0.003001067;0.0
2022-01-20T00:00:00Z;0.0;2.81667e-06;0.0
2022-01-20T01:00:00Z;0.0;0.059003017;0.0
2022-01-20T02:00:00Z;0.0;0.0490031;0.0
2022-01-20T03:00:00Z;0.0;0.0360028;0.0
2022-01-20T04:00:00Z;0.0;0.053002783;0.0
2022-01-20T05:00:00Z;0.0;0.126173983;0.0
2022-01-20T06:00:00Z;0.0;0.132340333;0.0
2022-01-20T07:00:00Z;0.050479;0.0730018;0.072824
2022-01-20T08:00:00Z;0.00048;2.48333e-06;0.617388
