name,var_name,var_value,region,type,carrier,tech
battery-storage,flow_in_elec,80966.07948953751,,storage,electricity,battery
battery-storage,flow_out_elec,65582.524635596,,storage,electricity,battery
battery-storage,invest,324.79653,,storage,electricity,battery
battery-storage,invest_costs,38517.6204927,,storage,electricity,battery
battery-storage,invest_costs_in_elec,0.0,,storage,electricity,battery
battery-storage,invest_costs_out_elec,0.0,,storage,electricity,battery
battery-storage,invest_in_elec,323.59653,,storage,electricity,battery
battery-storage,invest_out_elec,323.59653,,storage,electricity,battery
battery-storage,storage_losses,15383.554853941518,,storage,electricity,battery
pv-panel,flow_out_elec,238132.85193624988,,pv-panel,electricity,pv
pv-panel,invest_costs_out_elec,30382.6494202,,pv-panel,electricity,pv
pv-panel,invest_out_elec,245.08066,,pv-panel,electricity,pv
wind-turbine,flow_out_elec,2007.507141775553,,wind-turbine,electricity,wind-turbine
wind-turbine,invest_costs_out_elec,0.0,,wind-turbine,electricity,wind-turbine
wind-turbine,invest_out_elec,0.0,,wind-turbine,electricity,wind-turbine
biomass-cogeneration,flow_in_bus,8410109.948500002,,conversion,energy,energy_conversion
diesel-generator,flow_in_bus,0.0,,conversion,energy,energy_conversion
inverter,flow_in_elec,86815.483032657,,conversion,energy,energy_conversion
biomass-cogeneration,flow_out_elec,2102527.4496199996,,conversion,energy,energy_conversion
diesel-generator,flow_out_elec,0.0,,conversion,energy,energy_conversion
inverter,flow_out_elec,81606.5540143831,,conversion,energy,energy_conversion
biomass-cogeneration,invest_costs_out_elec,148204.09692739998,,conversion,energy,energy_conversion
diesel-generator,invest_costs_out_elec,0.0,,conversion,energy,energy_conversion
inverter,invest_costs_out_elec,18960.156,,conversion,energy,energy_conversion
biomass-cogeneration,invest_out_elec,278.69962,,conversion,energy,energy_conversion
diesel-generator,invest_out_elec,0.0,,conversion,energy,energy_conversion
inverter,invest_out_elec,341.01,,conversion,energy,energy_conversion
biogas,flow_out_bus,8410109.948500002,,dispatchable,energy,source
diesel,flow_out_bus,0.0,,dispatchable,energy,source
grid,flow_out_elec,39079.04768864,,dispatchable,energy,source
hydro-power,flow_out_elec,839.50744471,,dispatchable,energy,source
biogas,invest_costs_out_bus,0.0,,dispatchable,energy,source
diesel,invest_costs_out_bus,0.0,,dispatchable,energy,source
grid,invest_costs_out_elec,0.0,,dispatchable,energy,source
biogas,invest_out_bus,1119.5985,,dispatchable,energy,source
diesel,invest_out_bus,0.0,,dispatchable,energy,source
grid,invest_out_elec,679.59647,,dispatchable,energy,source
drinking-water-storage,flow_in_water,0.0,,storage,water,water-storage
drinking-water-storage,flow_out_water,0.0,,storage,water,water-storage
drinking-water-storage,invest,0.0,,storage,water,water-storage
drinking-water-storage,invest_costs,0.0,,storage,water,water-storage
drinking-water-storage,invest_costs_in_water,0.0,,storage,water,water-storage
drinking-water-storage,invest_costs_out_water,0.0,,storage,water,water-storage
drinking-water-storage,invest_in_water,0.0,,storage,water,water-storage
drinking-water-storage,invest_out_water,0.0,,storage,water,water-storage
drinking-water-storage,storage_losses,0.0,,storage,water,water-storage
ac-electricity-excess,flow_in_elec,1549131.9092281102,,excess,,
el_demand,flow_in_elec,676928.1545833333,,load,,
dc-electricity-excess,flow_in_elec,135933.81382328138,,excess,,
system,total_system_cost,236064.52284029996,,,,
