timeindex,ghi,t_air,e,tp,windspeed,t_dp,cum_temp,f_temp,f_heat,pv_power,rad_net,g,et_p,tp_ground,runoff,deep_drain,et_a,irrigation,swc,f_drought,delta_i50b,f_solar,biomass_gen,electricity_gen,water_harvest,ghi_kW,cum_temp_base_year,cum_temp_extension,cum_temp_cache
2022-01-01T10:00:00Z,318.49188,17.98889,1e-10,1e-10,1.72102,0.48337,1.0675166667,0.374305625,1,173.8873969072,95.7122794708,9.5712279471,0.1388310959,1e-10,0.4938888889,1e-10,0.1388310959,0.6327199847,1500.0,1.0,1e-10,0.0014414056,0.0002655735,0.0589024591,1e-10,0.31849188,0,1.0675166667,0
2022-01-01T11:00:00Z,479.39014,20.77423,1e-10,1e-10,0.74802,1e-10,1.4331095833,0.548389375,1,253.9375346316,144.0649697418,14.4064969742,0.2019376463,1e-10,0.4938888889,1e-10,0.2019376463,0.6958265351,1500.0,1.0,1e-10,0.0014466769,0.0005877917,0.0860185701,1e-10,0.47939014,0,1.4331095833,0
2022-01-01T12:00:00Z,587.8257,22.28394,1e-10,1e-10,1.08641,1e-10,1.8616070833,0.64274625,1,305.3842200008,176.6517177094,17.6651717709,0.2395133552,1e-10,0.4938888889,1e-10,0.2395133552,0.733402244,1500.0,1.0,1e-10,0.0014528796,0.0008483821,0.1034455736,1e-10,0.5878257,0,1.8616070833,0
2022-01-01T13:00:00Z,635.40265,22.90909,1e-10,1e-10,2.20899,1e-10,2.3161525,0.681818125,1,327.308272347,190.9494082338,19.0949408234,0.2453276326,1e-10,0.4938888889,1e-10,0.2453276326,0.7392165214,1500.0,1.0,1e-10,0.0014594885,0.0009772192,0.1108721072,1e-10,0.63540265,0,2.3161525,0
2022-01-01T14:00:00Z,614.18353,23.23114,1e-10,1e-10,3.59018,1e-10,2.7841166667,0.70194625,1,316.8138412386,184.5726982732,18.4572698273,0.2358573119,1e-10,0.4938888889,1e-10,0.2358573119,0.7297462007,1500.0,1.0,1e-10,0.0014663238,0.000977025,0.1073172331,1e-10,0.61418353,0,2.7841166667,0
2022-01-01T15:00:00Z,527.4098,22.81924,1e-10,1e-10,4.76364,2.72266,3.2349183333,0.6762025,1,275.4820757063,158.4957022239,15.8495702224,0.206152308,1e-10,0.4938888889,1e-10,0.206152308,0.7000411968,1500.0,1.0,1e-10,0.0014729387,0.0008118642,0.0933165484,1e-10,0.5274098,0,3.2349183333,0
2022-01-01T16:00:00Z,384.07816,21.75308,1e-10,1e-10,4.93121,5.42645,3.6412966667,0.6095675,1,205.0483138003,115.4220829383,11.5422082938,0.1641881909,1e-10,0.4938888889,1e-10,0.1641881909,0.6580770797,1500.0,1.0,1e-10,0.0014789272,0.0005351333,0.0694578798,1e-10,0.38407816,0,3.6412966667,0
2022-01-01T17:00:00Z,202.34027,20.67804,1e-10,1e-10,3.83138,7.20773,4.0028816667,0.5423775,1,110.8680629076,60.8067259687,6.0806725969,0.1183107192,1e-10,0.4938888889,1e-10,0.1183107192,0.612199608,1500.0,1.0,1e-10,0.0014842761,0.0002517517,0.037555347,1e-10,0.20234027,0,4.0028816667,0
2022-01-01T18:00:00Z,35.51271,18.72415,1e-10,1e-10,2.23517,9.70636,4.2830545833,0.420259375,1,19.9881743236,10.6721792225,1.0672179223,0.0556003617,1e-10,0.4938888889,1e-10,0.0556003617,0.5494892505,1500.0,1.0,1e-10,0.001488434,3.43324e-05,0.006770776,1e-10,0.03551271,0,4.2830545833,0
2022-01-01T19:00:00Z,1e-10,19.34549,1e-10,1e-10,1.0114,9.30774,4.5891166667,0.459093125,1,1e-10,1e-10,1e-10,0.0335304456,1e-10,0.4938888889,1e-10,0.0335304456,0.5274193344,1500.0,1.0,1e-10,0.0014929893,1e-10,1e-10,1e-10,1e-10,0,4.5891166667,0
2022-01-01T20:00:00Z,1e-10,18.099,1e-10,1e-10,0.6954,9.08203,4.8432416667,0.3811875,1,1e-10,1e-10,1e-10,0.0233163622,1e-10,0.4938888889,1e-10,0.0233163622,0.517205251,1500.0,1.0,1e-10,0.0014967822,1e-10,1e-10,1e-10,1e-10,0,4.8432416667,0
2022-01-01T21:00:00Z,1e-10,15.98123,1e-10,1e-10,1.43093,8.75763,5.00912625,0.248826875,1,1e-10,1e-10,1e-10,0.0300734877,1e-10,0.4938888889,1e-10,0.0300734877,0.5239623765,1500.0,1.0,1e-10,0.0014992633,1e-10,1e-10,1e-10,1e-10,0,5.00912625,0
2022-01-01T22:00:00Z,1e-10,14.29623,1e-10,1e-10,1.59258,9.16061,5.1048025,0.143514375,1,1e-10,1e-10,1e-10,0.0229614934,1e-10,0.4938888889,1e-10,0.0229614934,0.5168503822,1500.0,1.0,1e-10,0.0015006961,1e-10,1e-10,1e-10,1e-10,0,5.1048025,0
2022-01-01T23:00:00Z,1e-10,13.85394,1e-10,1e-10,1.67576,8.077,5.18205,0.11587125,1,1e-10,1e-10,1e-10,0.0257029368,1e-10,0.4938888889,1e-10,0.0257029368,0.5195918256,1500.0,1.0,1e-10,0.001501854,1e-10,1e-10,1e-10,1e-10,0,5.18205,0
2022-01-02T00:00:00Z,1e-10,13.82736,1e-10,1e-10,1.88747,6.56158,5.25819,0.11421,1,1e-10,1e-10,1e-10,0.0327553593,1e-10,0.4938888889,1e-10,0.0327553593,0.5266442481,1500.0,1.0,1e-10,0.0015029961,1e-10,1e-10,1e-10,1e-10,0,5.25819,0
2022-01-02T01:00:00Z,1e-10,13.44836,1e-10,1e-10,2.26778,4.62094,5.3185383333,0.0905225,1,1e-10,1e-10,1e-10,0.0407170596,1e-10,0.4938888889,1e-10,0.0407170596,0.5346059484,1500.0,1.0,1e-10,0.001503902,1e-10,1e-10,1e-10,1e-10,0,5.3185383333,0
2022-01-02T02:00:00Z,1e-10,12.336,1e-10,1e-10,2.55827,3.47882,5.3325383333,0.021,1,1e-10,1e-10,1e-10,0.0411134236,1e-10,0.4938888889,1e-10,0.0411134236,0.5350023124,1500.0,1.0,1e-10,0.0015041122,1e-10,1e-10,1e-10,1e-10,0,5.3325383333,0
2022-01-02T03:00:00Z,1e-10,11.67227,1e-10,1e-10,2.82378,2.74231,5.3325383333,1e-10,1,1e-10,1e-10,1e-10,0.0417457465,1e-10,0.4938888889,1e-10,0.0417457465,0.5356346353,1500.0,1.0,1e-10,0.0015041122,1e-10,1e-10,1e-10,1e-10,0,5.3325383333,0
2022-01-02T04:00:00Z,1e-10,11.04459,1e-10,1e-10,3.03054,2.78946,5.3325383333,1e-10,1,1e-10,1e-10,1e-10,0.0392428096,1e-10,0.4938888889,1e-10,0.0392428096,0.5331316984,1500.0,1.0,1e-10,0.0015041122,1e-10,1e-10,1e-10,1e-10,0,5.3325383333,0
2022-01-02T05:00:00Z,1e-10,10.70734,1e-10,1e-10,3.16297,2.47861,5.3325383333,1e-10,1,1e-10,1e-10,1e-10,0.0391159993,1e-10,0.4938888889,1e-10,0.0391159993,0.5330048881,1500.0,1.0,1e-10,0.0015041122,1e-10,1e-10,1e-10,1e-10,0,5.3325383333,0
2022-01-02T06:00:00Z,1e-10,10.1423,1e-10,1e-10,3.20476,1.72983,5.3325383333,1e-10,1,1e-10,1e-10,1e-10,0.0390274051,1e-10,0.4938888889,1e-10,0.0390274051,0.5329162939,1500.0,1.0,1e-10,0.0015041122,1e-10,1e-10,1e-10,1e-10,0,5.3325383333,0
2022-01-02T07:00:00Z,1e-10,9.92465,1e-10,1e-10,3.21771,1.55173,5.3325383333,1e-10,1,1e-10,1e-10,1e-10,0.0385844472,1e-10,0.4938888889,1e-10,0.0385844472,0.532473336,1500.0,1.0,1e-10,0.0015041122,1e-10,1e-10,1e-10,1e-10,0,5.3325383333,0
2022-01-02T08:00:00Z,6.95708,10.1752,1e-10,1e-10,3.19175,1.19022,5.3325383333,1e-10,1,4.0524669794,2.0907220155,0.2090722015,0.0418819964,1e-10,0.4938888889,1e-10,0.0418819964,0.5357708852,1500.0,1.0,1e-10,0.0015041122,1e-10,0.001372729,1e-10,0.00695708,0,5.3325383333,0
2022-01-02T09:00:00Z,130.96698,12.66882,1e-10,1e-10,2.72993,1.64865,5.3604058333,0.04180125,1,74.5516500834,39.3578266146,3.9357826615,0.0697575874,1e-10,0.4938888889,1e-10,0.0697575874,0.5636464762,1500.0,1.0,1e-10,0.0015045308,1.27299e-05,0.0252535583,1e-10,0.13096698,0,5.3604058333,0
2022-01-02T10:00:00Z,317.74875,17.0246,1e-10,1e-10,1.90837,1.1723,5.5697641667,0.3140375,1,174.134725949,95.4889561438,9.5488956144,0.1312311008,1e-10,0.4938888889,1e-10,0.1312311008,0.6251199896,1500.0,1.0,1e-10,0.0015076789,0.0002325134,0.0589862391,1e-10,0.31774875,0,5.5697641667,0
2022-01-02T11:00:00Z,479.88028,19.49799,1e-10,1e-10,0.91427,1e-10,5.8821804167,0.468624375,1,255.4565144909,144.2122652291,14.4212265229,0.1950306123,1e-10,0.4938888889,1e-10,0.1950306123,0.6889195011,1500.0,1.0,1e-10,0.001512389,0.000525648,0.0865331079,1e-10,0.47988028,0,5.8821804167,0
2022-01-02T12:00:00Z,589.94446,21.1507,1e-10,1e-10,0.45046,0.24588,6.2634595833,0.57191875,1,307.7950687024,177.2884414754,17.7288441475,0.2462725036,1e-10,0.4938888889,1e-10,0.2462725036,0.7401613924,1500.0,1.0,1e-10,0.0015181572,0.000791655,0.1042622223,1e-10,0.58994446,0,6.2634595833,0
2022-01-02T13:00:00Z,637.69525,22.5054,1e-10,1e-10,1.77642,1e-10,6.7011845833,0.6565875,1,328.9299280881,191.6383739051,19.1638373905,0.2468860007,1e-10,0.4938888889,1e-10,0.2468860007,0.7407748895,1500.0,1.0,1e-10,0.0015248064,0.0009867208,0.1114214254,1e-10,0.63769525,0,6.7011845833,0
2022-01-02T14:00:00Z,615.6065,22.92682,1e-10,1e-10,3.02092,1e-10,7.15646875,0.68292625,1,317.8807814987,185.0003251952,18.5000325195,0.2358406074,1e-10,0.4938888889,1e-10,0.2358406074,0.7297294962,1500.0,1.0,1e-10,0.0015317533,0.0009952669,0.1076786475,1e-10,0.6156065,0,7.15646875,0
2022-01-02T15:00:00Z,529.67084,22.5864,1e-10,1e-10,3.91794,0.38382,7.59756875,0.66165,1,276.8418715505,159.1751835733,15.9175183573,0.2126989506,1e-10,0.4938888889,1e-10,0.2126989506,0.7065878394,1500.0,1.0,1e-10,0.0015385138,0.0008333156,0.0937771644,1e-10,0.52967084,0,7.59756875,0
2022-01-02T16:00:00Z,384.50507,21.35193,1e-10,1e-10,4.52674,4.25684,7.9872325,0.584495625,1,205.5865734637,115.5503767247,11.5550376725,0.1649613961,1e-10,0.4938888889,1e-10,0.1649613961,0.6588502849,1500.0,1.0,1e-10,0.0015445107,0.0005364732,0.0696402094,1e-10,0.38450507,0,7.9872325,0
2022-01-02T17:00:00Z,203.70007,19.90103,1e-10,1e-10,4.10436,6.24026,8.3164420833,0.493814375,1,111.9245352307,61.2153692209,6.1215369221,0.1168765518,1e-10,0.4938888889,1e-10,0.1168765518,0.6107654406,1500.0,1.0,1e-10,0.0015495955,0.0002409057,0.0379132155,1e-10,0.20370007,0,8.3164420833,0
2022-01-02T18:00:00Z,36.41396,18.51599,1e-10,1e-10,2.50022,8.43674,8.5879416667,0.407249375,1,20.509080237,10.9430203249,1.0943020325,0.0619335781,1e-10,0.4938888889,1e-10,0.0619335781,0.5558224669,1500.0,1.0,1e-10,0.0015538015,3.56121e-05,0.0069472272,1e-10,0.03641396,0,8.5879416667,0
2022-01-02T19:00:00Z,1e-10,17.23657,1e-10,1e-10,1.15956,8.41013,8.8061320833,0.327285625,1,1e-10,1e-10,1e-10,0.0319995833,1e-10,0.4938888889,1e-10,0.0319995833,0.5258884721,1500.0,1.0,1e-10,0.0015571898,1e-10,1e-10,1e-10,1e-10,0,8.8061320833,0
2022-01-02T20:00:00Z,1e-10,16.42477,1e-10,1e-10,1.43466,7.90366,8.9904975,0.276548125,1,1e-10,1e-10,1e-10,0.0346628211,1e-10,0.4938888889,1e-10,0.0346628211,0.5285517099,1500.0,1.0,1e-10,0.0015600587,1e-10,1e-10,1e-10,1e-10,0,8.9904975,0
2022-01-02T21:00:00Z,1e-10,15.64902,1e-10,1e-10,1.85946,7.30597,9.14254,0.22806375,1,1e-10,1e-10,1e-10,0.0382159054,1e-10,0.4938888889,1e-10,0.0382159054,0.5321047942,1500.0,1.0,1e-10,0.0015624285,1e-10,1e-10,1e-10,1e-10,0,9.14254,0
2022-01-02T22:00:00Z,1e-10,14.57654,1e-10,1e-10,1.85539,6.99118,9.2498958333,0.16103375,1,1e-10,1e-10,1e-10,0.0343762317,1e-10,0.4938888889,1e-10,0.0343762317,0.5282651205,1500.0,1.0,1e-10,0.001564104,1e-10,1e-10,1e-10,1e-10,0,9.2498958333,0
2022-01-02T23:00:00Z,1e-10,13.9071,1e-10,1e-10,1.95106,6.25424,9.3293583333,0.11919375,1,1e-10,1e-10,1e-10,0.0347242017,1e-10,0.4938888889,1e-10,0.0347242017,0.5286130905,1500.0,1.0,1e-10,0.0015653454,1e-10,1e-10,1e-10,1e-10,0,9.3293583333,0
2022-01-03T00:00:00Z,1e-10,13.04404,1e-10,1e-10,2.06551,4.70041,9.37286,0.0652525,1,1e-10,1e-10,1e-10,0.0370564589,1e-10,0.4938888889,1e-10,0.0370564589,0.5309453477,1500.0,1.0,1e-10,0.0015660253,1e-10,1e-10,1e-10,1e-10,0,9.37286,0
2022-01-03T01:00:00Z,1e-10,13.02252,1e-10,1e-10,2.20959,3.41769,9.415465,0.0639075,1,1e-10,1e-10,1e-10,0.0423213676,1e-10,0.4938888889,1e-10,0.0423213676,0.5362102564,1500.0,1.0,1e-10,0.0015666916,1e-10,1e-10,1e-10,1e-10,0,9.415465,0
2022-01-03T02:00:00Z,1e-10,12.71185,1e-10,1e-10,2.38335,2.40961,9.4451254167,0.044490625,1,1e-10,1e-10,1e-10,0.0453807371,1e-10,0.4938888889,1e-10,0.0453807371,0.5392696259,1500.0,1.0,1e-10,0.0015671556,1e-10,1e-10,1e-10,1e-10,0,9.4451254167,0
2022-01-03T03:00:00Z,1e-10,11.99875,1e-10,1e-10,2.58481,1.76566,9.4451254167,1e-10,1,1e-10,1e-10,1e-10,0.0453407179,1e-10,0.4938888889,1e-10,0.0453407179,0.5392296067,1500.0,1.0,1e-10,0.0015671556,1e-10,1e-10,1e-10,1e-10,0,9.4451254167,0
2022-01-03T04:00:00Z,1e-10,11.26288,1e-10,1e-10,2.76086,2.24545,9.4451254167,1e-10,1,1e-10,1e-10,1e-10,0.0411029992,1e-10,0.4938888889,1e-10,0.0411029992,0.534991888,1500.0,1.0,1e-10,0.0015671556,1e-10,1e-10,1e-10,1e-10,0,9.4451254167,0
2022-01-03T05:00:00Z,1e-10,10.80603,1e-10,1e-10,2.88571,2.86804,9.4451254167,1e-10,1,1e-10,1e-10,1e-10,0.0371607394,1e-10,0.4938888889,1e-10,0.0371607394,0.5310496282,1500.0,1.0,1e-10,0.0015671556,1e-10,1e-10,1e-10,1e-10,0,9.4451254167,0
2022-01-03T06:00:00Z,1e-10,10.41184,1e-10,1e-10,2.95501,2.8689,9.4451254167,1e-10,1,1e-10,1e-10,1e-10,0.0354149072,1e-10,0.4938888889,1e-10,0.0354149072,0.529303796,1500.0,1.0,1e-10,0.0015671556,1e-10,1e-10,1e-10,1e-10,0,9.4451254167,0
2022-01-03T07:00:00Z,1e-10,9.80884,1e-10,1e-10,3.0654,2.22012,9.4451254167,1e-10,1,1e-10,1e-10,1e-10,0.0351084523,1e-10,0.4938888889,1e-10,0.0351084523,0.5289973411,1500.0,1.0,1e-10,0.0015671556,1e-10,1e-10,1e-10,1e-10,0,9.4451254167,0
2022-01-03T08:00:00Z,6.7199,10.01892,1e-10,1e-10,3.14796,2.62921,9.4451254167,1e-10,1,3.916600085,2.0194453523,0.2019445352,0.0357676624,1e-10,0.4938888889,1e-10,0.0357676624,0.5296565512,1500.0,1.0,1e-10,0.0015671556,1e-10,0.0013267056,1e-10,0.0067199,0,9.4451254167,0
2022-01-03T09:00:00Z,128.83243,12.37778,1e-10,1e-10,2.73264,3.70804,9.46086625,0.02361125,1,73.4325017129,38.7163576825,3.8716357683,0.0607483932,1e-10,0.4938888889,1e-10,0.0607483932,0.554637282,1500.0,1.0,1e-10,0.0015674019,1e-10,0.024874459,1e-10,0.12883243,0,9.46086625,0
2022-01-03T10:00:00Z,314.31763,17.3049,1e-10,1e-10,1.74904,3.62552,9.68190375,0.33155625,1,172.1411586402,94.4578456605,9.445784566,0.1265098222,1e-10,0.4938888889,1e-10,0.1265098222,0.620398711,1500.0,1.0,1e-10,0.0015708645,0.0002530104,0.0583109399,1e-10,0.31431763,0,9.68190375,0
2022-01-03T11:00:00Z,472.81253,20.04279,1e-10,1e-10,0.64822,2.1817,10.01702,0.502674375,1,251.3753487653,142.0882849781,14.2088284978,0.1958113527,1e-10,0.4938888889,1e-10,0.1958113527,0.6897002415,1500.0,1.0,1e-10,0.0015761288,0.0005789502,0.0851506576,1e-10,0.47281253,0,10.01702,0
2022-01-03T12:00:00Z,582.2758,21.8385,1e-10,1e-10,0.64356,2.99683,10.4269575,0.61490625,1,303.2509541944,174.9838774498,17.498387745,0.2390923187,1e-10,0.4938888889,1e-10,0.2390923187,0.7329812075,1500.0,1.0,1e-10,0.0015825924,0.0008757507,0.1027229531,1e-10,0.5822758,0,10.4269575,0
2022-01-03T13:00:00Z,623.27515,22.66992,1e-10,1e-10,2.04366,2.06427,10.8715375,0.66687,1,321.8630255929,187.3048862156,18.7304886216,0.2377562981,1e-10,0.4938888889,1e-10,0.2377562981,0.7316451869,1500.0,1.0,1e-10,0.0015896322,0.0010211544,0.1090275893,1e-10,0.62327515,0,10.8715375,0
2022-01-03T14:00:00Z,605.0286,22.93503,1e-10,1e-10,3.31377,2.08524,11.32716375,0.683439375,1,312.824577781,181.8214845886,18.1821484589,0.2271301301,1e-10,0.4938888889,1e-10,0.2271301301,0.7210190189,1500.0,1.0,1e-10,0.0015968793,0.0010205205,0.1059659136,1e-10,0.6050286,0,11.32716375,0
2022-01-03T15:00:00Z,506.66504,22.0416,1e-10,1e-10,4.17942,2.9165,11.74556375,0.6276,1,266.1500819192,152.2615455896,15.226154559,0.1956113502,1e-10,0.4938888889,1e-10,0.1956113502,0.689500239,1500.0,1.0,1e-10,0.0016035633,0.0007880681,0.0901554373,1e-10,0.50666504,0,11.74556375,0
2022-01-03T16:00:00Z,372.58316,21.18552,1e-10,1e-10,4.51649,3.9556,12.12829375,0.574095,1,199.6301231014,111.9676380322,11.1967638032,0.162711367,1e-10,0.4938888889,1e-10,0.162711367,0.6566002558,1500.0,1.0,1e-10,0.001609702,0.0005321404,0.0676225268,1e-10,0.37258316,0,12.12829375,0
2022-01-03T17:00:00Z,198.26091,19.92761,1e-10,1e-10,3.49588,5.93509,12.4586108333,0.495475625,1,108.9951165052,59.580808233,5.9580808233,0.1158002588,1e-10,0.4938888889,1e-10,0.1158002588,0.6096891476,1500.0,1.0,1e-10,0.0016150188,0.0002451945,0.0369209069,1e-10,0.19826091,0,12.4586108333,0
2022-01-03T18:00:00Z,36.55629,18.16037,1e-10,1e-10,1.79201,8.824,12.7152929167,0.385023125,1,20.6159615333,10.9857929342,1.0985792934,0.0520621641,1e-10,0.4938888889,1e-10,0.0520621641,0.5459510529,1500.0,1.0,1e-10,0.0016191626,3.52219e-05,0.0069834321,1e-10,0.03655629,0,12.7152929167,0
2022-01-03T19:00:00Z,1e-10,17.46246,1e-10,1e-10,0.91814,8.36252,12.9428954167,0.34140375,1,1e-10,1e-10,1e-10,0.0282946836,1e-10,0.4938888889,1e-10,0.0282946836,0.5221835724,1500.0,1.0,1e-10,0.0016228457,1e-10,1e-10,1e-10,1e-10,0,12.9428954167,0
2022-01-03T20:00:00Z,1e-10,16.23306,1e-10,1e-10,1.70971,7.83121,13.1192729167,0.26456625,1,1e-10,1e-10,1e-10,0.0374509941,1e-10,0.4938888889,1e-10,0.0374509941,0.5313398829,1500.0,1.0,1e-10,0.0016257057,1e-10,1e-10,1e-10,1e-10,0,13.1192729167,0
2022-01-03T21:00:00Z,1e-10,15.1998,1e-10,1e-10,2.01358,7.02045,13.2525979167,0.1999875,1,1e-10,1e-10,1e-10,0.038554224,1e-10,0.4938888889,1e-10,0.038554224,0.5324431128,1500.0,1.0,1e-10,0.0016278709,1e-10,1e-10,1e-10,1e-10,0,13.2525979167,0
2022-01-03T22:00:00Z,1e-10,14.32535,1e-10,1e-10,2.04911,6.14551,13.3494875,0.145334375,1,1e-10,1e-10,1e-10,0.0378542396,1e-10,0.4938888889,1e-10,0.0378542396,0.5317431284,1500.0,1.0,1e-10,0.0016294462,1e-10,1e-10,1e-10,1e-10,0,13.3494875,0
2022-01-03T23:00:00Z,1e-10,14.45505,1e-10,1e-10,2.17991,5.11298,13.45178125,0.153440625,1,1e-10,1e-10,1e-10,0.043184605,1e-10,0.4938888889,1e-10,0.043184605,0.5370734938,1500.0,1.0,1e-10,0.001631111,1e-10,1e-10,1e-10,1e-10,0,13.45178125,0
2022-01-04T00:00:00Z,1e-10,13.80206,1e-10,1e-10,2.37328,4.03067,13.5268670833,0.11262875,1,1e-10,1e-10,1e-10,0.0452490414,1e-10,0.4938888889,1e-10,0.0452490414,0.5391379302,1500.0,1.0,1e-10,0.0016323341,1e-10,1e-10,1e-10,1e-10,0,13.5268670833,0
2022-01-04T01:00:00Z,1e-10,13.0434,1e-10,1e-10,2.68089,4.12497,13.5703420833,0.0652125,1,1e-10,1e-10,1e-10,0.0430951803,1e-10,0.4938888889,1e-10,0.0430951803,0.5369840691,1500.0,1.0,1e-10,0.0016330427,1e-10,1e-10,1e-10,1e-10,0,13.5703420833,0
2022-01-04T02:00:00Z,1e-10,12.06204,1e-10,1e-10,2.84563,4.02893,13.5729270833,0.0038775,1,1e-10,1e-10,1e-10,0.0391681046,1e-10,0.4938888889,1e-10,0.0391681046,0.5330569934,1500.0,1.0,1e-10,0.0016330848,1e-10,1e-10,1e-10,1e-10,0,13.5729270833,0
2022-01-04T03:00:00Z,1e-10,11.32364,1e-10,1e-10,2.90389,3.69757,13.5729270833,1e-10,1,1e-10,1e-10,1e-10,0.0368126676,1e-10,0.4938888889,1e-10,0.0368126676,0.5307015564,1500.0,1.0,1e-10,0.0016330848,1e-10,1e-10,1e-10,1e-10,0,13.5729270833,0
2022-01-04T04:00:00Z,1e-10,10.68457,1e-10,1e-10,3.03635,3.5657,13.5729270833,1e-10,1,1e-10,1e-10,1e-10,0.0344706488,1e-10,0.4938888889,1e-10,0.0344706488,0.5283595376,1500.0,1.0,1e-10,0.0016330848,1e-10,1e-10,1e-10,1e-10,0,13.5729270833,0
2022-01-04T05:00:00Z,1e-10,10.41501,1e-10,1e-10,3.18838,3.25311,13.5729270833,1e-10,1,1e-10,1e-10,1e-10,0.0347553873,1e-10,0.4938888889,1e-10,0.0347553873,0.5286442761,1500.0,1.0,1e-10,0.0016330848,1e-10,1e-10,1e-10,1e-10,0,13.5729270833,0
2022-01-04T06:00:00Z,1e-10,10.06509,1e-10,1e-10,3.29462,2.76108,13.5729270833,1e-10,1,1e-10,1e-10,1e-10,0.0351216689,1e-10,0.4938888889,1e-10,0.0351216689,0.5290105577,1500.0,1.0,1e-10,0.0016330848,1e-10,1e-10,1e-10,1e-10,0,13.5729270833,0
2022-01-04T07:00:00Z,1e-10,10.0708,1e-10,1e-10,3.37888,2.47336,13.5729270833,1e-10,1,1e-10,1e-10,1e-10,0.0364860556,1e-10,0.4938888889,1e-10,0.0364860556,0.5303749444,1500.0,1.0,1e-10,0.0016330848,1e-10,1e-10,1e-10,1e-10,0,13.5729270833,0
2022-01-04T08:00:00Z,6.37205,9.79745,1e-10,1e-10,3.39926,2.26031,13.5729270833,1e-10,1,3.7169418167,1.9149104536,0.1914910454,0.0366431138,1e-10,0.4938888889,1e-10,0.0366431138,0.5305320026,1500.0,1.0,1e-10,0.0016330848,1e-10,0.0012590735,1e-10,0.00637205,0,13.5729270833,0
