type;name;carrier;tech;expandable;capacity;capacity_cost;marginal_cost;electricity_bus;water_in_bus;water_out_bus;capex;opex_fix;age;lifetime;carrier_cost;resource_cost;land_requirement_factor;ghg_emission_factor;water_consumption_factor;land_requirement;ghg_emissions;water_footprint;output_parameters;annuity
water-filtration;water-filtration-system;water;filtration;True;0;261.090909090909;water-filtration-system_moo_profile;ac-elec-bus;service-water-bus;drinking-water-bus;100;20;0;20;0;0;0.1;0.045;0;;;;"{""custom_attributes"": {""ghg_emission_factor"": 0.045, ""land_requirement_factor"": 0.1, ""water_consumption_factor"": 0, ""water_footprint"": NaN, ""ghg_emissions"": NaN, ""resource_cost"": 0, ""annuity"": 28.72}}";28.72
