timeindex,ghi,t_air,e,tp,windspeed,t_dp,cum_temp,f_temp,f_heat,pv_power,rad_net,g,et_p,tp_ground,runoff,deep_drain,et_a,irrigation,swc,f_drought,delta_i50b,f_solar,biomass_gen,electricity_gen,water_harvest
2022-01-06T09:00:00Z,131.6627,11.91586,1e-10,1e-10,2.23499,1e-10,1e-10,0.29579,1.0,75.14805,81.63585,8.16359,0.08426,1e-10,1e-10,1e-10,0.08426,0.08425,0.13,1.0,1e-10,1e-10,1e-10,0.00864,1e-10
2022-01-06T10:00:00Z,322.38153,15.67752,1e-10,1e-10,1.41556,0.44931,1e-10,0.48388,1.0,177.48031,199.88874,19.98887,0.17906,1e-10,1e-10,1e-10,0.17906,0.17905,0.13,1.0,1e-10,1e-10,1e-10,0.02042,1e-10
2022-01-06T11:00:00Z,487.21683,18.1648,1e-10,1e-10,0.15909,1.35089,1e-10,0.60824,1.0,260.48141,302.09285,30.20929,0.33892,1e-10,1e-10,1e-10,0.208,0.20799,0.13,0.03426,1e-10,1e-10,1e-10,0.02996,1e-10
2022-01-06T12:00:00Z,600.4907,20.10794,1e-10,1e-10,0.84106,1e-10,1e-10,0.7054,1.0,314.18874,372.32694,37.23269,0.36234,1e-10,1e-10,1e-10,0.208,0.20799,0.13,1e-10,1e-10,1e-10,1e-10,0.03614,1e-10
2022-01-06T13:00:00Z,648.5262,20.95203,1e-10,1e-10,2.00753,1e-10,1e-10,0.7476,1.0,336.15646,402.11076,40.21108,0.33479,1e-10,1e-10,1e-10,0.208,0.20799,0.13,0.05321,1e-10,1e-10,1e-10,0.03867,1e-10
2022-01-06T14:00:00Z,629.3468,21.30066,1e-10,1e-10,2.92403,0.91516,1e-10,0.76503,1.0,326.54343,390.21881,39.02188,0.30282,1e-10,1e-10,1e-10,0.208,0.20799,0.13,0.21719,1e-10,1e-10,1e-10,0.03756,1e-10
2022-01-06T15:00:00Z,543.3636,21.29752,1e-10,1e-10,3.45619,2.91956,1e-10,0.76488,1.0,284.9723,336.90597,33.6906,0.26044,1e-10,1e-10,1e-10,0.208,0.20799,0.13,0.49666,1e-10,1e-10,1e-10,0.03278,1e-10
2022-01-06T16:00:00Z,399.7474,20.51987,1e-10,1e-10,3.5517,4.02719,1e-10,0.72599,1.0,214.03228,247.8585,24.78585,0.20609,1e-10,1e-10,1e-10,0.20609,0.20608,0.13,1.0,1e-10,1e-10,1e-10,0.02462,1e-10
2022-01-06T17:00:00Z,216.77621,19.41952,1e-10,1e-10,3.06833,5.75259,1e-10,0.67098,1.0,119.1422,134.40945,13.44094,0.14017,1e-10,1e-10,1e-10,0.14017,0.14016,0.13,1.0,1e-10,1e-10,1e-10,0.01371,1e-10
2022-01-06T18:00:00Z,43.13389,17.70609,1e-10,1e-10,1.78063,7.86087,1e-10,0.5853,1.0,24.34774,26.74464,2.67446,0.06106,1e-10,1e-10,1e-10,0.06106,0.06105,0.13,1.0,1e-10,1e-10,1e-10,0.0028,1e-10
2022-01-06T19:00:00Z,1e-10,16.77594,1e-10,1e-10,1.21215,8.01892,1e-10,0.5388,1.0,1e-10,1e-10,1e-10,0.03237,1e-10,1e-10,1e-10,0.03237,0.03236,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-06T20:00:00Z,1e-10,15.91287,1e-10,1e-10,0.58908,8.11191,1e-10,0.49564,1.0,1e-10,1e-10,1e-10,0.01792,1e-10,1e-10,1e-10,0.01792,0.01791,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-06T21:00:00Z,1e-10,15.00998,1e-10,1e-10,0.87334,8.19488,1e-10,0.4505,1.0,1e-10,1e-10,1e-10,0.0209,1e-10,1e-10,1e-10,0.0209,0.02089,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-06T22:00:00Z,1e-10,13.58694,1e-10,1e-10,1.17551,7.73907,1e-10,0.37935,1.0,1e-10,1e-10,1e-10,0.02144,1e-10,1e-10,1e-10,0.02144,0.02143,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-06T23:00:00Z,1e-10,12.87509,1e-10,1e-10,1.18189,7.20599,1e-10,0.34375,1.0,1e-10,1e-10,1e-10,0.02061,1e-10,1e-10,1e-10,0.02061,0.0206,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-07T00:00:00Z,1e-10,12.53723,1e-10,1e-10,1.29714,6.72357,1e-10,0.32686,1.0,1e-10,1e-10,1e-10,0.02195,1e-10,1e-10,1e-10,0.02195,0.02194,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-07T01:00:00Z,1e-10,11.70328,1e-10,1e-10,1.70693,6.42102,1e-10,0.28516,1.0,1e-10,1e-10,1e-10,0.02259,1e-10,1e-10,1e-10,0.02259,0.02258,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-07T02:00:00Z,1e-10,11.24454,1e-10,1e-10,2.09149,5.84384,1e-10,0.26223,1.0,1e-10,1e-10,1e-10,0.02468,1e-10,1e-10,1e-10,0.02468,0.02467,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-07T03:00:00Z,1e-10,10.52954,1e-10,1e-10,2.34403,4.28259,1e-10,0.22648,1.0,1e-10,1e-10,1e-10,0.02835,1e-10,1e-10,1e-10,0.02835,0.02834,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-07T04:00:00Z,1e-10,10.05435,1e-10,1e-10,2.52082,3.69495,1e-10,0.20272,1.0,1e-10,1e-10,1e-10,0.02898,1e-10,1e-10,1e-10,0.02898,0.02897,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-07T05:00:00Z,1e-10,9.5975,1e-10,1e-10,2.70904,2.9859,1e-10,0.17988,1.0,1e-10,1e-10,1e-10,0.03007,1e-10,1e-10,1e-10,0.03007,0.03006,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-07T06:00:00Z,1e-10,9.3501,1e-10,1e-10,2.78159,2.10532,1e-10,0.1675,1.0,1e-10,1e-10,1e-10,0.0323,1e-10,1e-10,1e-10,0.0323,0.03229,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-07T07:00:00Z,1e-10,8.90909,1e-10,1e-10,2.81099,1.42596,1e-10,0.14545,1.0,1e-10,1e-10,1e-10,0.03266,1e-10,1e-10,1e-10,0.03266,0.03265,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-07T08:00:00Z,6.54597,9.00464,1e-10,1e-10,2.67631,1.14438,1e-10,0.15023,1.0,3.82912,4.05875,0.40587,0.03502,1e-10,1e-10,1e-10,0.03502,0.03501,0.13,1.0,1e-10,1e-10,1e-10,0.00044,1e-10
2022-01-07T09:00:00Z,130.79306,11.47549,1e-10,1e-10,2.03628,1.64383,1e-10,0.27377,1.0,74.77897,81.09664,8.10966,0.07744,1e-10,1e-10,1e-10,0.07744,0.07743,0.13,1.0,1e-10,1e-10,1e-10,0.0086,1e-10
2022-01-07T10:00:00Z,320.29437,15.37631,1e-10,1e-10,1.14326,2.56024,1e-10,0.46882,1.0,176.57553,198.59462,19.85946,0.17875,1e-10,1e-10,1e-10,0.17875,0.17874,0.13,1.0,1e-10,1e-10,1e-10,0.02031,1e-10
2022-01-07T11:00:00Z,484.73444,17.89841,1e-10,1e-10,0.33031,2.48383,1e-10,0.59492,1.0,259.50125,300.55368,30.05537,0.32049,1e-10,1e-10,1e-10,0.208,0.20799,0.13,0.1225,1e-10,1e-10,1e-10,0.02985,1e-10
2022-01-07T12:00:00Z,598.00836,19.34613,1e-10,1e-10,1.69462,2.43582,1e-10,0.66731,1.0,313.93463,370.78779,37.07878,0.30586,1e-10,1e-10,1e-10,0.208,0.20799,0.13,0.2001,1e-10,1e-10,1e-10,0.03611,1e-10
2022-01-07T13:00:00Z,647.2929,20.22626,1e-10,1e-10,3.04264,3.59103,1e-10,0.71131,1.0,336.54685,401.34607,40.13461,0.28535,1e-10,1e-10,1e-10,0.208,0.20799,0.13,0.32231,1e-10,1e-10,1e-10,0.03871,1e-10
2022-01-07T14:00:00Z,627.4336,20.27817,1e-10,1e-10,3.78109,5.0488,1e-10,0.71391,1.0,326.96403,389.03255,38.90326,0.25891,1e-10,1e-10,1e-10,0.208,0.20799,0.13,0.50841,1e-10,1e-10,1e-10,0.03761,1e-10
2022-01-07T15:00:00Z,541.0235,20.19778,1e-10,1e-10,3.79183,5.10599,1e-10,0.70989,1.0,285.06567,335.45502,33.5455,0.23444,1e-10,1e-10,1e-10,0.208,0.20799,0.13,0.71809,1e-10,1e-10,1e-10,0.03279,1e-10
2022-01-07T16:00:00Z,399.6367,19.83777,1e-10,1e-10,2.69108,5.85431,1e-10,0.69189,1.0,214.54322,247.78986,24.77899,0.20316,1e-10,1e-10,1e-10,0.20316,0.20315,0.13,1.0,1e-10,1e-10,1e-10,0.02468,1e-10
2022-01-07T17:00:00Z,218.56296,19.23602,1e-10,1e-10,1.69154,5.96347,1e-10,0.6618,1.0,120.18229,135.5173,13.55173,0.14363,1e-10,1e-10,1e-10,0.14363,0.14362,0.13,1.0,1e-10,1e-10,1e-10,0.01382,1e-10
2022-01-07T18:00:00Z,44.7941,17.48651,1e-10,1e-10,1.74098,8.31888,1e-10,0.57433,1.0,25.30051,27.77404,2.7774,0.05871,1e-10,1e-10,1e-10,0.05871,0.0587,0.13,1.0,1e-10,1e-10,1e-10,0.00291,1e-10
2022-01-07T19:00:00Z,1e-10,17.16571,1e-10,1e-10,1.71063,8.02112,1e-10,0.55829,1.0,1e-10,1e-10,1e-10,0.04094,1e-10,1e-10,1e-10,0.04094,0.04093,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-07T20:00:00Z,1e-10,16.51337,1e-10,1e-10,1.09384,8.29965,1e-10,0.52567,1.0,1e-10,1e-10,1e-10,0.02879,1e-10,1e-10,1e-10,0.02879,0.02878,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-07T21:00:00Z,1e-10,16.228,1e-10,1e-10,0.46437,8.4075,1e-10,0.5114,1.0,1e-10,1e-10,1e-10,0.01501,1e-10,1e-10,1e-10,0.01501,0.015,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-07T22:00:00Z,1e-10,13.37054,1e-10,1e-10,1.23232,8.55158,1e-10,0.36853,1.0,1e-10,1e-10,1e-10,0.01858,1e-10,1e-10,1e-10,0.01858,0.01857,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
2022-01-07T23:00:00Z,1e-10,12.4708,1e-10,1e-10,1.38702,7.98355,1e-10,0.32354,1.0,1e-10,1e-10,1e-10,0.01817,1e-10,1e-10,1e-10,0.01817,0.01816,0.13,1.0,1e-10,1e-10,1e-10,1e-10,1e-10
