source,ac-elec-bus,ac-elec-bus,ac-elec-bus,ac-elec-bus,ac-elec-bus,battery-storage,battery-storage,bottled-water,brine-bus,condensed-water,dc-elec-bus,dc-elec-bus,diesel,diesel-bus,diesel-generator,drinking-water-bus,drinking-water-bus,drinking-water-bus,drinking-water-storage,drinking-water-storage,electricity-grid,groundwater,groundwater-bus,inverter,photovoltaics,precipitation,rainwater-harvesting,seawater-bus,seawater-reverse-osmosis,seawater-reverse-osmosis,seawater-source,service-water-bus,service-water-bus,service-water-bus,service-water-bus,service-water-storage,service-water-storage,solar-resource,water pump,water-filtration-system,water-truck,wind-resource,wind-turbine
target,elec-demand,electricity-excess,seawater-reverse-osmosis,water pump,water-filtration-system,nan,dc-elec-bus,drinking-water-bus,brine-excess,service-water-bus,battery-storage,inverter,diesel-bus,diesel-generator,ac-elec-bus,drinking-water-demand,drinking-water-storage,excess-drinking-water,nan,drinking-water-bus,ac-elec-bus,groundwater-bus,water pump,ac-elec-bus,dc-elec-bus,precipitation-bus,service-water-bus,seawater-reverse-osmosis,brine-bus,drinking-water-bus,seawater-bus,excess-service-water,service-water-demand,service-water-storage,water-filtration-system,nan,service-water-bus,solar-bus,service-water-bus,drinking-water-bus,service-water-bus,wind-bus,dc-elec-bus
var_name,flow,flow,flow,flow,flow,storage_content,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,storage_content,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,storage_content,flow,flow,flow,flow,flow,flow,flow
2022-01-01 00:00:00,8.55775565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8.5577557,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.7880965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 01:00:00,23.37111012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,23.37111,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.7913305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 02:00:00,31.97611442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,31.976114,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.7945645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 03:00:00,41.29776132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,41.297761,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.7977985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 04:00:00,42.56553368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,42.565534,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,3.8010325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 05:00:00,51.67988168,0.0,0.0,1.3730799,3.762517,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,3.762517,0.0,0.0,0.0,0.0,56.815479,3.359217,3.359217,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.762517,3.3928692,0.4,0.0,3.359217,3.762517,0.0,0.0,0.0
2022-01-01 06:00:00,53.80870613,0.0,0.0,1.3662642,3.7458423,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,3.745842333,0.0,0.0,0.0,0.0,58.920813,3.3425423,3.3425423,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.7458423,2.984706,0.4,0.0,3.3425423,3.7458423,0.0,0.0,0.0
2022-01-01 07:00:00,55.4066785,0.0,0.0,4.3265438,4.4791737,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,4.479173667,0.0,0.0,0.0,0.0,64.212396,10.584817,10.584817,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,6.508943,0.0,4.4791737,2.5765427,0.4,0.0,10.584817,4.4791737,0.0,0.0,0.0
2022-01-01 08:00:00,52.96607075,0.0,0.0,5.5867435,4.912495,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,4.912495,0.0,0.0,0.0,0.0,63.465309,13.667874,13.667874,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,9.158679,0.0,4.912495,2.1683794,0.4,0.0,13.667874,4.912495,0.0,0.0,0.0
2022-01-01 09:00:00,52.03523858,0.0,0.0,3.952644,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,55.987883,9.670077,9.670077,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,10.073377,0.0,0.0,1.7602162,0.4,0.0,9.670077,0.0,0.0,0.0,0.0
2022-01-01 10:00:00,55.4327333,0.0,0.0,1.6081553,4.337625,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,4.337625,0.0,0.0,0.0,0.0,61.378514,3.934325,3.934325,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,4.337625,1.3520529,0.4,0.0,3.934325,4.337625,0.0,0.0,0.0
2022-01-01 11:00:00,59.01189372,0.0,0.0,1.1789768,3.287647,0.0,0.0,0.0,-0.0,0.0033,0.0,3.8377604,0.0,0.0,-0.0,3.287647,0.0,0.0,0.0,0.0,59.871023,2.884347,2.884347,3.6074948,3.8377604,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.287647,0.94388963,0.4,0.0,2.884347,3.287647,0.0,0.0,0.0
2022-01-01 12:00:00,57.86523075,0.0,0.0,1.5161388,4.112508,0.0,0.0,0.0,-0.0,0.0033,0.0,28.001437,0.0,0.0,-0.0,4.112508,0.0,0.0,0.0,0.0,37.172526,3.709208,3.709208,26.321351,28.001437,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,4.112508,0.53572637,0.4,0.0,3.709208,4.112508,0.0,0.0,0.0
2022-01-01 13:00:00,54.84108155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,56.713571,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.5303249,0.0,-0.0,53.310757,56.713571,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,0.53896037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 14:00:00,64.11784335,7.1704922,0.0,3.533779,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,79.597994,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.645331,8.645331,74.822115,79.597994,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,8.248631,0.4,0.0,0.93096037,0.0,0.0,8.645331,0.0,0.0,0.0,0.0
2022-01-01 15:00:00,63.82366777,19.559143,0.0,5.2012281,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,94.23834,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.724717,12.724717,88.584039,94.23834,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,12.328017,0.4,0.0,1.3229604,0.0,0.0,12.724717,0.0,0.0,0.0,0.0
2022-01-01 16:00:00,51.02776063,38.836168,0.0,4.3066498,0.025119,0.0,0.0,0.0,-0.0,0.0033,0.0,100.20819,0.0,0.0,-0.0,0.025119,0.0,0.0,0.0,0.0,0.0,10.536146,10.536146,94.195698,100.20819,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,10.11432733,0.4,0.025119,1.7149604,0.0,0.0,10.536146,0.025119,0.0,0.0,0.0
2022-01-01 17:00:00,52.39857472,38.052088,0.0,3.9871378,0.025119,0.0,0.0,0.0,-0.0,0.0033,0.0,100.49247,0.0,0.0,-0.0,0.025119,0.0,0.0,0.0,0.0,0.0,9.7544657,9.7544657,94.46292,100.49247,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,9.332646667,0.4,0.025119,2.1069604,0.0,0.0,9.7544657,0.025119,0.0,0.0,0.0
2022-01-01 18:00:00,55.37882092,32.148481,0.0,0.16730138,0.0126,0.073571054,0.0,0.0,-0.0,0.0033,0.079968536,93.305535,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.4093,0.4093,87.707203,93.385504,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.4,0.0126,2.4989604,0.0,0.0,0.4093,0.0126,0.0,0.0,0.0
2022-01-01 19:00:00,66.617919,6.2245579,0.0,0.16730138,0.0126,0.91963817,0.0,0.0,-0.0,0.0033,0.91963817,77.683381,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.4093,0.4093,73.022378,78.603019,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.4,0.0126,2.8909604,0.0,0.0,0.4093,0.0126,0.0,0.0,0.0
2022-01-01 20:00:00,75.43884635,0.0,0.0,0.0,0.0126,0.0,0.84606712,0.0,-0.0,0.0033,0.0,57.275359,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,21.612608,0.0,-0.0,53.838838,56.429292,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,2.8814706,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-01-01 21:00:00,71.54516047,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,-0.0,0.0033,0.0,27.148602,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,46.038075,0.0,-0.0,25.519686,27.148602,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,2.8719808,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-01-01 22:00:00,58.43358395,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,-0.0,0.0033,0.0,1.1371142,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,57.377297,0.0,-0.0,1.0688874,1.1371142,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,2.862491,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-01-01 23:00:00,24.23208373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,24.232084,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,2.865725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 00:00:00,6.5885912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,6.5885912,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,2.868959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 01:00:00,24.55443417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,24.554434,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,2.872193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 02:00:00,36.25360235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,36.253602,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,2.875427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 03:00:00,43.321086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,43.321086,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,2.878661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 04:00:00,46.58618925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,46.586189,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,2.881895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 05:00:00,55.89078443,0.0,0.0,1.2300219,3.412528,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,3.412528,0.0,0.0,0.0,0.0,60.533334,3.009228,3.009228,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.412528,2.4737317,0.4,0.0,3.009228,3.412528,0.0,0.0,0.0
2022-01-02 06:00:00,57.99235923,0.0,0.0,1.3253949,3.6458563,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,3.645856333,0.0,0.0,0.0,0.0,62.96361,3.2425563,3.2425563,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.6458563,2.0655684,0.4,0.0,3.2425563,3.6458563,0.0,0.0,0.0
2022-01-02 07:00:00,53.0224314,0.0,0.0,4.6521449,4.0791757,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,4.079175667,0.0,0.0,0.0,0.0,61.753752,11.381394,11.381394,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,7.705518667,0.0,4.0791757,1.6574052,0.4,0.0,11.381394,4.0791757,0.0,0.0,0.0
2022-01-02 08:00:00,51.68108183,0.0,0.0,6.3808807,4.512501,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,4.512501,0.0,0.0,0.0,0.0,62.574464,15.610717,15.610717,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,11.50151633,0.0,4.512501,1.2492419,0.4,0.0,15.610717,4.512501,0.0,0.0,0.0
2022-01-02 09:00:00,50.19274577,0.0,0.0,3.1114744,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,53.30422,7.6121697,7.6121697,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,8.015469667,0.0,0.0,0.84107865,0.4,0.0,7.6121697,0.0,0.0,0.0,0.0
2022-01-02 10:00:00,47.58524853,0.0,0.0,1.3356574,3.6709633,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,3.670963333,0.0,0.0,0.0,0.0,52.591869,3.2676633,3.2676633,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.6709633,0.43291539,0.4,0.0,3.2676633,3.6709633,0.0,0.0,0.0
2022-01-02 11:00:00,50.04357932,0.0,0.0,1.6524366,4.4459583,0.0,0.0,0.0,-0.0,0.0033,0.0,6.1119888,0.0,0.0,-0.0,4.445958333,0.0,0.0,0.0,0.0,50.396705,4.0426583,4.0426583,5.7452695,6.1119888,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,4.4459583,0.024752122,0.4,0.0,4.0426583,4.4459583,0.0,0.0,0.0
2022-01-02 12:00:00,51.2177449,0.0,0.0,1.9694676,4.8458263,0.0,0.0,0.0,-0.0,0.0033,0.0,37.382629,0.0,0.0,-0.0,4.845826333,0.0,0.0,0.0,0.0,22.893367,4.8182693,4.8182693,35.139672,37.382629,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,4.8458263,0.0,0.02425708,0.0,4.8182693,4.8458263,0.0,0.0,0.0
2022-01-02 13:00:00,52.78942177,8.5094498,0.0,0.16215113,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,65.384067,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3967,0.3967,61.461023,65.384067,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.4,0.0,0.392,0.0,0.0,0.3967,0.0,0.0,0.0,0.0
2022-01-02 14:00:00,60.50702592,16.686863,0.0,3.2398838,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,85.567844,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9263213,7.9263213,80.433773,85.567844,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,7.529621333,0.4,0.0,0.784,0.0,0.0,7.9263213,0.0,0.0,0.0,0.0
2022-01-02 15:00:00,64.35950313,23.279982,0.0,4.5520491,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,98.0761,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.136512,11.136512,92.191534,98.0761,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,10.73981167,0.4,0.0,1.176,0.0,0.0,11.136512,0.0,0.0,0.0,0.0
2022-01-02 16:00:00,54.19525152,37.510484,0.0,5.5128959,0.050118,0.0,0.0,0.0,-0.0,0.0033,0.0,103.47739,0.0,0.0,-0.0,0.050118,0.0,0.0,0.0,0.0,0.0,13.487207,13.487207,97.268749,103.47739,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,13.040389,0.4,0.050118,1.568,0.0,0.0,13.487207,0.050118,0.0,0.0,0.0
2022-01-02 17:00:00,56.32691063,36.313218,0.0,3.3258325,0.025119,0.073571054,0.0,0.0,-0.0,0.0033,0.079968536,102.11817,0.0,0.0,-0.0,0.025119,0.0,0.0,0.0,0.0,0.0,8.1365933,8.1365933,95.99108,102.19814,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,7.714774333,0.4,0.025119,1.96,0.0,0.0,8.1365933,0.025119,0.0,0.0,0.0
2022-01-02 18:00:00,58.8123215,28.860967,0.0,0.16730138,0.0126,0.91963817,0.0,0.0,-0.0,0.0033,0.91963817,93.460841,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.4093,0.4093,87.85319,94.380479,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.4,0.0126,2.352,0.0,0.0,0.4093,0.0126,0.0,0.0,0.0
2022-01-02 19:00:00,75.99740548,0.0,0.0,0.0,0.0126,0.0,0.84606712,0.0,-0.0,0.0033,0.0,80.301922,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,0.52619871,0.0,-0.0,75.483807,79.455855,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,2.3425102,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-01-02 20:00:00,79.96731005,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,-0.0,0.0033,0.0,56.571432,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,26.802764,0.0,-0.0,53.177146,56.571432,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,2.3330204,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-01-02 21:00:00,69.21165897,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,-0.0,0.0033,0.0,26.864323,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,43.971795,0.0,-0.0,25.252464,26.864323,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,2.3235306,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-01-02 22:00:00,57.9057573,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,-0.0,0.0033,0.0,1.1371142,0.0,0.0,-0.0,0.0126,0.0,0.0,0.0,0.0,56.84947,0.0,-0.0,1.0688874,1.1371142,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0126,2.3140408,0.0093,0.0,0.0,0.0126,0.0,0.0,0.0
2022-01-02 23:00:00,22.39208268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,22.392083,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,2.3172748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 00:00:00,6.04693155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,6.0469316,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,2.3205088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 01:00:00,21.7136118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,21.713612,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,2.3237428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 02:00:00,29.02195807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,29.021958,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,2.3269768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 03:00:00,37.66360133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,37.663601,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,2.3302108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 04:00:00,43.53971598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,43.539716,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,2.3334448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 05:00:00,51.78322083,0.0,0.0,1.6455722,4.4291647,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,4.429164667,0.0,0.0,0.0,0.0,57.857958,4.0258647,4.0258647,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,4.4291647,1.9252816,0.4,0.0,4.0258647,4.4291647,0.0,0.0,0.0
2022-01-03 06:00:00,49.60627812,0.0,0.0,1.3730795,3.762516,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,3.762516,0.0,0.0,0.0,0.0,54.741874,3.359216,3.359216,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.762516,1.5171183,0.4,0.0,3.359216,3.762516,0.0,0.0,0.0
2022-01-03 07:00:00,44.97060948,0.0,0.0,4.3418119,4.412511,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,4.412511,0.0,0.0,0.0,0.0,53.724932,10.62217,10.62217,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,6.612958667,0.0,4.412511,1.108955,0.4,0.0,10.62217,4.412511,0.0,0.0,0.0
2022-01-03 08:00:00,49.71857768,0.0,0.0,5.7433231,4.6458413,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,4.645841333,0.0,0.0,0.0,0.0,60.107742,14.050943,14.050943,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,9.808402,0.0,4.6458413,0.70079176,0.4,0.0,14.050943,4.6458413,0.0,0.0,0.0
2022-01-03 09:00:00,58.22690112,0.0,0.0,4.0305678,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,62.257469,9.8607163,9.8607163,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,10.26401633,0.0,0.0,0.29262849,0.4,0.0,9.8607163,0.0,0.0,0.0,0.0
2022-01-03 10:00:00,61.83522635,0.0,0.0,1.1060401,2.9959843,0.0,0.0,0.0,-0.0,0.0033,0.0,0.0,0.0,0.0,-0.0,2.995984333,0.0,0.0,0.0,0.0,65.937251,2.7059084,2.7059084,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2.9959843,0.0,0.28677592,0.0,2.7059084,2.9959843,0.0,0.0,0.0
2022-01-03 11:00:00,58.941062,0.0,0.0,1.6728733,4.0959563,0.0,0.0,0.0,-0.0,0.0033,0.0,3.6956212,0.0,0.0,-0.0,4.095956333,0.0,0.0,0.0,0.0,61.236008,4.0926563,4.0926563,3.4738839,3.6956212,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,4.0959563,0.0,0.0,0.0,4.0926563,4.0959563,0.0,0.0,0.0
2022-01-03 12:00:00,60.6443908,0.0,0.0,1.7545734,4.2958343,0.0,0.0,0.0,-0.0,0.0033,0.0,27.859298,0.0,0.0,-0.0,4.295834333,0.0,0.0,0.0,0.0,40.507058,4.2925343,4.2925343,26.18774,27.859298,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,4.2958343,0.0,0.0,0.0,4.2925343,4.2958343,0.0,0.0,0.0
2022-01-03 13:00:00,58.55440318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,56.713571,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,5.2436465,0.0,-0.0,53.310757,56.713571,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0033,0.0,0.003234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 14:00:00,67.9711649,3.1285501,0.0,3.054345,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,78.887298,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4724037,7.4724037,74.15406,78.887298,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,7.075703667,0.4,0.0,0.395234,0.0,0.0,7.4724037,0.0,0.0,0.0,0.0
2022-01-03 15:00:00,75.49281175,6.9418517,0.0,5.3477103,0.0,0.0,0.0,0.0,-0.0,0.0033,0.0,93.385504,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.083083,13.083083,87.782374,93.385504,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,12.68638333,0.4,0.0,0.787234,0.0,0.0,13.083083,0.0,0.0,0.0,0.0
