kpi,value
total_annual_cost_moo,85417.25600656308
total_variable_cost_moo,45664.90036241163
total_upfront_investments,208734.59518600005
land_requirement_additional,2042.5705986093321
land_requirement_total,2076.5705995630065
total_water_consumption,35588.57772163008
total_indirect_water_consumption,88466.91994087008
water_scarcity_footprint,558249.7394812508
ghg_emissions_total,126222.97598214433
system_opex_total,56893.00104075841
