source,battery-storage,battery-storage,elec-bus,elec-bus,elec-bus,elec-shortage,gas,gas-bus,gas-pp,hydro,pv,wind
target,nan,elec-bus,battery-storage,demand,electricity-excess,elec-bus,gas-bus,gas-pp,elec-bus,elec-bus,elec-bus,elec-bus
var_name,storage_content,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow,flow
2019-01-01 00:00:00,0.0,0.0,0.0,30.3888,0.0,0.0,63.31,63.31,30.3888,0.0,0.0,0.0
2019-01-01 01:00:00,0.0,0.0,0.0,29.82,0.0,0.0,62.125,62.125,29.82,0.0,0.0,0.0
2019-01-01 02:00:00,0.0,0.0,0.0,29.82,0.0,0.0,62.125,62.125,29.82,0.0,0.0,0.0
2019-01-01 03:00:00,0.0,0.0,0.0,29.25,0.0,0.0,60.9375,60.9375,29.25,0.0,0.0,0.0
2019-01-01 04:00:00,0.0,0.0,0.0,30.962400000000002,0.0,0.0,64.505,64.505,30.9624,0.0,0.0,0.0
2019-01-01 05:00:00,0.0,0.0,0.0,34.402499999999996,0.0,0.0,71.671875,71.671875,34.4025,0.0,0.0,0.0
2019-01-01 06:00:00,0.0,0.0,0.0,39.5628,0.0,0.0,82.4225,82.4225,39.5628,0.0,0.0,0.0
2019-01-01 07:00:00,0.0,0.0,0.0,39.5628,0.0,0.0,82.4225,82.4225,39.5628,0.0,0.0,0.0
2019-01-01 08:00:00,0.0,0.0,0.0,36.696000000000005,0.0,0.0,76.45,76.45,36.696,0.0,0.0,0.0
2019-01-01 09:00:00,0.0,0.0,0.0,34.9758,0.0,0.0,72.86625,72.86625,34.9758,0.0,0.0,0.0
2019-01-01 10:00:00,0.0,0.0,0.0,34.402499999999996,0.0,0.0,71.671875,71.671875,34.4025,0.0,0.0,0.0
2019-01-01 11:00:00,0.0,0.0,0.0,34.402499999999996,0.0,0.0,71.671875,71.671875,34.4025,0.0,0.0,0.0
2019-01-01 12:00:00,0.0,0.0,0.0,34.402499999999996,0.0,0.0,71.671875,71.671875,34.4025,0.0,0.0,0.0
2019-01-01 13:00:00,0.0,0.0,0.0,34.402499999999996,0.0,0.0,71.671875,71.671875,34.4025,0.0,0.0,0.0
2019-01-01 14:00:00,0.0,0.0,0.0,34.402499999999996,0.0,0.0,71.671875,71.671875,34.4025,0.0,0.0,0.0
2019-01-01 15:00:00,0.0,0.0,0.0,34.9758,0.0,0.0,72.86625,72.86625,34.9758,0.0,0.0,0.0
2019-01-01 16:00:00,0.0,0.0,0.0,38.4162,0.0,0.0,80.03375,80.03375,38.4162,0.0,0.0,0.0
2019-01-01 17:00:00,0.0,0.0,0.0,41.856300000000005,0.0,0.0,87.200625,87.200625,41.8563,0.0,0.0,0.0
2019-01-01 18:00:00,0.0,0.0,0.0,42.429899999999996,0.0,0.0,88.395625,88.395625,42.4299,0.0,0.0,0.0
2019-01-01 19:00:00,0.0,0.0,0.0,41.856300000000005,0.0,0.0,87.200625,87.200625,41.8563,0.0,0.0,0.0
2019-01-01 20:00:00,0.0,0.0,0.0,42.429899999999996,0.0,0.0,88.395625,88.395625,42.4299,0.0,0.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,41.856300000000005,0.0,0.0,87.200625,87.200625,41.8563,0.0,0.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,38.4162,0.0,0.0,80.03375,80.03375,38.4162,0.0,0.0,0.0
2019-01-01 23:00:00,0.0,0.0,0.0,34.402499999999996,0.0,0.0,71.671875,71.671875,34.4025,0.0,0.0,0.0
2019-01-02 00:00:00,,,,,,,,,,,,
