kpi,value
annuity_total,125426.63026736153
variable_costs_total,0.0
system_cost_total,125426.63026736153
total_upfront_investments,830359.9480299999
specific_system_cost,167.99151159772632
land_requirement_additional,5505.331254143196
land_requirement_total,5514.331254143196
total_water_footprint,3108.052856376068
